MANDT,EBELN,EBELP,AEDAT,TXZ01,MATNR,BUKRS,WERKS,LGORT,MATKL,MENGE,MEINS,NETPR,NETWR,BRTWR,MWSKZ,PSTYP,MTART,NTGEW,BRGEW,VOLUM
100,4500000030,00050,20240418,Parent glass poor receive all story baby,000000000000100154,1000,1200,0001,SPAR,951.688,L,811.67,772456.6,911498.79,V2,0,ROH,7.129,49.554,2.448
400,4500000031,00010,20240225,Project meeting education direction.,000000000000100155,2000,3100,0002,RAW,381.852,EA,4200.23,1603866.23,1892562.15,V3,0,FERT,28.898,27.282,0.64
400,4500000031,00020,20240225,Why strategy idea good industry.,000000000000100156,2000,1200,0002,SERV,975.527,L,1866.45,1820772.37,2148511.4,V1,1,HALB,38.514,28.185,3.966
400,4500000031,00030,20240225,Range drive operation already.,000000000000100157,3000,1200,0002,PACK,135.297,KG,2112.59,285827.09,337275.97,V3,0,HALB,20.068,37.455,0.361
400,4500000031,00040,20240225,Us dog case leave night after.,000000000000100158,1000,3100,0001,SPAR,310.313,EA,307.69,95480.21,112666.65,V1,1,ROH,17.024,33.557,1.746
400,4500000031,00050,20240225,Name well director their public fine.,000000000000100159,2000,1200,0001,RAW,68.83,KG,819.66,56417.2,66572.3,V1,0,ROH,23.484,35.36,2.93
400,4500000032,00010,20240331,Road indeed reflect respond.,000000000000100160,1000,2100,0001,SERV,357.265,EA,4817.74,1721209.88,2031027.66,V2,0,FERT,34.983,38.482,0.467
400,4500000032,00020,20240331,Structure pick author see western how.,000000000000100161,2000,1100,0003,RAW,331.354,EA,4179.25,1384811.2,1634077.22,V1,0,HALB,27.848,31.525,3.136
400,4500000032,00030,20240331,Open make behind focus everybody wrong h,000000000000100162,2000,1100,0003,SERV,507.125,KG,6157.19,3122464.98,3684508.68,V3,1,ROH,34.339,37.536,3.053
400,4500000032,00040,20240331,Personal stage page seem.,000000000000100163,3000,1100,0001,PACK,540.751,L,1880.91,1017103.96,1200182.67,V2,1,HALB,21.664,15.602,3.761
400,4500000032,00050,20240331,Have and PM happen already character.,000000000000100164,3000,1100,0002,SPAR,189.464,L,2550.19,483169.2,570139.66,V1,0,FERT,25.816,21.749,2.686
400,4500000033,00010,20241113,Rock source compare hear while north.,000000000000100165,3000,3100,0001,PACK,158.257,KG,8841.15,1399173.88,1651025.18,V2,0,ROH,7.886,36.81,3.611
400,4500000033,00020,20241113,Tax for glass media professional Congres,000000000000100166,1000,1100,0002,SPAR,829.272,KG,4224.1,3502927.86,4133454.87,V2,0,HALB,20.012,4.739,2.365
400,4500000033,00030,20241113,Result garden truth color sign administr,000000000000100167,2000,2100,0002,RAW,411.69,KG,4828.45,1987824.58,2345633.0,V3,1,ROH,4.134,10.472,1.647
400,4500000033,00040,20241113,Simple side feel.,000000000000100168,3000,2100,0003,PACK,679.904,KG,690.14,469228.95,553690.16,V3,1,HALB,29.955,47.222,0.694
400,4500000033,00050,20241113,Order nor argue value level.,000000000000100169,2000,1200,0003,SPAR,139.981,EA,333.44,46675.26,55076.81,V2,1,ROH,26.035,14.463,1.611
100,4500000034,00010,20251116,Night bad continue degree blood.,000000000000100170,1000,1100,0002,PACK,918.917,EA,6367.66,5851351.02,6904594.2,V1,0,FERT,24.784,31.974,1.198
100,4500000034,00020,20251116,Activity strong including seem read mess,000000000000100171,3000,1200,0002,PACK,295.331,L,1872.78,553089.99,652646.19,V1,1,ROH,33.22,5.215,2.522
100,4500000034,00030,20251116,Product word single rather unit all whol,000000000000100172,3000,1100,0001,PACK,673.719,EA,855.63,576454.19,680215.94,V2,0,ROH,14.604,37.85,0.458
100,4500000034,00040,20251116,Traditional manager science street bit f,000000000000100173,3000,3100,0002,SPAR,810.002,KG,7461.45,6043789.42,7131671.52,V3,1,FERT,26.844,20.013,0.389
100,4500000034,00050,20251116,Team represent evidence quality public t,000000000000100174,2000,1200,0001,SPAR,84.142,EA,7132.87,600173.95,708205.26,V2,1,HALB,25.893,25.787,0.219
100,4500000035,00010,20240808,Wish test large brother argue culture ma,000000000000100175,3000,1100,0002,RAW,63.171,KG,5400.35,341145.51,402551.7,V3,0,FERT,36.356,49.641,3.743
100,4500000035,00020,20240808,Rich character personal season church.,000000000000100176,2000,3100,0002,SERV,669.934,EA,4262.24,2855419.49,3369395.0,V2,0,HALB,29.978,30.321,2.235
100,4500000035,00030,20240808,Current cover oil almost.,000000000000100177,2000,1200,0002,RAW,714.151,KG,4813.92,3437865.78,4056681.62,V3,1,ROH,7.833,35.991,0.774
100,4500000035,00040,20240808,Lawyer size especially single.,000000000000100178,3000,3100,0003,PACK,687.396,EA,5450.49,3746645.02,4421041.12,V1,1,HALB,10.849,11.03,3.041
100,4500000035,00050,20240808,Style quality strong wife yes expert mor,000000000000100179,3000,1200,0001,SERV,342.738,EA,8268.33,2833870.89,3343967.65,V3,1,HALB,35.688,7.954,3.74
300,4500000036,00010,20250819,I affect citizen win her technology.,000000000000100180,2000,1100,0002,PACK,937.537,L,3040.18,2850281.24,3363331.86,V3,0,ROH,34.273,10.33,1.811
300,4500000036,00020,20250819,Natural go push just hold two.,000000000000100181,2000,2100,0003,PACK,968.327,KG,352.58,341412.73,402867.02,V3,1,FERT,28.789,4.298,2.824
300,4500000036,00030,20250819,Energy Democrat stop though go town abou,000000000000100182,1000,3100,0003,PACK,433.507,KG,3641.77,1578732.79,1862904.69,V3,1,ROH,33.647,14.802,0.252
300,4500000036,00040,20250819,Order can star speech either before.,000000000000100183,3000,3100,0003,SERV,347.307,KG,902.41,313413.31,369827.71,V3,1,HALB,20.043,34.789,3.927
300,4500000036,00050,20250819,Course west more time public my.,000000000000100184,2000,3100,0003,RAW,41.954,L,7455.16,312773.78,369073.06,V2,0,ROH,32.128,13.717,1.426
300,4500000037,00010,20250717,Forward build billion fine reason.,000000000000100185,3000,2100,0001,RAW,588.165,KG,1793.32,1054768.06,1244626.31,V2,0,HALB,22.282,9.817,1.378
300,4500000037,00020,20250717,Walk order prevent whom behavior.,000000000000100186,3000,2100,0001,SPAR,540.271,L,5373.13,2902946.32,3425476.66,V2,0,ROH,31.489,4.0,3.759
300,4500000037,00030,20250717,See probably result find challenge.,000000000000100187,3000,2100,0002,RAW,303.537,L,1040.04,315690.62,372514.93,V3,0,FERT,1.848,47.946,2.524
300,4500000037,00040,20250717,Go series war report training character ,000000000000100188,2000,1100,0003,RAW,615.533,L,1193.11,734398.58,866590.32,V1,0,ROH,28.461,20.477,2.771
300,4500000037,00050,20250717,Well for let citizen forget.,000000000000100189,1000,1200,0003,RAW,186.592,KG,501.38,93553.5,110393.13,V3,1,HALB,23.623,1.782,1.46
100,4500000038,00010,20240819,Thing should other effort rest.,000000000000100190,1000,1100,0002,SPAR,514.959,L,1864.83,960310.99,1133166.97,V3,0,HALB,32.14,47.557,2.159
100,4500000038,00020,20240819,Spring forward responsibility American a,000000000000100191,3000,3100,0002,PACK,900.947,KG,3620.56,3261932.67,3849080.55,V3,0,ROH,33.614,17.419,3.058
100,4500000038,00030,20240819,Support human knowledge south reveal dar,000000000000100192,1000,3100,0003,PACK,704.865,EA,8693.95,6128061.07,7231112.06,V2,0,ROH,18.151,13.2,2.004
100,4500000038,00040,20240819,Our relationship bit evidence industry e,000000000000100193,1000,1200,0001,SPAR,516.871,EA,1488.0,769104.05,907542.78,V1,0,HALB,15.113,38.646,3.205
100,4500000038,00050,20240819,Instead tree meeting window.,000000000000100194,1000,1200,0003,RAW,68.616,KG,4501.27,308859.14,364453.79,V1,1,ROH,32.58,19.012,3.245
300,4500000039,00010,20240531,Chance reduce energy even as test.,000000000000100195,1000,1100,0001,PACK,26.802,L,2432.34,65191.58,76926.06,V2,0,ROH,24.076,27.235,1.247
300,4500000039,00020,20240531,Record operation enough nearly special d,000000000000100196,1000,1200,0003,SERV,760.217,KG,3515.06,2672208.37,3153205.88,V2,1,ROH,32.588,3.353,3.857
300,4500000039,00030,20240531,Strategy body huge still property ground,000000000000100197,1000,3100,0003,RAW,501.94,KG,1294.18,649600.71,766528.84,V3,1,HALB,36.376,9.923,3.856
300,4500000039,00040,20240531,Outside purpose federal firm nothing cit,000000000000100198,3000,1100,0003,SPAR,518.544,KG,2511.43,1302286.96,1536698.61,V3,0,ROH,18.036,46.39,2.21
300,4500000039,00050,20240531,Poor fill enjoy sing agreement after sta,000000000000100199,1000,2100,0001,PACK,737.662,KG,1973.94,1456100.53,1718198.63,V3,1,HALB,23.045,45.701,2.626
100,4500000040,00010,20240615,Gas south really former feel fund.,000000000000100200,3000,3100,0001,PACK,827.007,EA,4867.98,4025853.54,4750507.18,V1,0,HALB,27.036,20.294,1.16
100,4500000040,00020,20240615,Song power simply hospital admit popular,000000000000100201,2000,2100,0002,SPAR,989.062,EA,2333.57,2308045.41,2723493.58,V3,0,ROH,16.502,31.232,2.886
100,4500000040,00030,20240615,Name population source dog heavy adminis,000000000000100202,2000,2100,0003,RAW,773.92,KG,4064.12,3145303.75,3711458.42,V3,0,FERT,36.418,2.297,1.479
100,4500000040,00040,20240615,Gas pretty including figure center perso,000000000000100203,2000,1100,0003,PACK,818.227,KG,2560.93,2095422.07,2472598.04,V2,0,HALB,20.117,34.252,2.36
100,4500000040,00050,20240615,Church travel sea drive white agree mome,000000000000100204,3000,2100,0002,RAW,212.686,L,5077.96,1080011.0,1274412.98,V2,0,ROH,36.05,5.059,3.088
200,4500000041,00010,20241120,Letter price shake marriage level.,000000000000100205,1000,2100,0003,PACK,212.475,L,7867.5,1671647.06,1972543.53,V1,0,FERT,31.942,17.345,0.193
200,4500000041,00020,20241120,Modern rock house authority night includ,000000000000100206,2000,3100,0003,SERV,268.353,KG,2855.37,766247.11,904171.59,V3,1,FERT,39.934,38.483,0.676
200,4500000041,00030,20241120,Tell response not book experience concer,000000000000100207,1000,3100,0003,RAW,966.077,KG,6193.99,5983871.28,7060968.11,V3,0,HALB,23.15,35.852,2.673
200,4500000041,00040,20241120,She model cell bank.,000000000000100208,3000,3100,0003,SPAR,403.42,KG,7678.73,3097753.26,3655348.85,V3,0,HALB,5.033,47.925,3.982
200,4500000041,00050,20241120,Sign social same something lose dog.,000000000000100209,2000,1200,0001,RAW,134.357,KG,6811.33,915149.86,1079876.83,V1,1,HALB,29.714,15.761,3.895
200,4500000042,00010,20250104,Certain free become account.,000000000000100210,3000,1100,0003,SPAR,346.092,EA,6427.01,2224336.74,2624717.35,V2,1,FERT,12.252,23.782,0.602
200,4500000042,00020,20250104,Home east happy miss service hour.,000000000000100211,3000,1100,0001,PACK,514.492,EA,2226.71,1145624.48,1351836.89,V3,0,HALB,39.36,49.57,2.002
200,4500000042,00030,20250104,Let over top month long bit beyond.,000000000000100212,2000,2100,0001,SERV,327.315,EA,1566.7,512804.41,605109.2,V3,1,FERT,34.787,6.717,2.433
200,4500000042,00040,20250104,Ago traditional age generation maybe.,000000000000100213,2000,1200,0003,SPAR,42.771,EA,494.45,21148.12,24954.78,V1,1,FERT,18.552,8.654,3.674
200,4500000042,00050,20250104,Organization capital word lawyer lead mo,000000000000100214,3000,1200,0003,PACK,409.066,KG,2072.88,847944.73,1000574.78,V3,1,FERT,29.22,9.398,2.233
300,4500000043,00010,20250321,Morning sure energy data program course ,000000000000100215,2000,2100,0003,SERV,375.538,L,6373.23,2393390.05,2824200.26,V1,1,ROH,30.637,41.272,0.576
300,4500000043,00020,20250321,Bed draw pass moment similar I.,000000000000100216,3000,2100,0003,PACK,441.939,L,8282.74,3660465.83,4319349.68,V2,0,HALB,26.049,4.811,3.891
300,4500000043,00030,20250321,Seem rich explain open enjoy whose win.,000000000000100217,2000,1100,0002,PACK,547.304,KG,6951.69,3804687.74,4489531.53,V3,1,HALB,23.327,1.283,3.048
300,4500000043,00040,20250321,Someone my happy ahead treat to relate.,000000000000100218,3000,3100,0003,RAW,156.303,L,7109.63,1111256.5,1311282.67,V1,0,HALB,2.842,33.243,0.199
300,4500000043,00050,20250321,Appear close wall economic he personal s,000000000000100219,3000,2100,0001,RAW,466.78,EA,3054.69,1425868.2,1682524.48,V1,0,FERT,32.895,17.545,3.447
200,4500000044,00010,20250608,Wrong floor compare entire mean produce.,000000000000100220,1000,2100,0002,SERV,146.717,L,3637.79,533725.64,629796.26,V2,0,FERT,19.386,10.155,3.868
200,4500000044,00020,20250608,Give suggest art will everything carry h,000000000000100221,2000,1100,0003,PACK,506.125,L,4913.65,2486921.11,2934566.91,V1,1,HALB,15.451,37.956,0.537
200,4500000044,00030,20250608,Control vote argue attorney become.,000000000000100222,3000,1200,0002,PACK,124.751,L,130.58,16289.99,19222.19,V1,0,ROH,2.085,32.828,3.644
200,4500000044,00040,20250608,Gun child including operation ball watch,000000000000100223,2000,3100,0002,PACK,121.099,L,1367.31,165579.87,195384.25,V2,0,FERT,10.179,17.555,2.49
200,4500000044,00050,20250608,Tax agency financial thousand out young.,000000000000100224,2000,2100,0002,SPAR,457.582,KG,8997.01,4116869.83,4857906.4,V2,0,HALB,4.322,48.593,1.511
400,4500000045,00010,20240311,We model top.,000000000000100225,1000,3100,0003,SPAR,233.521,EA,3738.36,872985.57,1030122.97,V1,1,FERT,5.025,16.453,2.47
400,4500000045,00020,20240311,Whether allow cover mission positive.,000000000000100226,1000,1100,0003,PACK,807.625,L,3480.66,2811068.03,3317060.28,V2,0,FERT,23.777,32.974,1.381
400,4500000045,00030,20240311,Young black reality scene hospital indiv,000000000000100227,3000,3100,0001,PACK,941.561,EA,6750.88,6356365.32,7500511.08,V2,0,FERT,23.112,8.323,0.771
400,4500000045,00040,20240311,Its generation network suddenly society.,000000000000100228,3000,1100,0001,RAW,617.133,KG,7959.64,4912156.51,5796344.68,V3,0,FERT,23.484,20.477,2.551
400,4500000045,00050,20240311,Candidate hand people tax seem.,000000000000100229,3000,1100,0002,SPAR,999.395,EA,8483.65,8478517.39,10004650.52,V1,1,FERT,39.453,29.675,3.376
200,4500000046,00010,20260109,Need first sure many shoulder bill.,000000000000100230,2000,1100,0002,SPAR,832.063,KG,4441.87,3695915.68,4361180.5,V3,1,ROH,13.052,9.208,3.825
200,4500000046,00020,20260109,Them mouth walk simple order.,000000000000100231,2000,1100,0001,RAW,818.813,KG,2800.88,2293396.96,2706208.41,V2,1,HALB,9.853,23.089,3.818
200,4500000046,00030,20260109,Bad right while Congress week full bed.,000000000000100232,2000,3100,0002,SERV,487.82,KG,6607.5,3223270.65,3803459.37,V3,1,ROH,6.79,5.927,3.146
200,4500000046,00040,20260109,Coach dark while still direction factor ,000000000000100233,1000,3100,0001,RAW,167.789,EA,912.81,153159.48,180728.19,V2,1,FERT,18.31,48.391,3.032
200,4500000046,00050,20260109,Wall six goal.,000000000000100234,2000,3100,0003,SPAR,608.896,L,6565.05,3997432.68,4716970.56,V3,1,ROH,20.2,25.366,3.73
300,4500000047,00010,20250216,Of key hand model car us understand.,000000000000100235,1000,2100,0002,SPAR,27.749,KG,2478.65,68780.06,81160.47,V3,1,ROH,32.299,43.803,0.447
300,4500000047,00020,20250216,Moment I production account statement in,000000000000100236,1000,3100,0003,PACK,931.684,EA,4035.92,3760202.09,4437038.47,V2,0,ROH,34.332,22.305,3.097
300,4500000047,00030,20250216,Rock affect bring send.,000000000000100237,1000,3100,0001,SERV,632.808,EA,7234.23,4577878.62,5401896.77,V3,1,ROH,10.081,16.452,1.352
300,4500000047,00040,20250216,Same put remain soldier author.,000000000000100238,2000,3100,0002,SPAR,118.21,L,5317.1,628534.39,741670.58,V3,0,FERT,19.061,42.052,2.513
300,4500000047,00050,20250216,Friend thus law production whole.,000000000000100239,2000,3100,0001,SERV,143.854,KG,3344.69,481147.04,567753.51,V1,1,HALB,17.999,29.402,3.549
200,4500000048,00010,20241006,Song late you sign daughter impact ago.,000000000000100240,2000,1200,0001,SERV,496.081,KG,6510.52,3229745.27,3811099.42,V1,0,ROH,37.821,30.32,0.7
200,4500000048,00020,20241006,Quickly education table policy floor mem,000000000000100241,3000,1200,0002,SERV,250.4,EA,3355.52,840222.21,991462.21,V2,1,ROH,9.741,6.205,0.795
200,4500000048,00030,20241006,Over message animal beyond.,000000000000100242,2000,1200,0003,PACK,55.673,KG,2961.28,164863.34,194538.74,V2,1,HALB,5.571,28.479,3.143
200,4500000048,00040,20241006,Blood perform it forget ago.,000000000000100243,1000,1100,0003,SERV,28.414,EA,1083.82,30795.66,36338.88,V2,1,ROH,38.186,40.998,0.518
200,4500000048,00050,20241006,Election option travel deep letter.,000000000000100244,2000,2100,0001,SERV,27.424,KG,213.37,5851.46,6904.72,V2,0,HALB,13.964,19.776,1.013
400,4500000049,00010,20251004,Out light character security worker thir,000000000000100245,1000,1100,0002,SERV,752.164,KG,387.23,291260.47,343687.35,V1,1,ROH,30.686,25.289,1.157
400,4500000049,00020,20251004,Pretty rise throughout southern.,000000000000100246,3000,2100,0002,PACK,402.637,KG,1893.65,762453.56,899695.2,V1,0,FERT,36.673,34.824,3.87
400,4500000049,00030,20251004,Message fight shake language eight becom,000000000000100247,3000,3100,0001,PACK,893.676,KG,7822.8,6991048.61,8249437.36,V2,1,ROH,27.842,8.215,2.399
400,4500000049,00040,20251004,Thought on school network according audi,000000000000100248,2000,3100,0003,SPAR,715.923,KG,6852.91,4906155.89,5789263.95,V3,1,FERT,2.494,16.795,1.154
400,4500000049,00050,20251004,While agree customer write.,000000000000100249,1000,3100,0001,SERV,888.71,KG,5004.06,4447158.16,5247646.63,V3,0,ROH,38.535,34.933,1.228
400,4500000050,00010,20251008,Pay ever create.,000000000000100250,1000,1100,0002,RAW,200.354,KG,2971.28,595307.83,702463.24,V2,0,FERT,4.638,15.521,2.581
400,4500000050,00020,20251008,Have soldier special let college adminis,000000000000100251,1000,3100,0001,RAW,763.809,EA,2489.88,1901792.75,2244115.44,V3,1,FERT,3.247,23.154,3.554
400,4500000050,00030,20251008,National lot economic hold.,000000000000100252,1000,1200,0002,RAW,822.138,L,8087.96,6649419.26,7846314.73,V2,0,HALB,18.602,16.046,2.381
400,4500000050,00040,20251008,Step glass suggest about true.,000000000000100253,3000,1100,0003,SPAR,137.269,L,2432.57,333916.45,394021.41,V3,1,HALB,36.437,43.209,3.952
400,4500000050,00050,20251008,Mission west use international.,000000000000100254,3000,3100,0001,PACK,869.41,KG,1811.51,1574944.91,1858434.99,V2,0,HALB,19.463,48.465,2.57
200,4500000051,00010,20250825,Race small together democratic war.,000000000000100255,1000,3100,0003,SERV,703.675,EA,6737.35,4740904.76,5594267.62,V2,0,ROH,37.685,41.5,0.323
200,4500000051,00020,20250825,Edge whom federal owner.,000000000000100256,2000,1200,0003,RAW,652.837,L,4202.1,2743286.36,3237077.9,V3,0,ROH,21.823,22.413,1.746
200,4500000051,00030,20250825,Investment suddenly possible skill check,000000000000100257,3000,1200,0002,SERV,903.975,EA,1367.08,1235806.14,1458251.25,V1,0,FERT,21.968,4.002,3.221
200,4500000051,00040,20250825,Begin rule same officer happen value.,000000000000100258,3000,1100,0001,SERV,99.819,KG,744.47,74312.25,87688.46,V1,1,ROH,8.267,47.423,2.165
200,4500000051,00050,20250825,Relate discuss win across drive sister.,000000000000100259,2000,2100,0003,SPAR,456.703,KG,3134.44,1431508.15,1689179.62,V1,1,ROH,7.399,39.44,2.55
300,4500000052,00010,20240729,Entire religious picture idea.,000000000000100260,3000,1100,0001,PACK,102.111,EA,1715.94,175216.35,206755.29,V3,0,HALB,21.3,23.889,1.644
300,4500000052,00020,20240729,Evidence born thus key be collection rea,000000000000100261,2000,2100,0003,RAW,211.3,KG,2071.0,437602.3,516370.71,V2,0,HALB,6.686,44.562,3.064
300,4500000052,00030,20240729,Coach argue structure.,000000000000100262,3000,1200,0001,PACK,899.125,KG,1005.89,904420.85,1067216.6,V2,1,HALB,8.515,20.093,2.768
