MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHREZ,KTWRT
100,4528872682,C002,F,NB,"","",B,20231013,USER62,00067,00016,V942490,F,PT23,12,41,71,0.232,1.664,P003,002,INR,62.46847,"",20231013,20230913,20241012,20231023,20231102,20231112,20241012,1529418731,6446346641,REF5013,421278.28
200,4517965542,C002,F,FO,X,X,C,20240409,USER86,00029,00081,V402109,E,PT32,2,53,68,2.321,0.72,P003,001,USD,8.2844,"",20240409,20240310,20250409,20240419,20240429,20240509,20250409,4048351003,6544009731,REF6748,68718.07
300,4528328801,C004,F,FO,X,"",B,20260104,USER77,00066,00054,V215742,F,PT59,1,31,61,2.731,2.479,P002,002,USD,78.8872,"",20260104,20251205,20270104,20260114,20260124,20260203,20270104,9624493108,3797052018,REF8588,91112.81
200,4581974760,C001,F,ZNB,"",X,A,20240404,USER5,00016,00015,V275117,F,PT59,4,59,73,2.456,1.629,P003,004,USD,53.25803,"",20240404,20240305,20250404,20240414,20240424,20240504,20250404,8978017098,2525334182,REF9483,441143.96
200,4514609422,C004,F,UB,"","",C,20250930,USER65,00036,00062,V633553,F,PT54,10,48,86,3.709,1.238,P001,004,INR,3.77014,"",20250930,20250831,20260930,20251010,20251020,20251030,20260930,5983766604,3504995746,REF9262,223836.28
300,4512300024,C001,K,NB,"","",A,20250717,USER81,00085,00028,V393704,E,PT53,9,33,71,3.439,0.076,P001,004,EUR,22.17035,"",20250717,20250617,20260717,20250727,20250806,20250816,20260717,5904984023,4460676827,REF2502,325370.97
300,4544243806,C002,K,UB,"",X,B,20251029,USER50,00044,00033,V136228,F,PT37,10,47,83,1.647,0.35,P001,001,EUR,12.19042,"",20251029,20250929,20261029,20251108,20251118,20251128,20261029,6704475906,9602899209,REF5157,98966.41
200,4564125931,C004,F,NB,"",X,A,20240924,USER48,00024,00036,V181497,F,PT49,30,57,75,3.501,0.719,P001,003,USD,83.9171,"",20240924,20240825,20250924,20241004,20241014,20241024,20250924,6305939615,6066426578,REF4612,72652.25
300,4590245217,C001,F,UB,X,"",C,20260107,USER98,00053,00078,V475109,D,PT53,28,48,69,2.633,2.937,P001,002,INR,55.49936,X,20260107,20251208,20270107,20260117,20260127,20260206,20270107,5144845495,4441484094,REF4798,476233.01
100,4535106458,C002,F,UB,"","",B,20250930,USER66,00079,00073,V338991,F,PT50,3,42,88,0.337,1.872,P003,004,EUR,2.87418,"",20250930,20250831,20260930,20251010,20251020,20251030,20260930,3708451678,5324862630,REF3432,193878.09
100,4530724360,C003,F,NB,X,X,C,20240530,USER31,00010,00037,V501320,D,PT12,0,42,83,4.065,1.875,P002,002,USD,25.92553,X,20240530,20240430,20250530,20240609,20240619,20240629,20250530,4669843074,8154695318,REF4159,185642.77
200,4570453616,C002,F,UB,X,"",C,20240520,USER38,00039,00071,V469242,E,PT60,3,44,63,1.746,0.072,P002,004,EUR,57.26165,X,20240520,20240420,20250520,20240530,20240609,20240619,20250520,9498197947,2155643629,REF4918,63558.29
200,4589099126,C001,K,ZNB,"","",A,20241124,USER5,00021,00012,V217309,F,PT16,27,51,62,0.49,1.28,P001,002,USD,22.20003,X,20241124,20241025,20251124,20241204,20241214,20241224,20251124,3586244391,7764879638,REF3375,299395.95
200,4525984886,C004,K,FO,X,X,B,20240408,USER21,00093,00064,V738413,D,PT46,16,30,70,4.731,1.208,P001,003,EUR,4.38569,"",20240408,20240309,20250408,20240418,20240428,20240508,20250408,4496465907,6589852492,REF1008,247719.5
100,4523975300,C003,F,ZNB,X,X,B,20251021,USER85,00093,00013,V284314,F,PT37,24,54,82,1.416,0.335,P003,003,USD,11.26607,"",20251021,20250921,20261021,20251031,20251110,20251120,20261021,7355094063,8107420601,REF3640,59111.44
100,4547707442,C002,K,NB,X,X,A,20241105,USER40,00071,00092,V402933,F,PT43,30,48,81,2.724,1.538,P002,001,INR,50.73568,X,20241105,20241006,20251105,20241115,20241125,20241205,20251105,5819975837,3382757356,REF6436,378471.86
300,4521749860,C003,F,ZNB,"",X,A,20251005,USER51,00010,00051,V679632,F,PT24,17,37,77,0.171,2.12,P003,001,EUR,2.26246,"",20251005,20250905,20261005,20251015,20251025,20251104,20261005,4366639905,8411048995,REF7952,242382.63
100,4580596208,C001,K,ZNB,"","",C,20240725,USER60,00097,00073,V235643,F,PT16,16,31,73,0.271,1.155,P003,004,USD,17.60527,"",20240725,20240625,20250725,20240804,20240814,20240824,20250725,7249961042,3119413321,REF8588,98772.68
300,4598813255,C001,K,FO,"","",B,20250323,USER90,00013,00061,V537253,E,PT10,29,32,65,2.521,1.89,P001,004,INR,26.4752,"",20250323,20250221,20260323,20250402,20250412,20250422,20260323,9258608503,8815425095,REF8925,224682.68
300,4570513088,C001,K,NB,"",X,C,20230531,USER39,00080,00010,V796614,F,PT37,22,55,83,4.28,2.215,P002,001,INR,78.46333,"",20230531,20230501,20240530,20230610,20230620,20230630,20240530,6568533743,3753479816,REF9388,342319.33
300,4569383096,C002,K,NB,X,X,B,20250529,USER45,00057,00085,V237781,D,PT20,29,40,63,2.359,2.434,P001,002,INR,18.77196,"",20250529,20250429,20260529,20250608,20250618,20250628,20260529,4861142003,7575709499,REF7189,92079.47
300,4502049353,C002,F,ZNB,"",X,C,20231031,USER73,00041,00073,V450072,F,PT35,4,52,69,3.535,0.287,P002,002,EUR,51.68317,X,20231031,20231001,20241030,20231110,20231120,20231130,20241030,3261262915,2075180312,REF5170,67995.9
200,4595636963,C001,F,FO,"",X,B,20240820,USER18,00062,00017,V533548,F,PT34,4,40,77,4.28,1.876,P003,004,EUR,42.99496,X,20240820,20240721,20250820,20240830,20240909,20240919,20250820,9379825985,9594590416,REF7338,177882.97
300,4549662381,C003,F,ZNB,X,X,A,20241028,USER84,00084,00082,V612491,E,PT36,18,34,64,1.772,2.682,P001,004,EUR,52.01543,X,20241028,20240928,20251028,20241107,20241117,20241127,20251028,3687487780,2601883591,REF6804,467293.51
100,4531976581,C001,K,ZNB,"",X,A,20241119,USER29,00028,00030,V581963,D,PT13,9,57,83,1.603,1.547,P003,004,EUR,81.10077,"",20241119,20241020,20251119,20241129,20241209,20241219,20251119,3825173856,2148151823,REF8301,492149.78
100,4561640501,C003,F,FO,X,"",C,20251229,USER23,00089,00015,V155544,F,PT60,3,36,62,0.661,2.254,P001,002,EUR,40.34608,X,20251229,20251129,20261229,20260108,20260118,20260128,20261229,1155407499,1613928673,REF8463,151546.65
300,4501313265,C004,K,ZNB,X,X,B,20260203,USER48,00013,00010,V308243,D,PT30,13,37,61,2.112,2.218,P003,003,EUR,17.47286,"",20260203,20260104,20270203,20260213,20260223,20260305,20270203,7715668407,7719432104,REF1884,20897.97
300,4518606190,C001,F,ZNB,"","",C,20230811,USER10,00011,00019,V566233,E,PT15,8,45,63,1.441,2.292,P002,001,EUR,29.13012,"",20230811,20230712,20240810,20230821,20230831,20230910,20240810,8540459170,2997596438,REF2477,254240.89
100,4535684569,C001,K,FO,"","",C,20250425,USER66,00041,00080,V297063,D,PT22,8,30,60,0.482,0.191,P001,003,USD,52.47533,"",20250425,20250326,20260425,20250505,20250515,20250525,20260425,4508735958,9763395205,REF1297,402430.93
300,4591626127,C002,K,NB,"","",A,20240916,USER96,00070,00099,V600613,D,PT11,24,58,90,4.555,1.539,P001,001,EUR,23.53779,"",20240916,20240817,20250916,20240926,20241006,20241016,20250916,1621298422,8850431313,REF4307,274149.3
100,4527104743,C002,K,UB,"",X,A,20241011,USER58,00049,00038,V624862,D,PT40,27,54,69,1.119,2.885,P001,001,EUR,57.35501,X,20241011,20240911,20251011,20241021,20241031,20241110,20251011,2967861592,7809720193,REF2365,450083.22
200,4532526961,C004,K,NB,X,X,B,20231027,USER44,00035,00086,V900773,D,PT55,2,49,70,3.745,2.879,P001,003,INR,74.76999,X,20231027,20230927,20241026,20231106,20231116,20231126,20241026,1475349334,3340769087,REF4079,166617.37
300,4560992794,C002,K,UB,"","",C,20251229,USER86,00016,00091,V877369,D,PT27,12,55,74,1.357,2.695,P003,002,INR,6.40373,X,20251229,20251129,20261229,20260108,20260118,20260128,20261229,3419629438,6475082939,REF9925,333271.66
100,4561218078,C001,F,UB,"","",A,20240717,USER31,00054,00075,V555694,D,PT41,8,55,80,2.504,1.373,P001,002,USD,5.84938,"",20240717,20240617,20250717,20240727,20240806,20240816,20250717,7840957713,2633942678,REF1049,431031.62
200,4581841341,C004,F,NB,X,X,C,20240209,USER77,00078,00055,V548963,E,PT33,13,45,88,2.737,1.198,P002,003,EUR,51.61938,"",20240209,20240110,20250208,20240219,20240229,20240310,20250208,8257867531,8555655083,REF2349,399889.35
200,4519987615,C004,F,NB,"","",C,20250810,USER71,00066,00086,V300698,D,PT54,9,31,88,0.139,0.828,P002,001,USD,30.33394,"",20250810,20250711,20260810,20250820,20250830,20250909,20260810,9868790602,4756740356,REF7009,146805.02
300,4542560293,C003,F,NB,X,"",B,20240702,USER86,00068,00010,V684349,E,PT47,1,43,69,0.237,1.397,P002,001,INR,31.17223,"",20240702,20240602,20250702,20240712,20240722,20240801,20250702,7243034063,4880652273,REF7455,13670.24
100,4533244310,C003,K,ZNB,"",X,C,20250801,USER80,00018,00096,V412716,F,PT58,24,35,74,2.74,2.531,P002,001,EUR,1.35499,X,20250801,20250702,20260801,20250811,20250821,20250831,20260801,1546744452,9496950892,REF6703,73068.43
200,4556894636,C003,K,ZNB,"",X,C,20231130,USER11,00065,00081,V820750,F,PT11,11,48,89,1.793,0.146,P002,003,USD,21.3735,"",20231130,20231031,20241129,20231210,20231220,20231230,20241129,1751398487,2787237674,REF5804,143924.77
100,4575352909,C003,F,UB,"",X,A,20240325,USER68,00024,00075,V654533,D,PT43,25,59,73,0.923,0.248,P001,004,INR,38.57615,X,20240325,20240224,20250325,20240404,20240414,20240424,20250325,4882567978,7087969804,REF1643,485291.28
300,4599474309,C004,K,UB,X,"",B,20230525,USER42,00060,00092,V735905,F,PT25,27,46,75,0.747,1.471,P003,001,INR,76.03258,"",20230525,20230425,20240524,20230604,20230614,20230624,20240524,4395631788,3159666449,REF5096,159072.85
300,4524802983,C002,K,NB,"",X,A,20251015,USER25,00074,00022,V207964,F,PT30,4,48,68,4.736,2.076,P003,004,USD,65.43252,X,20251015,20250915,20261015,20251025,20251104,20251114,20261015,9090520979,3200177576,REF9732,217300.76
300,4530240495,C003,K,UB,X,"",C,20241123,USER41,00095,00089,V684456,F,PT31,6,49,76,2.374,2.713,P002,003,EUR,78.76717,"",20241123,20241024,20251123,20241203,20241213,20241223,20251123,1589074172,8163132061,REF4809,92313.34
300,4553203437,C002,F,UB,"",X,A,20260110,USER78,00059,00034,V411485,E,PT44,20,37,75,2.218,0.755,P002,004,EUR,11.14109,X,20260110,20251211,20270110,20260120,20260130,20260209,20270110,4121306494,1283803773,REF4522,486870.9
300,4538770726,C002,K,NB,"","",B,20251007,USER99,00074,00057,V412050,E,PT60,22,46,83,1.038,0.181,P003,002,EUR,13.19749,"",20251007,20250907,20261007,20251017,20251027,20251106,20261007,1584678476,8853787793,REF8936,334532.06
100,4545477280,C003,K,NB,"",X,B,20231116,USER81,00049,00086,V710903,E,PT48,28,32,70,4.958,2.569,P001,002,INR,80.86881,"",20231116,20231017,20241115,20231126,20231206,20231216,20241115,4728152802,5235320656,REF3446,145538.73
100,4573920019,C004,F,NB,"","",A,20240116,USER46,00018,00062,V914968,E,PT47,20,46,72,4.696,0.446,P002,004,INR,59.53292,"",20240116,20231217,20250115,20240126,20240205,20240215,20250115,2534203072,3351490885,REF2408,367950.78
200,4540136300,C004,K,NB,X,"",C,20250103,USER33,00026,00053,V549941,E,PT51,28,43,71,0.451,0.349,P001,004,EUR,6.63482,X,20250103,20241204,20260103,20250113,20250123,20250202,20260103,6714108094,5428421209,REF1985,386754.92
100,4549350031,C004,K,ZNB,X,"",B,20230530,USER86,00026,00063,V372385,E,PT51,22,39,73,1.723,2.484,P001,003,INR,3.38879,"",20230530,20230430,20240529,20230609,20230619,20230629,20240529,5649361350,7348335085,REF9163,372079.35
100,4574740551,C002,F,NB,"",X,A,20231013,USER12,00025,00074,V485090,D,PT30,11,51,60,3.595,1.842,P003,002,INR,18.34428,X,20231013,20230913,20241012,20231023,20231102,20231112,20241012,9068469911,6414296485,REF3684,98830.98
300,4598115249,C002,F,UB,X,"",A,20230914,USER94,00096,00085,V861065,E,PT14,23,42,79,3.569,2.874,P001,002,INR,77.2122,"",20230914,20230815,20240913,20230924,20231004,20231014,20240913,1869802511,8751856784,REF9111,193770.89
200,4523472425,C004,F,ZNB,"",X,A,20241106,USER89,00038,00086,V204701,F,PT10,23,34,72,2.329,2.546,P001,002,EUR,33.88251,X,20241106,20241007,20251106,20241116,20241126,20241206,20251106,6068295376,5804557300,REF1961,168510.48
300,4523944197,C001,K,UB,"","",A,20240804,USER38,00027,00093,V103880,D,PT16,19,39,76,4.208,2.971,P003,004,EUR,77.51995,"",20240804,20240705,20250804,20240814,20240824,20240903,20250804,3583434812,4803293518,REF2957,358637.04
300,4586590360,C001,F,FO,X,X,A,20230731,USER60,00090,00094,V882541,D,PT14,12,46,87,3.021,0.966,P003,001,INR,75.27317,"",20230731,20230701,20240730,20230810,20230820,20230830,20240730,2029197801,7341671410,REF4650,244688.94
200,4515549181,C001,K,UB,X,"",A,20230710,USER80,00035,00013,V373715,F,PT39,6,49,77,0.396,2.122,P002,004,INR,33.12934,X,20230710,20230610,20240709,20230720,20230730,20230809,20240709,8244478795,6890208429,REF7963,145011.67
300,4560233362,C003,F,UB,X,X,A,20250130,USER51,00024,00085,V201205,E,PT15,16,44,66,1.376,1.906,P001,002,EUR,58.63564,X,20250130,20241231,20260130,20250209,20250219,20250301,20260130,4552866294,2116537086,REF1173,35593.76
100,4501631650,C001,K,ZNB,"",X,B,20241206,USER25,00075,00052,V490476,D,PT30,30,53,83,0.667,1.201,P001,002,INR,16.81516,X,20241206,20241106,20251206,20241216,20241226,20250105,20251206,3885935223,5896628738,REF8515,278460.25
200,4597711706,C001,F,FO,"",X,A,20240811,USER22,00045,00026,V170384,F,PT16,19,48,62,3.899,0.832,P003,004,INR,66.44741,"",20240811,20240712,20250811,20240821,20240831,20240910,20250811,5577293626,5602657909,REF4729,24010.42
200,4580803307,C003,K,FO,X,"",C,20240426,USER34,00067,00011,V589653,F,PT58,22,51,86,1.796,2.48,P003,001,INR,10.2338,"",20240426,20240327,20250426,20240506,20240516,20240526,20250426,6941668829,3725776037,REF7251,254578.67
200,4512582376,C002,K,ZNB,"","",B,20250402,USER62,00055,00045,V365883,F,PT12,8,57,80,4.692,0.613,P003,003,INR,29.86379,"",20250402,20250303,20260402,20250412,20250422,20250502,20260402,5790553388,3022197279,REF9374,117637.33
200,4536919851,C004,F,UB,"","",C,20240619,USER84,00083,00014,V315045,F,PT28,21,32,63,1.291,2.151,P003,002,INR,35.80529,X,20240619,20240520,20250619,20240629,20240709,20240719,20250619,6809841673,4507048786,REF4713,491915.14
100,4595006153,C001,F,FO,"","",C,20250315,USER31,00042,00099,V793068,F,PT45,22,42,68,2.908,1.647,P002,002,EUR,70.22807,X,20250315,20250213,20260315,20250325,20250404,20250414,20260315,3917263914,1107750728,REF1143,476925.97
300,4509954888,C003,K,FO,"","",A,20240828,USER93,00059,00087,V529213,E,PT49,30,58,87,2.455,0.13,P002,004,EUR,18.65211,"",20240828,20240729,20250828,20240907,20240917,20240927,20250828,6085889997,8478153322,REF2861,442253.01
100,4516263264,C003,F,NB,X,X,B,20250308,USER7,00089,00013,V632156,E,PT36,14,55,84,2.572,2.766,P002,002,USD,55.28216,"",20250308,20250206,20260308,20250318,20250328,20250407,20260308,9639070240,8686249303,REF3533,487723.1
200,4536258093,C003,F,FO,X,X,C,20260118,USER87,00091,00058,V426310,D,PT34,14,58,83,2.124,2.637,P002,003,USD,40.56697,X,20260118,20251219,20270118,20260128,20260207,20260217,20270118,8455315991,3789914036,REF1180,52529.64
300,4527850037,C004,F,UB,"","",B,20260211,USER33,00046,00099,V781456,E,PT28,7,55,83,4.586,1.427,P003,004,USD,9.32863,X,20260211,20260112,20270211,20260221,20260303,20260313,20270211,1171563193,7860121245,REF3766,316032.2
200,4556335069,C003,K,NB,X,"",A,20230710,USER46,00095,00083,V117943,E,PT43,10,38,87,4.639,0.673,P002,004,USD,14.01491,"",20230710,20230610,20240709,20230720,20230730,20230809,20240709,9437565497,8107799310,REF4786,13095.38
100,4597962744,C002,K,NB,"",X,C,20230527,USER25,00083,00082,V856271,F,PT15,8,33,74,2.927,2.185,P003,003,USD,78.92914,X,20230527,20230427,20240526,20230606,20230616,20230626,20240526,1572357070,8858293810,REF6610,108575.14
200,4520446660,C003,K,FO,X,"",B,20250408,USER10,00072,00091,V229500,D,PT44,21,34,87,1.5,2.836,P002,003,USD,50.40593,"",20250408,20250309,20260408,20250418,20250428,20250508,20260408,7867487619,1690385269,REF6688,395802.93
300,4566588282,C001,K,UB,X,"",A,20240303,USER35,00042,00017,V279918,D,PT21,26,52,68,1.254,1.094,P003,003,USD,33.02456,X,20240303,20240202,20250303,20240313,20240323,20240402,20250303,8041390575,7901555434,REF6289,118181.27
200,4507008363,C001,K,UB,X,X,C,20240602,USER30,00079,00010,V288045,E,PT33,14,51,66,2.845,2.113,P002,004,EUR,25.2967,"",20240602,20240503,20250602,20240612,20240622,20240702,20250602,1169728703,3850027796,REF3245,313238.81
300,4530825953,C004,F,ZNB,X,X,C,20250722,USER24,00029,00086,V965872,E,PT41,30,43,71,4.212,0.765,P001,002,EUR,62.25449,X,20250722,20250622,20260722,20250801,20250811,20250821,20260722,3771791948,9477603163,REF1087,320637.06
100,4566846810,C004,F,FO,X,"",C,20251113,USER58,00034,00029,V513650,F,PT16,13,33,85,0.55,0.941,P001,002,EUR,52.90795,X,20251113,20251014,20261113,20251123,20251203,20251213,20261113,6140148134,6675906048,REF3514,214233.85
200,4514026513,C003,K,NB,X,X,B,20230904,USER33,00013,00082,V260071,E,PT50,27,54,89,4.596,0.371,P002,001,EUR,50.68982,X,20230904,20230805,20240903,20230914,20230924,20231004,20240903,9160014606,5958761343,REF1559,375182.05
200,4570894178,C004,K,UB,X,"",C,20240912,USER95,00060,00088,V552133,F,PT33,5,33,90,4.116,0.334,P002,001,USD,30.26001,"",20240912,20240813,20250912,20240922,20241002,20241012,20250912,2022022501,3878173372,REF3130,428662.48
100,4568807701,C004,F,UB,"",X,B,20260123,USER26,00015,00038,V231799,D,PT21,25,34,86,0.13,1.715,P003,001,USD,78.97925,"",20260123,20251224,20270123,20260202,20260212,20260222,20270123,1001772275,1437629522,REF3743,421281.72
100,4516038147,C003,F,NB,"",X,B,20231109,USER90,00069,00083,V131132,D,PT42,26,50,83,3.878,0.676,P002,001,USD,62.50238,"",20231109,20231010,20241108,20231119,20231129,20231209,20241108,7456723598,5025565726,REF3051,484267.54
300,4586162199,C004,K,ZNB,X,X,C,20240416,USER61,00040,00040,V593622,D,PT59,5,55,63,2.739,2.336,P001,003,EUR,61.21068,X,20240416,20240317,20250416,20240426,20240506,20240516,20250416,3780502807,4908750625,REF9028,458269.48
300,4533950115,C001,K,NB,"","",B,20260119,USER12,00034,00097,V128743,E,PT43,28,39,82,1.049,0.32,P002,003,USD,44.71039,X,20260119,20251220,20270119,20260129,20260208,20260218,20270119,2225287836,6175685565,REF9081,365726.41
200,4548066169,C003,K,NB,X,X,C,20251024,USER95,00080,00010,V571870,D,PT40,19,34,80,2.77,1.003,P003,001,USD,17.46834,"",20251024,20250924,20261024,20251103,20251113,20251123,20261024,3736565448,3292525716,REF2361,140004.43
100,4534262549,C002,K,NB,X,"",B,20250814,USER43,00065,00013,V787622,E,PT23,18,36,64,1.624,2.883,P001,002,USD,71.25357,X,20250814,20250715,20260814,20250824,20250903,20250913,20260814,7032507285,1050680391,REF6689,111758.68
200,4529026623,C002,K,UB,"",X,B,20250106,USER91,00077,00040,V243952,D,PT32,2,59,62,2.459,1.259,P002,003,USD,33.912,"",20250106,20241207,20260106,20250116,20250126,20250205,20260106,5033218234,4320719865,REF5563,444429.89
300,4562219722,C001,F,NB,X,"",B,20230926,USER56,00086,00015,V901620,E,PT60,27,37,81,0.473,1.351,P002,004,INR,57.16201,"",20230926,20230827,20240925,20231006,20231016,20231026,20240925,1293755913,1348571233,REF3071,285924.91
200,4528118667,C004,K,ZNB,X,X,C,20240422,USER37,00072,00020,V437746,E,PT48,30,38,87,4.671,0.488,P001,001,INR,42.24733,"",20240422,20240323,20250422,20240502,20240512,20240522,20250422,8023359209,3058184419,REF2220,140122.42
300,4591732158,C004,K,NB,"",X,B,20231013,USER93,00071,00087,V298479,E,PT30,8,57,81,4.103,0.403,P001,001,USD,32.09481,"",20231013,20230913,20241012,20231023,20231102,20231112,20241012,4740411004,3092978240,REF1481,170766.35
100,4551475277,C004,F,FO,"",X,A,20251203,USER70,00021,00077,V377042,D,PT38,25,54,68,3.072,2.112,P002,001,INR,25.37588,X,20251203,20251103,20261203,20251213,20251223,20260102,20261203,9867990618,4271465476,REF7230,493136.89
100,4573403617,C001,K,NB,"","",C,20250502,USER87,00049,00094,V886922,F,PT19,9,34,85,4.227,2.431,P003,004,EUR,59.3366,"",20250502,20250402,20260502,20250512,20250522,20250601,20260502,1363580299,9027408419,REF8390,171442.57
200,4512798227,C001,K,UB,X,"",B,20240825,USER91,00062,00099,V991133,D,PT52,10,36,61,3.665,0.022,P002,004,EUR,16.09214,X,20240825,20240726,20250825,20240904,20240914,20240924,20250825,5047688644,2328409138,REF9317,475525.33
100,4565982742,C003,F,UB,X,X,B,20230529,USER4,00048,00053,V808239,E,PT20,11,35,75,1.721,0.763,P003,002,INR,11.0726,X,20230529,20230429,20240528,20230608,20230618,20230628,20240528,3668819771,8068177264,REF5041,173661.88
200,4587595730,C002,F,NB,"","",B,20241202,USER43,00057,00016,V284358,E,PT46,21,35,75,4.173,0.791,P001,001,INR,27.48337,"",20241202,20241102,20251202,20241212,20241222,20250101,20251202,2317160891,4854376536,REF5349,483482.12
300,4540999021,C002,F,ZNB,X,"",A,20250203,USER89,00057,00086,V922732,F,PT54,10,57,81,2.415,2.689,P001,002,INR,11.72325,X,20250203,20250104,20260203,20250213,20250223,20250305,20260203,8949212384,1231599145,REF3505,483254.15
100,4523305051,C004,F,FO,X,"",A,20230714,USER6,00044,00097,V131109,E,PT32,18,57,90,4.522,2.674,P002,004,INR,84.68149,"",20230714,20230614,20240713,20230724,20230803,20230813,20240713,8863292524,4878133608,REF7295,57123.54
