MANDT,WERKS,LGORT,LGOBE,SPART,XLONG,XBUFX,DISKZ,XBLGO,XRESS,XHUPF,PARLG,VKORG,VTWEG,VSTEL,LIFNR,KUNNR,MESBS,MESST,OIH_LICNO,OIG_ITRFL,OIB_TNKASSIGN
200,PL13,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,02,SP08,VEND000173,CUST000173,MES_SYSTEM_13,1,LIC000173,X,""
300,PL14,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,03,SP09,VEND000174,CUST000174,MES_SYSTEM_14,2,LIC000174,"",""
100,PL15,SL25,Storage Location 25,05,"","",1,X,"","",SL25,SO05,01,SP10,VEND000175,CUST000175,MES_SYSTEM_15,1,LIC000175,"",""
200,PL16,SL26,Storage Location 26,01,"","",2,"",X,"",SL26,SO06,02,SP11,VEND000176,CUST000176,MES_SYSTEM_16,2,LIC000176,"",X
300,PL17,SL27,Storage Location 27,02,"",X,2,"","","",SL27,SO07,03,SP12,VEND000177,CUST000177,MES_SYSTEM_17,1,LIC000177,X,""
100,PL18,SL28,Storage Location 28,03,"","",1,"","","",SL28,SO08,01,SP13,VEND000178,CUST000178,MES_SYSTEM_18,2,LIC000178,"",""
200,PL19,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,02,SP14,VEND000179,CUST000179,MES_SYSTEM_19,1,LIC000179,"",""
300,PL20,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,03,SP15,VEND000180,CUST000180,MES_SYSTEM_20,2,LIC000180,"",""
100,PL01,SL31,Storage Location 31,01,X,"",1,X,"",X,SL31,SO01,01,SP01,VEND000181,CUST000181,MES_SYSTEM_01,1,LIC000181,X,X
200,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000182,CUST000182,MES_SYSTEM_02,2,LIC000182,"",""
300,PL03,SL33,Storage Location 33,03,"","",2,"",X,"",SL33,SO03,03,SP03,VEND000183,CUST000183,MES_SYSTEM_03,1,LIC000183,"",""
100,PL04,SL34,Storage Location 34,04,"","",1,"","","",SL34,SO04,01,SP04,VEND000184,CUST000184,MES_SYSTEM_04,2,LIC000184,"",""
200,PL05,SL35,Storage Location 35,05,"",X,2,"","","",SL35,SO05,02,SP05,VEND000185,CUST000185,MES_SYSTEM_05,1,LIC000185,X,""
300,PL06,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,03,SP06,VEND000186,CUST000186,MES_SYSTEM_06,2,LIC000186,"",X
100,PL07,SL37,Storage Location 37,02,"","",1,X,"","",SL37,SO07,01,SP07,VEND000187,CUST000187,MES_SYSTEM_07,1,LIC000187,"",""
200,PL08,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,02,SP08,VEND000188,CUST000188,MES_SYSTEM_08,2,LIC000188,"",""
300,PL09,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,03,SP09,VEND000189,CUST000189,MES_SYSTEM_09,1,LIC000189,X,""
100,PL10,SL40,Storage Location 40,05,"","",1,"",X,X,SL40,SO10,01,SP10,VEND000190,CUST000190,MES_SYSTEM_10,2,LIC000190,"",""
200,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,02,SP11,VEND000191,CUST000191,MES_SYSTEM_11,1,LIC000191,"",X
300,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000192,CUST000192,MES_SYSTEM_12,2,LIC000192,"",""
100,PL13,SL43,Storage Location 43,03,"",X,1,X,"","",SL43,SO03,01,SP13,VEND000193,CUST000193,MES_SYSTEM_13,1,LIC000193,X,""
200,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,02,SP14,VEND000194,CUST000194,MES_SYSTEM_14,2,LIC000194,"",""
300,PL15,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,03,SP15,VEND000195,CUST000195,MES_SYSTEM_15,1,LIC000195,"",""
100,PL16,SL46,Storage Location 46,01,"","",1,"","","",SL46,SO06,01,SP01,VEND000196,CUST000196,MES_SYSTEM_16,2,LIC000196,"",X
200,PL17,SL47,Storage Location 47,02,"","",2,"",X,"",SL47,SO07,02,SP02,VEND000197,CUST000197,MES_SYSTEM_17,1,LIC000197,X,""
300,PL18,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,03,SP03,VEND000198,CUST000198,MES_SYSTEM_18,2,LIC000198,"",""
100,PL19,SL49,Storage Location 49,04,"","",1,X,"",X,SL49,SO09,01,SP04,VEND000199,CUST000199,MES_SYSTEM_19,1,LIC000199,"",""
200,PL20,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,02,SP05,VEND000200,CUST000200,MES_SYSTEM_20,2,LIC000200,"",""
300,PL01,SL01,Storage Location 01,01,X,X,2,"","","",SL01,SO01,03,SP06,VEND000201,CUST000201,MES_SYSTEM_01,1,LIC000201,X,X
100,PL02,SL02,Storage Location 02,02,"","",1,"","","",SL02,SO02,01,SP07,VEND000202,CUST000202,MES_SYSTEM_02,2,LIC000202,"",""
200,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,02,SP08,VEND000203,CUST000203,MES_SYSTEM_03,1,LIC000203,"",""
300,PL04,SL04,Storage Location 04,04,"","",2,"",X,"",SL04,SO04,03,SP09,VEND000204,CUST000204,MES_SYSTEM_04,2,LIC000204,"",""
100,PL05,SL05,Storage Location 05,05,"","",1,X,"","",SL05,SO05,01,SP10,VEND000205,CUST000205,MES_SYSTEM_05,1,LIC000205,X,""
200,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,02,SP11,VEND000206,CUST000206,MES_SYSTEM_06,2,LIC000206,"",X
300,PL07,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,03,SP12,VEND000207,CUST000207,MES_SYSTEM_07,1,LIC000207,"",""
100,PL08,SL08,Storage Location 08,03,"","",1,"","",X,SL08,SO08,01,SP13,VEND000208,CUST000208,MES_SYSTEM_08,2,LIC000208,"",""
200,PL09,SL09,Storage Location 09,04,"",X,2,"","","",SL09,SO09,02,SP14,VEND000209,CUST000209,MES_SYSTEM_09,1,LIC000209,X,""
300,PL10,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,03,SP15,VEND000210,CUST000210,MES_SYSTEM_10,2,LIC000210,"",""
100,PL11,SL11,Storage Location 11,01,X,"",1,X,X,"",SL11,SO01,01,SP01,VEND000211,CUST000211,MES_SYSTEM_11,1,LIC000211,"",X
200,PL12,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,02,SP02,VEND000212,CUST000212,MES_SYSTEM_12,2,LIC000212,"",""
300,PL13,SL13,Storage Location 13,03,"","",2,"","","",SL13,SO03,03,SP03,VEND000213,CUST000213,MES_SYSTEM_13,1,LIC000213,X,""
100,PL14,SL14,Storage Location 14,04,"","",1,"","","",SL14,SO04,01,SP04,VEND000214,CUST000214,MES_SYSTEM_14,2,LIC000214,"",""
200,PL15,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,02,SP05,VEND000215,CUST000215,MES_SYSTEM_15,1,LIC000215,"",""
300,PL16,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,03,SP06,VEND000216,CUST000216,MES_SYSTEM_16,2,LIC000216,"",X
100,PL17,SL17,Storage Location 17,02,"",X,1,X,"",X,SL17,SO07,01,SP07,VEND000217,CUST000217,MES_SYSTEM_17,1,LIC000217,X,""
200,PL18,SL18,Storage Location 18,03,"","",2,"",X,"",SL18,SO08,02,SP08,VEND000218,CUST000218,MES_SYSTEM_18,2,LIC000218,"",""
300,PL19,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,03,SP09,VEND000219,CUST000219,MES_SYSTEM_19,1,LIC000219,"",""
100,PL20,SL20,Storage Location 20,05,"","",1,"","","",SL20,SO10,01,SP10,VEND000220,CUST000220,MES_SYSTEM_20,2,LIC000220,"",""
200,PL01,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,02,SP11,VEND000221,CUST000221,MES_SYSTEM_01,1,LIC000221,X,X
300,PL02,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,03,SP12,VEND000222,CUST000222,MES_SYSTEM_02,2,LIC000222,"",""
100,PL03,SL23,Storage Location 23,03,"","",1,X,"","",SL23,SO03,01,SP13,VEND000223,CUST000223,MES_SYSTEM_03,1,LIC000223,"",""
200,PL04,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,02,SP14,VEND000224,CUST000224,MES_SYSTEM_04,2,LIC000224,"",""
300,PL05,SL25,Storage Location 25,05,"",X,2,"",X,"",SL25,SO05,03,SP15,VEND000225,CUST000225,MES_SYSTEM_05,1,LIC000225,X,""
100,PL06,SL26,Storage Location 26,01,"","",1,"","",X,SL26,SO06,01,SP01,VEND000226,CUST000226,MES_SYSTEM_06,2,LIC000226,"",X
200,PL07,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,02,SP02,VEND000227,CUST000227,MES_SYSTEM_07,1,LIC000227,"",""
300,PL08,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,03,SP03,VEND000228,CUST000228,MES_SYSTEM_08,2,LIC000228,"",""
100,PL09,SL29,Storage Location 29,04,"","",1,X,"","",SL29,SO09,01,SP04,VEND000229,CUST000229,MES_SYSTEM_09,1,LIC000229,X,""
200,PL10,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,02,SP05,VEND000230,CUST000230,MES_SYSTEM_10,2,LIC000230,"",""
300,PL11,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,03,SP06,VEND000231,CUST000231,MES_SYSTEM_11,1,LIC000231,"",X
100,PL12,SL32,Storage Location 32,02,"","",1,"",X,"",SL32,SO02,01,SP07,VEND000232,CUST000232,MES_SYSTEM_12,2,LIC000232,"",""
200,PL13,SL33,Storage Location 33,03,"",X,2,"","","",SL33,SO03,02,SP08,VEND000233,CUST000233,MES_SYSTEM_13,1,LIC000233,X,""
300,PL14,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,03,SP09,VEND000234,CUST000234,MES_SYSTEM_14,2,LIC000234,"",""
100,PL15,SL35,Storage Location 35,05,"","",1,X,"",X,SL35,SO05,01,SP10,VEND000235,CUST000235,MES_SYSTEM_15,1,LIC000235,"",""
200,PL16,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,02,SP11,VEND000236,CUST000236,MES_SYSTEM_16,2,LIC000236,"",X
300,PL17,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,03,SP12,VEND000237,CUST000237,MES_SYSTEM_17,1,LIC000237,X,""
100,PL18,SL38,Storage Location 38,03,"","",1,"","","",SL38,SO08,01,SP13,VEND000238,CUST000238,MES_SYSTEM_18,2,LIC000238,"",""
200,PL19,SL39,Storage Location 39,04,"","",2,"",X,"",SL39,SO09,02,SP14,VEND000239,CUST000239,MES_SYSTEM_19,1,LIC000239,"",""
300,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,03,SP15,VEND000240,CUST000240,MES_SYSTEM_20,2,LIC000240,"",""
100,PL01,SL41,Storage Location 41,01,X,X,1,X,"","",SL41,SO01,01,SP01,VEND000241,CUST000241,MES_SYSTEM_01,1,LIC000241,X,X
200,PL02,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,02,SP02,VEND000242,CUST000242,MES_SYSTEM_02,2,LIC000242,"",""
300,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,03,SP03,VEND000243,CUST000243,MES_SYSTEM_03,1,LIC000243,"",""
100,PL04,SL44,Storage Location 44,04,"","",1,"","",X,SL44,SO04,01,SP04,VEND000244,CUST000244,MES_SYSTEM_04,2,LIC000244,"",""
200,PL05,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,02,SP05,VEND000245,CUST000245,MES_SYSTEM_05,1,LIC000245,X,""
300,PL06,SL46,Storage Location 46,01,"","",2,"",X,"",SL46,SO06,03,SP06,VEND000246,CUST000246,MES_SYSTEM_06,2,LIC000246,"",X
100,PL07,SL47,Storage Location 47,02,"","",1,X,"","",SL47,SO07,01,SP07,VEND000247,CUST000247,MES_SYSTEM_07,1,LIC000247,"",""
200,PL08,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,02,SP08,VEND000248,CUST000248,MES_SYSTEM_08,2,LIC000248,"",""
300,PL09,SL49,Storage Location 49,04,"",X,2,"","","",SL49,SO09,03,SP09,VEND000249,CUST000249,MES_SYSTEM_09,1,LIC000249,X,""
100,PL10,SL50,Storage Location 50,05,"","",1,"","","",SL50,SO10,01,SP10,VEND000250,CUST000250,MES_SYSTEM_10,2,LIC000250,"",""
200,PL11,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,02,SP11,VEND000251,CUST000251,MES_SYSTEM_11,1,LIC000251,"",X
300,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,03,SP12,VEND000252,CUST000252,MES_SYSTEM_12,2,LIC000252,"",""
100,PL13,SL03,Storage Location 03,03,"","",1,X,X,X,SL03,SO03,01,SP13,VEND000253,CUST000253,MES_SYSTEM_13,1,LIC000253,X,""
200,PL14,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,02,SP14,VEND000254,CUST000254,MES_SYSTEM_14,2,LIC000254,"",""
300,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,03,SP15,VEND000255,CUST000255,MES_SYSTEM_15,1,LIC000255,"",""
100,PL16,SL06,Storage Location 06,01,"","",1,"","","",SL06,SO06,01,SP01,VEND000256,CUST000256,MES_SYSTEM_16,2,LIC000256,"",X
200,PL17,SL07,Storage Location 07,02,"",X,2,"","","",SL07,SO07,02,SP02,VEND000257,CUST000257,MES_SYSTEM_17,1,LIC000257,X,""
300,PL18,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,03,SP03,VEND000258,CUST000258,MES_SYSTEM_18,2,LIC000258,"",""
100,PL19,SL09,Storage Location 09,04,"","",1,X,"","",SL09,SO09,01,SP04,VEND000259,CUST000259,MES_SYSTEM_19,1,LIC000259,"",""
200,PL20,SL10,Storage Location 10,05,"","",2,"",X,"",SL10,SO10,02,SP05,VEND000260,CUST000260,MES_SYSTEM_20,2,LIC000260,"",""
300,PL01,SL11,Storage Location 11,01,X,"",2,"","","",SL11,SO01,03,SP06,VEND000261,CUST000261,MES_SYSTEM_01,1,LIC000261,X,X
100,PL02,SL12,Storage Location 12,02,"","",1,"","",X,SL12,SO02,01,SP07,VEND000262,CUST000262,MES_SYSTEM_02,2,LIC000262,"",""
200,PL03,SL13,Storage Location 13,03,"","",2,"","","",SL13,SO03,02,SP08,VEND000263,CUST000263,MES_SYSTEM_03,1,LIC000263,"",""
300,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,03,SP09,VEND000264,CUST000264,MES_SYSTEM_04,2,LIC000264,"",""
100,PL05,SL15,Storage Location 15,05,"",X,1,X,"","",SL15,SO05,01,SP10,VEND000265,CUST000265,MES_SYSTEM_05,1,LIC000265,X,""
200,PL06,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,02,SP11,VEND000266,CUST000266,MES_SYSTEM_06,2,LIC000266,"",X
300,PL07,SL17,Storage Location 17,02,"","",2,"",X,"",SL17,SO07,03,SP12,VEND000267,CUST000267,MES_SYSTEM_07,1,LIC000267,"",""
100,PL08,SL18,Storage Location 18,03,"","",1,"","","",SL18,SO08,01,SP13,VEND000268,CUST000268,MES_SYSTEM_08,2,LIC000268,"",""
200,PL09,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,02,SP14,VEND000269,CUST000269,MES_SYSTEM_09,1,LIC000269,X,""
300,PL10,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,03,SP15,VEND000270,CUST000270,MES_SYSTEM_10,2,LIC000270,"",""
100,PL11,SL21,Storage Location 21,01,X,"",1,X,"",X,SL21,SO01,01,SP01,VEND000271,CUST000271,MES_SYSTEM_11,1,LIC000271,"",X
200,PL12,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,02,SP02,VEND000272,CUST000272,MES_SYSTEM_12,2,LIC000272,"",""
300,PL13,SL23,Storage Location 23,03,"",X,2,"","","",SL23,SO03,03,SP03,VEND000273,CUST000273,MES_SYSTEM_13,1,LIC000273,X,""
100,PL14,SL24,Storage Location 24,04,"","",1,"",X,"",SL24,SO04,01,SP04,VEND000274,CUST000274,MES_SYSTEM_14,2,LIC000274,"",""
200,PL15,SL25,Storage Location 25,05,"","",2,"","","",SL25,SO05,02,SP05,VEND000275,CUST000275,MES_SYSTEM_15,1,LIC000275,"",""
300,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,03,SP06,VEND000276,CUST000276,MES_SYSTEM_16,2,LIC000276,"",X
100,PL17,SL27,Storage Location 27,02,"","",1,X,"","",SL27,SO07,01,SP07,VEND000277,CUST000277,MES_SYSTEM_17,1,LIC000277,X,""
200,PL18,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,02,SP08,VEND000278,CUST000278,MES_SYSTEM_18,2,LIC000278,"",""
300,PL19,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,03,SP09,VEND000279,CUST000279,MES_SYSTEM_19,1,LIC000279,"",""
100,PL20,SL30,Storage Location 30,05,"","",1,"","",X,SL30,SO10,01,SP10,VEND000280,CUST000280,MES_SYSTEM_20,2,LIC000280,"",""
200,PL01,SL31,Storage Location 31,01,X,X,2,"",X,"",SL31,SO01,02,SP11,VEND000281,CUST000281,MES_SYSTEM_01,1,LIC000281,X,X
300,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,03,SP12,VEND000282,CUST000282,MES_SYSTEM_02,2,LIC000282,"",""
100,PL03,SL33,Storage Location 33,03,"","",1,X,"","",SL33,SO03,01,SP13,VEND000283,CUST000283,MES_SYSTEM_03,1,LIC000283,"",""
200,PL04,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,02,SP14,VEND000284,CUST000284,MES_SYSTEM_04,2,LIC000284,"",""
300,PL05,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,03,SP15,VEND000285,CUST000285,MES_SYSTEM_05,1,LIC000285,X,""
100,PL06,SL36,Storage Location 36,01,"","",1,"","","",SL36,SO06,01,SP01,VEND000286,CUST000286,MES_SYSTEM_06,2,LIC000286,"",X
200,PL07,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,02,SP02,VEND000287,CUST000287,MES_SYSTEM_07,1,LIC000287,"",""
300,PL08,SL38,Storage Location 38,03,"","",2,"",X,"",SL38,SO08,03,SP03,VEND000288,CUST000288,MES_SYSTEM_08,2,LIC000288,"",""
100,PL09,SL39,Storage Location 39,04,"",X,1,X,"",X,SL39,SO09,01,SP04,VEND000289,CUST000289,MES_SYSTEM_09,1,LIC000289,X,""
200,PL10,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,02,SP05,VEND000290,CUST000290,MES_SYSTEM_10,2,LIC000290,"",""
300,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,03,SP06,VEND000291,CUST000291,MES_SYSTEM_11,1,LIC000291,"",X
100,PL12,SL42,Storage Location 42,02,"","",1,"","","",SL42,SO02,01,SP07,VEND000292,CUST000292,MES_SYSTEM_12,2,LIC000292,"",""
200,PL13,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,02,SP08,VEND000293,CUST000293,MES_SYSTEM_13,1,LIC000293,X,""
300,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,03,SP09,VEND000294,CUST000294,MES_SYSTEM_14,2,LIC000294,"",""
100,PL15,SL45,Storage Location 45,05,"","",1,X,X,"",SL45,SO05,01,SP10,VEND000295,CUST000295,MES_SYSTEM_15,1,LIC000295,"",""
200,PL16,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,02,SP11,VEND000296,CUST000296,MES_SYSTEM_16,2,LIC000296,"",X
300,PL17,SL47,Storage Location 47,02,"",X,2,"","","",SL47,SO07,03,SP12,VEND000297,CUST000297,MES_SYSTEM_17,1,LIC000297,X,""
100,PL18,SL48,Storage Location 48,03,"","",1,"","",X,SL48,SO08,01,SP13,VEND000298,CUST000298,MES_SYSTEM_18,2,LIC000298,"",""
200,PL19,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,02,SP14,VEND000299,CUST000299,MES_SYSTEM_19,1,LIC000299,"",""
300,PL20,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,03,SP15,VEND000300,CUST000300,MES_SYSTEM_20,2,LIC000300,"",""
100,PL01,SL01,Storage Location 01,01,X,"",1,X,"","",SL01,SO01,01,SP01,VEND000301,CUST000301,MES_SYSTEM_01,1,LIC000301,X,X
200,PL02,SL02,Storage Location 02,02,"","",2,"",X,"",SL02,SO02,02,SP02,VEND000302,CUST000302,MES_SYSTEM_02,2,LIC000302,"",""
300,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,03,SP03,VEND000303,CUST000303,MES_SYSTEM_03,1,LIC000303,"",""
100,PL04,SL04,Storage Location 04,04,"","",1,"","","",SL04,SO04,01,SP04,VEND000304,CUST000304,MES_SYSTEM_04,2,LIC000304,"",""
200,PL05,SL05,Storage Location 05,05,"",X,2,"","","",SL05,SO05,02,SP05,VEND000305,CUST000305,MES_SYSTEM_05,1,LIC000305,X,""
300,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000306,CUST000306,MES_SYSTEM_06,2,LIC000306,"",X
100,PL07,SL07,Storage Location 07,02,"","",1,X,"",X,SL07,SO07,01,SP07,VEND000307,CUST000307,MES_SYSTEM_07,1,LIC000307,"",""
200,PL08,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,02,SP08,VEND000308,CUST000308,MES_SYSTEM_08,2,LIC000308,"",""
300,PL09,SL09,Storage Location 09,04,"","",2,"",X,"",SL09,SO09,03,SP09,VEND000309,CUST000309,MES_SYSTEM_09,1,LIC000309,X,""
100,PL10,SL10,Storage Location 10,05,"","",1,"","","",SL10,SO10,01,SP10,VEND000310,CUST000310,MES_SYSTEM_10,2,LIC000310,"",""
200,PL11,SL11,Storage Location 11,01,X,"",2,"","","",SL11,SO01,02,SP11,VEND000311,CUST000311,MES_SYSTEM_11,1,LIC000311,"",X
300,PL12,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,03,SP12,VEND000312,CUST000312,MES_SYSTEM_12,2,LIC000312,"",""
100,PL13,SL13,Storage Location 13,03,"",X,1,X,"","",SL13,SO03,01,SP13,VEND000313,CUST000313,MES_SYSTEM_13,1,LIC000313,X,""
200,PL14,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,02,SP14,VEND000314,CUST000314,MES_SYSTEM_14,2,LIC000314,"",""
300,PL15,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,03,SP15,VEND000315,CUST000315,MES_SYSTEM_15,1,LIC000315,"",""
100,PL16,SL16,Storage Location 16,01,"","",1,"",X,X,SL16,SO06,01,SP01,VEND000316,CUST000316,MES_SYSTEM_16,2,LIC000316,"",X
200,PL17,SL17,Storage Location 17,02,"","",2,"","","",SL17,SO07,02,SP02,VEND000317,CUST000317,MES_SYSTEM_17,1,LIC000317,X,""
300,PL18,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,03,SP03,VEND000318,CUST000318,MES_SYSTEM_18,2,LIC000318,"",""
100,PL19,SL19,Storage Location 19,04,"","",1,X,"","",SL19,SO09,01,SP04,VEND000319,CUST000319,MES_SYSTEM_19,1,LIC000319,"",""
200,PL20,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,02,SP05,VEND000320,CUST000320,MES_SYSTEM_20,2,LIC000320,"",""
300,PL01,SL21,Storage Location 21,01,X,X,2,"","","",SL21,SO01,03,SP06,VEND000321,CUST000321,MES_SYSTEM_01,1,LIC000321,X,X
100,PL02,SL22,Storage Location 22,02,"","",1,"","","",SL22,SO02,01,SP07,VEND000322,CUST000322,MES_SYSTEM_02,2,LIC000322,"",""
200,PL03,SL23,Storage Location 23,03,"","",2,"",X,"",SL23,SO03,02,SP08,VEND000323,CUST000323,MES_SYSTEM_03,1,LIC000323,"",""
300,PL04,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,03,SP09,VEND000324,CUST000324,MES_SYSTEM_04,2,LIC000324,"",""
100,PL05,SL25,Storage Location 25,05,"","",1,X,"",X,SL25,SO05,01,SP10,VEND000325,CUST000325,MES_SYSTEM_05,1,LIC000325,X,""
200,PL06,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,02,SP11,VEND000326,CUST000326,MES_SYSTEM_06,2,LIC000326,"",X
300,PL07,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,03,SP12,VEND000327,CUST000327,MES_SYSTEM_07,1,LIC000327,"",""
100,PL08,SL28,Storage Location 28,03,"","",1,"","","",SL28,SO08,01,SP13,VEND000328,CUST000328,MES_SYSTEM_08,2,LIC000328,"",""
200,PL09,SL29,Storage Location 29,04,"",X,2,"","","",SL29,SO09,02,SP14,VEND000329,CUST000329,MES_SYSTEM_09,1,LIC000329,X,""
300,PL10,SL30,Storage Location 30,05,"","",2,"",X,"",SL30,SO10,03,SP15,VEND000330,CUST000330,MES_SYSTEM_10,2,LIC000330,"",""
100,PL11,SL31,Storage Location 31,01,X,"",1,X,"","",SL31,SO01,01,SP01,VEND000331,CUST000331,MES_SYSTEM_11,1,LIC000331,"",X
200,PL12,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000332,CUST000332,MES_SYSTEM_12,2,LIC000332,"",""
300,PL13,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,03,SP03,VEND000333,CUST000333,MES_SYSTEM_13,1,LIC000333,X,""
100,PL14,SL34,Storage Location 34,04,"","",1,"","",X,SL34,SO04,01,SP04,VEND000334,CUST000334,MES_SYSTEM_14,2,LIC000334,"",""
200,PL15,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,02,SP05,VEND000335,CUST000335,MES_SYSTEM_15,1,LIC000335,"",""
300,PL16,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,03,SP06,VEND000336,CUST000336,MES_SYSTEM_16,2,LIC000336,"",X
100,PL17,SL37,Storage Location 37,02,"",X,1,X,X,"",SL37,SO07,01,SP07,VEND000337,CUST000337,MES_SYSTEM_17,1,LIC000337,X,""
200,PL18,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,02,SP08,VEND000338,CUST000338,MES_SYSTEM_18,2,LIC000338,"",""
300,PL19,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,03,SP09,VEND000339,CUST000339,MES_SYSTEM_19,1,LIC000339,"",""
100,PL20,SL40,Storage Location 40,05,"","",1,"","","",SL40,SO10,01,SP10,VEND000340,CUST000340,MES_SYSTEM_20,2,LIC000340,"",""
200,PL01,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,02,SP11,VEND000341,CUST000341,MES_SYSTEM_01,1,LIC000341,X,X
300,PL02,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000342,CUST000342,MES_SYSTEM_02,2,LIC000342,"",""
100,PL03,SL43,Storage Location 43,03,"","",1,X,"",X,SL43,SO03,01,SP13,VEND000343,CUST000343,MES_SYSTEM_03,1,LIC000343,"",""
200,PL04,SL44,Storage Location 44,04,"","",2,"",X,"",SL44,SO04,02,SP14,VEND000344,CUST000344,MES_SYSTEM_04,2,LIC000344,"",""
300,PL05,SL45,Storage Location 45,05,"",X,2,"","","",SL45,SO05,03,SP15,VEND000345,CUST000345,MES_SYSTEM_05,1,LIC000345,X,""
