AENAM,BISMT,BREIT,BRGEW,BSTME,DATAB,EAN11,ERNAM,ERSDA,GEWEI,HERKL,HOEHE,KZKFG,LAEDA,LAENG,LIQDT,LVORM,MANDT,MATKL,MATNR,MBRSH,MEINS,MFRNR,MSTAE,MSTDE,MTART,NTGEW,PRDHA,PSTAT,QMPUR,SPART,VOLEH,VOLUM,VPSTA,XCHPF
lynnbennett,826685253121191873,92.728,410.404,KG,20251110,6620453280735,smithtimothy,20240921,KG,DE,91.764,"",20260128,91.084,20220215,"",100,804421986,736398506970153723,M,M,1000000050,01,20231223,HALB,344.628,715364393564266909,K,X,01,M3,0.775,K,X
gonzalezerin,944054421527967265,1.537,65.861,KG,20220609,9378885297150,marisa12,20240122,KG,DE,10.198,X,20210328,26.106,20240613,"",100,134933093,813231554812956243,M,KG,1000000011,01,20230817,HALB,55.641,971815661282168172,K,X,03,M3,0.0,K,""
fbryant,580725366659950081,36.579,78.472,L,20251016,7107227157593,hmahoney,20260207,KG,DE,95.454,"",20210611,93.034,20240730,"",100,783954416,786117365911528227,M,M,1000000319,02,20241230,ROH,69.389,468909447245697316,K,"",03,M3,0.325,K,X
gsanders,281422134710396359,21.096,300.206,KG,20240209,4828820080364,joneschristo,20230310,KG,US,25.015,"",20211015,78.245,20250726,"",100,158557530,970101549224806565,A,EA,1000000041,01,20220813,FERT,222.812,770164930866251472,K,X,01,M3,0.041,K,X
tcraig,605882849001074640,15.006,48.81,M,20210218,6035928097427,munozcynthia,20230416,KG,US,85.906,X,20240725,79.701,20241205,"",100,760316823,963341880865609204,C,EA,1000000196,01,20210507,FERT,38.842,418102076676177862,K,X,03,M3,0.103,K,X
vturner,399405102537080143,22.246,489.092,EA,20250809,9863001274021,francisco50,20260115,KG,DE,4.896,X,20240310,12.732,20230415,"",100,442045104,928316478870457680,M,EA,1000000142,03,20240504,HALB,349.199,592680354060093013,K,"",03,M3,0.001,K,""
lori47,274339321664821632,6.386,264.26,KG,20230915,4985180338499,xhunter,20230719,KG,DE,99.293,"",20251027,96.857,20241124,"",100,519541610,134073265941860292,M,M,1000000211,01,20210614,ROH,200.172,891186975470798575,K,"",03,M3,0.061,K,""
mespinoza,183085602431072240,86.427,35.069,L,20201204,1111760230873,fdyer,20210917,KG,US,79.756,"",20221222,53.319,20240829,"",100,260382242,718253904751966110,A,KG,1000000141,03,20210406,FERT,27.12,284376345586491153,K,"",03,M3,0.368,K,X
bryanamy,812290949809541858,57.875,3.587,L,20221221,5752479471246,scottjames,20240817,KG,CN,77.732,X,20221113,98.262,20211017,"",100,902101685,807832544110845328,M,M,1000000499,01,20210612,ROH,3.085,850915198464513073,K,X,03,M3,0.442,K,""
aaronbaker,544692289373578106,88.021,308.278,L,20211227,8981849226994,angela10,20240603,KG,US,53.349,X,20210323,30.026,20220530,"",100,954103624,660797038627285626,M,KG,1000000183,01,20240323,ROH,253.131,284841442418140983,K,X,01,M3,0.141,K,X
jward,800500537262544300,38.094,46.084,KG,20220319,6843247682221,kleinmark,20230930,KG,DE,88.149,X,20231129,10.589,20210627,"",100,954103624,564875055427202696,M,KG,1000000161,02,20240617,HAWA,37.811,926028767188473456,K,"",02,M3,0.036,K,""
christopher1,690286009570226345,35.798,180.11,EA,20250927,9771554973479,pmckee,20210205,KG,DE,36.296,"",20221115,73.969,20220122,"",100,868985876,319764607240937667,A,M,1000000044,03,20230127,HAWA,138.46,257854003192327215,K,X,03,M3,0.096,K,X
bgriffin,252811205327163505,57.08,429.908,EA,20250423,5758282819350,monica57,20251004,KG,CN,73.796,X,20240502,45.245,20240723,"",100,249311213,290932308702920432,C,KG,1000000387,02,20210125,ROH,302.606,635932826711735701,K,"",03,M3,0.191,K,X
justinpotter,303402559508328031,41.682,431.463,M,20241024,9842376808283,aburgess,20230401,KG,IN,92.237,"",20210308,60.246,20210416,"",100,199636801,170370032817130889,M,EA,1000000286,02,20250704,ROH,347.678,534549031670337304,K,X,02,M3,0.232,K,""
jennifer26,372526792243313481,47.428,104.787,EA,20210923,9635440425180,zcook,20240630,KG,IN,83.962,X,20241229,90.234,20200822,"",100,416248413,331246897593989015,A,KG,1000000345,01,20230723,FERT,76.02,296195074147101277,K,X,01,M3,0.359,K,X
elizabethjam,627741747874664532,36.289,314.011,KG,20230422,1236008720199,randolphjosh,20211013,KG,IN,80.048,"",20220115,6.956,20220819,"",100,310575145,870976417972485463,C,KG,1000000263,01,20230606,HALB,224.923,556103294059658329,K,X,03,M3,0.02,K,""
wagneranne,728524368486222552,92.965,120.14,L,20221107,9477056448213,ryanharper,20240214,KG,IN,70.316,"",20230503,61.101,20210330,"",100,352029599,962299513821064997,M,M,1000000434,02,20210104,HALB,93.366,363103559396292099,K,X,03,M3,0.399,K,X
jacobashley,924952008047612387,11.6,287.195,M,20241115,9616154633363,angela21,20240326,KG,US,95.046,X,20230115,89.499,20251028,"",100,486550732,333027840196662383,A,KG,1000000143,01,20230313,ROH,271.454,327054763078237479,K,X,01,M3,0.099,K,""
edwardturner,602708673786736207,85.594,105.271,M,20250509,9864641634029,jamesneal,20240801,KG,CN,2.257,X,20251223,89.873,20230220,"",100,638872606,470649550484234327,M,EA,1000000465,03,20200823,HALB,77.484,728835500053342678,K,X,01,M3,0.017,K,X
wallermichae,915325531194572744,55.554,238.33,M,20220531,4350653818348,steven91,20220411,KG,DE,28.99,X,20230606,48.322,20210815,"",100,892654949,697263128494671452,M,L,1000000492,02,20200904,HAWA,179.407,418845041227267517,K,"",01,M3,0.078,K,X
heatherhuang,713704823016419416,58.665,73.823,L,20200902,7672675904313,erikamills,20230314,KG,DE,2.569,"",20221205,8.065,20250519,"",100,628370190,904204153552875870,M,M,1000000053,01,20250519,HALB,56.987,888300090654827380,K,X,02,M3,0.001,K,""
rhonda15,826852926681183695,66.918,320.446,M,20211210,5337647157117,smonroe,20210504,KG,DE,43.406,"",20241101,63.654,20230722,"",100,421979938,825251757703815433,M,KG,1000000426,02,20251104,ROH,250.908,425153803369833741,K,X,03,M3,0.185,K,X
nwalker,173241075510724264,6.512,26.735,M,20230506,4739854731810,jessicawu,20250801,KG,CN,87.31,X,20250930,84.446,20230613,"",100,864328657,301348664083572490,M,KG,1000000243,02,20230721,HALB,24.629,290754854328712721,K,X,01,M3,0.048,K,X
richardjohns,218648586758654793,47.29,333.549,EA,20250910,9801932609257,nelsonantoni,20250815,KG,CN,24.04,X,20210106,78.785,20240304,"",100,577908254,729810529983161404,M,KG,1000000142,02,20211109,HAWA,287.373,675464628426356988,K,"",03,M3,0.09,K,X
tyler30,228214802099312279,2.673,361.565,L,20230803,6706289169282,michaela28,20210426,KG,IN,26.699,X,20251208,86.016,20250427,"",100,260382242,622604330653828257,M,EA,1000000047,03,20230220,ROH,339.096,957759048375710362,K,"",01,M3,0.006,K,X
joshua14,468462515179162585,40.298,126.367,KG,20230902,4217388544683,cooperwillia,20230430,KG,IN,68.497,"",20201120,78.292,20220129,"",100,445299558,608233067419917875,A,KG,1000000268,02,20260105,HAWA,108.615,228705845735165125,K,"",02,M3,0.216,K,X
elizabeth92,446738191514820324,80.165,443.248,L,20240712,1414141969115,james24,20210516,KG,CN,39.456,"",20250205,21.067,20241115,"",100,115797020,957203770439917276,C,M,1000000104,02,20250403,ROH,384.181,390994077369409860,K,X,02,M3,0.067,K,""
garrisonarth,153879128883085378,17.339,141.11,L,20211014,4363257068370,williamsnoah,20210617,KG,US,67.889,"",20240622,74.267,20201008,"",100,864328657,259638342390044449,M,KG,1000000133,02,20251022,HALB,107.696,387554041609601644,K,X,02,M3,0.087,K,""
schneiderjac,573326934348453530,43.368,370.164,EA,20240212,1674470526888,williamseric,20240115,KG,DE,32.288,X,20230911,20.237,20230123,"",100,970190751,975688787762153372,M,M,1000000130,02,20230805,ROH,332.56,910140154166169529,K,"",01,M3,0.028,K,""
garciasierra,202519105757950566,89.108,459.229,EA,20240928,8840216162706,andersenjuli,20220823,KG,DE,68.095,X,20240804,33.858,20221127,"",100,442045104,650292194446281324,M,M,1000000019,03,20230216,FERT,364.696,172664110674157483,K,"",03,M3,0.205,K,""
stephen54,525717939522122187,12.167,121.431,M,20220514,7388080182563,donna64,20240920,KG,CN,28.306,X,20230524,73.643,20220323,"",100,835048078,154442079595380176,C,KG,1000000385,02,20240924,HALB,92.069,531102925755478337,K,X,03,M3,0.025,K,X
adam48,213334289072012804,5.123,228.426,KG,20251207,4256694973409,xknox,20210611,KG,CN,1.513,X,20220509,79.581,20251220,"",100,132666096,828678864754045399,A,KG,1000000119,03,20230222,FERT,194.14,223023196878203532,K,X,02,M3,0.001,K,""
hansendaniel,119892564708191377,95.393,341.84,KG,20210304,8718147681587,hallcynthia,20230922,KG,US,54.84,"",20220512,28.655,20230121,"",100,759724752,571162834073100753,A,KG,1000000413,01,20230730,ROH,257.393,458527953024571786,K,"",03,M3,0.15,K,""
teresahall,285323735395611154,98.959,294.54,L,20240220,5298766188254,umclean,20240709,KG,US,8.561,"",20220805,85.082,20230316,"",100,352029599,280158201644096824,C,L,1000000415,01,20241030,ROH,252.857,288060345285215204,K,"",03,M3,0.072,K,""
johnsonjessi,549570438574591967,30.901,317.649,L,20221009,2613690709046,tkennedy,20250605,KG,IN,53.713,X,20240109,54.443,20220117,"",100,320941790,135064650266158110,C,KG,1000000270,02,20241113,HAWA,262.945,290065755329143606,K,X,03,M3,0.09,K,X
carrie55,882318781048675072,76.416,122.148,L,20201217,1133626547482,samantha26,20230217,KG,US,40.533,X,20231215,3.116,20220422,"",100,735198237,811287074547015198,A,M,1000000455,01,20240518,FERT,91.84,945542462647816010,K,"",01,M3,0.01,K,X
davisbonnie,370274814278575363,99.241,339.22,KG,20230321,7235541028825,kristipatter,20221216,KG,IN,26.689,"",20240804,41.773,20211012,"",100,310575145,480897199465361227,C,M,1000000337,03,20220824,FERT,318.324,410544029324881839,K,"",01,M3,0.111,K,""
breynolds,591601440766130553,80.217,448.388,L,20230427,8350115897446,johnwilliams,20210603,KG,IN,79.072,X,20210131,1.08,20251231,"",100,102605938,128375820932597297,A,EA,1000000391,01,20230206,HALB,418.453,231078232682809115,K,X,02,M3,0.007,K,""
travisbrown,538150276133787870,90.439,367.346,L,20240401,6813920058148,joshuahobbs,20220329,KG,IN,1.244,X,20230411,71.141,20220313,"",100,811022758,422361646054915075,A,KG,1000000107,01,20240705,HALB,295.557,350930253532687610,K,X,03,M3,0.008,K,X
tproctor,541822602746464590,56.4,392.028,M,20220415,7164148634484,cstephens,20240814,KG,IN,36.731,X,20211230,50.751,20230510,"",100,700374180,778322372094584993,A,KG,1000000383,02,20201110,ROH,350.836,601868490748856711,K,X,02,M3,0.105,K,""
kcarter,573518995524306193,16.217,281.545,EA,20241024,8966984441027,joshuawatkin,20210825,KG,CN,35.918,X,20231229,55.447,20201127,"",100,174710538,789878884994532303,M,KG,1000000080,01,20231128,FERT,222.967,777693476308541056,K,X,03,M3,0.032,K,""
cynthia19,628947385610675887,34.075,22.206,M,20240617,9280864237286,paul22,20220205,KG,CN,20.235,"",20251224,8.752,20220426,"",100,136632031,424962242041459232,C,EA,1000000303,03,20230808,HAWA,15.84,179467435926552718,K,"",01,M3,0.006,K,""
elizabethsmi,568947581223717885,81.253,99.961,EA,20240618,4896462442249,michael52,20240606,KG,IN,97.553,"",20240523,37.915,20210629,"",100,972447593,557102247156476790,M,EA,1000000002,02,20240114,ROH,77.489,306408760900876122,K,"",03,M3,0.301,K,""
antonio66,734779086366011275,64.651,291.864,EA,20220731,8968353694222,brownjames,20260112,KG,IN,38.412,X,20240615,82.796,20250928,"",100,320941790,902771052825014475,A,L,1000000218,03,20240629,ROH,265.606,903028028285608715,K,X,01,M3,0.206,K,""
zgray,372786862391245208,30.126,322.541,KG,20220302,6311131121244,mcmahonraymo,20240117,KG,CN,89.016,X,20201004,60.927,20250320,"",100,669401239,913924327274584765,A,KG,1000000032,03,20250318,HALB,265.45,878657771831148690,K,X,02,M3,0.163,K,""
tanyaperkins,662726292649989203,88.029,403.78,M,20230821,9224518214601,snelson,20210612,KG,US,80.419,"",20260207,56.434,20231208,"",100,517066722,445711654124514032,M,KG,1000000377,03,20220513,ROH,284.841,786268371800540841,K,"",02,M3,0.4,K,""
robertwillia,559190329244341018,50.928,336.528,M,20250629,7926948337642,nguyenlarry,20251019,KG,DE,19.731,X,20200918,92.621,20220225,"",100,621172320,897857512586947984,M,L,1000000279,02,20210427,FERT,317.149,580863107567702152,K,"",02,M3,0.093,K,X
gutierrezjos,931353630463239046,13.643,363.426,M,20260110,8774084159588,anthonycruz,20241012,KG,CN,72.695,"",20231018,95.751,20220601,"",100,782818745,768426361469091504,A,L,1000000316,03,20240211,HAWA,342.938,389702009387427824,K,X,02,M3,0.095,K,X
petersonsand,478506758036541380,74.018,258.183,L,20211016,8134249103836,ngarrison,20230801,KG,US,36.374,X,20230809,60.778,20251008,"",100,345029252,310907503642111316,A,M,1000000276,03,20211022,FERT,201.163,818602708274639336,K,X,03,M3,0.164,K,""
ashleywilson,433161023854768533,17.653,318.214,L,20250827,6485608157195,whill,20220209,KG,IN,53.581,"",20211112,64.606,20250502,"",100,198746991,319968625714157169,A,KG,1000000286,01,20210619,HAWA,266.375,901694757482615615,K,"",03,M3,0.061,K,""
brian16,310789906720640144,73.879,343.481,KG,20231129,1545192869799,larsonryan,20230115,KG,CN,65.983,"",20210903,9.899,20200822,"",100,475114277,228119680111535652,A,KG,1000000147,02,20241026,HAWA,313.919,558183942979946504,K,"",02,M3,0.048,K,""
catherinepal,402103413493408094,21.951,261.916,KG,20201128,3298634129841,gregoryboyd,20221228,KG,IN,18.999,"",20221211,32.264,20230623,"",100,249311213,754210786271486703,M,L,1000000113,01,20251204,ROH,185.102,463207677535846934,K,"",02,M3,0.013,K,X
michele52,463098271414875504,33.705,290.371,KG,20240116,4925579558183,mhull,20230813,KG,US,50.534,X,20220113,68.567,20210415,"",100,436070316,139695238654469148,M,KG,1000000035,02,20240405,HAWA,259.491,468660595051039265,K,"",02,M3,0.117,K,X
kiddgwendoly,435369448821793709,8.989,456.835,EA,20240310,2797342048602,byrdrodney,20211211,KG,CN,27.229,"",20220517,79.246,20231209,"",100,621172320,356494563189668596,A,KG,1000000335,01,20251120,FERT,369.189,214186257798787902,K,X,02,M3,0.019,K,X
travis22,921986548899007003,68.224,103.446,EA,20250410,7455809897416,hollowaythom,20220223,KG,CN,59.776,"",20210228,83.962,20201118,"",100,936895101,857540145835355464,C,KG,1000000147,02,20251223,FERT,97.46,502614695942545342,K,X,03,M3,0.342,K,X
larry21,253036776641910261,13.239,83.287,M,20251002,2946229236864,victor76,20240530,KG,DE,28.404,X,20220624,20.826,20210223,"",100,185676816,597509020978050597,C,EA,1000000310,02,20210516,HAWA,78.317,830906620111734932,K,X,01,M3,0.008,K,X
karenrivera,970581994831893137,48.985,181.69,M,20220303,5674356424176,paynechristo,20201213,KG,CN,2.328,"",20250218,5.57,20251129,"",100,971136934,595961807999036071,C,EA,1000000016,01,20230220,FERT,135.917,920486309240780854,K,X,02,M3,0.001,K,X
crosbyjessic,575143770854000682,16.697,126.822,M,20220813,9885571800564,cmoore,20221213,KG,US,82.857,X,20250106,13.998,20221205,"",100,603630164,307331642466083613,M,EA,1000000140,01,20210614,HALB,113.397,510939746337132204,K,X,02,M3,0.019,K,""
michael10,251240562374810020,66.265,62.788,M,20231130,4166791884545,christy93,20230319,KG,DE,8.083,X,20251016,33.204,20220410,"",100,158557530,236422413887022006,M,M,1000000284,02,20220620,ROH,58.851,120323569355340655,K,X,01,M3,0.018,K,""
townsendfran,226176565807116721,27.98,191.656,L,20240703,3375927783437,johnsonvince,20231215,KG,IN,90.421,"",20201023,1.197,20220111,"",100,436070316,537364550637879512,M,M,1000000189,01,20230715,HAWA,179.336,397881756542763649,K,X,02,M3,0.003,K,X
ywarren,795097628992403525,3.521,200.403,L,20230803,7502291428056,priscilla09,20210405,KG,IN,43.167,X,20240211,38.986,20240302,"",100,760316823,890725480613344256,A,KG,1000000376,02,20230818,ROH,186.245,114083697862364584,K,X,03,M3,0.006,K,""
erinjones,809184659181173890,87.19,400.571,EA,20221104,1807664552093,cynthia41,20220416,KG,CN,18.884,X,20230711,44.279,20230602,"",100,606834982,606199262973386003,A,M,1000000040,03,20230123,HALB,359.782,555098603500720471,K,"",01,M3,0.073,K,X
ohall,891831479510291961,1.275,294.559,M,20220218,5047582911056,susan79,20260121,KG,CN,76.283,X,20241101,53.653,20210313,"",100,254816325,245212865098015146,C,KG,1000000098,03,20241212,ROH,257.88,510305191281136074,K,X,02,M3,0.005,K,""
riceanthony,137774767268849725,51.1,449.413,KG,20221121,9120775205140,ccarr,20210308,KG,DE,16.394,X,20220330,2.749,20241022,"",100,315764346,296056612618175504,M,M,1000000112,02,20250114,ROH,426.595,108640592240830555,K,"",02,M3,0.002,K,X
tara80,736676232518756711,63.549,180.571,M,20240422,3043263814186,steven84,20250613,KG,DE,4.362,X,20240710,50.719,20260110,"",100,278048200,314140559915876479,A,M,1000000214,03,20210410,HAWA,134.075,503267328114275976,K,X,01,M3,0.014,K,""
jensenandre,767072751526841663,38.155,292.391,KG,20240306,9994323473494,patrick43,20260212,KG,CN,37.011,X,20240206,9.35,20211121,"",100,195672506,451259590872959136,C,L,1000000270,02,20230202,FERT,258.47,933136309507000362,K,"",01,M3,0.013,K,X
lbutler,642227631429078527,34.854,18.145,KG,20230523,6980625985743,patriciarodr,20231221,KG,US,12.343,"",20231016,56.939,20210916,"",100,527316716,481673073878759858,C,M,1000000092,01,20220730,FERT,14.515,783010762047287895,K,"",01,M3,0.024,K,X
allenariana,471750311654047752,1.527,332.975,EA,20240918,3837453201852,kgarcia,20240112,KG,US,20.036,X,20250107,7.407,20220705,"",100,733397763,387405991390486677,A,M,1000000372,01,20240129,HALB,251.325,930194831228579454,K,"",03,M3,0.0,K,""
marcusfry,185226097970584503,85.828,117.475,EA,20231125,6547699445458,zhorn,20250920,KG,IN,63.056,"",20260205,32.653,20260131,"",100,128822045,285523285564922799,C,KG,1000000333,01,20230521,HALB,110.293,476433763473795191,K,X,01,M3,0.177,K,""
jordanvasque,670103273156771402,92.898,37.712,L,20231109,8667484632838,iking,20250121,KG,US,87.989,"",20250227,20.041,20251126,"",100,545253832,225915670046357010,A,KG,1000000441,02,20210221,HALB,28.439,389175180284482528,K,"",03,M3,0.164,K,""
elizabethwil,264389273644680740,31.303,395.477,M,20210727,7792850314545,john75,20241024,KG,US,90.471,"",20250530,99.376,20260109,"",100,372555765,940826929086482834,A,M,1000000128,03,20240719,HALB,286.786,113202084283609858,K,X,01,M3,0.281,K,""
jpowers,330420223516179940,45.364,406.396,KG,20220117,5025489605476,nmartinez,20230924,KG,CN,51.53,X,20230212,71.757,20220308,"",100,189240998,852151081116372120,A,EA,1000000003,02,20220503,HALB,376.268,248493216389925443,K,"",01,M3,0.168,K,X
scott99,951418617583047493,4.553,490.33,M,20240105,3734769366020,rangeltimoth,20260124,KG,DE,16.658,"",20240220,54.703,20231106,"",100,735198237,519242480575947277,M,L,1000000289,02,20220318,FERT,376.476,661817738037554172,K,"",01,M3,0.004,K,X
shepardrodne,499286842576381214,90.551,472.34,L,20250122,2200711897072,ramirezhayle,20221211,KG,CN,54.603,"",20240730,48.407,20210301,"",100,592785858,328053921798716670,M,KG,1000000329,01,20240219,HALB,376.71,684219779965645199,K,"",03,M3,0.239,K,X
hmcmahon,717048527550901266,76.542,371.112,EA,20210320,9483591563596,clayton11,20220809,KG,US,23.302,X,20240830,87.787,20230702,"",100,507521574,527304351718683554,M,M,1000000136,01,20250702,FERT,268.272,610580467158886963,K,"",01,M3,0.157,K,""
ncortez,790598082221928199,71.23,195.742,EA,20210628,7268348622203,sanchezkimbe,20240313,KG,IN,89.568,X,20220316,95.674,20220919,"",100,936895101,351865891139556212,A,EA,1000000268,02,20221001,ROH,166.605,316947641212082134,K,"",03,M3,0.61,K,X
maryberry,347644845312170274,70.278,225.448,L,20260202,7924932313401,lmiller,20211209,KG,DE,66.239,X,20200916,90.987,20250311,"",100,254816325,151124185859674930,C,M,1000000127,02,20220715,FERT,182.811,535125009488618462,K,"",03,M3,0.424,K,X
vrobinson,849208197533170607,48.176,457.008,M,20250826,9590745888934,delacruzscot,20210125,KG,US,33.279,"",20210417,21.901,20220413,"",100,668700867,518824890713229496,M,L,1000000117,03,20231104,FERT,374.985,871079573230132982,K,"",03,M3,0.035,K,X
adamclay,819317938193276375,97.748,353.507,EA,20251215,6274555865322,christopher5,20201010,KG,IN,15.773,X,20230918,57.33,20250601,"",100,985771357,426768113286233852,C,KG,1000000475,01,20250910,HAWA,285.059,192106807077234071,K,X,03,M3,0.088,K,X
