CHARG,ERSDA,LBDLL,LBEIN,LBFLL,LBFLQ,LBILL,LBILQ,LBINS,LBJIN,LBLAB,LBRUE,LBSPR,LBUML,LBVEI,LBVIN,LBVLA,LBVLL,LBVLQ,LFGJA,LFMON,LIFNR,MANDT,MATNR,SOBKZ,WERKS
B497279,20230920,20250830,176.353,003,001,003,001,378.029,2022,4829.916,X,"",503.262,159.256,324.416,3962.893,002,002,2026,09,V000456,100,200940951409245674,O,P024
B167910,20241217,20250416,223.769,001,003,003,002,248.427,2025,2382.933,X,X,294.133,198.078,216.18,1945.952,003,001,2023,02,V000569,100,241158953791604479,"",P023
B881271,20251222,20230808,43.456,001,002,002,003,382.29,2025,2371.653,"",X,376.387,36.021,324.234,2116.771,001,003,2024,07,V000853,100,393287285574860231,"",P024
B153244,20251124,20250514,123.863,003,003,003,002,309.069,2024,1894.997,"",X,227.871,109.136,281.927,1681.128,003,002,2023,12,V000518,100,418823082064590074,O,P019
B760422,20260209,20250415,45.538,003,003,001,001,148.44,2026,775.037,X,"",110.886,37.344,134.174,717.023,002,002,2024,06,V000667,100,377028535331937272,O,P036
B209104,20251204,20241206,338.298,001,003,002,002,543.266,2025,3976.109,"","",640.997,312.161,500.864,3715.856,001,001,2023,03,V000845,100,712698491628048362,K,P022
B524291,20231104,20250419,13.492,002,003,001,003,67.974,2026,927.558,X,"",68.863,11.447,60.505,779.854,002,002,2023,03,V000891,100,822728733205724132,O,P023
B481267,20230719,20241004,221.526,003,001,003,002,714.873,2023,3941.838,"",X,727.847,177.493,663.896,3167.262,003,001,2025,08,V000179,100,914555560734910743,O,P049
B864014,20240729,20250204,194.784,002,001,001,001,297.834,2023,3030.802,"",X,210.375,184.998,274.862,2508.505,001,002,2022,01,V000107,100,647856977901761915,"",P008
B876256,20230704,20250613,276.441,001,003,001,002,306.752,2025,3731.396,X,X,497.465,244.249,252.609,3153.882,003,001,2024,03,V000316,100,121865175450182128,K,P016
B779334,20240724,20240526,270.961,001,001,003,002,488.755,2023,2837.98,"",X,556.524,232.34,461.738,2512.043,002,001,2026,01,V000255,100,680036515757396657,O,P015
B752677,20240627,20230826,3.698,002,002,003,002,27.915,2026,237.985,"",X,22.096,3.501,22.99,191.049,002,001,2026,12,V000732,100,438935219979621750,"",P045
B221608,20251222,20240601,278.009,002,002,001,002,556.974,2025,4568.295,X,"",260.078,226.195,489.918,4020.349,001,001,2022,02,V000177,100,308296074486295097,O,P049
B554680,20230911,20230918,197.237,003,001,002,001,729.201,2023,4347.772,"",X,240.433,163.386,619.314,3820.772,002,003,2022,12,V000952,100,151880523421007286,O,P043
B982556,20240327,20240107,25.643,003,003,002,003,90.876,2023,531.54,X,"",71.145,22.575,76.52,468.441,003,002,2023,07,V000266,100,868909777719413006,"",P049
B746266,20250218,20260109,153.099,003,002,002,002,354.585,2022,2761.125,X,X,219.512,135.798,288.303,2275.959,001,003,2024,04,V000784,100,529529876111419189,K,P011
B398198,20240202,20240903,116.791,002,003,001,002,253.232,2026,3330.751,"",X,581.851,100.435,236.523,3049.402,002,001,2022,02,V000089,100,143186207571287663,"",P015
B626517,20240816,20231228,236.621,001,001,001,003,629.393,2023,3853.858,"",X,630.238,190.239,509.923,3231.526,003,002,2025,03,V000427,100,923939106794385949,O,P007
B180779,20250704,20230821,359.651,003,003,003,002,831.491,2023,4725.551,X,"",856.228,294.02,683.761,4293.726,003,001,2026,05,V000185,100,657633229806500847,K,P040
B950654,20251023,20240704,15.555,001,001,002,003,19.378,2023,199.098,"",X,19.402,14.667,16.986,183.664,001,001,2024,11,V000625,100,623342542905845941,O,P014
B689537,20241101,20250812,215.243,002,002,003,001,569.804,2026,4057.441,X,X,639.705,176.35,498.899,3831.981,003,001,2026,01,V000133,100,809009848194125559,K,P045
B568888,20230909,20241024,53.231,002,001,003,002,245.374,2024,2151.712,"",X,297.486,43.556,224.125,2014.688,001,001,2023,02,V000263,100,406008034013971586,O,P001
B424218,20231206,20241216,64.138,003,002,002,002,701.807,2025,3528.522,"","",686.031,59.312,596.523,3124.394,002,002,2026,05,V000929,100,523709564031612693,O,P009
B383373,20250310,20250615,37.635,003,002,003,002,240.873,2023,3393.215,"",X,267.714,30.439,204.237,2774.693,002,003,2026,09,V000852,100,312800603933691839,O,P009
B324773,20230903,20241231,51.645,002,002,001,003,109.197,2024,1314.495,"","",96.087,47.8,102.553,1061.588,002,003,2022,12,V000194,100,645810060853108281,O,P018
B885388,20230625,20230607,190.577,002,002,001,002,411.93,2024,2286.433,X,"",373.104,160.726,367.745,2025.02,003,001,2023,03,V000937,100,439902302415930109,"",P002
B763184,20240913,20231110,166.997,001,002,001,001,237.519,2025,1763.252,X,"",346.151,152.004,195.991,1499.56,003,002,2024,05,V000469,100,119578306028922115,K,P040
B922086,20240217,20230614,286.739,002,003,001,002,578.162,2023,3955.161,"",X,256.497,264.334,495.905,3171.779,002,003,2026,05,V000723,100,946389986032714708,K,P046
B577743,20241006,20230715,349.644,002,001,001,002,557.132,2025,4194.688,X,X,375.93,323.196,514.865,3435.56,003,002,2024,12,V000035,100,595902556736845530,O,P049
B329579,20250923,20240623,152.886,001,002,001,002,279.828,2026,2427.485,X,"",360.124,142.44,260.425,1983.465,001,002,2022,10,V000117,100,738237879171331708,"",P011
B963304,20240911,20230603,171.044,002,003,002,001,257.744,2023,2266.336,"","",134.878,151.185,216.09,2080.943,003,003,2022,09,V000502,100,746153374965064753,K,P014
B270602,20250513,20250719,128.307,002,001,003,003,374.406,2024,2699.822,"","",153.602,120.504,308.856,2371.346,003,002,2026,01,V000901,100,477621969798973543,O,P003
B410885,20250420,20231007,27.542,001,001,001,002,92.857,2025,1018.952,"",X,89.885,24.143,81.696,959.395,002,003,2026,11,V000270,100,612874418576747806,K,P004
B945088,20250221,20251106,142.604,003,003,003,001,291.975,2026,3718.125,X,X,351.678,115.813,234.658,3389.951,003,003,2026,10,V000977,100,333538847680659010,K,P004
B921688,20240229,20240909,301.958,001,001,002,002,370.68,2026,4132.453,X,X,242.422,286.821,308.861,3662.659,003,001,2023,12,V000404,100,412739605154689127,O,P012
B664185,20250816,20230817,219.115,001,002,003,001,595.768,2023,3732.034,"",X,261.449,177.788,558.431,3252.136,002,003,2022,04,V000768,100,224927234495330242,"",P043
B312072,20250909,20230610,35.165,003,001,002,002,47.449,2025,569.63,X,"",92.639,32.511,42.084,456.463,002,003,2026,01,V000887,100,585483980552370837,O,P019
B869242,20230728,20240722,321.034,003,001,003,002,449.483,2024,4255.527,X,X,272.413,293.211,382.523,3516.699,002,001,2024,01,V000175,100,938485535824446029,"",P041
B857832,20250314,20250324,107.737,002,003,002,001,332.702,2023,3283.781,X,X,340.983,99.1,302.412,2727.264,001,002,2025,10,V000038,100,345850412443589851,K,P013
B676892,20230612,20251010,113.42,002,003,002,002,572.201,2023,3720.559,X,X,487.163,98.397,493.712,3247.998,002,001,2025,05,V000742,100,538452831293519721,O,P014
B455152,20240902,20231112,244.126,003,003,001,001,263.943,2026,3303.314,X,X,555.753,197.305,234.621,2950.948,002,002,2022,12,V000809,100,664056264950247772,"",P046
B366128,20260113,20230814,31.45,002,002,003,002,196.366,2025,1118.837,"","",111.37,28.847,177.814,986.972,001,001,2025,04,V000156,100,822190496622387824,"",P048
B619688,20251219,20250517,230.475,002,003,001,001,470.389,2024,2608.145,X,"",358.107,215.342,418.304,2236.792,003,002,2025,08,V000100,100,344377275134807832,K,P027
B915870,20230531,20241126,50.561,001,003,002,003,213.475,2024,2013.567,"","",291.322,46.6,187.604,1612.766,003,001,2025,12,V000837,100,534704364872333395,O,P020
B790995,20230625,20240929,252.979,001,002,001,002,246.378,2024,4716.79,"","",660.556,224.672,230.422,3774.135,002,003,2022,10,V000102,100,840085183058533028,"",P035
B996011,20251113,20241106,65.145,002,002,003,001,87.908,2025,1620.262,X,"",212.371,55.32,73.817,1317.816,001,001,2022,06,V000198,100,336445215491164866,K,P003
B190815,20240309,20260106,227.394,002,003,003,001,494.539,2023,3166.786,X,X,255.159,204.556,413.837,2589.681,003,003,2023,12,V000830,100,492319477798209556,"",P022
B481637,20230926,20230926,243.611,001,001,003,003,409.218,2024,2638.015,"",X,346.702,199.942,382.494,2354.962,002,001,2024,10,V000777,100,138176435560827073,"",P028
B917026,20250426,20250206,72.481,002,002,001,003,173.803,2024,1160.318,"",X,208.096,62.255,160.131,960.543,001,001,2025,08,V000270,100,235886203354295557,O,P041
B118407,20240604,20240520,114.079,001,001,002,001,562.463,2024,3782.734,"","",749.513,106.136,528.552,3053.505,002,001,2024,03,V000707,100,271699368347807501,"",P016
B444778,20250817,20260124,64.634,003,003,003,001,801.679,2024,4517.444,"",X,347.472,57.231,683.641,4155.693,002,003,2025,10,V000136,100,149344040149153936,O,P015
B630234,20240101,20240327,21.949,003,002,002,003,63.307,2023,510.371,"","",58.562,18.725,56.75,467.543,003,002,2023,03,V000904,100,837945167214188096,K,P022
B700184,20250315,20240111,30.086,002,002,003,001,85.977,2026,1343.581,X,"",79.208,25.941,69.524,1200.679,003,003,2025,03,V000916,100,442309401477975757,"",P031
B100474,20240907,20230812,353.62,003,002,001,001,585.043,2024,4240.175,X,X,725.484,322.703,527.213,3489.733,002,003,2023,12,V000992,100,109798789843750102,O,P002
B281165,20240503,20240119,87.567,002,001,001,001,124.341,2026,1092.844,X,"",188.416,80.562,99.578,994.556,001,003,2022,07,V000147,100,692669345857969079,"",P047
B134569,20231129,20250509,101.779,003,003,001,003,191.015,2025,1625.156,"","",87.464,87.833,167.258,1360.305,002,003,2026,11,V000056,100,959084584286970496,O,P001
B216004,20251122,20240216,9.232,001,002,001,003,60.641,2025,661.016,"",X,60.166,7.724,49.905,551.458,001,002,2024,10,V000017,100,383830429110066999,K,P027
B354522,20240706,20240418,108.543,002,001,001,002,66.326,2025,1228.369,"",X,209.987,88.536,58.367,1033.031,001,003,2022,06,V000282,100,768426361469091504,K,P014
B355503,20250406,20230523,31.875,002,001,003,001,52.607,2026,772.553,X,X,123.677,26.525,43.636,679.331,002,003,2026,12,V000391,100,158905964438633496,K,P024
B430195,20251001,20250317,238.128,001,003,001,002,441.078,2022,4968.232,"",X,331.4,197.259,411.173,4178.124,003,002,2025,04,V000164,100,487232171312105524,O,P002
B113217,20230716,20250402,64.577,002,002,001,001,234.529,2024,1289.763,"","",202.84,58.002,190.45,1078.618,001,003,2024,07,V000529,100,175382818535583074,"",P013
B796476,20241104,20241105,241.843,001,003,003,001,247.118,2022,2571.177,"","",464.753,220.19,219.668,2225.158,003,001,2025,10,V000865,100,657039839019160524,K,P044
B759207,20240413,20240131,16.295,003,003,001,002,22.111,2025,189.217,"","",36.285,14.909,18.998,173.311,003,003,2026,04,V000895,100,862851517983800926,K,P013
B705109,20240315,20260122,21.684,001,001,002,002,128.412,2023,2015.842,"","",122.737,18.315,104.914,1672.639,003,001,2024,09,V000495,100,439714181722023154,O,P015
B176326,20260115,20250811,17.197,001,003,001,001,52.654,2026,595.833,"",X,90.305,14.602,46.046,496.154,002,002,2023,10,V000110,100,249512056446626589,"",P030
B806250,20241217,20230616,321.38,002,003,003,003,749.919,2025,4394.366,X,X,835.807,293.795,603.998,4126.174,003,001,2022,08,V000084,100,379389317462106444,K,P024
B252535,20251219,20231124,28.11,001,002,003,002,328.207,2023,1906.199,X,X,240.262,25.999,279.102,1779.275,001,002,2022,05,V000539,100,814179746400837962,"",P007
B640102,20241213,20231129,76.409,001,002,003,002,132.693,2023,912.841,X,"",128.827,68.59,123.388,767.107,001,001,2022,10,V000447,100,906913854593616719,K,P001
B765933,20250719,20250714,230.271,001,002,003,001,204.008,2025,3227.537,X,X,283.225,195.847,181.738,3051.666,002,002,2022,03,V000118,100,589266093176039574,K,P010
B793341,20250209,20251011,111.41,003,001,002,003,478.141,2026,3188.188,X,"",555.331,98.994,431.4,2818.318,003,003,2026,06,V000390,100,484804058825114541,K,P043
B157336,20241216,20231202,325.361,002,003,001,002,332.688,2026,3411.028,"","",445.617,283.341,310.108,2859.034,001,001,2024,10,V000791,100,217389343390065664,"",P004
B947929,20250827,20231001,193.826,002,002,002,001,272.477,2022,2051.267,"",X,263.06,180.698,236.318,1698.915,002,003,2026,07,V000228,100,246865337339434844,O,P002
B318529,20241214,20241029,21.085,003,003,001,003,46.644,2023,700.023,"",X,39.852,17.497,39.237,654.456,003,001,2022,03,V000033,100,555627489121780054,"",P036
B810129,20230706,20241103,19.41,001,003,003,001,108.707,2022,1052.934,"",X,53.0,16.181,91.759,909.988,003,002,2026,11,V000404,100,741088458184339597,K,P002
B599492,20240912,20240601,61.271,001,003,003,001,654.97,2023,4545.27,X,"",254.285,50.288,564.552,4154.333,003,003,2023,02,V000728,100,861171653832529899,"",P004
B697433,20250727,20230821,349.99,002,003,001,003,259.708,2023,4791.212,"","",927.335,308.2,244.357,4395.398,002,001,2022,01,V000173,100,908998167047541519,K,P035
B128853,20230711,20250305,58.795,001,001,003,003,335.224,2025,1867.804,X,X,104.81,53.887,285.8,1684.569,003,003,2023,07,V000301,100,712386428655880769,"",P050
B231244,20231224,20240730,103.013,001,003,003,001,167.68,2023,1621.457,X,"",240.57,84.144,147.502,1428.247,001,002,2022,11,V000327,100,329587814866119515,O,P029
B591123,20250823,20241023,173.288,001,003,003,003,469.6,2026,3080.655,"",X,499.788,140.797,416.39,2770.892,003,001,2022,11,V000321,100,177673967323948472,"",P022
B939360,20250705,20250115,274.747,002,002,002,001,423.178,2026,4972.51,X,X,600.482,220.331,345.497,4314.853,001,001,2024,06,V000856,100,484306683744207340,O,P020
B105178,20240408,20240121,209.239,003,003,003,002,393.045,2022,2426.421,X,X,308.563,197.269,348.913,2238.518,002,001,2023,12,V000523,100,590411530214321550,K,P048
B311377,20230525,20240719,25.597,003,002,002,001,216.462,2022,1453.209,X,X,87.56,21.858,200.13,1366.945,001,003,2024,09,V000804,100,837752469432619970,K,P049
B411764,20230831,20250211,47.979,001,001,002,002,128.172,2025,900.789,"",X,133.054,40.359,114.283,770.317,003,001,2025,11,V000859,100,932122219922351195,K,P030
B237270,20230820,20240316,110.115,003,001,001,002,411.48,2025,3379.593,"",X,197.667,100.78,365.371,2901.914,001,003,2025,09,V000073,100,491939618499237971,O,P001
B202840,20241203,20250201,21.487,003,001,002,003,116.206,2025,802.383,X,X,146.622,20.152,105.289,716.952,003,002,2023,01,V000796,100,581136471569258602,"",P036
B872065,20240925,20250704,278.378,003,003,001,003,494.476,2023,3253.109,X,X,378.243,250.979,402.331,2718.211,003,003,2022,07,V000865,100,143616173583449056,"",P001
B932509,20241225,20230703,51.045,003,003,002,001,110.442,2026,739.773,X,X,87.547,48.381,91.725,654.905,003,002,2023,12,V000793,100,435299283759281044,"",P042
B265380,20241018,20231219,49.49,003,001,001,001,314.724,2023,1974.818,X,X,157.456,46.594,287.443,1612.793,003,002,2022,01,V000455,100,854140543992400495,O,P044
B489578,20240210,20251208,247.874,001,003,001,001,419.451,2026,2515.219,"","",177.23,215.817,361.652,2087.053,003,002,2026,06,V000230,100,416109652498649439,O,P018
B926724,20250412,20251120,52.641,002,003,002,002,652.684,2026,3327.301,"","",168.703,44.925,597.836,2803.355,003,003,2026,08,V000796,100,294107696282582339,O,P024
B602936,20240620,20250915,227.252,003,002,002,001,309.955,2023,4064.588,"",X,667.244,201.962,284.158,3579.902,002,002,2022,04,V000632,100,339633244331979640,"",P008
B232098,20240706,20250115,78.358,003,002,001,001,131.358,2024,1674.707,X,"",162.967,70.265,112.292,1453.757,001,001,2025,05,V000242,100,787653580194706647,"",P013
B828793,20230527,20240130,81.11,002,001,002,003,119.409,2022,1755.265,"",X,276.97,72.963,109.023,1488.39,001,001,2024,05,V000620,100,153526792310576248,O,P036
B129226,20250528,20240724,180.188,003,003,002,001,391.365,2026,3194.311,X,X,616.326,156.013,359.064,2591.016,003,002,2025,04,V000228,100,565589268314670144,K,P035
B435836,20250913,20250519,270.032,001,003,003,002,319.474,2023,3448.535,"","",596.549,240.144,269.478,2950.481,001,001,2023,10,V000565,100,610730894991207937,K,P036
B242218,20260126,20241108,23.251,003,002,003,002,251.557,2024,2131.705,"",X,225.851,20.325,207.17,2016.094,003,003,2025,10,V000710,100,158869299324281547,"",P018
B656196,20251208,20241215,295.136,003,001,001,002,635.21,2024,3992.881,"","",662.654,252.774,513.869,3359.161,003,003,2022,04,V000987,100,208201992628425013,"",P012
B170855,20260112,20251208,107.841,003,001,001,002,285.118,2024,4212.11,"",X,460.503,95.669,239.801,3884.162,003,003,2024,04,V000602,100,893306080529985149,"",P044
B894092,20230717,20230917,107.803,002,003,001,001,129.447,2023,1186.362,"",X,154.414,94.936,118.989,1093.69,002,003,2024,02,V000470,100,761463778837635131,O,P011
B167915,20250501,20240520,229.969,003,002,003,002,420.791,2025,2490.044,"","",350.092,191.337,388.015,2312.58,001,003,2023,08,V000936,100,509661037875451693,O,P010
B528288,20230723,20240223,113.309,003,002,002,002,443.838,2022,3213.724,"",X,505.467,92.999,359.558,2920.331,003,003,2023,07,V000532,100,827176732572904420,K,P022
B759659,20240304,20240822,72.085,003,002,001,003,114.498,2024,757.786,X,X,103.179,59.838,102.626,633.548,002,002,2025,12,V000723,100,820265399620122213,O,P031
B130308,20250212,20230729,385.399,001,001,003,003,588.452,2022,4679.65,X,X,403.022,361.382,540.419,4069.067,003,003,2026,06,V000077,100,715786473051613173,O,P010
B739647,20230828,20231214,82.612,002,001,001,001,107.697,2023,1073.693,"",X,76.155,72.949,96.267,882.505,003,001,2024,04,V000380,100,388120383260133582,"",P018
B945165,20230913,20240716,226.89,003,002,001,003,137.051,2023,2519.706,X,"",400.921,212.299,115.936,2022.372,001,003,2024,02,V000963,100,250277823188851263,"",P021
B681658,20250923,20260109,7.064,002,003,003,001,20.609,2024,238.523,"",X,37.032,5.67,19.539,208.936,003,002,2022,04,V000952,100,416683721224871829,O,P025
B775470,20240604,20250417,81.822,003,003,002,001,260.259,2026,2136.57,X,X,231.157,71.338,242.298,1982.63,002,001,2024,07,V000228,100,625502110310197093,"",P003
B131805,20231002,20250113,260.934,002,003,003,002,369.981,2025,4440.534,"","",381.914,231.661,331.557,3955.572,001,001,2025,07,V000194,100,267146447214137852,"",P008
B653844,20240322,20250103,99.146,003,001,003,001,240.211,2024,1245.585,X,"",76.414,85.041,205.222,1001.49,003,001,2025,12,V000993,100,809859868979895347,K,P042
B710671,20250114,20230908,202.855,002,002,001,001,339.966,2025,4360.086,X,X,612.598,169.803,293.751,3498.111,002,003,2024,03,V000895,100,770773234229391574,K,P021
B532740,20230609,20231201,88.554,003,003,001,001,210.524,2022,2958.263,"","",251.556,71.761,182.584,2391.064,001,001,2026,09,V000754,100,802137261361168527,K,P041
B798904,20251215,20250205,320.858,003,002,002,003,630.293,2024,3323.616,X,X,567.444,260.382,587.463,2808.426,001,003,2026,11,V000601,100,638914053490171237,K,P015
B534358,20240528,20250510,370.272,002,002,001,001,657.117,2023,4514.485,X,"",758.071,306.016,611.12,4046.068,003,002,2023,02,V000726,100,586286972962339407,"",P050
B686641,20240109,20240901,330.591,001,001,003,001,427.053,2023,4670.516,"",X,542.671,278.543,369.719,4303.983,003,003,2026,04,V000939,100,742621330559696037,O,P030
