BSKRF,DISKZ,DLINL,EINME,ERSDA,HERKL,INSME,KEINM,KINSM,KLABS,KSPEM,KZILE,KZILL,KZILQ,KZILS,KZVLE,KZVLL,KZVLQ,KZVLS,LABST,LBSTF,LFGJA,LFMON,LGORT,LGPBE,LMINB,LSOBS,LVORM,LWMKB,MANDT,MATNR,MDJIN,MDRUE,PRCTL,PSTAT,RETME,SPEME,SPERR,UMLME,VKLAB,VKUML,VMEIN,VMINS,VMLAB,VMRET,VMSPE,VMUML,WERKS
1.1578,"",20230521,179.189,20230521,CN,519.728,42.625,77.606,906.533,14.782,"","","","","","","","",6263.287,642.662,2024,01,S041,BIN902,110.768,87,"",336,100,650185047540862031,2022,X,2160812161,K,116.014,139.407,"",1158.737,186936.85,54980.93,149.291,476.231,5493.083,107.558,123.191,1013.618,P024
1.1891,"",20240328,101.747,20260110,IN,63.74,32.292,6.832,216.984,4.038,"","","","","","","","",2424.093,503.197,2025,09,S044,BIN743,44.063,16,"",160,100,289636935605129668,2025,"",9860751672,K,39.221,34.892,"",182.565,95931.43,3822.87,88.953,59.552,2243.049,32.925,30.174,146.93,P045
1.0312,1,20230809,48.228,20240425,DE,271.25,15.775,127.683,377.945,19.586,"","","","","","","","",2744.133,657.997,2023,10,S007,BIN127,291.027,94,"",466,100,340844311525747587,2024,X,2493537772,K,51.281,74.757,"",196.618,36567.15,3680.44,40.353,255.052,2566.183,47.305,64.788,172.385,P015
1.0491,"",20250606,20.678,20240908,CN,57.343,9.848,28.231,80.569,12.411,"","","","","","","","",662.441,663.331,2022,11,S048,BIN136,233.851,86,"",363,100,947068707818837558,2022,"",5727878431,K,8.857,28.503,X,108.74,14206.55,3895.36,19.576,52.611,565.443,8.026,25.32,97.96,P028
1.0048,2,20240628,124.33,20250212,DE,266.526,37.272,92.574,293.029,24.382,"","","","","","","","",5605.052,213.551,2025,09,S019,BIN362,366.796,54,"",333,100,913651905562642929,2022,X,4994416163,K,76.29,128.49,"",987.659,109823.7,47411.98,109.911,213.719,5118.545,70.506,116.375,790.652,P041
1.0414,"",20251116,106.196,20231112,US,394.652,28.444,132.498,998.641,15.025,"","","","","","","","",7295.148,371.424,2025,02,S088,BIN984,186.171,59,"",524,100,319146835136018750,2024,X,2980131104,K,58.708,122.218,"",638.968,339082.81,8636.92,89.308,345.692,6968.723,50.438,111.702,585.781,P041
1.0345,"",20251116,133.679,20230815,CN,314.523,40.851,111.911,323.988,15.761,"","","","","","","","",3196.26,937.775,2022,01,S028,BIN831,462.15,77,"",215,100,267791601485212152,2023,"",8290356690,K,45.576,49.994,"",467.664,105368.05,12574.67,118.872,259.418,3039.615,37.02,46.258,418.868,P001
1.0203,"",20260111,277.447,20240514,IN,224.163,133.85,99.426,876.755,128.923,"","","","","","","","",7504.779,420.061,2022,06,S009,BIN586,451.516,59,"",227,100,916948624524419957,2026,X,8629689668,K,76.595,292.294,X,470.595,247897.47,17021.54,239.112,194.27,6651.432,68.895,272.457,436.78,P043
1.0568,2,20240119,165.352,20230830,CN,102.086,59.983,38.672,350.918,10.391,"","","","","","","","",3558.811,155.077,2022,12,S097,BIN980,434.047,87,"",600,100,477208420843739308,2022,"",4301944251,K,42.263,43.219,X,486.005,168559.63,11431.86,153.018,83.59,3359.192,37.742,35.777,458.318,P002
0.8956,2,20250404,59.52,20241117,IN,160.296,7.204,20.056,227.599,12.62,"","","","","","","","",1612.938,398.461,2025,07,S045,BIN964,130.854,74,"",319,100,375962946330007763,2025,"",1895095048,K,17.805,54.896,X,255.928,51111.83,5171.61,50.434,135.67,1403.982,16.562,44.197,223.812,P046
0.9874,2,20230703,159.742,20241021,IN,403.429,67.813,50.658,490.794,40.96,"","","","","","","","",4118.713,685.008,2025,06,S073,BIN491,130.433,59,"",191,100,499706683426941028,2023,X,1357626913,K,33.278,90.987,"",614.818,108277.42,14650.39,150.169,326.237,3657.501,31.56,77.131,565.819,P011
0.8522,"",20240713,59.711,20251223,US,109.824,6.767,28.969,154.428,13.997,"","","","","","","","",1297.245,512.469,2023,06,S064,BIN868,216.564,26,"",803,100,816014973133612132,2026,X,4559772777,K,14.292,43.26,X,147.569,19250.22,6641.59,52.051,102.27,1181.768,13.418,37.087,126.48,P004
0.8749,"",20240529,49.185,20230702,CN,160.629,17.388,78.036,179.892,6.537,"","","","","","","","",2037.668,196.339,2026,12,S049,BIN513,101.432,84,"",344,100,250565798612043193,2026,X,1960709434,K,35.201,27.154,"",348.777,66213.36,6287.67,41.039,133.228,1791.121,31.188,23.709,306.791,P022
0.8891,1,20241107,276.578,20250419,IN,427.631,30.187,130.662,927.297,37.076,"","","","","","","","",7919.493,513.129,2022,05,S069,BIN438,223.934,75,"",948,100,672184351997242494,2025,"",3827658359,K,72.57,253.208,"",552.862,96563.06,7391.19,224.554,397.045,6772.557,67.536,207.343,446.402,P018
1.151,2,20250430,97.834,20241019,CN,150.161,19.409,60.139,378.362,19.746,"","","","","","","","",2953.459,321.249,2025,05,S021,BIN138,184.568,12,"",237,100,421165912358882765,2024,"",8921118168,K,24.518,112.577,X,221.064,122701.09,6532.11,88.664,121.533,2554.244,21.412,106.887,188.944,P014
0.8794,1,20240106,17.929,20250727,CN,52.192,6.726,10.627,56.639,2.456,"","","","","","","","",705.026,227.117,2026,04,S058,BIN152,468.306,13,"",182,100,330154097493198613,2026,X,4041658491,K,8.429,10.603,X,69.35,14033.8,2904.06,16.99,43.68,641.388,7.151,9.809,65.072,P001
0.9576,1,20231216,65.34,20250405,US,416.477,10.794,90.764,299.881,43.292,"","","","","","","","",5774.593,128.411,2025,02,S005,BIN591,151.782,29,"",397,100,853782360480718617,2026,X,1607887634,K,66.004,228.43,X,743.339,274970.85,29283.82,55.665,374.116,5431.794,57.789,187.136,644.631,P043
1.1784,2,20250111,62.661,20241102,IN,186.236,20.95,67.594,173.823,31.355,"","","","","","","","",1980.072,445.99,2025,11,S036,BIN164,230.186,27,"",253,100,216067179858951661,2022,"",7684256064,K,31.282,69.442,"",271.556,39989.89,13141.99,55.825,155.663,1824.305,28.418,62.67,247.484,P030
1.1354,"",20250109,87.223,20250205,CN,70.209,10.583,24.917,215.407,9.892,"","","","","","","","",2881.616,112.64,2024,05,S054,BIN132,270.359,79,"",943,100,589099533337548066,2025,"",1767154508,K,21.875,62.846,"",555.596,42385.82,23739.82,79.696,66.604,2553.414,20.58,51.973,514.304,P040
1.0785,1,20251113,52.784,20240130,IN,96.997,17.461,28.031,624.619,26.429,"","","","","","","","",4826.711,593.14,2025,08,S097,BIN253,243.015,24,"",766,100,303939388142564592,2024,"",3443188831,K,95.946,124.764,X,699.154,171540.49,28278.5,46.455,80.566,4711.265,83.745,114.335,593.961,P011
0.9872,1,20230626,95.47,20230928,DE,207.752,40.549,29.597,267.862,18.252,"","","","","","","","",4940.973,464.646,2022,12,S002,BIN991,410.099,67,"",284,100,451426816163060007,2026,"",6960018925,K,56.09,73.746,X,596.791,106000.36,14006.24,76.422,185.08,4212.043,44.957,68.067,544.999,P031
0.9952,2,20250921,282.663,20231114,DE,356.924,64.378,37.435,785.933,41.093,"","","","","","","","",7772.715,996.444,2026,08,S055,BIN887,367.903,67,"",335,100,148250067049533128,2025,"",7191976915,K,104.884,342.503,X,851.158,281403.96,31842.95,242.049,302.629,7541.851,92.228,298.49,755.194,P018
1.0639,2,20240516,129.264,20250705,CN,63.893,24.843,19.573,144.097,21.071,"","","","","","","","",2764.462,844.836,2022,11,S039,BIN510,188.152,95,"",769,100,919092381809794470,2026,"",5486674250,K,19.264,95.802,X,209.623,29261.82,8324.9,120.352,54.918,2562.488,16.412,85.251,186.92,P024
0.8465,2,20230816,15.129,20240707,IN,29.66,6.38,5.151,142.473,6.121,"","","","","","","","",1307.323,499.948,2023,12,S014,BIN838,165.776,74,"",649,100,892351524165766744,2023,"",6484894477,K,7.105,20.868,X,146.782,28986.68,6539.96,12.708,26.899,1191.248,6.48,19.052,138.719,P035
0.8136,"",20231123,141.565,20251218,DE,181.16,35.696,37.577,492.468,33.482,"","","","","","","","",3609.568,950.713,2024,08,S062,BIN130,119.105,62,"",451,100,494402070759058077,2026,X,2353675789,K,26.779,157.837,X,281.036,103075.54,9171.45,113.766,156.939,3517.241,21.537,132.402,250.77,P006
0.8909,2,20240525,203.267,20250529,US,701.286,35.074,132.802,661.371,142.536,"","","","","","","","",7879.983,800.821,2022,08,S056,BIN986,164.256,91,"",445,100,787451382986182221,2023,"",5797983469,K,133.704,310.862,"",1534.636,196483.5,41647.06,163.921,654.398,6795.708,108.508,285.625,1354.939,P027
0.9517,2,20260116,161.773,20250110,DE,162.46,39.393,47.141,466.485,58.224,"","","","","","","","",4525.945,560.059,2022,11,S060,BIN769,201.116,61,"",581,100,960502767433386310,2026,"",7612022388,K,50.214,194.278,"",648.139,106069.3,8635.25,151.198,153.747,4220.976,40.481,171.264,542.405,P001
0.9182,1,20240719,26.338,20240713,US,127.604,7.554,41.16,121.801,7.934,"","","","","","","","",1299.458,221.465,2023,06,S100,BIN291,462.628,72,"",490,100,958220010660499163,2023,X,4700650412,K,25.605,45.79,"",245.414,54013.44,2988.05,22.701,115.563,1236.18,21.71,39.714,204.243,P046
0.973,"",20240327,114.541,20231118,US,269.384,45.045,75.923,344.61,59.088,"","","","","","","","",2822.814,656.075,2025,10,S093,BIN562,311.636,69,"",332,100,755714882842288269,2024,"",3082501407,K,55.126,131.014,"",270.385,62999.77,4210.45,94.517,232.711,2679.603,47.947,105.836,251.892,P036
1.0832,2,20240716,151.117,20230726,IN,542.972,55.524,266.9,734.889,98.139,"","","","","","","","",7325.511,106.995,2023,10,S064,BIN420,33.967,85,"",389,100,690679200089362751,2026,X,7581216122,K,38.534,322.626,"",799.252,218226.34,29594.74,126.857,490.192,6476.034,32.224,288.649,723.831,P028
0.8961,1,20240603,294.846,20250218,US,636.077,77.868,184.022,810.312,94.1,"","","","","","","","",7800.747,594.174,2022,07,S008,BIN343,481.307,20,"",376,100,349740692302656312,2026,X,1345426683,K,135.708,192.987,X,646.147,297998.86,22746.52,253.435,514.282,7355.422,128.9,166.229,577.963,P025
1.1715,1,20250920,139.155,20230927,US,473.24,24.043,60.762,284.875,88.472,"","","","","","","","",4985.35,139.34,2026,10,S034,BIN401,331.9,11,"",481,100,358668555274716754,2022,X,2315511734,K,98.397,180.714,"",440.812,138312.65,15292.63,120.559,387.104,4415.673,81.939,163.755,358.743,P023
1.0978,"",20230723,133.993,20240811,IN,210.383,27.027,102.01,200.593,55.18,"","","","","","","","",3096.623,970.42,2023,08,S091,BIN742,290.581,76,"",331,100,427012876046848205,2022,"",5555187824,K,36.313,116.431,"",540.744,34965.47,18304.7,108.737,185.708,2806.414,33.549,102.277,448.702,P011
1.0302,1,20250419,76.745,20240816,US,80.62,25.191,33.716,288.813,18.493,"","","","","","","","",2553.284,557.047,2024,01,S065,BIN392,373.943,54,"",375,100,665864470484663350,2023,X,3830030316,K,45.566,63.421,X,250.716,96698.66,8834.93,65.618,75.578,2267.356,40.419,55.505,230.927,P040
0.9498,"",20240408,93.799,20250616,IN,613.424,34.686,192.431,707.398,58.98,"","","","","","","","",6981.439,697.392,2026,10,S064,BIN547,264.636,16,"",506,100,611060141771849088,2024,X,9590463734,K,69.463,239.897,X,427.551,269122.87,11685.51,80.102,550.452,6557.326,56.567,191.965,370.168,P001
1.0493,2,20251103,77.715,20240619,CN,125.624,23.735,54.402,316.464,16.218,"","","","","","","","",3952.179,913.753,2024,03,S018,BIN707,201.217,68,"",283,100,340844311525747587,2023,X,2700192381,K,74.453,122.509,"",245.204,80913.04,11133.19,63.393,117.802,3523.235,68.278,102.602,198.927,P005
1.0561,"",20260203,233.518,20250627,DE,192.986,60.778,70.505,583.044,118.608,"","","","","","","","",7062.139,497.311,2023,09,S082,BIN980,218.612,43,"",161,100,356125488154261956,2023,X,5607120926,K,122.019,326.285,"",979.454,203766.61,35740.12,202.693,176.083,6883.052,104.903,300.148,865.701,P001
0.9116,1,20251129,35.48,20230630,CN,245.308,4.946,88.809,361.789,18.914,"","","","","","","","",2797.911,876.738,2026,12,S064,BIN885,183.864,28,"",438,100,236181219632051715,2026,X,8344458516,K,26.706,90.358,"",430.042,35195.37,16686.73,33.37,211.632,2647.365,24.954,75.23,390.668,P023
0.9859,2,20250309,7.041,20240219,IN,18.25,1.011,4.84,33.079,6.202,"","","","","","","","",352.481,293.208,2025,03,S008,BIN185,232.202,90,"",133,100,112324237210543479,2023,"",5921726561,K,4.476,13.577,"",43.411,7830.8,587.56,6.101,17.321,304.358,3.999,12.686,35.186,P025
0.897,"",20240929,77.43,20230812,DE,167.096,12.725,45.247,561.612,24.465,"","","","","","","","",3875.544,73.337,2022,12,S037,BIN809,149.614,89,"",951,100,142483012479120332,2022,X,2330623351,K,50.246,60.718,"",384.32,178210.55,10445.41,72.887,135.806,3428.283,45.46,55.721,324.884,P013
1.1143,2,20241030,52.118,20241114,US,136.601,24.774,58.99,266.675,10.125,"","","","","","","","",3031.379,578.854,2026,01,S034,BIN113,340.976,58,"",539,100,671151719303669315,2025,"",2195970670,K,47.86,37.8,"",166.091,93869.33,4612.8,43.594,113.052,2831.224,40.759,30.749,146.922,P020
0.8562,2,20251216,17.681,20241104,IN,114.224,7.17,30.536,182.951,4.001,"","","","","","","","",1437.913,721.017,2022,02,S073,BIN828,12.215,92,"",703,100,869363255698259437,2022,"",5704950951,K,7.253,18.808,"",176.491,51883.11,2084.49,15.337,96.839,1406.186,6.815,15.273,143.43,P015
1.0834,"",20250116,235.441,20230607,US,596.505,65.729,193.625,685.496,25.616,"","","","","","","","",6035.567,527.91,2023,04,S004,BIN687,476.132,16,"",729,100,321175711828320802,2022,X,3000216441,K,80.202,164.277,"",544.402,281003.36,14032.12,201.109,564.274,5278.03,71.53,144.012,482.573,P017
0.9394,2,20250205,95.794,20240808,IN,181.815,22.502,41.373,546.083,101.295,"","","","","","","","",5715.583,555.997,2023,11,S033,BIN712,217.177,41,"",857,100,358220421506181000,2024,"",6333035130,K,104.12,235.113,"",813.276,93645.33,29978.94,90.275,153.841,5314.323,93.758,212.009,763.872,P019
0.84,"",20250727,122.662,20240316,DE,506.099,13.158,122.247,527.963,16.252,"","","","","","","","",6543.332,397.679,2023,01,S010,BIN442,146.113,69,"",898,100,638812692850518249,2023,"",1326695897,K,130.473,82.654,"",1242.95,188898.6,44222.72,107.719,470.562,5720.431,105.149,68.392,1133.228,P031
0.8665,"",20230916,200.678,20230722,IN,353.882,47.636,166.998,710.372,107.299,"","","","","","","","",5135.159,285.497,2026,05,S039,BIN984,330.836,22,"",486,100,849760142162847742,2023,"",5489884235,K,43.612,248.901,X,481.416,245987.42,16556.75,179.456,302.341,4457.943,40.675,229.605,387.862,P035
1.0862,"",20251209,38.095,20231223,US,65.206,16.056,9.708,178.324,23.076,"","","","","","","","",1722.431,282.803,2023,06,S081,BIN430,482.595,58,"",669,100,251725291733713737,2026,"",4742055974,K,25.694,73.004,X,126.425,19035.45,1457.1,34.969,52.323,1552.514,23.886,60.389,114.365,P012
1.1681,2,20250110,62.909,20230709,DE,217.266,7.884,62.698,617.381,37.689,"","","","","","","","",5430.08,420.065,2023,11,S032,BIN209,353.147,35,"",574,100,108440463926936008,2026,"",4751173034,K,44.688,255.146,X,525.102,150460.95,21415.95,53.135,192.927,4750.122,37.912,212.155,492.812,P016
0.9782,"",20241018,220.023,20251105,IN,625.068,34.447,213.428,482.497,75.923,"","","","","","","","",6491.103,382.476,2026,02,S009,BIN869,273.77,50,"",398,100,506314111007952608,2026,"",7385375824,K,109.221,238.044,X,467.92,178254.74,6542.77,200.165,561.117,5624.502,94.424,216.4,423.214,P036
0.9478,1,20250924,198.418,20251027,CN,240.665,65.933,115.333,659.168,72.261,"","","","","","","","",4729.378,875.248,2024,02,S093,BIN685,157.263,94,"",415,100,529120744778103420,2026,X,4783991076,K,25.82,188.514,X,448.882,128578.97,9361.81,178.998,205.899,4157.884,24.507,178.286,411.85,P049
1.0902,2,20240115,38.483,20240827,CN,16.261,11.296,5.553,102.961,3.906,"","","","","","","","",780.369,87.127,2026,10,S068,BIN667,212.919,53,"",194,100,933254262447580919,2025,X,9179312586,K,6.854,25.15,X,114.19,34079.43,2739.99,33.984,15.356,706.402,5.755,23.551,101.663,P007
1.087,2,20251208,213.891,20240612,IN,404.888,71.66,137.531,428.696,137.526,"","","","","","","","",6608.466,888.241,2022,03,S007,BIN705,116.231,65,"",572,100,509475375701888783,2026,X,1439067001,K,89.906,296.261,X,984.187,308440.14,16336.41,195.427,373.247,5631.41,72.393,275.194,836.046,P044
1.0634,2,20230918,350.813,20260212,US,263.749,74.844,78.37,1072.706,142.893,"","","","","","","","",7179.47,982.407,2022,02,S059,BIN199,133.703,86,"",815,100,427548459608924119,2022,X,8616102886,K,63.801,343.141,X,564.207,292707.67,19101.0,281.737,245.377,6606.217,54.614,280.842,488.05,P031
0.9561,"",20230526,88.559,20250624,DE,185.234,28.672,82.296,412.591,12.485,"","","","","","","","",2923.139,77.926,2022,05,S029,BIN264,25.236,26,"",313,100,822444757006537673,2022,X,5111239704,K,23.09,47.678,X,324.781,145968.79,9115.53,79.71,174.65,2757.215,20.468,41.174,268.787,P003
0.967,1,20251112,87.242,20230626,IN,101.324,17.722,42.174,227.987,44.386,"","","","","","","","",2720.804,849.611,2022,07,S098,BIN474,316.246,94,"",447,100,898853268410340325,2025,"",9544425866,K,42.424,123.795,"",441.728,100730.04,11953.71,77.243,87.63,2328.494,36.268,117.5,381.468,P042
1.0532,2,20240318,263.962,20230923,DE,358.196,68.691,63.728,799.83,92.748,"","","","","","","","",6750.442,834.724,2025,08,S024,BIN300,354.245,78,"",531,100,988774547085072304,2026,"",1438736009,K,112.83,202.397,"",622.159,192224.99,28769.53,236.151,310.081,6555.429,91.493,173.156,586.601,P003
0.8595,"",20250617,86.14,20240514,IN,228.598,22.608,82.27,224.507,32.204,"","","","","","","","",2368.734,992.215,2024,04,S063,BIN475,59.708,10,"",266,100,978821561499356132,2025,X,9541412609,K,34.262,77.308,X,462.153,90169.22,15560.4,79.755,201.684,2196.997,28.195,67.392,436.542,P033
1.0429,2,20240501,36.33,20251126,CN,117.888,12.31,41.809,199.954,3.863,"","","","","","","","",1360.257,912.453,2025,12,S012,BIN262,324.069,97,"",524,100,761024288739378211,2025,"",3457394984,K,19.511,19.617,"",206.347,37884.99,4936.77,30.683,96.058,1322.38,17.937,16.164,171.677,P046
0.8189,1,20241127,314.868,20240712,DE,553.355,61.189,151.559,409.478,34.948,"","","","","","","","",7321.713,767.118,2025,02,S017,BIN558,390.089,85,"",985,100,762172999195747992,2025,X,8432398341,K,60.006,141.811,"",724.08,176032.2,27434.51,266.728,501.45,6820.414,54.874,130.113,633.36,P006
1.1534,"",20240508,84.432,20240627,IN,389.049,23.231,43.367,342.399,24.695,"","","","","","","","",5960.528,759.439,2022,10,S054,BIN113,359.377,28,"",551,100,208382065094782093,2024,X,9066857725,K,100.502,104.38,"",1012.13,174251.14,31314.49,70.752,353.81,5612.445,90.645,95.237,907.443,P039
1.0139,"",20231020,60.732,20230813,US,171.195,27.896,28.989,272.339,25.012,"","","","","","","","",2925.89,813.869,2025,06,S087,BIN582,107.801,24,"",144,100,718653212277036015,2023,"",8756703492,K,55.521,50.582,"",315.374,41670.05,10695.62,52.409,150.075,2605.311,44.783,45.798,296.094,P022
0.9101,"",20241031,65.765,20231112,IN,520.233,13.126,237.889,326.181,78.503,"","","","","","","","",5207.909,833.769,2025,11,S091,BIN101,332.368,67,"",124,100,472057603784175160,2023,"",9855015348,K,34.549,191.4,"",515.783,224233.65,8292.85,54.482,492.629,4655.146,28.938,157.577,480.369,P005
0.8716,1,20250602,210.058,20240920,CN,383.593,102.689,178.609,423.915,40.557,"","","","","","","","",4303.896,766.432,2026,06,S053,BIN181,183.091,12,"",374,100,414848508320847117,2022,X,4232737879,K,56.715,156.653,"",354.16,82143.62,9216.42,172.217,330.126,3947.092,47.917,131.068,327.201,P035
0.9855,"",20231105,81.456,20250828,US,135.179,21.713,31.616,215.204,14.134,"","","","","","","","",2440.535,493.345,2023,04,S094,BIN699,127.359,52,"",887,100,822354719917922306,2022,X,8413821384,K,26.556,47.477,"",245.689,71662.29,8037.98,75.196,122.918,2167.406,22.466,43.764,207.724,P010
1.0439,"",20240218,200.051,20240730,DE,244.988,28.533,99.977,861.048,21.946,"","","","","","","","",6087.155,900.565,2023,11,S082,BIN798,349.104,23,"",995,100,734085318389644425,2022,"",5625109769,K,30.513,124.306,X,368.332,180907.47,8345.9,188.126,223.086,5222.49,28.781,112.55,335.605,P015
1.0289,2,20240522,166.225,20241122,DE,486.106,78.728,182.274,575.262,16.294,"","","","","","","","",7521.048,497.046,2022,08,S001,BIN753,51.208,30,"",350,100,116769399797403172,2026,"",3744952508,K,44.411,109.071,"",986.732,98545.22,14428.9,140.407,432.826,7136.877,41.959,102.033,832.645,P029
1.1666,2,20231113,35.722,20251017,DE,72.425,12.734,19.19,128.447,3.136,"","","","","","","","",896.021,368.45,2022,04,S031,BIN869,172.658,75,"",537,100,269858562115733666,2026,X,4891833336,K,14.28,19.186,"",176.895,11396.95,2991.78,31.528,67.204,822.624,13.086,17.887,142.618,P001
0.8373,"",20250420,90.697,20230803,DE,526.991,29.706,141.78,292.009,38.485,"","","","","","","","",5680.452,275.532,2025,04,S090,BIN769,399.213,99,"",592,100,369605289236875930,2026,"",8900772948,K,70.352,181.12,X,286.104,178752.84,11533.45,80.91,467.666,4962.298,59.312,149.221,249.061,P029
1.151,2,20250807,101.942,20241014,DE,300.022,33.283,73.144,407.385,18.008,"","","","","","","","",3236.265,132.627,2026,02,S036,BIN764,105.212,76,"",716,100,641293048728798047,2025,"",9955543915,K,41.235,38.097,"",164.902,99483.76,6808.94,92.689,252.551,2843.857,35.877,34.48,133.15,P021
