MANDT,WERKS,NAME1,BWKEY,KUNNR,LIFNR,FABKL,NAME2,STRAS,PFACH,PSTLZ,ORT01,EKORG,VKORG,LAND1,REGIO,COUNC,CITYC,ADRNR,IWERK,TXJCD,VTWEG,SPART,SPRAS
300,PL2743,"Morales, Robinson and Jones",PL2743,C962119,V459096,FC,Ltd,5283 Jones Junction Suite 439,89188,29442,South Jeffrey,P001,S003,DEU,BW,837,3574,8273186198,PL2743,TX3177,01,01,S
300,PL1094,Aguilar and Sons,PL1094,C534717,V416130,FC,and Sons,65789 Scott Hollow,52050,71753,Kendraborough,P002,S003,IND,KA,544,3833,5053834245,PL1094,TX3749,01,01,E
100,PL8346,Donovan-Hayes,PL8346,C364210,V593447,FC,Inc,9837 Nash Highway Suite 013,49814,14929,Brianahaven,P001,S003,USA,NY,992,4974,5178394492,PL8346,TX6127,01,01,E
200,PL7908,Church and Sons,PL7908,C667135,V496275,FC,PLC,657 Alyssa Stream,10773,01905,West Brookeside,P003,S002,FRA,IDF,233,1274,6518473033,PL7908,TX8061,01,01,E
200,PL1676,Cervantes-Stokes,PL1676,C467014,V889304,FC,and Sons,02309 Daniel Knolls,93755,24458,Kaitlynhaven,P002,S001,DEU,HE,101,1350,3237646828,PL1676,TX9309,01,01,E
100,PL7574,"Thompson, Henson and Moreno",PL7574,C640096,V640020,FC,Group,39922 Christine Lodge Apt. 063,11061,56542,Hansenhaven,P002,S002,FRA,NAQ,795,6108,2194852935,PL7574,TX1695,01,01,D
200,PL3534,Young-Mcneil,PL3534,C693083,V125110,FC,LLC,97855 Hines Forges Apt. 938,46246,70770,Mccartymouth,P002,S002,DEU,HE,870,4185,7980550485,PL3534,TX1784,01,01,S
200,PL1650,Rodriguez Group,PL1650,C557047,V233736,FC,Inc,25728 Patel Overpass Apt. 796,51056,64470,Cookmouth,P001,S002,FRA,NAQ,958,5086,3231131117,PL1650,TX7971,01,01,S
300,PL9544,Singh Ltd,PL9544,C601958,V962169,FC,LLC,9061 Mann Wells,62745,45156,Heathershire,P001,S003,DEU,BW,776,9295,9141003602,PL9544,TX6502,01,01,S
300,PL3298,Edwards Inc,PL3298,C266103,V435019,FC,Group,52894 Gomez Haven,39271,28245,East Jacob,P001,S003,DEU,BY,686,7738,8447973888,PL3298,TX5411,01,01,E
100,PL8805,Hawkins-Miller,PL8805,C498856,V214159,FC,Inc,084 Sharp Lodge Suite 626,51431,28123,Port Felicia,P003,S002,DEU,BY,835,8790,6409183965,PL8805,TX9899,01,01,D
100,PL4045,Arroyo Inc,PL4045,C299797,V631576,FC,Inc,4751 Ritter Throughway Suite 510,82965,04812,New Thomas,P001,S003,IND,DL,425,5402,1788580241,PL4045,TX5133,01,01,F
300,PL7061,Lucas-Hughes,PL7061,C813183,V699907,FC,LLC,72601 Krista Tunnel,33315,98920,West Michaelstad,P003,S001,DEU,BW,594,6351,2975599044,PL7061,TX8953,01,01,D
300,PL8499,"Fox, Sanchez and Mckay",PL8499,C195606,V505980,FC,Group,832 Michele Divide Suite 231,88834,83551,Millerville,P002,S003,DEU,HE,905,3035,4940342974,PL8499,TX9578,01,01,F
200,PL7180,Hall-Santos,PL7180,C495487,V251144,FC,Group,460 Jenkins Courts,54205,71315,Port Justin,P002,S001,DEU,HE,938,8454,4670165449,PL7180,TX2035,01,01,S
100,PL6282,Hill-Cortez,PL6282,C516354,V270728,FC,Ltd,675 Parsons Isle Apt. 775,26561,37197,North Lauramouth,P003,S002,USA,CA,820,7357,2512692946,PL6282,TX8556,01,01,D
100,PL7990,Smith LLC,PL7990,C523546,V368074,FC,Ltd,937 Nancy Row Apt. 580,36601,35819,Allenview,P002,S002,USA,CA,411,5032,1977474803,PL7990,TX3841,01,01,E
200,PL1783,Young-Diaz,PL1783,C918441,V380125,FC,Ltd,42619 Jenkins Lodge,47679,84524,New Denise,P003,S003,FRA,PAC,258,1067,9697795666,PL1783,TX4177,01,01,S
200,PL2852,Mcpherson-Singleton,PL2852,C981363,V377247,FC,Inc,798 Martinez Key Suite 936,34671,44462,Port Kennethshire,P002,S002,IND,KA,671,8445,4073551741,PL2852,TX6363,01,01,F
300,PL5839,"Matthews, Carlson and Diaz",PL5839,C549323,V815721,FC,Group,925 Amanda Key Suite 101,25627,80411,Lake Brentview,P002,S002,USA,CA,125,6319,1861836903,PL5839,TX2065,01,01,F
200,PL3044,Moore-Baxter,PL3044,C881263,V380515,FC,LLC,5095 Cheryl Haven Apt. 585,23021,24741,Emmaview,P001,S001,FRA,NAQ,711,6101,4725179352,PL3044,TX3946,01,01,E
200,PL6548,Phillips LLC,PL6548,C858829,V895316,FC,Group,0298 Murray Burg,66558,08943,North Madisonburgh,P001,S001,IND,MH,849,3238,6983520550,PL6548,TX8568,01,01,F
300,PL2137,"Smith, Scott and Blanchard",PL2137,C804037,V455665,FC,Ltd,81143 Carney Unions Apt. 124,53934,76319,Susanton,P002,S001,IND,KA,241,5539,6161868542,PL2137,TX7134,01,01,D
300,PL5493,Hardy-Barry,PL5493,C616342,V512350,FC,LLC,26282 Martinez Plaza,80605,18881,North Michael,P001,S002,DEU,HE,594,3391,9609041506,PL5493,TX9682,01,01,E
100,PL8295,Orr Group,PL8295,C673558,V681902,FC,and Sons,55180 Saunders Forest Apt. 516,60227,91702,Anthonystad,P001,S001,DEU,HE,265,8819,1930362112,PL8295,TX9527,01,01,D
100,PL4988,Rodriguez-Hoffman,PL4988,C283897,V877221,FC,and Sons,0214 Hernandez Mall Apt. 272,55958,54184,Whiteborough,P001,S003,IND,MH,246,5445,3974361452,PL4988,TX4532,01,01,S
200,PL2958,Martinez Inc,PL2958,C714871,V720179,FC,PLC,62891 Owens Fork,10949,60035,Kennethhaven,P003,S002,FRA,IDF,974,4344,1866862767,PL2958,TX5386,01,01,S
300,PL5653,Martinez Group,PL5653,C156211,V285695,FC,PLC,1567 Deanna Point,29327,07068,South Jade,P002,S003,IND,TN,335,8296,1677499353,PL5653,TX1169,01,01,F
200,PL7109,Hawkins-Pratt,PL7109,C314118,V864016,FC,Ltd,05368 Stevenson Lodge,42392,42318,Jamesview,P002,S001,DEU,HE,130,9865,6260704338,PL7109,TX3766,01,01,D
200,PL6022,Allison PLC,PL6022,C167398,V875900,FC,Ltd,36793 Paul Cliffs,25860,27829,East Stephen,P002,S002,DEU,HE,103,4400,9030716744,PL6022,TX8184,01,01,S
200,PL8648,Davis and Sons,PL8648,C265747,V151950,FC,PLC,46569 Daniel Summit,18725,11024,New Michaelstad,P001,S003,DEU,BW,899,7936,2347659231,PL8648,TX4820,01,01,S
200,PL1188,Keller-Martinez,PL1188,C780611,V638349,FC,PLC,656 Burton Club Suite 039,32368,58604,New Ashleyberg,P002,S003,FRA,PAC,797,8183,7122711866,PL1188,TX1083,01,01,D
100,PL3398,Wilcox-Graves,PL3398,C365136,V542146,FC,PLC,80945 Caitlin Hollow Suite 092,64660,77742,North Alyssatown,P002,S001,IND,KA,617,1470,6112084246,PL3398,TX2108,01,01,D
100,PL4132,Hanson-Simmons,PL4132,C528819,V467802,FC,Ltd,6669 Espinoza Haven,26037,66365,Willisbury,P001,S003,IND,TN,921,5744,6694900816,PL4132,TX5722,01,01,F
200,PL6341,"Edwards, Martin and Medina",PL6341,C754718,V421196,FC,Group,388 Kathy Meadow Apt. 244,21954,42118,Benjaminberg,P002,S003,DEU,HE,480,9412,6325457762,PL6341,TX6165,01,01,E
200,PL4393,Miller PLC,PL4393,C469187,V570740,FC,PLC,020 Lyons Pike Apt. 151,33081,91378,Lake Victorfort,P001,S002,FRA,IDF,892,3780,3757195152,PL4393,TX7911,01,01,S
300,PL9477,"Tran, Perez and Farmer",PL9477,C578915,V130356,FC,PLC,890 Holly Green Suite 524,59097,13452,Sonyafort,P003,S003,DEU,HE,461,9436,6323090998,PL9477,TX4201,01,01,F
200,PL6679,Woodward-Gamble,PL6679,C733332,V299991,FC,Inc,45162 Lindsay Prairie Apt. 520,66014,90547,West Aprilberg,P001,S002,DEU,HE,442,6332,3154299791,PL6679,TX3597,01,01,E
100,PL2555,Smith PLC,PL2555,C362855,V979181,FC,and Sons,50455 Tonya Cape,93262,95992,Huertamouth,P003,S001,DEU,BW,880,9315,5508569808,PL2555,TX7714,01,01,D
300,PL5353,Mayer Ltd,PL5353,C663963,V288362,FC,PLC,4239 Jones Port Apt. 045,71713,96988,Longfort,P002,S002,DEU,BW,210,3321,8312311333,PL5353,TX7820,01,01,D
100,PL2232,Wolf PLC,PL2232,C751711,V464288,FC,LLC,296 Betty Centers Suite 579,49571,37304,South Jonathanfort,P003,S001,DEU,HE,984,5360,9848736783,PL2232,TX6881,01,01,D
100,PL5770,Hill-Liu,PL5770,C188961,V145907,FC,LLC,966 Thomas Causeway,81092,21312,East Ashley,P001,S002,USA,CA,801,6258,4770500950,PL5770,TX4264,01,01,E
100,PL6138,Gillespie-Ramirez,PL6138,C564932,V769109,FC,and Sons,965 Ortiz Expressway,56184,53009,Port Holly,P001,S002,FRA,IDF,511,9642,3466290782,PL6138,TX3029,01,01,E
200,PL9340,Sampson-Hooper,PL9340,C769286,V739435,FC,Ltd,67138 Robert Meadow,98546,30399,South John,P001,S002,USA,NY,298,9670,4920204430,PL9340,TX1439,01,01,D
200,PL8268,Anderson Inc,PL8268,C696664,V894400,FC,LLC,5835 Jennifer Ways Apt. 333,62776,13290,New Jessicamouth,P002,S003,FRA,PAC,758,3611,2405096332,PL8268,TX6394,01,01,F
100,PL5060,Bray LLC,PL5060,C566439,V185664,FC,Ltd,293 Ryan Forks Apt. 297,23058,76349,Lake Julie,P001,S003,USA,NY,139,8213,9548011978,PL5060,TX9335,01,01,E
300,PL7996,Martinez PLC,PL7996,C737348,V668701,FC,Ltd,1394 Davis Greens Apt. 394,40356,37822,Stephensonchester,P001,S002,DEU,BY,534,2589,2140191465,PL7996,TX6768,01,01,F
200,PL5359,Leonard-Flores,PL5359,C228288,V565378,FC,Group,915 Lindsay Inlet,40629,79358,Kevinport,P001,S002,USA,PA,297,6211,5297500343,PL5359,TX7170,01,01,D
200,PL4572,Gross-Franklin,PL4572,C854809,V447122,FC,PLC,92639 Smith Rest,39698,05274,Blanchardborough,P003,S001,IND,TN,772,3629,5770916254,PL4572,TX7143,01,01,E
200,PL9273,Johnson-Shelton,PL9273,C364429,V274186,FC,LLC,6796 Patrick Cove,56505,23092,Wallacefort,P003,S001,DEU,BY,331,7662,4078256622,PL9273,TX2755,01,01,E
100,PL8783,Hill-Kelley,PL8783,C259225,V422119,FC,and Sons,9389 Mike Island,58620,70165,South Tylerstad,P003,S001,FRA,PAC,580,5485,5001224331,PL8783,TX9839,01,01,E
100,PL6967,Ramos and Sons,PL6967,C150095,V304753,FC,Ltd,575 Young Turnpike,66242,30807,East Patrick,P002,S003,FRA,PAC,988,6836,4806550232,PL6967,TX8861,01,01,F
300,PL3163,Lee-Davis,PL3163,C363772,V202389,FC,PLC,679 Shannon Road,55892,77193,Jeffreyfurt,P001,S003,DEU,BW,732,2556,2703065722,PL3163,TX3176,01,01,D
100,PL6761,"Carlson, Dennis and Riley",PL6761,C617327,V903956,FC,Ltd,6343 Matthew Keys,47236,22089,West Shawnport,P003,S003,IND,DL,607,8914,9374316516,PL6761,TX3692,01,01,S
100,PL5540,"Morales, Maynard and Smith",PL5540,C830240,V860772,FC,LLC,687 Rowland Isle,84761,95581,South Michelle,P003,S001,IND,TN,555,3921,5496204678,PL5540,TX4139,01,01,S
200,PL9166,Lucas-Hansen,PL9166,C241641,V191155,FC,LLC,367 David Lane,93557,18495,South Erinville,P001,S001,DEU,HE,125,6255,1110791023,PL9166,TX3288,01,01,S
200,PL1679,Acevedo-Zhang,PL1679,C562302,V300247,FC,PLC,615 Bird Gateway,65652,27992,Michaelshire,P001,S002,FRA,NAQ,336,9738,7915919411,PL1679,TX3297,01,01,E
300,PL9823,"Peterson, Potts and Jenkins",PL9823,C522134,V483809,FC,Inc,816 Devin Locks,99773,54113,West Bretthaven,P003,S002,FRA,IDF,870,5656,4363527796,PL9823,TX2492,01,01,D
200,PL3764,Crawford Group,PL3764,C870874,V848624,FC,Inc,5483 Bell Stream,49601,93634,Port Katrinaville,P003,S002,IND,KA,431,2928,2030364506,PL3764,TX1539,01,01,F
200,PL6283,West-Hale,PL6283,C222155,V908443,FC,and Sons,60988 Michael Oval Apt. 321,77820,98029,West Toddland,P003,S003,USA,PA,523,4925,5029872947,PL6283,TX4865,01,01,F
300,PL3975,"Brock, Miller and Sandoval",PL3975,C717968,V201686,FC,and Sons,635 Seth Trail,68748,95439,East Jamie,P002,S001,IND,MH,616,6652,3613174162,PL3975,TX7672,01,01,S
300,PL4819,Ellis Ltd,PL4819,C864550,V765477,FC,LLC,26790 Miller Cape,38396,51433,Bryantland,P002,S003,USA,NY,611,8979,5731666750,PL4819,TX5892,01,01,S
300,PL9994,Johnson Ltd,PL9994,C762821,V785485,FC,LLC,4582 Powers Spurs,50416,13884,East Scott,P003,S002,DEU,BY,511,4884,2243481892,PL9994,TX9803,01,01,F
300,PL6139,Peterson LLC,PL6139,C337787,V717666,FC,PLC,540 Rodriguez Prairie Suite 662,66318,02435,Lake Kathrynberg,P003,S002,FRA,NAQ,751,9783,7147746406,PL6139,TX8725,01,01,F
100,PL8802,Vargas-Williams,PL8802,C734504,V303235,FC,LLC,5581 Jesse Path,99528,44964,West Maryside,P003,S001,FRA,IDF,247,7119,6059422108,PL8802,TX8832,01,01,S
200,PL8401,"Powell, Rose and Fowler",PL8401,C231901,V607783,FC,Group,350 Acosta Bypass,97984,50915,Kellyhaven,P002,S001,FRA,NAQ,826,4626,2039460659,PL8401,TX4052,01,01,D
200,PL5674,"Day, Olson and Hutchinson",PL5674,C787101,V111102,FC,LLC,20963 Hernandez Shoal Apt. 807,98423,65651,Port Ray,P001,S003,USA,CA,899,2045,2026398427,PL5674,TX8276,01,01,D
300,PL8454,Johnson-Thompson,PL8454,C852722,V831215,FC,and Sons,4706 Lisa Island Suite 837,45740,74732,North Ashleyfort,P002,S003,DEU,HE,944,1991,4926855635,PL8454,TX7480,01,01,E
100,PL9861,Burns PLC,PL9861,C981435,V636194,FC,Inc,20575 Ashley Island,83847,27643,Josephfurt,P002,S003,USA,CA,168,6088,4827625575,PL9861,TX3344,01,01,S
100,PL5659,Weaver-Summers,PL5659,C938441,V743929,FC,and Sons,79966 Perkins Ridges,56186,57592,Lambfurt,P003,S002,IND,DL,132,8346,1097957360,PL5659,TX6086,01,01,E
300,PL9247,Krueger and Sons,PL9247,C376593,V704417,FC,Group,4035 Daisy Heights Apt. 878,52714,31685,East Edwardton,P003,S003,IND,DL,908,5330,6000725706,PL9247,TX2551,01,01,E
100,PL4655,"Reese, Hamilton and Bailey",PL4655,C500939,V817238,FC,and Sons,36289 Mary Well Apt. 189,75943,90293,Jessicamouth,P001,S002,DEU,BY,751,9270,6052502389,PL4655,TX1011,01,01,D
200,PL3188,Garcia-Curry,PL3188,C744222,V235145,FC,and Sons,19073 Kidd Glens,93866,93961,Goodbury,P003,S003,FRA,PAC,105,1739,4785033792,PL3188,TX7312,01,01,E
100,PL4931,Morales Inc,PL4931,C300915,V149615,FC,Ltd,40401 Ryan Corner,64970,72306,Amyshire,P001,S001,IND,TN,693,3290,6295556649,PL4931,TX3540,01,01,E
200,PL1642,Ashley-Jordan,PL1642,C100412,V619577,FC,Group,58340 Hendrix Burg,60238,30164,West Ashleybury,P001,S003,FRA,PAC,361,5470,7274323996,PL1642,TX5155,01,01,S
300,PL6290,Hernandez and Sons,PL6290,C864341,V714386,FC,LLC,319 Mike Shore Apt. 560,13568,25012,Lake Theresaborough,P003,S001,DEU,BY,969,2055,1916466890,PL6290,TX2532,01,01,F
300,PL1269,"Mcgee, Moreno and Watson",PL1269,C975938,V158295,FC,Ltd,186 Cross Light,34843,63853,Lewisport,P001,S001,IND,DL,790,6514,8114934636,PL1269,TX6702,01,01,E
100,PL9547,Haynes-Lopez,PL9547,C297031,V896963,FC,Group,445 Simmons Crossroad Suite 613,75906,20863,Maldonadofurt,P001,S003,DEU,BW,302,4855,4087239325,PL9547,TX3209,01,01,S
200,PL4567,Hudson Ltd,PL4567,C430499,V850865,FC,PLC,1043 Kristy Circles,53124,84351,Lake Jennifer,P002,S001,IND,DL,608,8076,5786258091,PL4567,TX5733,01,01,S
200,PL6171,"Garza, Thompson and Anderson",PL6171,C412349,V218081,FC,Group,6934 Williams Land Suite 315,40898,11832,East Toddberg,P003,S001,USA,TX,597,8571,4604184964,PL6171,TX4121,01,01,E
100,PL4446,Ewing-Thompson,PL4446,C129769,V897259,FC,and Sons,053 Gonzales Viaduct,12903,45558,Lopezshire,P003,S002,FRA,NAQ,592,8938,6743712457,PL4446,TX4688,01,01,S
300,PL2393,Stout-Davis,PL2393,C107792,V794474,FC,Ltd,420 Barajas Stream Suite 596,81542,25422,South Jeffrey,P002,S003,FRA,PAC,649,9055,8511776254,PL2393,TX5306,01,01,F
100,PL7258,Sullivan Group,PL7258,C971228,V944612,FC,Inc,088 Fields Mountains Apt. 655,32142,27467,New Thomas,P002,S003,DEU,BY,444,7797,8009475271,PL7258,TX6490,01,01,S
300,PL1231,Williams LLC,PL1231,C979085,V756520,FC,Group,353 Wiggins Union Suite 910,59512,32719,Robertland,P003,S003,DEU,HE,671,4223,6922257405,PL1231,TX5513,01,01,F
300,PL7260,Russell Inc,PL7260,C757025,V446528,FC,LLC,9608 Steven Falls Apt. 181,94245,68820,South Jillville,P001,S003,DEU,BY,517,3432,7561564993,PL7260,TX1210,01,01,D
300,PL9409,Terry and Sons,PL9409,C512313,V932981,FC,LLC,8980 Long Hollow Apt. 953,53846,05240,Montgomeryton,P003,S001,FRA,NAQ,669,4865,4926181580,PL9409,TX1631,01,01,E
200,PL7440,Sexton-Smith,PL7440,C480287,V396203,FC,LLC,245 Rivera Centers,80087,36522,East Shirley,P002,S001,USA,NY,933,4136,8252086363,PL7440,TX2376,01,01,S
300,PL3599,Rubio-Simmons,PL3599,C135852,V425270,FC,Group,3147 Smith Circle Apt. 438,72092,28452,Russoville,P003,S002,USA,PA,605,3924,6705191743,PL3599,TX3232,01,01,E
300,PL5658,"Smith, Scott and Weber",PL5658,C630404,V670446,FC,and Sons,33584 Carlson Island Apt. 458,88475,04548,Olsonmouth,P002,S002,DEU,BW,380,3171,9482630434,PL5658,TX7529,01,01,D
300,PL5741,"Kennedy, Hayden and Henderson",PL5741,C140250,V670345,FC,Ltd,3293 Timothy Fall Suite 058,24027,85628,South Jennifermouth,P001,S001,FRA,NAQ,422,1711,4195270555,PL5741,TX9025,01,01,F
100,PL2530,Arnold-Gomez,PL2530,C517053,V964632,FC,and Sons,429 Torres Extension,19702,61222,Scottland,P001,S002,DEU,BW,387,9132,4745341199,PL2530,TX1896,01,01,S
300,PL2560,Scott-Miller,PL2560,C936279,V639388,FC,Group,964 Petty Way,53695,71322,South Jodi,P003,S001,DEU,HE,386,4333,7899365500,PL2560,TX6728,01,01,E
100,PL3941,Nguyen-Johnson,PL3941,C196346,V456335,FC,Group,26454 Elizabeth Valleys Suite 538,65084,48615,South Michael,P002,S001,DEU,BW,768,2698,3916789450,PL3941,TX3699,01,01,D
200,PL5155,Key-Johnson,PL5155,C379975,V900683,FC,LLC,69657 Reyes Vista Apt. 175,20000,63660,Port Jesse,P003,S003,DEU,HE,138,5013,6998046729,PL5155,TX7590,01,01,F
300,PL9492,Wilson-Jackson,PL9492,C138783,V143183,FC,PLC,2597 Dominguez Knoll,98857,38648,Merrittville,P001,S002,USA,TX,652,4740,1342072114,PL9492,TX7508,01,01,S
300,PL7436,Green-Wall,PL7436,C477081,V448789,FC,Group,015 Jeffrey Mountain,62149,50194,North Laurie,P001,S003,DEU,BY,890,7740,9467154857,PL7436,TX2828,01,01,D
100,PL5205,Kelly Ltd,PL5205,C917995,V833588,FC,LLC,894 Smith Causeway,25708,66241,Juanshire,P001,S002,DEU,BY,945,3567,9122443675,PL5205,TX8337,01,01,D
300,PL5964,"Jones, Manning and Lane",PL5964,C640412,V334834,FC,and Sons,467 Edwards Burgs,25167,85896,Lake Amy,P001,S001,FRA,PAC,233,1734,5427176708,PL5964,TX1438,01,01,D
200,PL6067,"Curry, Rogers and Patel",PL6067,C414631,V316969,FC,Inc,1689 Williams Ports,10368,97553,Perkinsmouth,P002,S003,USA,PA,218,6578,8598563000,PL6067,TX2528,01,01,S
100,PL2277,Mullen Inc,PL2277,C348191,V210964,FC,and Sons,9643 Robert Roads,17650,86868,Baileyburgh,P003,S003,IND,DL,732,7502,5765917239,PL2277,TX8294,01,01,F
300,PL6016,"Pineda, Porter and Lewis",PL6016,C391365,V375007,FC,and Sons,418 Kristi Crest,92787,16027,New Tonya,P001,S001,DEU,HE,588,5765,1865663183,PL6016,TX6958,01,01,E
200,PL1161,"Collins, Hernandez and Parker",PL1161,C169501,V317476,FC,Ltd,53405 Ann Glen,51992,02173,Coryland,P001,S001,USA,CA,982,4451,7798791177,PL1161,TX8362,01,01,E
200,PL8306,Francis Group,PL8306,C186172,V197140,FC,Inc,4295 Melanie Meadow,34771,59687,Cunninghamburgh,P002,S002,USA,NY,742,6654,2682928917,PL8306,TX1454,01,01,F
300,PL5535,"Edwards, Martin and Taylor",PL5535,C948515,V444336,FC,Inc,781 James Parks Suite 756,37081,66875,Courtneymouth,P002,S001,IND,MH,782,6103,5622422789,PL5535,TX7095,01,01,D
200,PL3688,"Klein, Lee and Walls",PL3688,C839268,V900466,FC,LLC,5513 Nicole Branch,39817,45058,Port Caleb,P003,S003,DEU,HE,966,2930,4154684779,PL3688,TX4548,01,01,S
300,PL1468,Miller PLC,PL1468,C110741,V550491,FC,Group,97679 Murphy Meadow,57842,27352,Lake Amandafort,P003,S002,IND,DL,306,6454,6066421778,PL1468,TX8121,01,01,D
100,PL4030,Morrison and Sons,PL4030,C305169,V285743,FC,PLC,8777 Leblanc Lane Apt. 569,37090,95306,Lake Cameron,P001,S003,USA,NY,393,7381,9928181851,PL4030,TX9472,01,01,S
300,PL4310,Soto-Tran,PL4310,C867091,V906491,FC,Ltd,3684 Barnes Crossing Suite 288,63338,29458,Lake Johntown,P001,S002,DEU,BW,162,7086,5153612585,PL4310,TX1120,01,01,E
200,PL9810,Lopez-Flynn,PL9810,C806441,V947258,FC,Ltd,90462 Lisa Valley,55337,99109,East Isaactown,P002,S001,DEU,HE,351,4813,3191106376,PL9810,TX6766,01,01,S
100,PL2939,Bowen-Jones,PL2939,C902255,V296490,FC,Group,517 Robert Falls,12668,24297,Garciaville,P001,S003,FRA,NAQ,277,3231,1808455783,PL2939,TX1919,01,01,F
300,PL9047,"Calhoun, Berger and Hoffman",PL9047,C888465,V813916,FC,LLC,9218 Tyler Pass Suite 283,66732,93113,West Katrinafurt,P002,S001,USA,PA,758,2071,7557711801,PL9047,TX5174,01,01,S
300,PL1279,"Walker, Mendez and Johnson",PL1279,C294157,V316659,FC,Inc,398 Gregory Lodge Suite 350,69854,15123,Lake Maryport,P002,S002,USA,CA,659,7403,1746100888,PL1279,TX8848,01,01,F
200,PL5953,Braun-Mosley,PL5953,C547791,V813146,FC,Inc,414 Thomas Street,57428,03798,Lake Vickieville,P001,S001,DEU,BY,871,2998,5847215348,PL5953,TX3482,01,01,F
300,PL5362,Campos PLC,PL5362,C306474,V612426,FC,Ltd,41369 Lewis Stream Suite 501,93724,35553,New Rebecca,P003,S002,IND,TN,275,2122,1849930740,PL5362,TX7663,01,01,D
200,PL9097,Rogers Group,PL9097,C474005,V712030,FC,Group,9612 Susan Row,78084,14418,Woodmouth,P003,S002,DEU,HE,226,4936,6420293735,PL9097,TX9491,01,01,F
100,PL2416,"White, Martin and Weaver",PL2416,C493909,V339664,FC,LLC,62519 Danielle Gateway,54927,31268,Port Elizabeth,P001,S002,IND,KA,505,8403,1153382653,PL2416,TX3997,01,01,F
100,PL5531,Smith PLC,PL5531,C277926,V443248,FC,LLC,1855 Jones Highway,39053,35422,Smithberg,P003,S001,USA,PA,392,9740,2294547085,PL5531,TX3795,01,01,F
200,PL1797,"Powell, Webb and Christensen",PL1797,C136450,V480838,FC,PLC,315 Spencer Flats,59209,54204,Taylormouth,P003,S001,FRA,IDF,844,9773,9768775477,PL1797,TX5200,01,01,S
100,PL8191,Herrera-Mcdaniel,PL8191,C183819,V472423,FC,PLC,450 Hamilton Keys Suite 046,17641,47849,Thompsonmouth,P002,S002,USA,NY,789,9295,3347384795,PL8191,TX8634,01,01,E
200,PL4239,Burns-Jacobs,PL4239,C351788,V538760,FC,LLC,5535 Valdez Mountain Suite 061,33948,82247,New Tracey,P001,S002,DEU,HE,443,3310,3123515779,PL4239,TX2992,01,01,D
300,PL1862,Moore-Snow,PL1862,C481276,V522363,FC,and Sons,0193 Jacob Causeway Apt. 343,55055,98180,Merrittbury,P003,S001,DEU,HE,234,5799,2215957963,PL1862,TX9644,01,01,S
200,PL3701,Pierce-Lopez,PL3701,C691083,V912859,FC,LLC,665 Green View,51688,15687,Anthonyburgh,P002,S002,IND,KA,407,9151,6260181466,PL3701,TX5595,01,01,F
100,PL5401,Goodwin-Clark,PL5401,C981397,V394972,FC,PLC,254 Reeves Parkways,40890,76139,Gutierrezberg,P001,S002,DEU,BW,642,2225,5552441820,PL5401,TX2122,01,01,S
200,PL9974,Davis PLC,PL9974,C592284,V653126,FC,LLC,6427 Betty Orchard Apt. 765,43691,43027,Melissatown,P002,S003,IND,TN,927,6468,8200547259,PL9974,TX8423,01,01,E
300,PL5569,"Larson, Gomez and Jackson",PL5569,C218272,V831807,FC,LLC,69627 Kevin Mountain,74476,78692,Grantville,P002,S003,IND,KA,584,1316,3734367280,PL5569,TX3125,01,01,E
100,PL6402,"Smith, Fernandez and Sanchez",PL6402,C579943,V307937,FC,Ltd,94556 Jacqueline Stravenue Suite 825,98703,48296,West Kathrynville,P003,S001,FRA,IDF,234,8225,9215774205,PL6402,TX5917,01,01,D
300,PL9908,"Edwards, Hanson and Solis",PL9908,C865558,V235147,FC,PLC,081 Yates Mills,57989,10608,East Brandon,P001,S003,DEU,HE,196,6040,3704898983,PL9908,TX9476,01,01,E
200,PL6639,Rodriguez and Sons,PL6639,C185338,V956064,FC,Inc,25200 Christina Expressway,61007,59333,Port Leeville,P003,S002,DEU,BW,201,3513,9621560189,PL6639,TX7408,01,01,D
100,PL6749,Moore-Anderson,PL6749,C291336,V852898,FC,and Sons,27844 Debbie Curve Suite 301,25151,26677,Keithfurt,P002,S003,FRA,PAC,690,3932,8439879847,PL6749,TX1392,01,01,D
100,PL5825,"Guzman, Bonilla and Erickson",PL5825,C854030,V251865,FC,Inc,61439 Sergio Well Apt. 312,76927,98508,Markfort,P001,S002,FRA,IDF,362,4683,9071018421,PL5825,TX9233,01,01,E
100,PL9660,Valenzuela-Campbell,PL9660,C234390,V332916,FC,LLC,973 Dennis Circle Suite 551,60700,53784,Birdburgh,P002,S002,IND,MH,150,8299,6139161534,PL9660,TX4702,01,01,S
200,PL3368,Hernandez LLC,PL3368,C763810,V994457,FC,Inc,36519 Brian Glen,75709,33173,North Nancyton,P002,S002,IND,KA,868,3417,7230875101,PL3368,TX4560,01,01,D
200,PL6551,Moore-Hill,PL6551,C677056,V620749,FC,Ltd,6727 Foster Landing,63012,70655,Lake Derekfurt,P003,S002,DEU,BW,897,6295,1875776950,PL6551,TX6000,01,01,F
300,PL3869,Wright Group,PL3869,C999747,V972909,FC,LLC,484 Valencia Pines Apt. 288,38769,93779,Tonyaborough,P001,S002,IND,MH,783,5579,4822474279,PL3869,TX7619,01,01,D
200,PL4538,Brown-Farmer,PL4538,C317024,V563222,FC,Group,78396 Joshua Passage Apt. 085,34175,63489,South Jonathanfort,P003,S001,USA,PA,498,2760,1013010505,PL4538,TX1517,01,01,E
