ABWCT,ABWGA,FCURR,FFACT,GDATU,KURST,MANDT,TCURR,TFACT
B,20190910,USD,44,20190910,G,100,SGD,67
B,20230226,EUR,51,20230226,B,100,JPY,14
G,20210204,SGD,14,20210204,M,100,EUR,95
G,20220407,CAD,76,20220407,G,100,EUR,74
P,20210405,CAD,68,20210405,B,100,GBP,58
M,20180207,INR,89,20180207,B,100,AED,42
G,20210502,INR,37,20210502,P,100,CAD,93
G,20210227,AED,9,20210227,M,100,CAD,76
B,20190521,AED,99,20190521,P,100,CAD,28
M,20200307,EUR,34,20200307,B,100,SGD,28
B,20220510,GBP,13,20220510,M,100,USD,71
B,20220320,INR,26,20220320,G,100,CAD,28
G,20240101,USD,69,20240101,G,100,EUR,93
M,20180211,AUD,88,20180211,G,100,USD,91
P,20210708,GBP,64,20210708,B,100,AUD,65
M,20221221,SGD,75,20221221,G,100,JPY,49
B,20191103,JPY,70,20191103,P,100,INR,96
P,20240415,SGD,55,20240415,B,100,AED,35
G,20181201,AED,64,20181201,M,100,JPY,95
G,20210910,AED,23,20210910,M,100,AUD,51
M,20200428,INR,58,20200428,B,100,EUR,91
G,20181024,SGD,60,20181024,B,100,EUR,2
B,20190103,USD,58,20190103,G,100,JPY,90
G,20190927,CAD,84,20190927,G,100,EUR,51
B,20190110,USD,20,20190110,B,100,GBP,14
M,20221218,EUR,32,20221218,G,100,INR,45
M,20211109,USD,18,20211109,B,100,EUR,20
B,20210221,EUR,44,20210221,G,100,AUD,79
P,20200915,INR,66,20200915,P,100,AED,54
G,20240416,AUD,39,20240416,G,100,SGD,83
B,20210117,SGD,69,20210117,P,100,CAD,76
G,20191110,USD,96,20191110,M,100,SGD,20
B,20200101,GBP,32,20200101,P,100,EUR,76
P,20191214,EUR,38,20191214,P,100,AED,98
M,20200424,SGD,57,20200424,G,100,AED,8
B,20200919,GBP,92,20200919,G,100,AUD,16
B,20240528,EUR,10,20240528,G,100,INR,90
B,20191205,GBP,39,20191205,G,100,AUD,49
G,20210402,INR,53,20210402,M,100,JPY,9
P,20210621,GBP,29,20210621,B,100,JPY,88
G,20220128,GBP,53,20220128,B,100,CAD,58
M,20231122,USD,60,20231122,P,100,INR,46
G,20191109,JPY,85,20191109,G,100,AED,11
G,20191002,JPY,61,20191002,B,100,GBP,24
G,20180830,AED,3,20180830,B,100,GBP,15
M,20240524,SGD,73,20240524,M,100,JPY,25
M,20240119,AUD,49,20240119,P,100,JPY,13
B,20231210,JPY,23,20231210,M,100,SGD,11
M,20220427,CAD,70,20220427,G,100,INR,77
P,20200108,JPY,9,20200108,B,100,INR,28
G,20210201,USD,70,20210201,G,100,CAD,5
M,20210823,GBP,5,20210823,G,100,JPY,76
G,20231219,CAD,80,20231219,M,100,JPY,27
P,20200916,AUD,25,20200916,B,100,AED,88
G,20180606,EUR,76,20180606,M,100,INR,67
B,20221124,CAD,90,20221124,G,100,JPY,62
P,20211009,AUD,82,20211009,G,100,USD,94
B,20240810,AUD,80,20240810,B,100,JPY,42
P,20210505,GBP,34,20210505,P,100,SGD,2
G,20200920,GBP,4,20200920,P,100,AUD,3
P,20190213,EUR,14,20190213,P,100,INR,43
B,20240213,GBP,51,20240213,G,100,USD,90
B,20190424,AUD,54,20190424,P,100,SGD,63
B,20231201,INR,32,20231201,G,100,SGD,85
M,20240102,INR,97,20240102,M,100,USD,33
B,20220208,INR,61,20220208,P,100,AUD,78
G,20200617,EUR,32,20200617,M,100,AUD,61
M,20210524,EUR,44,20210524,B,100,SGD,81
P,20200319,GBP,11,20200319,P,100,USD,5
P,20220617,CAD,89,20220617,B,100,INR,11
M,20240515,INR,65,20240515,G,100,USD,1
B,20241030,CAD,64,20241030,G,100,USD,8
B,20220413,EUR,52,20220413,G,100,INR,71
G,20180923,AED,91,20180923,M,100,AUD,52
B,20210502,USD,63,20210502,M,100,AED,7
G,20220611,JPY,38,20220611,B,100,INR,49
G,20240303,EUR,55,20240303,G,100,INR,84
P,20220204,CAD,50,20220204,B,100,EUR,4
P,20231222,GBP,24,20231222,B,100,INR,66
G,20210614,SGD,63,20210614,G,100,AED,37
B,20240807,AED,96,20240807,G,100,EUR,13
B,20240716,USD,21,20240716,M,100,GBP,76
B,20191027,AUD,76,20191027,P,100,SGD,52
B,20211204,INR,100,20211204,M,100,GBP,65
G,20240706,INR,48,20240706,P,100,JPY,74
B,20210820,GBP,14,20210820,G,100,CAD,68
P,20181005,CAD,4,20181005,G,100,USD,71
G,20180224,CAD,28,20180224,G,100,AUD,85
P,20180219,CAD,32,20180219,G,100,USD,70
M,20240604,GBP,45,20240604,G,100,CAD,25
G,20181227,EUR,44,20181227,M,100,GBP,73
P,20200215,CAD,4,20200215,P,100,AED,29
M,20210703,JPY,11,20210703,P,100,AUD,12
G,20180603,GBP,11,20180603,M,100,SGD,58
B,20180920,AUD,40,20180920,G,100,AED,82
G,20190629,SGD,80,20190629,B,100,AED,57
M,20241022,INR,23,20241022,B,100,JPY,14
B,20200427,CAD,99,20200427,P,100,JPY,33
P,20200429,AUD,16,20200429,M,100,SGD,81
B,20190427,SGD,33,20190427,G,100,JPY,53
B,20241003,CAD,7,20241003,P,100,EUR,26
P,20181223,EUR,77,20181223,G,100,INR,2
P,20231226,CAD,31,20231226,M,100,EUR,8
G,20240602,JPY,86,20240602,P,100,AUD,20
B,20231009,SGD,73,20231009,B,100,USD,42
M,20180728,GBP,70,20180728,P,100,EUR,100
M,20230106,SGD,79,20230106,G,100,INR,15
M,20230217,INR,72,20230217,G,100,USD,56
M,20221016,EUR,61,20221016,P,100,AED,29
G,20200717,AUD,57,20200717,P,100,INR,58
B,20210708,AUD,1,20210708,B,100,CAD,86
G,20241028,JPY,31,20241028,P,100,USD,55
B,20230131,CAD,38,20230131,G,100,EUR,48
M,20211110,AED,43,20211110,P,100,AUD,65
P,20240912,CAD,55,20240912,M,100,GBP,60
B,20210925,JPY,95,20210925,B,100,USD,68
B,20180929,USD,2,20180929,P,100,AED,8
M,20231017,SGD,74,20231017,G,100,GBP,91
P,20200712,JPY,70,20200712,B,100,CAD,89
P,20200926,JPY,2,20200926,B,100,INR,29
M,20200522,AED,39,20200522,G,100,SGD,79
B,20231116,AED,86,20231116,G,100,GBP,45
G,20240308,GBP,42,20240308,P,100,JPY,3
B,20220718,EUR,61,20220718,P,100,JPY,90
M,20180131,JPY,69,20180131,M,100,EUR,16
P,20241102,AUD,78,20241102,P,100,USD,59
M,20180614,EUR,16,20180614,M,100,GBP,56
G,20220503,USD,54,20220503,G,100,AED,20
G,20201203,USD,27,20201203,B,100,GBP,1
B,20211202,AED,44,20211202,B,100,SGD,51
M,20231109,GBP,29,20231109,P,100,JPY,20
P,20191221,EUR,26,20191221,M,100,GBP,89
M,20240808,EUR,15,20240808,G,100,AUD,77
G,20220312,CAD,3,20220312,G,100,SGD,83
B,20231205,AED,97,20231205,M,100,CAD,28
G,20230413,EUR,95,20230413,B,100,JPY,47
M,20230906,EUR,68,20230906,M,100,AED,62
P,20210818,INR,37,20210818,M,100,JPY,13
G,20211015,JPY,63,20211015,P,100,CAD,28
M,20190426,GBP,62,20190426,P,100,SGD,71
B,20210609,SGD,59,20210609,M,100,CAD,55
G,20240122,AED,66,20240122,B,100,USD,6
G,20220903,JPY,67,20220903,B,100,CAD,40
M,20201228,JPY,4,20201228,P,100,AED,60
B,20190814,USD,35,20190814,G,100,JPY,70
G,20191007,SGD,92,20191007,B,100,USD,13
G,20230608,CAD,62,20230608,B,100,AUD,39
B,20191217,AUD,67,20191217,G,100,INR,22
M,20230913,AED,15,20230913,B,100,AUD,68
M,20191209,INR,38,20191209,P,100,CAD,30
P,20210703,GBP,74,20210703,G,100,AUD,88
G,20200527,GBP,17,20200527,G,100,AUD,13
G,20240220,AED,44,20240220,P,100,AUD,73
G,20220919,AED,22,20220919,M,100,CAD,30
B,20230423,JPY,24,20230423,B,100,USD,75
B,20210711,USD,41,20210711,B,100,INR,87
M,20181019,GBP,75,20181019,P,100,INR,41
G,20180521,JPY,86,20180521,B,100,GBP,35
M,20230224,INR,83,20230224,G,100,EUR,25
B,20201211,EUR,21,20201211,M,100,AUD,81
B,20230331,GBP,1,20230331,P,100,JPY,74
P,20220219,GBP,8,20220219,G,100,SGD,69
M,20221215,CAD,44,20221215,M,100,SGD,68
P,20210822,CAD,85,20210822,B,100,GBP,68
M,20190827,USD,25,20190827,G,100,SGD,66
B,20221225,USD,79,20221225,M,100,CAD,61
G,20200828,SGD,3,20200828,M,100,AED,82
G,20191018,CAD,62,20191018,G,100,USD,73
M,20190727,SGD,67,20190727,P,100,CAD,69
G,20180119,INR,38,20180119,P,100,AED,63
B,20181123,SGD,38,20181123,G,100,AUD,83
M,20220110,AUD,58,20220110,B,100,CAD,51
P,20190417,INR,77,20190417,M,100,GBP,99
B,20220911,GBP,40,20220911,M,100,JPY,45
M,20230105,GBP,79,20230105,P,100,AUD,77
B,20210425,EUR,11,20210425,G,100,JPY,52
G,20210914,GBP,24,20210914,M,100,AUD,12
M,20200923,GBP,49,20200923,M,100,AED,8
B,20200411,AED,61,20200411,P,100,JPY,6
P,20180422,INR,58,20180422,P,100,SGD,45
M,20220203,USD,62,20220203,B,100,AED,51
M,20240502,GBP,34,20240502,G,100,JPY,6
B,20210906,CAD,58,20210906,P,100,JPY,19
G,20180605,USD,83,20180605,M,100,GBP,15
G,20230709,CAD,54,20230709,B,100,JPY,87
P,20240314,INR,2,20240314,P,100,CAD,62
P,20221117,AED,41,20221117,M,100,GBP,67
P,20211123,EUR,39,20211123,M,100,AUD,23
P,20190309,GBP,16,20190309,P,100,JPY,22
M,20180722,USD,42,20180722,G,100,JPY,41
M,20240822,USD,7,20240822,G,100,AUD,18
P,20190912,EUR,41,20190912,B,100,JPY,15
G,20181003,USD,48,20181003,G,100,EUR,31
B,20191112,USD,5,20191112,P,100,INR,77
M,20220405,EUR,78,20220405,M,100,INR,77
P,20190217,CAD,98,20190217,M,100,JPY,65
B,20181018,AUD,60,20181018,G,100,GBP,7
M,20220618,JPY,38,20220618,P,100,INR,41
M,20210507,CAD,25,20210507,G,100,JPY,96
G,20210708,USD,50,20210708,M,100,EUR,31
G,20221030,CAD,36,20221030,P,100,GBP,4
P,20210814,GBP,54,20210814,M,100,CAD,67
G,20191210,AED,75,20191210,P,100,INR,1
G,20180727,USD,1,20180727,M,100,CAD,55
P,20230210,SGD,70,20230210,G,100,JPY,53
M,20220105,EUR,77,20220105,M,100,INR,27
B,20220410,GBP,70,20220410,B,100,USD,71
M,20190228,EUR,3,20190228,B,100,AED,82
M,20220423,EUR,75,20220423,B,100,AUD,3
P,20181115,JPY,59,20181115,B,100,AUD,95
G,20210128,AUD,55,20210128,G,100,CAD,70
P,20180109,GBP,66,20180109,P,100,AED,71
B,20230830,CAD,66,20230830,G,100,AUD,100
G,20200401,JPY,94,20200401,M,100,INR,27
G,20181211,GBP,44,20181211,M,100,USD,2
M,20190905,INR,94,20190905,B,100,AED,45
G,20220312,CAD,31,20220312,G,100,GBP,62
B,20220320,JPY,74,20220320,G,100,AED,22
G,20211220,INR,26,20211220,M,100,USD,11
B,20180831,GBP,63,20180831,G,100,EUR,78
P,20220821,AUD,6,20220821,M,100,INR,50
G,20230514,CAD,21,20230514,M,100,USD,99
P,20230322,AUD,12,20230322,G,100,AED,63
B,20230523,EUR,34,20230523,M,100,AED,64
P,20210309,SGD,64,20210309,B,100,AUD,54
M,20180707,EUR,38,20180707,G,100,AED,62
M,20210315,SGD,91,20210315,G,100,INR,51
G,20231116,AED,73,20231116,G,100,CAD,89
G,20220913,CAD,36,20220913,G,100,JPY,80
M,20190608,EUR,97,20190608,M,100,INR,5
B,20191121,INR,51,20191121,M,100,EUR,17
G,20210425,SGD,37,20210425,P,100,GBP,29
B,20180913,EUR,35,20180913,M,100,AED,91
G,20240722,AUD,11,20240722,P,100,INR,90
G,20230130,AUD,9,20230130,G,100,SGD,76
G,20230201,EUR,45,20230201,P,100,USD,62
M,20221205,AUD,52,20221205,P,100,GBP,97
B,20220925,EUR,15,20220925,G,100,AED,33
B,20181001,INR,34,20181001,M,100,SGD,2
M,20190219,CAD,41,20190219,P,100,AED,42
M,20240802,USD,13,20240802,M,100,GBP,90
B,20220926,EUR,56,20220926,M,100,AUD,25
P,20190516,GBP,7,20190516,M,100,EUR,81
P,20191021,CAD,64,20191021,B,100,SGD,67
P,20221001,AUD,76,20221001,M,100,GBP,74
P,20181208,USD,90,20181208,P,100,AED,94
G,20201228,USD,58,20201228,M,100,GBP,81
B,20210227,USD,100,20210227,P,100,INR,60
M,20190709,GBP,48,20190709,B,100,AUD,47
G,20190930,JPY,97,20190930,B,100,EUR,74
B,20231114,USD,79,20231114,G,100,AUD,76
B,20191010,SGD,69,20191010,G,100,EUR,43
P,20221215,JPY,3,20221215,M,100,INR,81
P,20240104,EUR,69,20240104,B,100,CAD,31
M,20191005,AUD,25,20191005,M,100,GBP,49
G,20201223,INR,31,20201223,G,100,USD,5
B,20180327,AUD,52,20180327,B,100,GBP,53
G,20231108,AED,91,20231108,G,100,EUR,14
G,20240812,SGD,82,20240812,B,100,JPY,22
M,20211102,AUD,40,20211102,M,100,JPY,7
P,20240521,EUR,58,20240521,P,100,SGD,21
B,20210815,GBP,32,20210815,P,100,JPY,17
M,20190505,USD,39,20190505,M,100,SGD,87
M,20210225,AUD,29,20210225,B,100,AED,81
G,20181203,GBP,59,20181203,M,100,AED,4
M,20181107,EUR,42,20181107,G,100,USD,11
G,20190610,USD,59,20190610,M,100,SGD,85
G,20181026,JPY,22,20181026,M,100,AUD,81
P,20220731,CAD,18,20220731,M,100,AUD,82
G,20191209,AED,19,20191209,P,100,USD,80
B,20180920,JPY,65,20180920,M,100,AED,72
G,20180929,EUR,5,20180929,B,100,INR,53
M,20231207,GBP,51,20231207,B,100,AUD,15
B,20180515,AED,58,20180515,G,100,SGD,3
M,20200720,INR,97,20200720,P,100,AED,73
G,20191021,SGD,47,20191021,B,100,JPY,88
P,20211119,AUD,6,20211119,M,100,GBP,8
B,20200114,JPY,79,20200114,B,100,SGD,74
G,20190619,CAD,79,20190619,P,100,AUD,64
P,20240812,GBP,80,20240812,B,100,AUD,77
G,20210131,CAD,64,20210131,M,100,INR,27
P,20190326,JPY,73,20190326,P,100,CAD,77
M,20230522,SGD,6,20230522,B,100,JPY,22
M,20240924,AED,85,20240924,P,100,JPY,61
B,20180915,CAD,52,20180915,M,100,USD,78
G,20191216,GBP,93,20191216,M,100,AUD,99
B,20231028,INR,63,20231028,B,100,JPY,30
G,20230513,INR,81,20230513,B,100,JPY,57
M,20180716,GBP,75,20180716,G,100,AUD,39
B,20221202,CAD,80,20221202,M,100,INR,42
P,20241012,CAD,93,20241012,M,100,INR,12
G,20211011,CAD,92,20211011,G,100,EUR,18
G,20180223,USD,27,20180223,B,100,INR,95
G,20230421,GBP,80,20230421,G,100,USD,44
G,20180225,SGD,24,20180225,G,100,INR,81
G,20211126,EUR,80,20211126,P,100,AUD,81
B,20210829,AUD,91,20210829,P,100,GBP,45
P,20200812,CAD,64,20200812,G,100,AUD,26
G,20210930,AUD,41,20210930,G,100,JPY,83
G,20220323,GBP,49,20220323,P,100,JPY,71
B,20211025,GBP,29,20211025,B,100,EUR,52
B,20211112,AUD,15,20211112,B,100,USD,36
M,20190906,INR,29,20190906,P,100,SGD,4
B,20190307,EUR,37,20190307,M,100,INR,26
P,20230426,EUR,23,20230426,B,100,GBP,83
P,20240505,GBP,79,20240505,G,100,EUR,23
M,20190930,AUD,40,20190930,P,100,SGD,91
G,20230409,AED,63,20230409,B,100,SGD,91
P,20230805,INR,26,20230805,P,100,AUD,90
G,20210706,INR,55,20210706,G,100,USD,90
G,20190303,JPY,64,20190303,P,100,AED,8
M,20180327,SGD,84,20180327,G,100,CAD,65
M,20211118,INR,57,20211118,G,100,AUD,99
G,20191029,AUD,80,20191029,P,100,AED,20
P,20240122,AED,7,20240122,M,100,INR,89
G,20190623,AED,13,20190623,M,100,JPY,89
B,20230216,USD,63,20230216,P,100,EUR,13
G,20231209,SGD,65,20231209,G,100,EUR,79
M,20200830,AUD,54,20200830,P,100,USD,18
G,20220105,CAD,46,20220105,P,100,GBP,49
G,20200314,INR,44,20200314,G,100,AUD,29
M,20220608,AUD,48,20220608,G,100,SGD,43
P,20210530,GBP,71,20210530,G,100,SGD,13
B,20221007,GBP,97,20221007,M,100,SGD,27
B,20241008,SGD,55,20241008,P,100,EUR,31
G,20191203,JPY,13,20191203,G,100,EUR,62
G,20200805,USD,58,20200805,M,100,AED,55
B,20200822,SGD,43,20200822,P,100,GBP,95
M,20210415,CAD,33,20210415,P,100,SGD,71
G,20210310,EUR,47,20210310,P,100,INR,11
M,20230706,GBP,1,20230706,M,100,JPY,58
G,20240204,EUR,96,20240204,B,100,AED,1
G,20180122,GBP,51,20180122,G,100,CAD,71
M,20181003,EUR,98,20181003,P,100,AUD,83
B,20201010,JPY,47,20201010,B,100,AUD,50
G,20241012,CAD,36,20241012,P,100,USD,79
M,20210823,EUR,31,20210823,B,100,INR,61
G,20191213,EUR,20,20191213,P,100,SGD,76
G,20230217,SGD,65,20230217,M,100,EUR,31
P,20180210,GBP,66,20180210,P,100,AUD,31
M,20180731,AUD,59,20180731,M,100,EUR,91
B,20240427,CAD,63,20240427,G,100,SGD,82
B,20200824,GBP,40,20200824,G,100,AUD,17
P,20221031,USD,16,20221031,G,100,AUD,1
M,20180909,INR,22,20180909,B,100,USD,61
M,20210215,SGD,27,20210215,M,100,GBP,84
B,20201021,GBP,83,20201021,B,100,EUR,8
M,20231115,GBP,39,20231115,G,100,AUD,51
P,20240124,USD,56,20240124,M,100,SGD,95
P,20240904,JPY,56,20240904,P,100,AUD,72
M,20190909,GBP,64,20190909,B,100,CAD,49
B,20191108,AUD,25,20191108,P,100,SGD,11
P,20210428,CAD,64,20210428,G,100,AUD,70
P,20230731,AED,91,20230731,P,100,AUD,51
G,20221023,USD,48,20221023,M,100,GBP,44
M,20190412,AED,12,20190412,M,100,SGD,33
B,20190514,EUR,59,20190514,B,100,AUD,33
B,20220123,AED,19,20220123,P,100,AUD,63
G,20240208,USD,18,20240208,B,100,JPY,78
P,20220826,GBP,52,20220826,G,100,EUR,70
G,20231104,USD,76,20231104,B,100,GBP,5
B,20180727,SGD,17,20180727,M,100,JPY,80
P,20220911,AED,95,20220911,B,100,GBP,83
P,20220907,INR,16,20220907,B,100,USD,29
B,20191111,AED,99,20191111,B,100,SGD,96
P,20240709,AUD,36,20240709,M,100,INR,66
G,20180924,AUD,18,20180924,M,100,USD,44
M,20200212,EUR,96,20200212,M,100,AED,69
M,20200802,AED,46,20200802,G,100,AUD,18
B,20231023,GBP,55,20231023,P,100,INR,17
G,20210111,CAD,51,20210111,B,100,SGD,10
P,20200917,SGD,11,20200917,P,100,AED,51
M,20240830,INR,92,20240830,P,100,AED,10
M,20240227,GBP,10,20240227,P,100,INR,89
G,20210518,CAD,42,20210518,G,100,AED,83
M,20240529,AUD,65,20240529,M,100,JPY,42
P,20230626,JPY,25,20230626,B,100,EUR,11
G,20240814,EUR,57,20240814,P,100,JPY,72
B,20220901,AUD,97,20220901,B,100,GBP,97
G,20240828,EUR,26,20240828,M,100,USD,90
M,20220612,AED,34,20220612,M,100,USD,68
G,20241028,AUD,8,20241028,G,100,JPY,59
B,20180430,GBP,28,20180430,P,100,AED,21
B,20230504,AED,14,20230504,M,100,SGD,30
P,20190723,USD,30,20190723,P,100,AUD,34
M,20181012,JPY,64,20181012,G,100,GBP,83
G,20220919,GBP,10,20220919,G,100,AED,14
B,20211016,AUD,36,20211016,B,100,AED,26
B,20190601,SGD,57,20190601,M,100,JPY,22
P,20181027,USD,18,20181027,G,100,INR,19
M,20190417,AUD,21,20190417,G,100,EUR,61
B,20220201,AUD,34,20220201,B,100,SGD,60
B,20210806,CAD,8,20210806,P,100,EUR,15
G,20210924,INR,87,20210924,P,100,GBP,86
B,20240729,AED,88,20240729,P,100,JPY,30
G,20240515,CAD,87,20240515,B,100,AED,51
G,20191204,INR,18,20191204,P,100,CAD,44
P,20230202,GBP,20,20230202,G,100,USD,88
P,20190102,SGD,82,20190102,G,100,CAD,23
P,20180626,SGD,71,20180626,M,100,JPY,16
M,20230628,SGD,25,20230628,B,100,CAD,55
P,20231117,AUD,5,20231117,P,100,SGD,70
M,20200617,CAD,28,20200617,P,100,EUR,25
B,20211109,JPY,7,20211109,B,100,AED,68
G,20200706,EUR,16,20200706,M,100,AED,69
P,20220913,EUR,44,20220913,G,100,AUD,31
P,20231114,EUR,99,20231114,B,100,GBP,67
M,20181122,SGD,23,20181122,G,100,USD,55
M,20231110,JPY,61,20231110,G,100,EUR,18
P,20221106,JPY,7,20221106,P,100,GBP,95
P,20220620,EUR,41,20220620,B,100,AED,10
G,20240507,CAD,56,20240507,M,100,GBP,73
G,20210702,AUD,17,20210702,B,100,CAD,25
P,20220329,EUR,74,20220329,B,100,JPY,84
B,20190329,INR,75,20190329,P,100,AED,49
P,20231228,GBP,71,20231228,B,100,AED,31
P,20181008,JPY,5,20181008,M,100,INR,89
G,20231031,AUD,38,20231031,G,100,SGD,12
G,20201101,CAD,53,20201101,M,100,AED,78
P,20230405,AED,99,20230405,P,100,GBP,59
G,20220406,AED,81,20220406,B,100,SGD,69
G,20201011,INR,15,20201011,B,100,SGD,55
G,20180627,EUR,36,20180627,M,100,USD,50
G,20231003,SGD,25,20231003,B,100,JPY,11
M,20221016,USD,88,20221016,G,100,SGD,10
M,20240917,INR,31,20240917,B,100,AED,66
B,20230331,INR,3,20230331,B,100,JPY,62
G,20210221,USD,51,20210221,B,100,AUD,32
P,20240328,CAD,19,20240328,P,100,JPY,65
P,20231220,EUR,80,20231220,P,100,JPY,71
G,20180602,USD,100,20180602,P,100,EUR,25
M,20200618,EUR,72,20200618,P,100,AUD,96
M,20221001,SGD,29,20221001,G,100,INR,14
M,20230217,AUD,70,20230217,M,100,CAD,29
M,20220727,USD,98,20220727,M,100,AUD,33
P,20220715,SGD,83,20220715,B,100,INR,95
P,20230518,AUD,86,20230518,G,100,JPY,86
M,20201118,AUD,9,20201118,P,100,GBP,35
B,20210803,INR,79,20210803,B,100,CAD,5
G,20210418,EUR,68,20210418,G,100,USD,36
M,20240810,SGD,78,20240810,M,100,GBP,67
B,20240601,GBP,12,20240601,P,100,SGD,48
P,20181018,JPY,45,20181018,G,100,SGD,17
P,20231014,JPY,65,20231014,P,100,USD,27
B,20180724,CAD,80,20180724,B,100,INR,21
G,20240501,JPY,12,20240501,P,100,EUR,83
B,20180430,SGD,95,20180430,B,100,AUD,81
P,20200220,CAD,47,20200220,M,100,JPY,53
B,20230510,JPY,2,20230510,P,100,GBP,18
B,20180117,GBP,18,20180117,P,100,AUD,8
B,20230706,JPY,62,20230706,G,100,AED,100
B,20240122,EUR,29,20240122,P,100,CAD,40
B,20231117,USD,35,20231117,B,100,SGD,26
B,20210914,JPY,74,20210914,G,100,INR,63
G,20180607,EUR,10,20180607,G,100,AUD,60
B,20180627,JPY,52,20180627,P,100,INR,38
P,20210620,EUR,64,20210620,B,100,USD,24
P,20200614,AED,52,20200614,P,100,EUR,86
G,20181001,GBP,32,20181001,M,100,INR,61
P,20210930,CAD,72,20210930,P,100,JPY,71
P,20180824,USD,78,20180824,P,100,INR,71
G,20210226,CAD,79,20210226,M,100,AUD,11
M,20221030,SGD,61,20221030,B,100,EUR,62
G,20210404,CAD,24,20210404,P,100,JPY,13
P,20240604,USD,100,20240604,P,100,GBP,94
G,20211215,USD,70,20211215,B,100,EUR,59
B,20200118,AED,78,20200118,B,100,AUD,97
P,20220813,EUR,44,20220813,G,100,GBP,91
M,20200708,SGD,60,20200708,M,100,USD,39
B,20220603,EUR,49,20220603,G,100,AUD,21
B,20221013,EUR,4,20221013,G,100,CAD,60
B,20220504,GBP,20,20220504,M,100,CAD,90
G,20190322,SGD,72,20190322,M,100,AUD,25
G,20220604,CAD,9,20220604,P,100,JPY,4
G,20240918,AUD,25,20240918,M,100,EUR,28
G,20221214,USD,19,20221214,M,100,GBP,39
B,20190507,SGD,26,20190507,M,100,AUD,24
M,20200531,GBP,16,20200531,P,100,AED,71
B,20190319,EUR,45,20190319,P,100,CAD,100
G,20230416,CAD,10,20230416,G,100,SGD,88
G,20190713,AED,80,20190713,B,100,SGD,83
M,20220225,JPY,83,20220225,B,100,AED,7
M,20190606,GBP,49,20190606,G,100,CAD,88
M,20230412,GBP,66,20230412,P,100,USD,30
P,20201224,USD,74,20201224,B,100,AUD,31
G,20230727,USD,2,20230727,P,100,GBP,27
B,20190421,SGD,10,20190421,M,100,AED,58
B,20180317,GBP,6,20180317,G,100,CAD,19
B,20200904,USD,33,20200904,P,100,AUD,50
B,20211207,AED,70,20211207,P,100,JPY,15
P,20190912,SGD,98,20190912,B,100,INR,51
P,20210917,GBP,49,20210917,M,100,INR,31
P,20220918,INR,7,20220918,P,100,CAD,40
M,20200317,AUD,86,20200317,P,100,EUR,71
P,20200929,CAD,53,20200929,G,100,AED,14
M,20200131,AED,34,20200131,P,100,INR,6
B,20201201,USD,30,20201201,G,100,SGD,67
M,20210411,CAD,30,20210411,P,100,EUR,97
G,20210728,INR,41,20210728,G,100,CAD,58
P,20240519,USD,83,20240519,G,100,AED,61
P,20241021,AUD,91,20241021,G,100,INR,88
G,20190104,AED,91,20190104,M,100,JPY,41
P,20240407,JPY,94,20240407,G,100,INR,53
B,20190518,JPY,15,20190518,G,100,USD,41
G,20220406,USD,76,20220406,B,100,AED,21
G,20190730,JPY,39,20190730,P,100,EUR,59
M,20201223,SGD,76,20201223,G,100,AED,66
P,20230316,CAD,17,20230316,G,100,AED,60
B,20191205,GBP,22,20191205,M,100,EUR,91
M,20191126,AUD,32,20191126,M,100,SGD,74
B,20190222,AED,4,20190222,M,100,GBP,66
B,20220828,GBP,81,20220828,B,100,USD,96
P,20190507,JPY,99,20190507,G,100,INR,91
P,20200125,INR,58,20200125,G,100,AUD,85
B,20201201,GBP,25,20201201,B,100,EUR,20
M,20210125,AUD,33,20210125,M,100,SGD,12
P,20231226,SGD,74,20231226,P,100,USD,14
P,20180202,INR,52,20180202,G,100,SGD,2
B,20221211,AED,41,20221211,B,100,GBP,32
G,20181209,GBP,23,20181209,P,100,USD,58
P,20230725,SGD,71,20230725,M,100,GBP,76
G,20180816,AED,22,20180816,B,100,AUD,76
M,20231004,AED,9,20231004,B,100,INR,97
P,20220808,JPY,3,20220808,B,100,EUR,24
P,20220214,AED,31,20220214,P,100,GBP,72
M,20240907,EUR,37,20240907,M,100,INR,41
P,20220821,JPY,72,20220821,M,100,INR,47
G,20221017,AUD,57,20221017,B,100,USD,50
P,20240118,AUD,82,20240118,M,100,AED,94
B,20220421,AUD,79,20220421,M,100,AED,67
B,20181213,JPY,61,20181213,P,100,EUR,50
B,20211014,AUD,26,20211014,P,100,SGD,75
B,20210126,AED,57,20210126,M,100,INR,21
P,20190817,JPY,91,20190817,P,100,EUR,94
B,20220813,CAD,36,20220813,P,100,SGD,53
M,20180913,AUD,73,20180913,B,100,INR,65
M,20180715,SGD,8,20180715,P,100,CAD,100
P,20230604,GBP,31,20230604,M,100,SGD,2
B,20210215,JPY,63,20210215,M,100,AED,95
B,20230426,AUD,48,20230426,M,100,CAD,5
P,20231225,AUD,62,20231225,G,100,CAD,68
M,20180703,AED,32,20180703,G,100,EUR,84
G,20200204,JPY,63,20200204,P,100,INR,72
M,20230303,EUR,88,20230303,P,100,SGD,92
B,20230115,INR,6,20230115,M,100,AUD,75
G,20240106,AUD,36,20240106,P,100,JPY,62
M,20230506,SGD,26,20230506,G,100,AUD,66
G,20210908,JPY,54,20210908,M,100,INR,30
B,20220705,JPY,98,20220705,P,100,USD,34
