AENAM,CEINM,CHARG,CHDLL,CHJIN,CHRUE,CINSM,CLABS,CRETM,CSPEM,CUMLM,CVMEI,CVMIN,CVMLA,CVMRE,CVMSP,CVMUM,ERNAM,ERSDA,HERKL,KZICE,KZICL,KZICQ,KZICS,KZVCE,KZVCL,KZVCQ,KZVCS,LAEDA,LFGJA,LFMON,LGORT,LVORM,MANDT,MATNR,SPERC,WERKS
grossjill,141.249,B948999568,20241205,2025,"",63.598,3004.647,16.641,32.521,214.664,126.284,56.961,2864.509,14.889,27.328,187.859,veronica74,20240508,CN,"","","","","","","","",20240508,2023,10,S050,"",100,440191844950279697,"",P029
henry72,142.246,B561041975,20240104,2023,X,148.806,3075.818,42.703,58.187,176.034,134.544,122.264,2856.666,36.482,53.854,146.615,andrewthomps,20230915,CN,"","","","","","","","",20250905,2023,11,S061,"",100,865842018858633441,"",P037
stephaniecar,22.218,B164422826,20240308,2025,X,74.971,753.5,12.174,19.507,67.97,19.737,69.376,656.142,10.037,17.922,59.335,howardwendy,20241217,DE,"","","","","","","","",20251013,2023,07,S079,"",100,363378589207040274,X,P027
harrysulliva,105.471,B770907009,20250329,2022,X,248.147,3625.961,27.348,74.894,299.687,97.496,205.605,3319.42,24.006,65.438,272.608,flynnbradley,20240331,US,"","","","","","","","",20251201,2026,06,S001,"",100,487749967419449363,"",P024
carlruiz,45.876,B110865447,20240602,2025,X,70.827,1146.829,5.991,30.357,206.072,41.69,65.732,1002.194,5.657,27.602,194.907,smithtroy,20250612,DE,"","","","","","","","",20251218,2024,09,S058,"",100,226963639141866157,"",P029
teresaarroyo,39.707,B345155957,20240920,2025,X,29.808,896.769,6.425,35.368,173.282,34.281,26.042,850.131,6.024,31.498,152.033,jortiz,20260104,DE,"","","","","","","","",20250725,2023,10,S003,"",100,152818820065914602,"",P014
barrerathoma,53.405,B612352498,20240927,2022,"",339.407,4892.989,52.352,238.872,470.975,45.65,286.428,4660.937,45.6,219.943,405.74,gerald13,20230717,US,"","","","","","","","",20240408,2024,08,S079,"",100,543023493677910807,X,P005
ewest,75.149,B586821978,20260119,2025,X,95.377,1900.765,24.327,93.542,169.898,69.758,77.315,1621.559,19.915,88.088,152.649,anthony51,20231109,DE,"","","","","","","","",20250914,2026,08,S076,"",100,836964478530398915,"",P028
tonya97,115.02,B190618540,20240810,2022,X,117.958,2399.808,15.927,80.673,376.573,95.688,105.135,2122.722,14.871,69.434,353.642,christy84,20250303,IN,"","","","","","","","",20251221,2023,11,S016,"",100,519123415033381704,"",P025
cummingslaur,127.257,B862120665,20240207,2024,"",288.126,2911.936,31.918,103.299,164.054,110.705,237.771,2567.462,27.177,94.047,145.076,sandra79,20260102,US,"","","","","","","","",20250920,2023,03,S022,"",100,560077770085303250,"",P017
gloria72,86.303,B798515207,20241218,2023,X,134.539,2481.045,30.015,79.122,363.256,74.591,112.033,2341.495,26.986,64.513,309.08,bartonwillia,20251215,CN,"","","","","","","","",20241230,2026,11,S088,"",100,785024696598626958,"",P040
kreed,38.724,B507847015,20230520,2023,X,60.636,788.902,15.774,19.635,146.946,35.657,57.341,673.043,12.621,16.424,132.454,cynthia10,20231018,DE,"","","","","","","","",20240817,2023,02,S036,"",100,140296273947473684,X,P045
gonzalezshar,52.222,B110951222,20240907,2022,X,31.677,1299.16,24.019,63.038,76.586,43.567,30.089,1168.589,21.985,52.534,61.906,cortezjoseph,20250804,DE,"","","","","","","","",20240924,2026,04,S012,"",100,809639231614654043,"",P020
carolyn63,243.275,B987447731,20250214,2026,X,255.895,4937.146,27.1,108.397,929.679,223.051,204.756,4379.919,24.538,96.445,812.15,marquezjill,20240716,DE,"","","","","","","","",20230805,2026,05,S030,"",100,925227088800889604,X,P049
zcontreras,119.634,B317763549,20241114,2023,"",165.857,4453.217,31.478,110.82,578.411,98.635,138.749,4323.358,25.487,101.866,471.469,baileyjoseph,20260211,DE,"","","","","","","","",20230523,2022,06,S086,"",100,604516596486838314,X,P039
charles94,55.79,B118503637,20260113,2026,X,145.379,1590.121,21.437,44.962,85.233,48.269,119.876,1377.372,17.894,39.151,75.729,marysmith,20250507,US,"","","","","","","","",20231031,2023,05,S033,"",100,803676834088291145,"",P048
darrellferna,49.145,B779319026,20251118,2026,"",88.679,1612.482,26.374,30.814,236.744,45.877,77.742,1383.862,23.772,28.05,218.813,wendywhite,20250418,DE,"","","","","","","","",20240218,2022,09,S028,"",100,583871886246986772,X,P016
carlakaufman,89.813,B837348789,20240123,2022,"",109.831,2024.68,34.401,87.756,234.563,83.036,97.082,1897.804,28.53,73.137,190.818,kcummings,20230907,CN,"","","","","","","","",20240309,2026,12,S086,"",100,840415181351126211,X,P031
anthonymiche,28.774,B145125894,20260203,2022,X,108.96,1795.085,22.065,70.393,251.109,24.948,97.471,1533.847,18.049,58.958,234.504,deborahgonza,20250714,US,"","","","","","","","",20230915,2023,12,S050,"",100,216875074593818059,"",P012
jameshawkins,31.363,B373976691,20250520,2024,"",62.88,980.281,9.088,15.642,95.989,29.01,53.678,945.558,8.063,13.43,90.889,haynesbrando,20251211,CN,"","","","","","","","",20250821,2023,06,S031,"",100,624118112175650028,"",P005
melissazimme,139.949,B633239911,20231106,2022,X,188.219,3110.661,34.678,93.083,244.186,112.067,162.53,2721.373,31.504,81.212,224.301,gibsoncharle,20250626,IN,"","","","","","","","",20251012,2025,02,S056,"",100,938465860264760639,X,P020
mackenzie96,26.294,B173169030,20250104,2024,X,147.033,2273.524,31.196,100.846,122.249,22.208,131.182,2006.445,25.318,95.761,112.902,andreaprocto,20230819,DE,"","","","","","","","",20240320,2026,05,S039,"",100,433329856363885354,X,P020
craig65,0.856,B589856661,20240419,2023,"",4.312,61.488,0.811,1.515,6.841,0.732,3.743,56.295,0.728,1.316,6.023,hansonstepha,20251029,CN,"","","","","","","","",20251113,2025,12,S014,"",100,873212548005255642,"",P045
daviselizabe,72.492,B226691027,20260205,2025,X,76.292,2698.717,45.807,81.552,476.755,68.27,64.432,2566.351,42.596,71.526,442.091,smithgeorge,20250216,DE,"","","","","","","","",20250503,2026,07,S019,"",100,619590218479742185,"",P049
charles15,33.001,B713971133,20260102,2025,X,28.995,1077.145,13.322,33.339,72.74,27.093,25.575,1017.704,11.27,31.061,66.767,john17,20240629,US,"","","","","","","","",20240522,2022,11,S076,"",100,324616169353064866,"",P047
hcook,88.099,B294022787,20240729,2024,"",94.477,2338.286,12.007,74.049,155.571,72.235,88.499,2192.769,10.014,67.629,130.778,jacobskyle,20240429,CN,"","","","","","","","",20231225,2023,02,S020,"",100,329962724615218735,"",P041
fweaver,115.289,B644762682,20230704,2024,X,322.793,3531.315,40.08,77.533,249.889,95.433,293.018,3221.875,37.66,72.133,211.839,tkramer,20240902,CN,"","","","","","","","",20240901,2024,09,S077,"",100,422654564835922248,X,P017
hedwards,46.252,B997850654,20251108,2026,"",157.844,4161.821,80.89,84.993,670.056,41.818,143.278,4033.73,76.55,73.82,586.907,nathanballar,20231121,IN,"","","","","","","","",20250921,2023,08,S044,"",100,610989369121880722,X,P004
millernichol,63.885,B719361103,20240125,2023,X,121.178,1290.068,12.876,23.948,73.661,60.576,98.827,1110.366,11.475,20.392,67.556,richard88,20260209,US,"","","","","","","","",20251021,2024,10,S024,"",100,800704107948729306,"",P018
jamiesalazar,62.239,B513552503,20250105,2022,"",141.668,2418.114,18.93,50.332,483.076,58.618,129.107,2057.721,15.442,43.094,447.153,twalton,20250102,US,"","","","","","","","",20241007,2024,05,S100,"",100,603844426208054535,X,P024
erin55,36.79,B686287971,20241029,2024,X,29.151,857.343,16.375,11.721,168.7,33.328,24.407,812.145,14.808,9.434,154.87,kevin73,20250529,IN,"","","","","","","","",20251126,2024,04,S074,"",100,553809548536857935,"",P037
bsmith,57.823,B363798374,20250801,2022,X,189.615,2841.869,48.906,47.137,290.129,49.191,151.743,2746.672,45.704,42.071,269.67,pattersonste,20231212,CN,"","","","","","","","",20240822,2025,05,S001,"",100,131869976634191643,X,P016
jenkinsjessi,132.838,B222842488,20240824,2026,X,331.781,4816.943,66.525,120.689,426.766,122.21,297.344,4422.548,61.946,101.523,355.211,davidmorton,20250821,US,"","","","","","","","",20240529,2024,06,S019,"",100,751222153170757975,X,P001
elizabeth75,21.587,B327556210,20240704,2025,X,46.828,672.461,11.913,22.113,44.407,19.757,42.681,610.92,9.954,19.436,39.027,robert23,20251030,IN,"","","","","","","","",20250108,2024,09,S066,"",100,454469183374507471,"",P003
jeaton,88.066,B578197544,20240611,2025,X,123.191,2965.493,42.567,35.685,453.882,82.166,107.57,2823.765,35.169,29.358,380.865,maryvillarre,20240229,DE,"","","","","","","","",20241125,2026,07,S013,"",100,217944528833545519,"",P010
thompsonanth,49.891,B864896741,20231124,2022,"",200.77,2558.531,37.995,82.71,315.174,42.756,162.832,2215.222,34.929,73.013,281.415,williamsmarg,20240219,CN,"","","","","","","","",20230923,2022,09,S018,"",100,825703647144243028,"",P005
fsimpson,102.123,B313580971,20250218,2022,"",230.03,2586.861,16.743,41.704,246.801,89.12,214.225,2349.664,13.799,36.357,197.759,emmamitchell,20260131,IN,"","","","","","","","",20240701,2022,06,S056,"",100,264108686767665981,"",P041
patrick06,210.72,B765037695,20240121,2025,"",245.175,4340.965,82.009,112.984,860.352,191.33,223.048,4109.334,68.202,91.381,811.588,gbrown,20250315,US,"","","","","","","","",20230911,2026,09,S071,"",100,316994513743349570,"",P024
kathryndanie,30.881,B863196714,20240103,2026,"",187.857,2932.447,16.969,38.068,195.073,26.04,158.023,2526.862,14.94,34.55,160.173,zcarr,20230618,CN,"","","","","","","","",20241113,2025,03,S077,"",100,776724438490686858,"",P006
michaelbaraj,114.788,B915480930,20260207,2023,X,316.472,3588.934,51.918,94.465,248.274,94.451,280.071,3118.997,44.292,85.59,207.377,ingrammichae,20250907,IN,"","","","","","","","",20250325,2026,09,S034,"",100,772466909223897445,X,P004
chavezmariss,48.958,B167011908,20250803,2023,X,29.173,1100.26,5.667,19.684,127.794,45.846,27.383,1050.979,4.568,18.459,102.46,jacob51,20240224,CN,"","","","","","","","",20241207,2022,10,S052,"",100,415693717016597716,"",P017
johnmontoya,57.758,B879501383,20231111,2025,"",272.653,2808.015,35.627,78.614,491.657,52.455,230.223,2402.508,32.775,63.044,407.022,harrisjason,20250110,IN,"","","","","","","","",20240501,2024,01,S092,"",100,634560895176665096,X,P013
welchtina,57.069,B530877035,20230826,2026,"",187.401,3032.08,27.909,100.796,266.987,49.589,170.404,2841.037,24.97,82.13,219.743,jjimenez,20230628,DE,"","","","","","","","",20250303,2024,03,S013,"",100,868314439980547953,X,P023
micheleruiz,68.773,B628819022,20241003,2024,X,308.925,3369.715,23.73,72.077,371.219,59.756,262.565,2916.825,21.428,67.018,348.84,brendameyer,20231129,IN,"","","","","","","","",20250906,2026,04,S067,"",100,926036606880935515,X,P035
martineztara,66.614,B132592868,20250720,2022,X,47.694,1765.178,15.944,25.19,256.883,56.198,41.781,1652.026,14.725,22.582,231.916,russellcharl,20260203,IN,"","","","","","","","",20240909,2022,07,S044,"",100,534504111401548153,"",P006
thompsonjuli,41.201,B234616909,20230930,2026,"",183.412,2959.84,19.506,88.896,394.307,36.044,168.923,2868.538,17.521,75.659,363.05,castrodougla,20250227,US,"","","","","","","","",20251211,2024,10,S094,"",100,169480817902502730,X,P022
april68,73.205,B643586188,20240513,2023,"",53.028,1854.499,30.895,46.446,287.253,62.244,42.519,1603.301,25.456,38.614,247.838,zschaefer,20241013,CN,"","","","","","","","",20241204,2022,07,S040,"",100,791310472500645208,"",P048
melissa61,163.674,B167161412,20240618,2023,"",124.225,3936.926,58.289,114.528,471.753,147.872,106.479,3378.83,51.144,100.243,433.911,rmolina,20250618,IN,"","","","","","","","",20241122,2026,01,S018,"",100,825940821775470281,X,P022
jamescook,85.704,B522374875,20241217,2024,X,167.819,1963.409,10.492,97.072,321.713,69.778,138.84,1838.479,8.415,85.494,272.289,iwilson,20240122,US,"","","","","","","","",20250419,2024,09,S021,"",100,713775149991902080,X,P039
margaret54,128.067,B649886033,20250422,2022,X,289.318,4129.94,63.9,197.744,785.754,111.647,243.483,3626.637,51.889,176.188,661.662,wheelercathe,20230612,CN,"","","","","","","","",20251130,2024,11,S058,"",100,130861439422076099,X,P013
oliviamorale,84.498,B698500892,20230614,2025,X,70.912,2527.66,13.8,102.365,221.291,71.571,56.854,2396.62,12.039,82.141,188.905,sabrina06,20241005,US,"","","","","","","","",20240203,2022,12,S004,"",100,493407941674170026,X,P039
moorejohn,1.701,B487223448,20240622,2026,X,6.807,105.732,1.863,4.86,12.578,1.442,6.384,97.863,1.514,3.929,10.982,arusso,20250910,IN,"","","","","","","","",20240315,2024,01,S049,"",100,447880515345842984,"",P026
gardnerbritt,146.728,B123131890,20251014,2022,X,148.533,4358.668,27.281,44.553,836.314,136.02,122.082,3916.449,23.694,37.203,708.755,vrobinson,20250225,US,"","","","","","","","",20240509,2022,04,S052,"",100,122226533354201540,X,P038
vickimarquez,45.419,B259148702,20251124,2025,"",227.255,3988.236,36.468,111.63,749.429,37.587,186.212,3488.567,34.221,105.511,643.485,ebird,20250106,DE,"","","","","","","","",20231009,2024,09,S063,"",100,700590821844688833,X,P033
smithcolton,19.365,B977602136,20230913,2022,X,53.477,753.819,10.194,32.071,85.941,15.607,44.894,715.22,8.972,26.455,75.926,jennifer78,20240913,DE,"","","","","","","","",20250921,2022,02,S100,"",100,916197377498942575,"",P026
nelsondaniel,45.759,B134070852,20240612,2023,"",104.629,2366.101,13.44,28.457,459.18,42.319,97.744,2315.811,12.357,23.16,388.51,jenkinsrenee,20240501,DE,"","","","","","","","",20231210,2022,10,S050,"",100,403115741954313136,"",P007
matthewhammo,54.236,B607225270,20251107,2025,"",230.143,4462.943,57.594,202.034,857.717,47.419,203.603,3818.306,49.725,183.595,735.36,xlynch,20240731,CN,"","","","","","","","",20240427,2025,03,S017,"",100,952745036633510535,"",P012
andrew14,25.003,B150866906,20240819,2024,X,26.302,519.047,3.756,7.47,40.591,21.871,22.12,494.269,3.395,6.012,34.047,ryan04,20230606,IN,"","","","","","","","",20240207,2023,10,S083,"",100,669673733430912593,"",P014
david65,35.229,B205042678,20250225,2025,X,76.89,863.041,12.505,10.62,121.253,33.11,73.029,784.939,11.51,8.65,97.919,hflores,20251122,US,"","","","","","","","",20230624,2024,09,S097,"",100,659192135936321112,X,P044
carterdavid,1.541,B546038265,20250108,2026,"",5.231,71.915,1.273,0.946,4.217,1.423,4.631,65.26,1.103,0.778,3.864,scott15,20240622,CN,"","","","","","","","",20231230,2025,03,S065,"",100,834976228625681596,X,P005
rcampbell,50.105,B517482754,20251014,2026,X,144.977,3746.327,53.842,50.633,230.904,43.812,137.142,3388.789,51.06,42.907,200.318,lsimmons,20250818,IN,"","","","","","","","",20240314,2026,07,S073,"",100,723783323275484411,X,P036
tmoyer,109.162,B813514009,20260202,2022,X,261.273,3683.516,52.481,166.664,214.333,89.378,225.614,3579.768,47.609,152.216,202.397,gnelson,20250410,DE,"","","","","","","","",20230612,2023,11,S014,"",100,828112854004746316,X,P028
josephwhiteh,29.907,B960697402,20250320,2022,X,255.0,2772.267,40.825,53.681,377.954,26.823,227.545,2673.863,36.298,43.991,314.293,ghuff,20240610,IN,"","","","","","","","",20250525,2024,11,S041,"",100,816345731370256607,X,P004
aashley,155.652,B742845355,20250530,2024,"",235.309,3796.838,60.398,131.37,262.59,137.354,210.852,3475.709,52.963,110.054,247.096,ralphharriso,20240226,CN,"","","","","","","","",20240304,2025,12,S028,"",100,672790295079760339,X,P024
howardjohn,53.384,B366600998,20240623,2022,X,201.048,4400.714,43.583,90.495,651.086,47.228,166.548,4146.642,39.531,75.041,611.374,armstrongjen,20230926,DE,"","","","","","","","",20240806,2026,09,S054,"",100,891820000223147121,X,P015
coopermichae,101.925,B271112796,20231203,2023,"",291.767,3133.416,35.056,128.985,558.355,89.883,262.904,2730.38,31.84,106.102,455.363,jmeyers,20241207,DE,"","","","","","","","",20250320,2026,03,S029,"",100,299713857294846118,"",P039
chavezkarina,2.987,B755482663,20230929,2026,"",4.466,87.599,0.727,2.014,12.775,2.809,3.619,83.042,0.636,1.848,11.842,robertthomas,20260122,IN,"","","","","","","","",20250617,2025,05,S004,"",100,453673663550125663,X,P014
belinda24,72.455,B647431689,20231209,2022,"",84.042,3253.484,37.205,154.437,167.383,68.377,75.608,2980.942,31.067,139.606,153.205,vortega,20251001,DE,"","","","","","","","",20230613,2023,09,S040,"",100,485717839300807993,"",P027
michaeldiaz,68.361,B643319212,20241025,2023,X,197.332,2470.065,20.074,116.651,433.452,63.139,164.898,2191.405,17.726,110.214,377.771,paigemeyer,20230908,US,"","","","","","","","",20241212,2024,01,S001,"",100,709242166782269328,X,P021
lindseymiles,217.663,B267446818,20250906,2022,"",396.472,4730.662,60.736,179.614,722.369,184.28,365.411,4398.875,51.782,151.13,665.083,psanchez,20250811,DE,"","","","","","","","",20260120,2025,03,S010,"",100,786298758260570038,"",P007
wbarry,96.617,B602728612,20251207,2026,X,264.427,3605.099,41.71,37.394,332.14,80.478,215.822,3513.361,34.052,32.425,311.036,andrewkent,20251223,CN,"","","","","","","","",20231223,2025,12,S074,"",100,874544756351409985,X,P030
joseturner,203.763,B751743788,20251224,2022,X,300.481,4537.24,90.227,219.889,577.35,189.218,257.04,3956.728,83.432,197.427,542.855,tcopeland,20240424,US,"","","","","","","","",20240128,2024,11,S002,"",100,304226117093697822,"",P029
cummingssylv,42.46,B450962765,20230715,2023,X,53.157,1350.826,12.891,34.13,198.393,35.553,43.383,1320.099,11.446,28.917,181.745,nwilliams,20240903,US,"","","","","","","","",20250109,2025,07,S037,"",100,467486713591095492,X,P043
jacksonkim,105.217,B363094689,20231211,2025,"",111.424,3298.566,38.76,99.19,547.493,88.863,105.497,3105.554,34.21,89.86,485.274,eric99,20230828,CN,"","","","","","","","",20250920,2022,04,S099,"",100,902872589701302317,X,P008
tonyataylor,47.792,B341765507,20230813,2025,X,234.534,2695.841,27.19,34.771,491.55,44.448,206.279,2343.395,24.783,32.894,402.711,jonesmegan,20250224,IN,"","","","","","","","",20250217,2023,04,S098,"",100,250191079194315749,"",P009
juliehall,25.943,B966074927,20250715,2022,"",57.403,868.267,6.35,16.689,165.182,21.602,47.466,849.395,5.144,14.963,148.935,shawnjones,20250727,CN,"","","","","","","","",20240413,2026,11,S030,"",100,392807680313361451,"",P032
chavezjennif,79.803,B315044745,20230924,2023,"",328.26,3354.168,65.425,147.303,246.667,75.185,296.923,3122.66,58.694,133.956,225.257,kfranklin,20260207,CN,"","","","","","","","",20240726,2023,03,S016,"",100,104971013068732910,X,P043
shannoncampo,119.83,B255212114,20241122,2025,X,154.92,4211.307,60.782,147.746,829.678,108.333,128.77,3817.771,50.11,118.457,727.702,sharonhayes,20250925,CN,"","","","","","","","",20230826,2026,02,S022,"",100,729810529983161404,"",P015
thart,127.709,B662238622,20260117,2023,"",175.625,3941.945,31.935,110.014,646.16,103.82,159.654,3708.555,27.204,92.171,592.115,watkinspatri,20231017,DE,"","","","","","","","",20250730,2025,05,S015,"",100,644138451414823987,"",P021
elizabeth97,76.704,B194043326,20241007,2022,"",112.405,4921.931,60.904,226.135,859.694,68.056,93.264,4203.632,52.142,182.857,809.396,fstokes,20230919,IN,"","","","","","","","",20240207,2026,06,S083,"",100,503054005627003741,X,P036
traceywillia,24.977,B415100763,20240519,2023,"",22.759,816.325,6.138,20.621,96.879,20.586,19.631,745.971,5.431,18.84,88.363,matafrank,20250915,IN,"","","","","","","","",20241015,2026,07,S036,"",100,339372538726175471,X,P036
ryanandrews,86.451,B932097079,20250422,2026,"",163.144,2831.498,34.07,64.735,455.153,78.262,142.835,2710.134,27.613,53.63,411.276,sydney33,20230921,DE,"","","","","","","","",20230918,2022,07,S083,"",100,675972181652433722,X,P044
