MANDANT,PRUEFLOS,KZART,ZAEHLER,VKATART,VWERKS,VAUSWAHLMG,VCODEGRP,VCODE,VERSIONAM,VERSIONCD,VBEWERTUNG,DBEWERTUNG,VFOLGEAKTI,QKENNZAHL,LTEXTKZ,VNAME,VDATUM,VEZEITERF,VAENAME,VAEDATUM,VEZEITAEN,STAFO,TEILLOS,VORGLFNR
300,900000000131,I,000132,B,PL12,UDSET0131,UDGRP0131,R001,000131,000131,R,0,RETURN,31,N,INSPECTOR_131,20251004,111111,QA_MANAGER_031,20260212,161616,STAT11,000131,00000917
100,900000000132,L,000133,A,PL13,UDSET0132,UDGRP0132,R002,000132,000132,R,0,SCRAP,32,Y,INSPECTOR_132,20251003,121212,QA_MANAGER_032,20260212,171717,STAT12,000132,00000924
200,900000000133,P,000134,B,PL14,UDSET0133,UDGRP0133,A002,000133,000133,R,1,REWORK,33,N,INSPECTOR_133,20251002,131313,QA_MANAGER_033,20260212,181818,STAT13,000133,00000931
300,900000000134,S,000135,A,PL15,UDSET0134,UDGRP0134,A003,000134,000134,R,0,ACCEPT,34,Y,INSPECTOR_134,20251001,141414,QA_MANAGER_034,20260212,191919,STAT14,000134,00000938
100,900000000135,I,000136,B,PL16,UDSET0135,UDGRP0135,A001,000135,000135,R,0,RETURN,35,N,INSPECTOR_135,20250930,151515,QA_MANAGER_035,20260212,202020,STAT00,000135,00000945
200,900000000136,L,000137,A,PL17,UDSET0136,UDGRP0136,R001,000136,000136,R,0,SCRAP,36,Y,INSPECTOR_136,20250929,161616,QA_MANAGER_036,20260212,212121,STAT01,000136,00000952
300,900000000137,P,000138,B,PL18,UDSET0137,UDGRP0137,R002,000137,000137,R,0,REWORK,37,N,INSPECTOR_137,20250928,171717,QA_MANAGER_037,20260212,222222,STAT02,000137,00000959
100,900000000138,S,000139,A,PL19,UDSET0138,UDGRP0138,A002,000138,000138,R,0,ACCEPT,38,Y,INSPECTOR_138,20250927,181818,QA_MANAGER_038,20260212,232323,STAT03,000138,00000966
200,900000000139,I,000140,B,PL20,UDSET0139,UDGRP0139,A003,000139,000139,R,0,RETURN,39,N,INSPECTOR_139,20250926,191919,QA_MANAGER_039,20260212,002424,STAT04,000139,00000973
300,900000000140,L,000141,A,PL01,UDSET0140,UDGRP0140,A001,000140,000140,R,1,SCRAP,40,Y,INSPECTOR_140,20250925,202020,QA_MANAGER_040,20260212,012525,STAT05,000140,00000980
100,900000000141,P,000142,B,PL02,UDSET0141,UDGRP0141,R001,000141,000141,R,0,REWORK,41,N,INSPECTOR_141,20250924,212121,QA_MANAGER_041,20260212,022626,STAT06,000141,00000987
200,900000000142,S,000143,A,PL03,UDSET0142,UDGRP0142,R002,000142,000142,R,0,ACCEPT,42,Y,INSPECTOR_142,20250923,222222,QA_MANAGER_042,20260212,032727,STAT07,000142,00000994
300,900000000143,I,000144,B,PL04,UDSET0143,UDGRP0143,A002,000143,000143,R,0,RETURN,43,N,INSPECTOR_143,20250922,232323,QA_MANAGER_043,20260212,042828,STAT08,000143,00001001
100,900000000144,L,000145,A,PL05,UDSET0144,UDGRP0144,A003,000144,000144,R,0,SCRAP,44,Y,INSPECTOR_144,20250921,002424,QA_MANAGER_044,20260212,052929,STAT09,000144,00001008
200,900000000145,P,000146,B,PL06,UDSET0145,UDGRP0145,A001,000145,000145,R,0,REWORK,45,N,INSPECTOR_145,20250920,012525,QA_MANAGER_045,20260212,063030,STAT10,000145,00001015
300,900000000146,S,000147,A,PL07,UDSET0146,UDGRP0146,R001,000146,000146,R,0,ACCEPT,46,Y,INSPECTOR_146,20250919,022626,QA_MANAGER_046,20260212,073131,STAT11,000146,00001022
100,900000000147,I,000148,B,PL08,UDSET0147,UDGRP0147,R002,000147,000147,R,1,RETURN,47,N,INSPECTOR_147,20250918,032727,QA_MANAGER_047,20260212,083232,STAT12,000147,00001029
200,900000000148,L,000149,A,PL09,UDSET0148,UDGRP0148,A002,000148,000148,R,0,SCRAP,48,Y,INSPECTOR_148,20250917,042828,QA_MANAGER_048,20260212,093333,STAT13,000148,00001036
300,900000000149,P,000150,B,PL10,UDSET0149,UDGRP0149,A003,000149,000149,R,0,REWORK,49,N,INSPECTOR_149,20250916,052929,QA_MANAGER_049,20260212,103434,STAT14,000149,00001043
100,900000000150,S,000151,A,PL11,UDSET0150,UDGRP0000,A001,000150,000150,R,0,ACCEPT,50,Y,INSPECTOR_150,20250915,063030,QA_MANAGER_050,20260212,113535,STAT00,000150,00001050
200,900000000151,I,000152,B,PL12,UDSET0151,UDGRP0001,R001,000151,000151,R,0,RETURN,51,N,INSPECTOR_151,20250914,073131,QA_MANAGER_051,20260212,123636,STAT01,000151,00001057
300,900000000152,L,000153,A,PL13,UDSET0152,UDGRP0002,R002,000152,000152,R,0,SCRAP,52,Y,INSPECTOR_152,20250913,083232,QA_MANAGER_052,20260212,133737,STAT02,000152,00001064
100,900000000153,P,000154,B,PL14,UDSET0153,UDGRP0003,A002,000153,000153,R,0,REWORK,53,N,INSPECTOR_153,20250912,093333,QA_MANAGER_053,20260212,143838,STAT03,000153,00001071
200,900000000154,S,000155,A,PL15,UDSET0154,UDGRP0004,A003,000154,000154,R,1,ACCEPT,54,Y,INSPECTOR_154,20250911,103434,QA_MANAGER_054,20260212,153939,STAT04,000154,00001078
300,900000000155,I,000156,B,PL16,UDSET0155,UDGRP0005,A001,000155,000155,R,0,RETURN,55,N,INSPECTOR_155,20250910,113535,QA_MANAGER_055,20260212,164040,STAT05,000155,00001085
100,900000000156,L,000157,A,PL17,UDSET0156,UDGRP0006,R001,000156,000156,R,0,SCRAP,56,Y,INSPECTOR_156,20250909,123636,QA_MANAGER_056,20260212,174141,STAT06,000156,00001092
200,900000000157,P,000158,B,PL18,UDSET0157,UDGRP0007,R002,000157,000157,R,0,REWORK,57,N,INSPECTOR_157,20250908,133737,QA_MANAGER_057,20260212,184242,STAT07,000157,00001099
300,900000000158,S,000159,A,PL19,UDSET0158,UDGRP0008,A002,000158,000158,R,0,ACCEPT,58,Y,INSPECTOR_158,20250907,143838,QA_MANAGER_058,20260212,194343,STAT08,000158,00001106
100,900000000159,I,000160,B,PL20,UDSET0159,UDGRP0009,A003,000159,000159,R,0,RETURN,59,N,INSPECTOR_159,20250906,153939,QA_MANAGER_059,20260212,204444,STAT09,000159,00001113
200,900000000160,L,000161,A,PL01,UDSET0160,UDGRP0010,A001,000160,000160,R,0,SCRAP,60,Y,INSPECTOR_160,20250905,164040,QA_MANAGER_060,20260212,214545,STAT10,000160,00001120
300,900000000161,P,000162,B,PL02,UDSET0161,UDGRP0011,R001,000161,000161,A,1,REWORK,61,N,INSPECTOR_161,20250904,174141,QA_MANAGER_061,20260212,224646,STAT11,000161,00001127
100,900000000162,S,000163,A,PL03,UDSET0162,UDGRP0012,R002,000162,000162,A,0,ACCEPT,62,Y,INSPECTOR_162,20250903,184242,QA_MANAGER_062,20260212,234747,STAT12,000162,00001134
200,900000000163,I,000164,B,PL04,UDSET0163,UDGRP0013,A002,000163,000163,A,0,RETURN,63,N,INSPECTOR_163,20250902,194343,QA_MANAGER_063,20260212,004848,STAT13,000163,00001141
300,900000000164,L,000165,A,PL05,UDSET0164,UDGRP0014,A003,000164,000164,A,0,SCRAP,64,Y,INSPECTOR_164,20250901,204444,QA_MANAGER_064,20260212,014949,STAT14,000164,00001148
100,900000000165,P,000166,B,PL06,UDSET0165,UDGRP0015,A001,000165,000165,A,0,REWORK,65,N,INSPECTOR_165,20250831,214545,QA_MANAGER_065,20260212,025050,STAT00,000165,00001155
200,900000000166,S,000167,A,PL07,UDSET0166,UDGRP0016,R001,000166,000166,A,0,ACCEPT,66,Y,INSPECTOR_166,20250830,224646,QA_MANAGER_066,20260212,035151,STAT01,000166,00001162
300,900000000167,I,000168,B,PL08,UDSET0167,UDGRP0017,R002,000167,000167,A,0,RETURN,67,N,INSPECTOR_167,20250829,234747,QA_MANAGER_067,20260212,045252,STAT02,000167,00001169
100,900000000168,L,000169,A,PL09,UDSET0168,UDGRP0018,A002,000168,000168,A,1,SCRAP,68,Y,INSPECTOR_168,20250828,004848,QA_MANAGER_068,20260212,055353,STAT03,000168,00001176
200,900000000169,P,000170,B,PL10,UDSET0169,UDGRP0019,A003,000169,000169,A,0,REWORK,69,N,INSPECTOR_169,20250827,014949,QA_MANAGER_069,20260212,065454,STAT04,000169,00001183
300,900000000170,S,000171,A,PL11,UDSET0170,UDGRP0020,A001,000170,000170,A,0,ACCEPT,70,Y,INSPECTOR_170,20250826,025050,QA_MANAGER_070,20260212,075555,STAT05,000170,00001190
100,900000000171,I,000172,B,PL12,UDSET0171,UDGRP0021,R001,000171,000171,A,0,RETURN,71,N,INSPECTOR_171,20250825,035151,QA_MANAGER_071,20260212,085656,STAT06,000171,00001197
200,900000000172,L,000173,A,PL13,UDSET0172,UDGRP0022,R002,000172,000172,A,0,SCRAP,72,Y,INSPECTOR_172,20250824,045252,QA_MANAGER_072,20260212,095757,STAT07,000172,00001204
300,900000000173,P,000174,B,PL14,UDSET0173,UDGRP0023,A002,000173,000173,A,0,REWORK,73,N,INSPECTOR_173,20250823,055353,QA_MANAGER_073,20260212,105858,STAT08,000173,00001211
100,900000000174,S,000175,A,PL15,UDSET0174,UDGRP0024,A003,000174,000174,A,0,ACCEPT,74,Y,INSPECTOR_174,20250822,065454,QA_MANAGER_074,20260212,115959,STAT09,000174,00001218
200,900000000175,I,000176,B,PL16,UDSET0175,UDGRP0025,A001,000175,000175,A,1,RETURN,75,N,INSPECTOR_175,20250821,075555,QA_MANAGER_075,20260212,120000,STAT10,000175,00001225
300,900000000176,L,000177,A,PL17,UDSET0176,UDGRP0026,R001,000176,000176,A,0,SCRAP,76,Y,INSPECTOR_176,20250820,085656,QA_MANAGER_076,20260212,130101,STAT11,000176,00001232
100,900000000177,P,000178,B,PL18,UDSET0177,UDGRP0027,R002,000177,000177,A,0,REWORK,77,N,INSPECTOR_177,20250819,095757,QA_MANAGER_077,20260212,140202,STAT12,000177,00001239
200,900000000178,S,000179,A,PL19,UDSET0178,UDGRP0028,A002,000178,000178,A,0,ACCEPT,78,Y,INSPECTOR_178,20250818,105858,QA_MANAGER_078,20260212,150303,STAT13,000178,00001246
300,900000000179,I,000180,B,PL20,UDSET0179,UDGRP0029,A003,000179,000179,A,0,RETURN,79,N,INSPECTOR_179,20250817,115959,QA_MANAGER_079,20260212,160404,STAT14,000179,00001253
100,900000000180,L,000181,A,PL01,UDSET0180,UDGRP0030,A001,000180,000180,A,0,SCRAP,80,Y,INSPECTOR_180,20250816,120000,QA_MANAGER_080,20260212,170505,STAT00,000180,00001260
200,900000000181,P,000182,B,PL02,UDSET0181,UDGRP0031,R001,000181,000181,A,0,REWORK,81,N,INSPECTOR_181,20250815,130101,QA_MANAGER_081,20260212,180606,STAT01,000181,00001267
300,900000000182,S,000183,A,PL03,UDSET0182,UDGRP0032,R002,000182,000182,A,1,ACCEPT,82,Y,INSPECTOR_182,20250814,140202,QA_MANAGER_082,20260212,190707,STAT02,000182,00001274
100,900000000183,I,000184,B,PL04,UDSET0183,UDGRP0033,A002,000183,000183,A,0,RETURN,83,N,INSPECTOR_183,20250813,150303,QA_MANAGER_083,20260212,200808,STAT03,000183,00001281
200,900000000184,L,000185,A,PL05,UDSET0184,UDGRP0034,A003,000184,000184,A,0,SCRAP,84,Y,INSPECTOR_184,20250812,160404,QA_MANAGER_084,20260212,210909,STAT04,000184,00001288
300,900000000185,P,000186,B,PL06,UDSET0185,UDGRP0035,A001,000185,000185,A,0,REWORK,85,N,INSPECTOR_185,20250811,170505,QA_MANAGER_085,20260212,221010,STAT05,000185,00001295
100,900000000186,S,000187,A,PL07,UDSET0186,UDGRP0036,R001,000186,000186,A,0,ACCEPT,86,Y,INSPECTOR_186,20250810,180606,QA_MANAGER_086,20260212,231111,STAT06,000186,00001302
200,900000000187,I,000188,B,PL08,UDSET0187,UDGRP0037,R002,000187,000187,A,0,RETURN,87,N,INSPECTOR_187,20250809,190707,QA_MANAGER_087,20260212,001212,STAT07,000187,00001309
300,900000000188,L,000189,A,PL09,UDSET0188,UDGRP0038,A002,000188,000188,A,0,SCRAP,88,Y,INSPECTOR_188,20250808,200808,QA_MANAGER_088,20260212,011313,STAT08,000188,00001316
100,900000000189,P,000190,B,PL10,UDSET0189,UDGRP0039,A003,000189,000189,A,1,REWORK,89,N,INSPECTOR_189,20250807,210909,QA_MANAGER_089,20260212,021414,STAT09,000189,00001323
200,900000000190,S,000191,A,PL11,UDSET0190,UDGRP0040,A001,000190,000190,A,0,ACCEPT,90,Y,INSPECTOR_190,20250806,221010,QA_MANAGER_090,20260212,031515,STAT10,000190,00001330
300,900000000191,I,000192,B,PL12,UDSET0191,UDGRP0041,R001,000191,000191,A,0,RETURN,91,N,INSPECTOR_191,20250805,231111,QA_MANAGER_091,20260212,041616,STAT11,000191,00001337
100,900000000192,L,000193,A,PL13,UDSET0192,UDGRP0042,R002,000192,000192,A,0,SCRAP,92,Y,INSPECTOR_192,20250804,001212,QA_MANAGER_092,20260212,051717,STAT12,000192,00001344
200,900000000193,P,000194,B,PL14,UDSET0193,UDGRP0043,A002,000193,000193,A,0,REWORK,93,N,INSPECTOR_193,20250803,011313,QA_MANAGER_093,20260212,061818,STAT13,000193,00001351
300,900000000194,S,000195,A,PL15,UDSET0194,UDGRP0044,A003,000194,000194,A,0,ACCEPT,94,Y,INSPECTOR_194,20250802,021414,QA_MANAGER_094,20260212,071919,STAT14,000194,00001358
100,900000000195,I,000196,B,PL16,UDSET0195,UDGRP0045,A001,000195,000195,A,0,RETURN,95,N,INSPECTOR_195,20250801,031515,QA_MANAGER_095,20260212,082020,STAT00,000195,00001365
200,900000000196,L,000197,A,PL17,UDSET0196,UDGRP0046,R001,000196,000196,A,1,SCRAP,96,Y,INSPECTOR_196,20250731,041616,QA_MANAGER_096,20260212,092121,STAT01,000196,00001372
300,900000000197,P,000198,B,PL18,UDSET0197,UDGRP0047,R002,000197,000197,A,0,REWORK,97,N,INSPECTOR_197,20250730,051717,QA_MANAGER_097,20260212,102222,STAT02,000197,00001379
100,900000000198,S,000199,A,PL19,UDSET0198,UDGRP0048,A002,000198,000198,A,0,ACCEPT,98,Y,INSPECTOR_198,20250729,061818,QA_MANAGER_098,20260212,112323,STAT03,000198,00001386
200,900000000199,I,000200,B,PL20,UDSET0199,UDGRP0049,A003,000199,000199,A,0,RETURN,99,N,INSPECTOR_199,20250728,071919,QA_MANAGER_099,20260212,122424,STAT04,000199,00001393
300,900000000200,L,000201,A,PL01,UDSET0200,UDGRP0050,A001,000200,000200,R,0,SCRAP,0,Y,INSPECTOR_000,20250727,082020,QA_MANAGER_000,20260212,132525,STAT05,000200,00001400
100,900000000201,P,000202,B,PL02,UDSET0201,UDGRP0051,R001,000201,000201,R,0,REWORK,1,N,INSPECTOR_001,20250726,092121,QA_MANAGER_001,20260212,142626,STAT06,000201,00001407
200,900000000202,S,000203,A,PL03,UDSET0202,UDGRP0052,R002,000202,000202,R,0,ACCEPT,2,Y,INSPECTOR_002,20250725,102222,QA_MANAGER_002,20260212,152727,STAT07,000202,00001414
300,900000000203,I,000204,B,PL04,UDSET0203,UDGRP0053,A002,000203,000203,R,1,RETURN,3,N,INSPECTOR_003,20250724,112323,QA_MANAGER_003,20260212,162828,STAT08,000203,00001421
100,900000000204,L,000205,A,PL05,UDSET0204,UDGRP0054,A003,000204,000204,R,0,SCRAP,4,Y,INSPECTOR_004,20250723,122424,QA_MANAGER_004,20260212,172929,STAT09,000204,00001428
200,900000000205,P,000206,B,PL06,UDSET0205,UDGRP0055,A001,000205,000205,R,0,REWORK,5,N,INSPECTOR_005,20250722,132525,QA_MANAGER_005,20260212,183030,STAT10,000205,00001435
300,900000000206,S,000207,A,PL07,UDSET0206,UDGRP0056,R001,000206,000206,R,0,ACCEPT,6,Y,INSPECTOR_006,20250721,142626,QA_MANAGER_006,20260212,193131,STAT11,000206,00001442
100,900000000207,I,000208,B,PL08,UDSET0207,UDGRP0057,R002,000207,000207,R,0,RETURN,7,N,INSPECTOR_007,20250720,152727,QA_MANAGER_007,20260212,203232,STAT12,000207,00001449
200,900000000208,L,000209,A,PL09,UDSET0208,UDGRP0058,A002,000208,000208,R,0,SCRAP,8,Y,INSPECTOR_008,20250719,162828,QA_MANAGER_008,20260212,213333,STAT13,000208,00001456
300,900000000209,P,000210,B,PL10,UDSET0209,UDGRP0059,A003,000209,000209,R,0,REWORK,9,N,INSPECTOR_009,20250718,172929,QA_MANAGER_009,20260212,223434,STAT14,000209,00001463
100,900000000210,S,000211,A,PL11,UDSET0210,UDGRP0060,A001,000210,000210,R,1,ACCEPT,10,Y,INSPECTOR_010,20250717,183030,QA_MANAGER_010,20260212,233535,STAT00,000210,00001470
200,900000000211,I,000212,B,PL12,UDSET0211,UDGRP0061,R001,000211,000211,R,0,RETURN,11,N,INSPECTOR_011,20250716,193131,QA_MANAGER_011,20260212,003636,STAT01,000211,00001477
300,900000000212,L,000213,A,PL13,UDSET0212,UDGRP0062,R002,000212,000212,R,0,SCRAP,12,Y,INSPECTOR_012,20250715,203232,QA_MANAGER_012,20260212,013737,STAT02,000212,00001484
100,900000000213,P,000214,B,PL14,UDSET0213,UDGRP0063,A002,000213,000213,R,0,REWORK,13,N,INSPECTOR_013,20250714,213333,QA_MANAGER_013,20260212,023838,STAT03,000213,00001491
200,900000000214,S,000215,A,PL15,UDSET0214,UDGRP0064,A003,000214,000214,R,0,ACCEPT,14,Y,INSPECTOR_014,20250713,223434,QA_MANAGER_014,20260212,033939,STAT04,000214,00001498
300,900000000215,I,000216,B,PL16,UDSET0215,UDGRP0065,A001,000215,000215,R,0,RETURN,15,N,INSPECTOR_015,20250712,233535,QA_MANAGER_015,20260212,044040,STAT05,000215,00001505
100,900000000216,L,000217,A,PL17,UDSET0216,UDGRP0066,R001,000216,000216,R,0,SCRAP,16,Y,INSPECTOR_016,20250711,003636,QA_MANAGER_016,20260212,054141,STAT06,000216,00001512
200,900000000217,P,000218,B,PL18,UDSET0217,UDGRP0067,R002,000217,000217,R,1,REWORK,17,N,INSPECTOR_017,20250710,013737,QA_MANAGER_017,20260212,064242,STAT07,000217,00001519
300,900000000218,S,000219,A,PL19,UDSET0218,UDGRP0068,A002,000218,000218,R,0,ACCEPT,18,Y,INSPECTOR_018,20250709,023838,QA_MANAGER_018,20260212,074343,STAT08,000218,00001526
100,900000000219,I,000220,B,PL20,UDSET0219,UDGRP0069,A003,000219,000219,R,0,RETURN,19,N,INSPECTOR_019,20250708,033939,QA_MANAGER_019,20260212,084444,STAT09,000219,00001533
200,900000000220,L,000221,A,PL01,UDSET0220,UDGRP0070,A001,000220,000220,R,0,SCRAP,20,Y,INSPECTOR_020,20250707,044040,QA_MANAGER_020,20260212,094545,STAT10,000220,00001540
300,900000000221,P,000222,B,PL02,UDSET0221,UDGRP0071,R001,000221,000221,R,0,REWORK,21,N,INSPECTOR_021,20250706,054141,QA_MANAGER_021,20260212,104646,STAT11,000221,00001547
100,900000000222,S,000223,A,PL03,UDSET0222,UDGRP0072,R002,000222,000222,R,0,ACCEPT,22,Y,INSPECTOR_022,20250705,064242,QA_MANAGER_022,20260212,114747,STAT12,000222,00001554
200,900000000223,I,000224,B,PL04,UDSET0223,UDGRP0073,A002,000223,000223,R,0,RETURN,23,N,INSPECTOR_023,20250704,074343,QA_MANAGER_023,20260212,124848,STAT13,000223,00001561
300,900000000224,L,000225,A,PL05,UDSET0224,UDGRP0074,A003,000224,000224,R,1,SCRAP,24,Y,INSPECTOR_024,20250703,084444,QA_MANAGER_024,20260212,134949,STAT14,000224,00001568
100,900000000225,P,000226,B,PL06,UDSET0225,UDGRP0075,A001,000225,000225,R,0,REWORK,25,N,INSPECTOR_025,20250702,094545,QA_MANAGER_025,20260212,145050,STAT00,000225,00001575
200,900000000226,S,000227,A,PL07,UDSET0226,UDGRP0076,R001,000226,000226,R,0,ACCEPT,26,Y,INSPECTOR_026,20250701,104646,QA_MANAGER_026,20260212,155151,STAT01,000226,00001582
300,900000000227,I,000228,B,PL08,UDSET0227,UDGRP0077,R002,000227,000227,R,0,RETURN,27,N,INSPECTOR_027,20250630,114747,QA_MANAGER_027,20260212,165252,STAT02,000227,00001589
100,900000000228,L,000229,A,PL09,UDSET0228,UDGRP0078,A002,000228,000228,R,0,SCRAP,28,Y,INSPECTOR_028,20250629,124848,QA_MANAGER_028,20260212,175353,STAT03,000228,00001596
200,900000000229,P,000230,B,PL10,UDSET0229,UDGRP0079,A003,000229,000229,R,0,REWORK,29,N,INSPECTOR_029,20250628,134949,QA_MANAGER_029,20260212,185454,STAT04,000229,00001603
300,900000000230,S,000231,A,PL11,UDSET0230,UDGRP0080,A001,000230,000230,R,0,ACCEPT,30,Y,INSPECTOR_030,20250627,145050,QA_MANAGER_030,20260212,195555,STAT05,000230,00001610
100,900000000231,I,000232,B,PL12,UDSET0231,UDGRP0081,R001,000231,000231,R,1,RETURN,31,N,INSPECTOR_031,20250626,155151,QA_MANAGER_031,20260212,205656,STAT06,000231,00001617
200,900000000232,L,000233,A,PL13,UDSET0232,UDGRP0082,R002,000232,000232,R,0,SCRAP,32,Y,INSPECTOR_032,20250625,165252,QA_MANAGER_032,20260212,215757,STAT07,000232,00001624
300,900000000233,P,000234,B,PL14,UDSET0233,UDGRP0083,A002,000233,000233,R,0,REWORK,33,N,INSPECTOR_033,20250624,175353,QA_MANAGER_033,20260212,225858,STAT08,000233,00001631
100,900000000234,S,000235,A,PL15,UDSET0234,UDGRP0084,A003,000234,000234,R,0,ACCEPT,34,Y,INSPECTOR_034,20250623,185454,QA_MANAGER_034,20260212,235959,STAT09,000234,00001638
200,900000000235,I,000236,B,PL16,UDSET0235,UDGRP0085,A001,000235,000235,R,0,RETURN,35,N,INSPECTOR_035,20250622,195555,QA_MANAGER_035,20260212,000000,STAT10,000235,00001645
300,900000000236,L,000237,A,PL17,UDSET0236,UDGRP0086,R001,000236,000236,R,0,SCRAP,36,Y,INSPECTOR_036,20250621,205656,QA_MANAGER_036,20260212,010101,STAT11,000236,00001652
100,900000000237,P,000238,B,PL18,UDSET0237,UDGRP0087,R002,000237,000237,R,0,REWORK,37,N,INSPECTOR_037,20250620,215757,QA_MANAGER_037,20260212,020202,STAT12,000237,00001659
200,900000000238,S,000239,A,PL19,UDSET0238,UDGRP0088,A002,000238,000238,R,1,ACCEPT,38,Y,INSPECTOR_038,20250619,225858,QA_MANAGER_038,20260212,030303,STAT13,000238,00001666
300,900000000239,I,000240,B,PL20,UDSET0239,UDGRP0089,A003,000239,000239,R,0,RETURN,39,N,INSPECTOR_039,20250618,235959,QA_MANAGER_039,20260212,040404,STAT14,000239,00001673
100,900000000240,L,000241,A,PL01,UDSET0240,UDGRP0090,A001,000240,000240,R,0,SCRAP,40,Y,INSPECTOR_040,20250617,000000,QA_MANAGER_040,20260212,050505,STAT00,000240,00001680
200,900000000241,P,000242,B,PL02,UDSET0241,UDGRP0091,R001,000241,000241,R,0,REWORK,41,N,INSPECTOR_041,20250616,010101,QA_MANAGER_041,20260212,060606,STAT01,000241,00001687
300,900000000242,S,000243,A,PL03,UDSET0242,UDGRP0092,R002,000242,000242,R,0,ACCEPT,42,Y,INSPECTOR_042,20250615,020202,QA_MANAGER_042,20260212,070707,STAT02,000242,00001694
100,900000000243,I,000244,B,PL04,UDSET0243,UDGRP0093,A002,000243,000243,R,0,RETURN,43,N,INSPECTOR_043,20250614,030303,QA_MANAGER_043,20260212,080808,STAT03,000243,00001701
200,900000000244,L,000245,A,PL05,UDSET0244,UDGRP0094,A003,000244,000244,R,0,SCRAP,44,Y,INSPECTOR_044,20250613,040404,QA_MANAGER_044,20260212,090909,STAT04,000244,00001708
300,900000000245,P,000246,B,PL06,UDSET0245,UDGRP0095,A001,000245,000245,R,1,REWORK,45,N,INSPECTOR_045,20250612,050505,QA_MANAGER_045,20260212,101010,STAT05,000245,00001715
100,900000000246,S,000247,A,PL07,UDSET0246,UDGRP0096,R001,000246,000246,R,0,ACCEPT,46,Y,INSPECTOR_046,20250611,060606,QA_MANAGER_046,20260212,111111,STAT06,000246,00001722
200,900000000247,I,000248,B,PL08,UDSET0247,UDGRP0097,R002,000247,000247,R,0,RETURN,47,N,INSPECTOR_047,20250610,070707,QA_MANAGER_047,20260212,121212,STAT07,000247,00001729
300,900000000248,L,000249,A,PL09,UDSET0248,UDGRP0098,A002,000248,000248,R,0,SCRAP,48,Y,INSPECTOR_048,20250609,080808,QA_MANAGER_048,20260212,131313,STAT08,000248,00001736
100,900000000249,P,000250,B,PL10,UDSET0249,UDGRP0099,A003,000249,000249,R,0,REWORK,49,N,INSPECTOR_049,20250608,090909,QA_MANAGER_049,20260212,141414,STAT09,000249,00001743
200,900000000250,S,000251,A,PL11,UDSET0250,UDGRP0100,A001,000250,000250,R,0,ACCEPT,50,Y,INSPECTOR_050,20250607,101010,QA_MANAGER_050,20260212,151515,STAT10,000250,00001750
300,900000000251,I,000252,B,PL12,UDSET0251,UDGRP0101,R001,000251,000251,R,0,RETURN,51,N,INSPECTOR_051,20250606,111111,QA_MANAGER_051,20260212,161616,STAT11,000251,00001757
100,900000000252,L,000253,A,PL13,UDSET0252,UDGRP0102,R002,000252,000252,R,1,SCRAP,52,Y,INSPECTOR_052,20250605,121212,QA_MANAGER_052,20260212,171717,STAT12,000252,00001764
200,900000000253,P,000254,B,PL14,UDSET0253,UDGRP0103,A002,000253,000253,R,0,REWORK,53,N,INSPECTOR_053,20250604,131313,QA_MANAGER_053,20260212,181818,STAT13,000253,00001771
300,900000000254,S,000255,A,PL15,UDSET0254,UDGRP0104,A003,000254,000254,R,0,ACCEPT,54,Y,INSPECTOR_054,20250603,141414,QA_MANAGER_054,20260212,191919,STAT14,000254,00001778
100,900000000255,I,000256,B,PL16,UDSET0255,UDGRP0105,A001,000255,000255,R,0,RETURN,55,N,INSPECTOR_055,20250602,151515,QA_MANAGER_055,20260212,202020,STAT00,000255,00001785
200,900000000256,L,000257,A,PL17,UDSET0256,UDGRP0106,R001,000256,000256,R,0,SCRAP,56,Y,INSPECTOR_056,20250601,161616,QA_MANAGER_056,20260212,212121,STAT01,000256,00001792
300,900000000257,P,000258,B,PL18,UDSET0257,UDGRP0107,R002,000257,000257,R,0,REWORK,57,N,INSPECTOR_057,20250531,171717,QA_MANAGER_057,20260212,222222,STAT02,000257,00001799
100,900000000258,S,000259,A,PL19,UDSET0258,UDGRP0108,A002,000258,000258,R,0,ACCEPT,58,Y,INSPECTOR_058,20250530,181818,QA_MANAGER_058,20260212,232323,STAT03,000258,00001806
200,900000000259,I,000260,B,PL20,UDSET0259,UDGRP0109,A003,000259,000259,R,1,RETURN,59,N,INSPECTOR_059,20250529,191919,QA_MANAGER_059,20260212,002424,STAT04,000259,00001813
300,900000000260,L,000261,A,PL01,UDSET0260,UDGRP0110,A001,000260,000260,R,0,SCRAP,60,Y,INSPECTOR_060,20250528,202020,QA_MANAGER_060,20260212,012525,STAT05,000260,00001820
