MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,BEWTP,BWART,BUDAT,MENGE,BPMNG,DMBTR,WRBTR,WAERS,AREWR,WESBS,BPWES,SHKZG,BWTAR,ELIKZ,XBLNR,LFGJA,LFBNR,CPUDT,CPUTM,REEWR,EVERE,REFWR,MATNR,WERKS,XWSBR,ETENS,KNUMV,MWSKZ,LSMNG,LSMEH,EMATN,AREWW,HSWAE,BAMNG,CHARG,BLDAT,XWOFF,XUNPL,ERNAM
300,4501295899,00019,04,3,2023,5287269680,1053,R,101,20240124,126.135,126.135,17061.02,17061.02,EUR,16726.98,6.307,6.307,H,VAL4,X,REF54197,2023,6122009203,20240124,095308,16207.97,OK,16549.19,MAT721764,PL01,X,5317,8491497718,B1,126.135,KG,MAT721764,16719.8,EUR,126.135,B3490,20240124,X,N,USER17
100,4566417737,00041,03,1,2026,5253489288,9954,R,102,20240625,35.547,35.547,12356.14,12356.14,USD,12434.52,1.777,1.777,S,VAL2,X,REF83892,2026,6978059290,20240625,145324,11738.33,OK,11985.46,MAT893778,PL01,X,1446,8758794719,C2,35.547,KG,MAT893778,12109.02,USD,35.547,B5411,20240625,X,N,USER47
300,4504320483,00006,05,3,2022,5926650087,8899,Q,122,20240910,246.098,246.098,82201.65,82201.65,USD,82174.38,12.305,12.305,S,VAL3,X,REF23811,2022,6535038502,20240910,134347,78091.57,OK,79735.6,MAT688453,PL04,X,5902,9663893360,C2,246.098,KG,MAT688453,80557.62,USD,246.098,B6303,20240910,X,N,USER21
100,4581561503,00028,04,2,2023,5761609457,1297,Q,102,20240217,81.268,81.268,10700.56,10700.56,INR,10583.23,4.063,4.063,H,VAL3,X,REF51181,2023,6948986588,20240217,061121,10165.53,OK,10379.54,MAT826550,PL02,X,3170,5472659664,A0,81.268,KG,MAT826550,10486.55,INR,81.268,B4775,20240217,X,N,USER51
100,4570919817,00007,01,3,2022,5624257649,0963,Q,122,20240520,20.925,20.925,9910.5,9910.5,INR,9868.07,1.046,1.046,H,VAL3,X,REF14421,2022,6747779600,20240520,053820,9414.98,OK,9613.18,MAT103201,PL03,X,6882,5937246562,B1,20.925,EA,MAT103201,9712.29,INR,20.925,B6573,20240520,X,N,USER72
300,4522860747,00041,01,3,2024,5254411857,1260,Q,102,20231012,4.479,4.479,1026.45,1026.45,EUR,1007.31,0.224,0.224,S,VAL3,X,REF74512,2024,6182364011,20231012,010641,975.13,OK,995.66,MAT491330,PL03,X,5790,4474928276,A0,4.479,EA,MAT491330,1005.92,EUR,4.479,B5953,20231012,X,N,USER44
300,4593208170,00027,01,3,2024,5256126008,4207,Q,105,20260104,221.712,221.712,52918.22,52918.22,EUR,53417.83,11.086,11.086,H,VAL5,X,REF23419,2024,6278076497,20260104,153626,50272.31,OK,51330.67,MAT875561,PL01,X,1241,5186755374,A0,221.712,EA,MAT875561,51859.86,EUR,221.712,B8188,20260104,X,N,USER60
100,4542682535,00043,04,3,2023,5590126256,8778,E,105,20240929,98.399,98.399,26252.85,26252.85,INR,26574.53,4.92,4.92,S,VAL2,X,REF48940,2023,6191011546,20240929,080130,24940.21,OK,25465.26,MAT823242,PL03,X,7783,3347410263,B1,98.399,EA,MAT823242,25727.79,INR,98.399,B8361,20240929,X,N,USER1
200,4546087119,00005,05,3,2022,5266747180,9732,E,101,20230901,317.036,317.036,109573.98,109573.98,USD,110380.58,15.852,15.852,S,VAL2,X,REF87975,2022,6539243915,20230901,080345,104095.28,OK,106286.76,MAT673687,PL01,X,2908,1986089361,A0,317.036,LTR,MAT673687,107382.5,USD,317.036,B4163,20230901,X,N,USER44
300,4585878548,00002,03,3,2026,5707342762,9844,Q,101,20240929,488.18,488.18,93252.14,93252.14,USD,93860.94,24.409,24.409,S,VAL1,X,REF15456,2026,6731072830,20240929,184521,88589.53,OK,90454.58,MAT564427,PL04,X,2336,9926130754,C2,488.18,LTR,MAT564427,91387.1,USD,488.18,B3251,20240929,X,N,USER55
200,4519055336,00029,04,3,2022,5575191816,3630,Q,101,20230613,8.442,8.442,2399.3,2399.3,EUR,2355.93,0.422,0.422,H,VAL3,X,REF77993,2022,6835342469,20230613,084759,2279.34,OK,2327.32,MAT965267,PL04,X,0857,8484571864,A0,8.442,KG,MAT965267,2351.31,EUR,8.442,B5821,20230613,X,N,USER15
200,4503714933,00050,02,1,2025,5601563571,9940,Q,102,20250507,167.204,167.204,78161.18,78161.18,INR,77374.06,8.36,8.36,S,VAL1,X,REF67386,2025,6294439447,20250507,174906,74253.12,OK,75816.34,MAT513001,PL03,X,4216,4949460953,A0,167.204,EA,MAT513001,76597.96,INR,167.204,B1872,20250507,X,N,USER13
200,4526653838,00048,05,2,2022,5339615355,4936,E,122,20240528,147.942,147.942,35818.24,35818.24,EUR,35855.88,7.397,7.397,H,VAL2,X,REF79807,2022,6861892339,20240528,222124,34027.33,OK,34743.69,MAT935600,PL04,X,5265,6123251048,B1,147.942,LTR,MAT935600,35101.88,EUR,147.942,B8892,20240528,X,N,USER20
300,4509174046,00026,02,1,2023,5778998895,0061,R,105,20230926,316.866,316.866,30257.53,30257.53,EUR,29743.64,15.843,15.843,S,VAL2,X,REF70292,2023,6673576609,20230926,174926,28744.65,OK,29349.8,MAT588229,PL02,X,1762,8418123078,C2,316.866,EA,MAT588229,29652.38,EUR,316.866,B3369,20230926,X,N,USER71
300,4533357189,00035,02,1,2025,5881603330,2657,E,105,20260116,460.563,460.563,32488.11,32488.11,EUR,32761.27,23.028,23.028,S,VAL2,X,REF78707,2025,6768063630,20260116,002311,30863.7,OK,31513.47,MAT493509,PL02,X,9571,8181227550,B1,460.563,EA,MAT493509,31838.35,EUR,460.563,B2509,20260116,X,N,USER26
200,4570545652,00019,03,1,2025,5490226101,2081,E,105,20250527,348.851,348.851,118225.6,118225.6,EUR,119443.95,17.443,17.443,H,VAL4,X,REF20852,2025,6689481304,20250527,033153,112314.32,OK,114678.83,MAT216726,PL01,X,6538,4761107736,B1,348.851,KG,MAT216726,115861.09,EUR,348.851,B2226,20250527,X,N,USER4
100,4537822070,00037,04,1,2024,5779912983,1162,R,102,20250805,190.936,190.936,66365.53,66365.53,USD,67546.74,9.547,9.547,S,VAL4,X,REF72666,2024,6584845474,20250805,181235,63047.25,OK,64374.56,MAT783330,PL02,X,8013,1281144007,A0,190.936,KG,MAT783330,65038.22,USD,190.936,B5593,20250805,X,N,USER61
200,4515280519,00038,05,2,2024,5933724583,2905,Q,102,20251104,51.024,51.024,3523.21,3523.21,INR,3557.33,2.551,2.551,H,VAL1,X,REF30100,2024,6219574932,20251104,231954,3347.05,OK,3417.51,MAT270817,PL02,X,2223,3462985871,C2,51.024,EA,MAT270817,3452.75,INR,51.024,B7343,20251104,X,N,USER74
100,4560167605,00026,04,1,2023,5515305330,3562,Q,101,20251017,182.227,182.227,21524.65,21524.65,USD,21564.66,9.111,9.111,S,VAL4,X,REF43325,2023,6406615102,20251017,224042,20448.42,OK,20878.91,MAT758217,PL04,X,5867,5306064066,A0,182.227,EA,MAT758217,21094.16,USD,182.227,B1151,20251017,X,N,USER24
200,4562027023,00018,05,3,2024,5789914900,5045,E,101,20241223,38.291,38.291,19124.82,19124.82,INR,19349.02,1.915,1.915,S,VAL5,X,REF71409,2024,6797961139,20241223,200946,18168.58,OK,18551.08,MAT228188,PL03,X,6390,6413295366,C2,38.291,LTR,MAT228188,18742.32,INR,38.291,B5033,20241223,X,N,USER41
100,4522059530,00021,01,2,2023,5131565818,3210,Q,105,20231231,494.455,494.455,138590.79,138590.79,EUR,141219.6,24.723,24.723,H,VAL2,X,REF13942,2023,6907200479,20231231,090223,131661.25,OK,134433.07,MAT249465,PL01,X,7659,8957246534,A0,494.455,LTR,MAT249465,135818.97,EUR,494.455,B8612,20231231,X,N,USER16
100,4542696808,00038,01,1,2026,5807426758,3123,Q,101,20230608,52.257,52.257,14416.14,14416.14,INR,14261.53,2.613,2.613,H,VAL2,X,REF38714,2026,6868675676,20230608,003907,13695.33,OK,13983.66,MAT465271,PL02,X,8333,6848264335,B1,52.257,EA,MAT465271,14127.82,INR,52.257,B6429,20230608,X,N,USER41
200,4578057631,00035,05,1,2024,5212605190,4652,E,105,20231014,80.021,80.021,15876.97,15876.97,USD,15829.52,4.001,4.001,S,VAL3,X,REF74657,2024,6053461545,20231014,135516,15083.12,OK,15400.66,MAT537422,PL04,X,2191,1485625539,B1,80.021,KG,MAT537422,15559.43,USD,80.021,B1879,20231014,X,N,USER8
100,4502371550,00013,05,1,2022,5391971671,5263,E,122,20240622,428.683,428.683,147145.44,147145.44,INR,149441.22,21.434,21.434,S,VAL1,X,REF40589,2022,6429601442,20240622,062156,139788.17,OK,142731.08,MAT530620,PL01,X,5398,1810181529,C2,428.683,EA,MAT530620,144202.53,INR,428.683,B7496,20240622,X,N,USER61
200,4584114321,00011,02,2,2022,5480750157,1005,R,105,20230611,144.258,144.258,10487.56,10487.56,EUR,10513.59,7.213,7.213,S,VAL2,X,REF95780,2022,6720946729,20230611,091809,9963.18,OK,10172.93,MAT264799,PL02,X,6279,5917734787,C2,144.258,LTR,MAT264799,10277.81,EUR,144.258,B8037,20230611,X,N,USER69
300,4585662788,00035,03,2,2025,5758373787,8942,Q,105,20240811,329.197,329.197,36860.19,36860.19,EUR,36896.64,16.46,16.46,H,VAL1,X,REF50210,2025,6298508193,20240811,195501,35017.18,OK,35754.38,MAT273501,PL02,X,9113,6577565391,B1,329.197,LTR,MAT273501,36122.99,EUR,329.197,B2007,20240811,X,N,USER98
300,4533914835,00021,04,1,2024,5570527977,9566,R,102,20230808,45.082,45.082,14892.39,14892.39,USD,14851.2,2.254,2.254,H,VAL4,X,REF26024,2024,6224224593,20230808,030936,14147.77,OK,14445.62,MAT622920,PL01,X,2229,1442554161,A0,45.082,KG,MAT622920,14594.54,USD,45.082,B9414,20230808,X,N,USER72
200,4562472004,00046,05,3,2022,5913487124,3912,R,122,20251013,328.007,328.007,78761.04,78761.04,EUR,79476.48,16.4,16.4,S,VAL5,X,REF12295,2022,6886158282,20251013,103820,74822.99,OK,76398.21,MAT272585,PL03,X,2833,4227599131,B1,328.007,LTR,MAT272585,77185.82,EUR,328.007,B9422,20251013,X,N,USER69
100,4550442576,00006,04,2,2022,5344238013,5997,Q,122,20231105,404.822,404.822,145124.64,145124.64,USD,146736.16,20.241,20.241,S,VAL5,X,REF34230,2022,6415610862,20231105,052630,137868.41,OK,140770.9,MAT594738,PL02,X,7856,5954020748,A0,404.822,KG,MAT594738,142222.15,USD,404.822,B1197,20231105,X,N,USER33
200,4541877696,00001,05,3,2024,5080441240,7377,Q,122,20230623,445.903,445.903,106107.08,106107.08,INR,108083.41,22.295,22.295,S,VAL5,X,REF47923,2024,6700944761,20230623,213354,100801.73,OK,102923.87,MAT436229,PL03,X,5956,2432034557,C2,445.903,KG,MAT436229,103984.94,INR,445.903,B1018,20230623,X,N,USER5
100,4591351668,00042,04,3,2023,5056874634,5123,R,105,20250726,23.736,23.736,2656.06,2656.06,INR,2683.04,1.187,1.187,H,VAL4,X,REF87109,2023,6627508581,20250726,193306,2523.26,OK,2576.38,MAT310671,PL01,X,9400,2128801371,A0,23.736,LTR,MAT310671,2602.94,INR,23.736,B9246,20250726,X,N,USER80
300,4506705973,00027,05,2,2022,5538738891,1580,Q,101,20251004,59.512,59.512,22895.46,22895.46,EUR,23014.96,2.976,2.976,H,VAL3,X,REF30079,2022,6458529107,20251004,060517,21750.69,OK,22208.6,MAT614353,PL04,X,2491,1701143598,A0,59.512,EA,MAT614353,22437.55,EUR,59.512,B4164,20251004,X,N,USER6
200,4596303007,00033,02,2,2022,5832569071,3070,R,105,20231022,215.589,215.589,107762.16,107762.16,USD,109603.85,10.779,10.779,H,VAL3,X,REF87743,2022,6255237857,20231022,052017,102374.05,OK,104529.3,MAT549806,PL03,X,8782,8228897301,A0,215.589,EA,MAT549806,105606.92,USD,215.589,B1191,20231022,X,N,USER57
100,4535105750,00029,02,2,2025,5099159560,9628,E,102,20240427,367.784,367.784,107999.77,107999.77,EUR,106352.93,18.389,18.389,S,VAL3,X,REF14714,2025,6173120325,20240427,012746,102599.78,OK,104759.78,MAT959915,PL04,X,3133,2900101149,B1,367.784,EA,MAT959915,105839.77,EUR,367.784,B4472,20240427,X,N,USER49
100,4530874762,00026,05,2,2022,5324238205,3963,E,101,20240929,5.243,5.243,1605.09,1605.09,INR,1577.52,0.262,0.262,S,VAL1,X,REF25707,2022,6973688900,20240929,005317,1524.84,OK,1556.94,MAT213152,PL04,X,2726,1826062087,A0,5.243,LTR,MAT213152,1572.99,INR,5.243,B6798,20240929,X,N,USER46
300,4524537289,00044,01,2,2024,5861031303,3785,Q,105,20241108,28.914,28.914,12379.53,12379.53,INR,12247.48,1.446,1.446,S,VAL1,X,REF39799,2024,6247434272,20241108,230229,11760.55,OK,12008.14,MAT397703,PL03,X,0807,9044325350,C2,28.914,KG,MAT397703,12131.94,INR,28.914,B2752,20241108,X,N,USER8
100,4548851380,00047,05,1,2024,5147984146,9417,Q,102,20240315,251.691,251.691,19823.18,19823.18,INR,20014.36,12.585,12.585,H,VAL3,X,REF45536,2024,6657506198,20240315,211618,18832.02,OK,19228.48,MAT994337,PL04,X,3188,4441419536,B1,251.691,KG,MAT994337,19426.72,INR,251.691,B1440,20240315,X,N,USER41
200,4521658925,00049,03,2,2025,5176552457,5722,R,101,20231015,145.476,145.476,30288.1,30288.1,EUR,30812.85,7.274,7.274,H,VAL4,X,REF73056,2025,6204818823,20231015,021914,28773.69,OK,29379.46,MAT376032,PL02,X,3862,5402020285,A0,145.476,KG,MAT376032,29682.34,EUR,145.476,B1737,20231015,X,N,USER84
200,4596176386,00016,05,3,2022,5015202600,6214,E,122,20230530,69.448,69.448,10849.17,10849.17,INR,11003.92,3.472,3.472,S,VAL4,X,REF11683,2022,6739790851,20230530,144439,10306.71,OK,10523.69,MAT969826,PL03,X,5716,6676627934,C2,69.448,KG,MAT969826,10632.19,INR,69.448,B1938,20230530,X,N,USER19
100,4546403534,00036,03,2,2022,5105584760,7580,E,122,20250515,178.376,178.376,30641.43,30641.43,EUR,30495.65,8.919,8.919,S,VAL1,X,REF23142,2022,6326101596,20250515,090547,29109.36,OK,29722.19,MAT669726,PL02,X,3052,1355551870,B1,178.376,LTR,MAT669726,30028.6,EUR,178.376,B9819,20250515,X,N,USER91
100,4516456014,00018,02,1,2023,5709459062,7760,E,122,20240611,262.889,262.889,103496.77,103496.77,USD,104720.86,13.144,13.144,H,VAL1,X,REF53997,2023,6440613156,20240611,210729,98321.93,OK,100391.87,MAT688357,PL04,X,2008,7280888667,A0,262.889,LTR,MAT688357,101426.83,USD,262.889,B8638,20240611,X,N,USER51
300,4549081073,00040,03,2,2026,5769254055,1044,E,102,20240422,402.642,402.642,114257.72,114257.72,EUR,114856.78,20.132,20.132,S,VAL2,X,REF11932,2026,6562466338,20240422,103128,108544.83,OK,110829.99,MAT189744,PL01,X,5955,1581154423,B1,402.642,KG,MAT189744,111972.57,EUR,402.642,B9627,20240422,X,N,USER37
100,4517570741,00016,01,3,2025,5427344638,1329,Q,105,20250114,223.132,223.132,63617.16,63617.16,EUR,64320.15,11.157,11.157,H,VAL5,X,REF85832,2025,6685222653,20250114,043908,60436.3,OK,61708.65,MAT580322,PL02,X,3122,9163094514,B1,223.132,KG,MAT580322,62344.82,EUR,223.132,B6971,20250114,X,N,USER98
300,4546276005,00044,03,3,2025,5170686063,5831,E,122,20240411,176.574,176.574,88015.08,88015.08,EUR,86676.63,8.829,8.829,H,VAL2,X,REF31421,2025,6898874662,20240411,072214,83614.33,OK,85374.63,MAT701907,PL03,X,0793,6204339173,B1,176.574,KG,MAT701907,86254.78,EUR,176.574,B3338,20240411,X,N,USER77
200,4588158789,00028,05,2,2024,5786641472,6119,R,105,20250218,12.447,12.447,2304.06,2304.06,USD,2259.08,0.622,0.622,H,VAL2,X,REF24774,2024,6959544404,20250218,134716,2188.86,OK,2234.94,MAT643407,PL04,X,7191,7632926749,B1,12.447,EA,MAT643407,2257.98,USD,12.447,B3609,20250218,X,N,USER30
100,4584089401,00048,04,2,2024,5324132225,7318,E,122,20250309,252.033,252.033,87788.13,87788.13,EUR,86757.21,12.602,12.602,S,VAL5,X,REF13495,2024,6933582874,20250309,214126,83398.72,OK,85154.49,MAT353322,PL02,X,7237,2323552765,B1,252.033,KG,MAT353322,86032.37,EUR,252.033,B8919,20250309,X,N,USER40
100,4582625353,00038,02,2,2024,5845216839,8909,E,105,20250114,295.708,295.708,98793.09,98793.09,INR,99164.08,14.785,14.785,S,VAL2,X,REF73143,2024,6657934384,20250114,224923,93853.44,OK,95829.3,MAT524789,PL02,X,8243,7506219672,C2,295.708,KG,MAT524789,96817.23,INR,295.708,B4981,20250114,X,N,USER47
200,4578599950,00004,01,1,2026,5787328890,4855,Q,102,20240628,60.532,60.532,10711.74,10711.74,USD,10887.47,3.027,3.027,S,VAL5,X,REF74061,2026,6559818228,20240628,082555,10176.15,OK,10390.39,MAT497024,PL03,X,1034,2497419456,B1,60.532,EA,MAT497024,10497.51,USD,60.532,B9133,20240628,X,N,USER13
200,4557243188,00017,02,1,2023,5872614102,0071,E,122,20240305,253.098,253.098,55172.83,55172.83,INR,55092.14,12.655,12.655,S,VAL2,X,REF59353,2023,6257666542,20240305,115237,52414.19,OK,53517.65,MAT926952,PL02,X,3778,8776959897,A0,253.098,KG,MAT926952,54069.37,INR,253.098,B3856,20240305,X,N,USER68
300,4507703495,00023,01,2,2025,5820435040,4592,E,101,20241226,290.362,290.362,39541.5,39541.5,USD,39390.23,14.518,14.518,S,VAL1,X,REF47380,2025,6737629881,20241226,192846,37564.42,OK,38355.25,MAT453323,PL02,X,6012,3411237593,B1,290.362,KG,MAT453323,38750.67,USD,290.362,B2872,20241226,X,N,USER61
300,4555050549,00040,04,1,2025,5678488149,8699,R,122,20250929,261.653,261.653,49763.78,49763.78,EUR,49861.5,13.083,13.083,S,VAL5,X,REF92602,2025,6142036452,20250929,213357,47275.59,OK,48270.87,MAT783262,PL01,X,2563,1547939247,A0,261.653,KG,MAT783262,48768.5,EUR,261.653,B7274,20250929,X,N,USER41
100,4584404980,00040,02,3,2025,5098001999,9019,Q,122,20260208,308.391,308.391,24288.88,24288.88,USD,24097.35,15.42,15.42,S,VAL4,X,REF94455,2025,6940790361,20260208,055803,23074.44,OK,23560.21,MAT340898,PL03,X,3096,1116510692,B1,308.391,LTR,MAT340898,23803.1,USD,308.391,B7717,20260208,X,N,USER44
200,4522191695,00025,01,1,2026,5976327411,5300,E,122,20260210,43.189,43.189,11351.36,11351.36,USD,11141.58,2.159,2.159,S,VAL3,X,REF33662,2026,6622026107,20260210,000706,10783.79,OK,11010.82,MAT419228,PL04,X,2275,4368614589,A0,43.189,KG,MAT419228,11124.33,USD,43.189,B6991,20260210,X,N,USER56
300,4598316700,00012,05,3,2022,5554205965,0734,E,122,20250103,350.014,350.014,24038.96,24038.96,EUR,23683.27,17.501,17.501,S,VAL3,X,REF15817,2022,6409756530,20250103,142639,22837.01,OK,23317.79,MAT477241,PL01,X,0549,7820123840,A0,350.014,EA,MAT477241,23558.18,EUR,350.014,B3046,20250103,X,N,USER25
200,4553022242,00042,03,1,2023,5614581909,4679,Q,122,20251207,444.349,444.349,199379.4,199379.4,EUR,198078.31,22.217,22.217,S,VAL4,X,REF47353,2023,6714261584,20251207,163426,189410.43,OK,193398.02,MAT202070,PL01,X,1127,3421817502,B1,444.349,KG,MAT202070,195391.81,EUR,444.349,B7867,20251207,X,N,USER92
300,4505308334,00035,01,1,2026,5714914521,2958,Q,101,20250323,299.853,299.853,17028.65,17028.65,INR,16744.39,14.993,14.993,S,VAL5,X,REF14439,2026,6836567047,20250323,163806,16177.22,OK,16517.79,MAT636123,PL03,X,2264,9955117068,C2,299.853,KG,MAT636123,16688.08,INR,299.853,B6769,20250323,X,N,USER5
300,4599508850,00029,04,1,2024,5277793031,1302,E,102,20250727,405.957,405.957,126877.8,126877.8,EUR,127216.06,20.298,20.298,H,VAL3,X,REF13980,2024,6623864659,20250727,001716,120533.91,OK,123071.47,MAT363886,PL03,X,7649,7024031579,B1,405.957,KG,MAT363886,124340.24,EUR,405.957,B9088,20250727,X,N,USER91
300,4588821087,00028,01,1,2025,5614213347,4531,E,105,20240103,173.693,173.693,15151.24,15151.24,EUR,15267.43,8.685,8.685,S,VAL2,X,REF15274,2025,6608970480,20240103,190155,14393.68,OK,14696.7,MAT750087,PL03,X,4370,1191276337,C2,173.693,LTR,MAT750087,14848.22,EUR,173.693,B8043,20240103,X,N,USER46
100,4586895722,00011,01,3,2022,5072537357,6495,Q,102,20251106,450.287,450.287,186981.68,186981.68,INR,185834.55,22.514,22.514,H,VAL1,X,REF40994,2022,6555414657,20251106,103746,177632.6,OK,181372.23,MAT995788,PL04,X,8956,8993551987,B1,450.287,EA,MAT995788,183242.05,INR,450.287,B8428,20251106,X,N,USER70
100,4590321475,00022,01,1,2025,5708258270,6702,E,102,20250627,48.089,48.089,14713.31,14713.31,USD,14852.12,2.404,2.404,H,VAL5,X,REF94663,2025,6709010938,20250627,210357,13977.64,OK,14271.91,MAT457185,PL03,X,9314,1649229056,C2,48.089,EA,MAT457185,14419.04,USD,48.089,B5371,20250627,X,N,USER60
200,4505985513,00024,05,2,2025,5060400425,2137,E,122,20240809,49.595,49.595,10835.02,10835.02,EUR,10779.02,2.48,2.48,H,VAL2,X,REF55850,2025,6180638145,20240809,053531,10293.27,OK,10509.97,MAT629088,PL03,X,4541,3489995633,A0,49.595,EA,MAT629088,10618.32,EUR,49.595,B2855,20240809,X,N,USER44
200,4543875340,00006,05,3,2023,5002324716,7624,Q,122,20250410,193.029,193.029,37893.52,37893.52,EUR,38601.14,9.651,9.651,S,VAL2,X,REF67245,2023,6839972257,20250410,180930,35998.84,OK,36756.71,MAT296153,PL03,X,8358,8611292332,A0,193.029,EA,MAT296153,37135.65,EUR,193.029,B2753,20250410,X,N,USER68
100,4514505447,00039,05,1,2023,5054004426,0974,Q,101,20250110,423.594,423.594,80770.9,80770.9,USD,80658.51,21.18,21.18,S,VAL3,X,REF41498,2023,6052711292,20250110,025339,76732.35,OK,78347.77,MAT262829,PL04,X,4303,2230235269,C2,423.594,EA,MAT262829,79155.48,USD,423.594,B7395,20250110,X,N,USER62
300,4521056408,00017,05,1,2025,5734405731,1899,R,102,20230930,486.394,486.394,210268.13,210268.13,EUR,208485.37,24.32,24.32,H,VAL5,X,REF68531,2025,6217545236,20230930,153521,199754.72,OK,203960.09,MAT541010,PL04,X,1300,8513738477,C2,486.394,KG,MAT541010,206062.77,EUR,486.394,B8412,20230930,X,N,USER3
100,4594490258,00038,05,2,2023,5547615267,9203,Q,105,20230921,139.93,139.93,44007.99,44007.99,EUR,44395.75,6.997,6.997,S,VAL4,X,REF17541,2023,6718526905,20230921,002208,41807.59,OK,42687.75,MAT248654,PL03,X,7999,7093564596,C2,139.93,EA,MAT248654,43127.83,EUR,139.93,B9637,20230921,X,N,USER31
100,4505149482,00035,04,3,2024,5787048597,2723,Q,105,20250825,200.374,200.374,99892.45,99892.45,USD,101361.06,10.019,10.019,S,VAL5,X,REF65752,2024,6547577451,20250825,010627,94897.83,OK,96895.68,MAT930440,PL01,X,3457,8721137603,B1,200.374,LTR,MAT930440,97894.6,USD,200.374,B8641,20250825,X,N,USER11
100,4570555810,00043,02,3,2024,5212616462,1865,R,105,20250830,343.92,343.92,96744.7,96744.7,USD,98068.97,17.196,17.196,H,VAL1,X,REF13312,2024,6764506659,20250830,071432,91907.46,OK,93842.36,MAT777915,PL04,X,2880,1888518480,C2,343.92,LTR,MAT777915,94809.81,USD,343.92,B4480,20250830,X,N,USER7
200,4541847437,00019,05,2,2024,5826900738,2260,E,101,20251004,177.054,177.054,74045.75,74045.75,USD,75509.13,8.853,8.853,S,VAL5,X,REF57064,2024,6659720441,20251004,042633,70343.46,OK,71824.38,MAT190064,PL01,X,9362,3438927133,A0,177.054,EA,MAT190064,72564.83,USD,177.054,B2394,20251004,X,N,USER35
300,4569928827,00036,01,3,2023,5884636291,8575,Q,101,20251205,118.994,118.994,33230.26,33230.26,USD,33408.98,5.95,5.95,S,VAL3,X,REF92694,2023,6976437374,20251205,164528,31568.75,OK,32233.35,MAT159117,PL04,X,8801,2388164180,A0,118.994,EA,MAT159117,32565.65,USD,118.994,B5797,20251205,X,N,USER34
100,4527228414,00026,03,3,2025,5397840134,6064,R,122,20231117,66.105,66.105,32670.41,32670.41,USD,33086.12,3.305,3.305,S,VAL1,X,REF68790,2025,6342993756,20231117,130450,31036.89,OK,31690.3,MAT196093,PL04,X,0093,8027851839,B1,66.105,EA,MAT196093,32017.0,USD,66.105,B4852,20231117,X,N,USER37
100,4521159016,00019,02,1,2025,5756389194,9928,R,105,20230708,469.458,469.458,203233.06,203233.06,EUR,207123.4,23.473,23.473,H,VAL2,X,REF50721,2025,6551324028,20230708,105725,193071.41,OK,197136.07,MAT361235,PL01,X,5202,5910935386,B1,469.458,EA,MAT361235,199168.4,EUR,469.458,B5209,20230708,X,N,USER58
300,4541668701,00032,02,3,2024,5650098433,8646,R,102,20230714,133.81,133.81,50374.11,50374.11,USD,50264.08,6.691,6.691,H,VAL5,X,REF36000,2024,6884130813,20230714,013028,47855.4,OK,48862.89,MAT556752,PL03,X,1063,9894181019,C2,133.81,EA,MAT556752,49366.63,USD,133.81,B1933,20230714,X,N,USER63
300,4582508910,00022,03,2,2022,5831325946,3877,R,105,20241117,341.212,341.212,132745.12,132745.12,USD,131684.8,17.061,17.061,H,VAL1,X,REF41816,2022,6957047259,20241117,231257,126107.86,OK,128762.77,MAT181133,PL02,X,1932,1680585206,B1,341.212,KG,MAT181133,130090.22,USD,341.212,B3119,20241117,X,N,USER80
200,4595838876,00011,02,1,2022,5849503811,0096,R,101,20251214,469.658,469.658,87379.87,87379.87,USD,88344.38,23.483,23.483,S,VAL1,X,REF48570,2022,6773244053,20251214,121949,83010.88,OK,84758.47,MAT943113,PL03,X,4711,9516069222,B1,469.658,KG,MAT943113,85632.27,USD,469.658,B3431,20251214,X,N,USER90
300,4516027363,00036,01,3,2025,5376026300,8287,E,101,20230808,150.613,150.613,33788.52,33788.52,EUR,33390.69,7.531,7.531,S,VAL4,X,REF51377,2025,6772348032,20230808,112830,32099.09,OK,32774.86,MAT472700,PL01,X,0849,1926396539,C2,150.613,KG,MAT472700,33112.75,EUR,150.613,B6341,20230808,X,N,USER9
