AUSME,AUSSS,BESKZ,BSTMA,BSTMI,BWTTY,DISGR,DISMM,DISPO,DISPR,EISBE,EISLO,EKGRP,HERKL,KAUTB,KORDB,KZKRI,LAGPR,LFGJA,LFMON,LGPRO,LOSFX,LVORM,MAABC,MABST,MANDT,MATNR,MINBE,MMSTA,MMSTD,MTVER,PERKZ,PLIFZ,PRCTR,PSTAT,SERNP,STAWN,TARGET_STOCK,TRAME,VINT1,VINT2,VRMOD,WEBAZ,WERKS,XCHAR,XMCNG
M,4.15,F,1121.344,381.026,"",G16,ND,856,4879,110.315,73.266,004,US,X,"","",2,2026,07,S048,192.65,"",B,1121.344,100,895367062553247087,381.026,01,20220904,M006,W,45,2843932222,K,S919,84229301401505046,114.494,70.189,016,020,1,6,P048,X,""
M,1.05,X,673.519,322.343,X,G19,PD,857,4651,113.5,129.182,018,US,"",X,"",3,2025,02,S029,90.93,"",B,673.519,100,647614815655674045,322.343,01,20221208,M005,D,16,4664313929,K,S213,85645022335355503,354.424,98.259,007,030,1,1,P030,"",""
KG,3.52,X,1511.977,355.621,X,G05,PD,414,9860,144.401,82.254,049,US,"","",X,2,2022,12,S005,66.2,"",B,1511.977,100,207774191601603453,355.621,02,20220331,M002,W,45,2279902556,K,S388,19173209368611968,54.074,58.843,011,010,3,10,P034,X,""
M,0.56,X,1551.984,385.065,X,G20,VB,774,5257,191.039,22.626,057,IN,X,X,X,3,2023,04,S002,165.95,"",B,1551.984,100,328349512104195641,385.065,03,20240906,M002,D,29,2318894880,K,S379,63686000743438584,244.811,21.936,017,025,3,2,P022,"",""
L,0.0,E,602.409,294.822,X,G09,ND,509,4864,143.882,123.53,047,IN,X,"",X,1,2025,12,S028,173.92,"",A,602.409,100,472930141945202246,294.822,02,20240920,M015,M,57,3637338462,K,S521,40099480406139979,214.856,28.152,019,002,2,2,P037,"",""
EA,3.45,X,973.043,296.637,X,G12,PD,709,4470,84.388,64.692,014,IN,X,X,X,1,2026,12,S007,35.24,"",C,973.043,100,922609616621601093,296.637,03,20250203,M007,D,9,1482710428,K,S457,32061502466084577,418.652,35.616,006,015,3,3,P003,X,""
EA,3.17,F,367.428,175.181,"",G19,ND,822,5425,45.673,170.916,092,DE,"","",X,3,2026,11,S022,41.47,"",C,367.428,100,110096808028423172,175.181,01,20230930,M015,W,13,7909940898,K,S702,68539419388792669,107.962,46.475,028,024,2,2,P040,"",X
L,4.34,F,1546.259,364.702,X,G19,PD,752,7875,140.003,113.968,098,IN,X,X,X,1,2025,06,S010,144.69,"",C,1546.259,100,384060208868980233,364.702,01,20240413,M019,W,7,5174040710,K,S618,78764495039690272,233.535,63.448,005,027,3,6,P023,"",X
KG,1.73,E,2004.087,422.559,"",G13,VB,139,9061,98.103,56.466,074,DE,X,X,X,3,2026,11,S027,94.65,"",A,2004.087,100,464165139679359324,422.559,03,20220928,M019,D,34,4176899731,K,S909,24241308601965806,261.605,14.8,026,022,2,1,P037,"",""
M,0.19,X,54.949,16.673,"",G14,ND,592,9214,4.07,107.998,064,IN,"","","",2,2023,07,S039,169.99,"",C,54.949,100,444477181764608516,16.673,01,20230513,M018,M,15,1428877867,K,S705,46745880775289058,89.045,63.119,011,001,3,7,P026,X,""
L,1.02,E,813.928,266.752,"",G15,VB,827,3565,83.41,25.016,073,CN,X,X,"",2,2022,01,S037,57.91,"",B,813.928,100,856932303963842816,266.752,02,20220429,M002,W,27,1034917136,K,S805,52171409783571224,298.844,27.599,004,000,2,4,P013,"",""
M,4.49,X,766.353,325.557,X,G15,ND,769,1257,123.874,83.631,010,CN,X,"",X,1,2022,01,S042,92.45,"",C,766.353,100,746580597984385899,325.557,03,20250715,M011,D,28,8879553608,K,S671,16905271467969623,228.184,8.586,012,003,1,6,P047,X,""
M,2.9,X,92.196,33.147,X,G17,VB,293,3631,11.952,54.959,059,US,X,X,"",1,2022,10,S035,166.22,"",B,92.196,100,792968124984331647,33.147,02,20230511,M020,W,21,6546755269,K,S617,73062982843357414,194.546,56.394,018,028,1,1,P023,X,""
KG,4.81,F,73.12,36.428,"",G17,VB,397,5924,8.194,148.976,027,US,X,"","",2,2022,06,S038,151.13,"",C,73.12,100,837681656172359143,36.428,01,20230422,M012,D,21,5089029622,K,S281,96960996186795370,305.887,19.819,018,024,2,4,P043,"",X
M,4.04,E,873.216,375.73,"",G12,ND,604,8170,96.696,34.883,070,IN,"",X,"",2,2023,02,S014,133.84,"",A,873.216,100,691743318674108119,375.73,03,20230831,M001,W,44,9486495119,K,S584,16314937415128677,388.549,92.18,013,025,2,2,P042,"",X
M,3.87,X,1286.941,458.499,X,G20,PD,562,9669,162.494,91.186,006,US,X,"",X,3,2024,04,S031,80.07,"",B,1286.941,100,905609425883863844,458.499,02,20240308,M009,W,18,5667620607,K,S365,38110156085711249,292.126,75.173,009,016,1,6,P017,X,""
KG,4.5,F,797.644,189.171,"",G14,PD,792,2608,62.102,16.536,063,CN,"",X,X,2,2026,12,S034,59.88,"",C,797.644,100,416114740218370593,189.171,01,20250304,M018,M,17,7771033920,K,S701,21689796205290969,404.46,8.883,027,011,2,6,P008,X,""
L,4.97,E,1102.395,267.77,X,G14,PD,694,4497,126.628,112.771,003,US,"","","",3,2024,06,S005,123.51,"",A,1102.395,100,846696259832676702,267.77,02,20240209,M001,W,58,9676189986,K,S932,61968250760384319,277.798,18.043,008,006,2,7,P021,"",X
EA,3.92,F,539.247,119.294,X,G03,PD,302,8003,24.33,179.406,099,DE,"","","",1,2025,12,S045,191.19,"",B,539.247,100,975561698315061861,119.294,01,20220815,M018,D,57,5250664515,K,S983,35242688624806180,346.06,55.033,016,004,1,7,P009,X,""
L,1.18,F,1230.524,497.023,X,G02,ND,123,8461,135.408,166.071,009,US,"","","",2,2023,09,S008,47.41,"",A,1230.524,100,432280497538017363,497.023,03,20220915,M003,W,16,9530097494,K,S569,39145318584210063,208.057,99.61,003,021,1,8,P015,X,""
M,4.72,F,1350.286,339.184,"",G01,PD,576,7186,120.659,111.347,006,DE,"","",X,1,2024,02,S006,136.41,"",C,1350.286,100,639245777610177501,339.184,02,20250714,M009,W,54,4901257041,K,S485,56706215131344057,101.475,29.6,013,005,1,1,P029,X,""
M,0.69,X,367.45,112.711,"",G04,VB,581,8332,31.569,193.954,091,US,X,X,X,1,2025,08,S028,116.89,"",C,367.45,100,689103639902894280,112.711,03,20220618,M001,D,1,9969123985,K,S567,81771494422150699,418.211,81.525,012,016,1,3,P023,"",X
L,3.83,F,862.678,176.03,X,G13,VB,766,3183,82.158,95.73,075,DE,X,"",X,2,2024,11,S027,69.4,"",A,862.678,100,472105951400081020,176.03,03,20221229,M020,W,20,4997012986,K,S131,96943353585518583,167.944,2.503,015,003,1,4,P013,X,""
L,1.52,X,753.556,263.888,"",G04,VB,151,4978,90.162,76.038,070,US,"","","",3,2022,04,S004,84.89,"",A,753.556,100,615838026639913906,263.888,03,20230731,M008,M,23,1283630878,K,S631,48952973397444991,462.493,6.0,009,008,2,1,P040,X,X
KG,2.18,F,1515.227,455.051,X,G03,VB,435,4281,205.849,143.472,046,DE,X,"","",1,2024,07,S038,67.9,"",C,1515.227,100,678725502498493284,455.051,01,20220914,M018,W,27,7050012058,K,S281,71888637986208676,236.24,39.387,012,009,3,4,P039,"",X
L,1.6,E,575.62,125.702,"",G18,VB,547,4138,34.826,23.531,047,US,X,"","",2,2022,04,S044,69.19,"",B,575.62,100,999455869287276156,125.702,03,20240407,M019,D,28,8758252524,K,S757,89696232380157436,258.249,42.327,028,020,3,5,P004,X,X
L,0.06,E,980.181,198.47,X,G10,VB,909,1079,53.991,168.209,069,US,"",X,X,2,2026,04,S048,43.27,"",B,980.181,100,505234331154860201,198.47,01,20230201,M001,W,49,6713567369,K,S488,71854391490292061,274.719,80.379,026,000,3,2,P040,X,""
EA,2.64,F,809.38,169.467,"",G01,PD,365,1563,64.198,44.372,046,CN,X,"",X,3,2026,11,S012,189.64,"",C,809.38,100,237829387867018704,169.467,01,20221003,M020,M,19,8916018340,K,S422,77159672362323234,400.841,64.977,025,028,2,8,P006,"",""
L,1.77,F,63.221,15.253,X,G12,ND,202,9645,6.146,159.5,090,DE,X,X,"",2,2024,02,S001,107.03,"",C,63.221,100,827206665320277940,15.253,02,20220815,M011,M,10,6990809067,K,S242,22437287114691245,352.338,88.315,000,026,1,8,P012,"",X
L,0.24,F,163.867,35.017,"",G16,VB,451,6528,15.702,23.256,068,DE,"",X,X,1,2024,08,S041,23.25,"",C,163.867,100,240664890736320994,35.017,02,20230609,M015,W,29,1335634166,K,S873,72358888657667158,248.741,39.279,019,026,1,3,P041,X,""
KG,2.04,F,329.613,105.273,"",G12,PD,744,2266,30.139,28.962,020,IN,X,X,X,1,2022,01,S001,46.35,"",C,329.613,100,843425325744050231,105.273,02,20230311,M013,D,21,3596121733,K,S474,63898436814969942,96.395,86.359,024,016,2,10,P030,X,X
KG,4.06,E,491.07,150.071,"",G17,VB,522,3512,47.298,145.097,012,US,"","",X,2,2022,01,S038,138.79,"",A,491.07,100,635345554522211067,150.071,03,20220520,M014,M,47,8303029284,K,S566,24082662982918529,310.909,99.232,020,000,2,2,P033,"",""
EA,4.45,X,669.818,144.431,"",G16,ND,265,8478,59.278,145.079,075,US,X,X,"",2,2023,02,S042,102.61,"",B,669.818,100,515332130192217215,144.431,01,20250305,M017,D,39,7045574140,K,S387,10321322625598770,53.094,83.641,011,009,3,7,P025,X,""
EA,4.31,F,978.557,242.522,X,G17,ND,441,6370,77.514,47.082,022,DE,"","",X,1,2023,12,S047,159.94,"",A,978.557,100,993183030463524221,242.522,03,20220806,M001,M,5,8861843713,K,S641,99994247345096574,318.909,76.95,012,021,1,3,P036,"",X
EA,2.06,X,658.595,253.281,"",G01,ND,145,9766,110.607,7.509,071,US,"","","",3,2022,02,S017,23.7,"",B,658.595,100,227099576856764534,253.281,03,20230922,M017,W,25,5243068907,K,S790,49059439355155612,457.338,49.187,012,020,1,1,P006,X,X
EA,0.76,X,1187.849,498.113,"",G06,PD,688,4993,243.702,70.69,046,IN,"",X,X,2,2024,01,S008,100.47,"",A,1187.849,100,317212178619896919,498.113,02,20221203,M020,W,58,3576937319,K,S609,10059222594071791,372.039,90.175,025,019,3,5,P040,X,X
M,0.42,X,269.957,70.799,"",G04,PD,556,2287,19.417,105.522,017,CN,"",X,"",3,2025,06,S037,110.86,"",C,269.957,100,718180108428521613,70.799,01,20240223,M009,D,26,4543296604,K,S207,50884873750505892,426.518,31.868,021,026,2,6,P046,X,X
KG,2.48,E,527.679,161.531,"",G12,VB,296,7352,46.037,166.904,010,DE,"",X,"",3,2025,01,S006,177.79,"",C,527.679,100,179821821675902742,161.531,02,20230516,M001,D,48,9988364032,K,S540,75031880363172019,452.384,30.527,010,029,3,2,P047,X,X
KG,1.43,F,160.177,59.696,"",G03,ND,933,8658,19.667,179.487,014,US,X,X,"",2,2022,06,S006,176.59,"",B,160.177,100,433329856363885354,59.696,02,20251101,M007,W,44,5418676510,K,S210,74473679468650646,100.237,35.885,004,029,2,6,P036,X,X
L,4.97,E,2297.571,482.728,"",G08,ND,543,3314,190.333,172.651,033,IN,"",X,"",1,2024,03,S031,108.46,"",C,2297.571,100,728955191788013125,482.728,02,20250513,M011,W,17,4768325422,K,S967,10162253804129319,310.347,53.773,020,021,1,7,P014,X,""
M,0.51,E,1746.05,459.459,X,G02,ND,900,1449,154.719,67.651,077,IN,"","",X,3,2023,04,S046,35.27,"",A,1746.05,100,372389818922743706,459.459,03,20260114,M009,W,20,1905161178,K,S509,77733973713176836,176.954,60.792,023,017,3,2,P022,"",""
L,4.29,E,890.678,297.229,X,G16,PD,307,1919,137.67,177.535,039,US,"",X,"",1,2023,06,S039,173.29,"",A,890.678,100,663041124164657488,297.229,02,20230410,M008,D,28,3478802859,K,S520,79066429147519223,255.339,95.22,005,006,2,9,P016,"",X
EA,0.15,X,809.508,341.819,X,G05,PD,261,1441,142.632,174.87,073,DE,"","",X,3,2026,01,S043,44.1,"",B,809.508,100,623932750740915849,341.819,03,20220109,M017,D,46,6994748853,K,S277,27046009333551617,64.786,37.124,030,002,2,9,P006,X,""
KG,0.86,X,1168.963,342.586,"",G01,ND,419,1898,166.617,152.672,012,IN,X,X,"",2,2023,02,S007,25.86,"",C,1168.963,100,706042096146728518,342.586,01,20250608,M002,W,48,4152863955,K,S558,93066008102955372,166.053,35.681,005,004,1,4,P006,X,""
KG,2.99,F,235.529,116.144,"",G19,PD,436,4716,41.158,149.261,038,US,X,"",X,3,2026,07,S042,118.04,"",C,235.529,100,409575368898513532,116.144,02,20241215,M003,W,55,2884139173,K,S287,99769973385958844,380.446,56.881,000,027,3,5,P046,"",""
M,4.5,X,1882.734,378.065,X,G01,PD,853,5075,160.64,198.018,013,US,X,"",X,3,2024,08,S015,191.95,"",A,1882.734,100,600244196868201708,378.065,03,20221223,M006,M,33,9028268043,K,S461,43793798868025511,93.76,39.933,019,022,1,6,P026,"",X
M,3.8,X,384.994,99.079,X,G02,VB,150,1733,22.959,12.192,074,IN,"","",X,1,2024,11,S047,161.48,"",B,384.994,100,544767172677284823,99.079,02,20250705,M018,M,31,9628536309,K,S216,36133387156399634,353.275,80.873,015,003,2,3,P042,"",X
KG,1.6,X,630.284,181.359,X,G19,ND,219,9776,43.209,182.036,080,DE,"","",X,3,2026,08,S014,127.36,"",B,630.284,100,697578017940285028,181.359,03,20250113,M018,D,33,7628733725,K,S228,40754312565805549,221.859,6.117,021,021,3,9,P049,X,""
EA,4.99,X,1037.092,256.509,"",G18,PD,666,2981,124.72,60.287,043,US,"","",X,3,2026,08,S050,159.34,"",B,1037.092,100,743166808066813151,256.509,01,20220208,M013,W,31,6992819054,K,S263,80868208404706706,220.348,5.264,006,016,3,7,P042,"",""
KG,4.13,X,330.772,78.098,"",G20,PD,391,5279,22.789,74.129,062,CN,X,"",X,1,2026,02,S038,116.14,"",B,330.772,100,842824472914899789,78.098,03,20240313,M002,W,9,8073390220,K,S596,95432540979425992,132.007,54.485,017,015,3,2,P025,X,""
L,3.66,F,1039.877,455.118,"",G11,PD,800,5349,169.632,136.369,080,US,X,"","",1,2023,07,S011,26.54,"",C,1039.877,100,459104351425476136,455.118,01,20221219,M012,W,10,3348877919,K,S980,76546782867958681,466.895,38.861,002,006,1,1,P008,"",""
M,2.96,X,102.129,29.368,"",G09,VB,559,5497,7.758,60.058,049,CN,X,X,X,3,2026,05,S038,58.86,"",A,102.129,100,614377390721443100,29.368,01,20240414,M015,W,37,9126754682,K,S184,51315931861188607,54.411,2.064,017,003,2,10,P040,"",""
KG,1.62,F,1015.106,410.182,"",G10,PD,937,7167,177.959,157.143,022,IN,X,X,X,3,2025,02,S004,199.01,"",B,1015.106,100,382400386639121163,410.182,01,20250830,M014,M,60,8986868766,K,S821,67270541781300857,474.744,5.598,018,009,3,2,P006,X,X
L,0.07,E,1048.674,300.951,"",G03,ND,200,7504,149.792,52.366,073,US,X,"","",3,2022,11,S006,70.03,"",A,1048.674,100,762534560072470363,300.951,02,20241009,M009,W,42,4003507562,K,S104,47255189060928292,56.916,89.266,000,012,3,3,P013,X,""
L,0.4,F,1076.823,303.998,"",G15,VB,697,5806,110.334,130.492,067,CN,"",X,"",2,2024,02,S017,12.02,"",A,1076.823,100,234202855785173932,303.998,03,20220731,M009,M,39,7401184247,K,S814,88922485715961003,160.237,36.237,017,021,3,10,P044,X,X
M,0.84,F,563.018,120.569,"",G02,ND,993,3051,59.399,130.123,037,CN,"","",X,1,2026,10,S031,67.3,"",C,563.018,100,426768113286233852,120.569,03,20240527,M013,D,32,7248702080,K,S981,45503387603147513,205.864,24.795,009,007,3,5,P031,"",""
KG,1.04,E,158.888,65.345,X,G12,VB,460,3653,27.456,41.146,066,DE,X,X,X,3,2025,03,S012,82.06,"",A,158.888,100,671730371035152295,65.345,01,20251221,M005,M,13,2807370946,K,S882,77901302161453020,386.351,85.373,010,018,3,5,P021,X,X
KG,4.58,X,324.969,86.476,"",G07,VB,509,6156,24.278,120.255,005,DE,"",X,X,2,2025,01,S024,156.84,"",C,324.969,100,817956806301984373,86.476,02,20221026,M018,M,37,2797109029,K,S511,30980784927656931,311.634,63.554,000,018,2,3,P012,"",""
M,4.2,X,1367.551,289.062,X,G09,ND,138,3198,115.554,109.425,083,CN,"","",X,1,2025,02,S047,87.1,"",A,1367.551,100,620799289704082564,289.062,01,20220314,M012,M,17,7481185727,K,S376,43488148791713621,365.85,59.345,024,018,1,4,P002,X,""
L,1.67,E,264.268,92.646,"",G09,VB,783,8789,30.898,142.913,041,DE,X,X,X,3,2023,07,S033,156.49,"",A,264.268,100,402629108746954780,92.646,02,20230910,M012,D,54,5777249005,K,S996,86130041220522000,202.453,76.916,001,001,3,9,P049,"",""
EA,3.04,F,533.217,191.779,X,G08,PD,372,8247,72.256,78.72,068,IN,"",X,"",3,2024,01,S019,37.36,"",C,533.217,100,930862225791196196,191.779,02,20250929,M002,M,27,7851342129,K,S229,45969582671810789,218.655,29.957,020,006,1,4,P047,"",X
EA,2.78,X,1050.873,491.356,X,G07,ND,571,9725,206.105,84.666,067,US,X,"","",3,2026,10,S019,33.68,"",A,1050.873,100,652291106055053939,491.356,02,20250311,M012,M,18,1682525461,K,S984,99548752349337288,72.802,81.877,030,004,1,7,P006,X,""
L,1.78,F,1052.092,387.704,"",G15,ND,344,4205,99.407,166.995,059,IN,"",X,X,2,2022,06,S039,171.7,"",C,1052.092,100,707183214409928479,387.704,03,20250221,M010,D,47,4674768366,K,S121,19174071443602057,279.957,22.831,003,014,1,7,P045,"",X
M,1.34,E,1120.178,319.289,X,G05,PD,695,8133,102.18,137.138,023,IN,"",X,"",1,2025,08,S045,118.17,"",B,1120.178,100,557225265319479364,319.289,01,20230129,M016,M,25,1435486138,K,S354,56304698636411658,410.402,26.794,025,028,2,3,P011,"",""
KG,1.21,F,243.365,58.207,"",G09,ND,676,7926,15.823,53.754,015,IN,"","","",1,2025,09,S019,100.88,"",C,243.365,100,815503836367665272,58.207,02,20220311,M005,M,23,6980019812,K,S517,95528003059643269,284.848,41.479,005,004,3,10,P025,"",X
L,1.42,E,508.398,146.988,"",G09,ND,270,9097,53.964,59.166,065,DE,"","",X,1,2024,09,S003,37.59,"",B,508.398,100,733298549855014649,146.988,02,20250325,M010,M,22,8056629636,K,S918,48186111645653564,404.475,81.388,019,026,2,3,P018,"",X
M,0.65,X,678.145,169.621,X,G20,PD,131,1861,84.151,83.458,041,IN,"","",X,1,2025,10,S011,111.84,"",A,678.145,100,619978493137164388,169.621,02,20240708,M001,W,48,1010000292,K,S409,14058562654522248,218.155,11.078,003,026,1,8,P033,"",""
EA,0.13,F,127.75,54.039,"",G03,VB,517,7033,15.76,104.767,043,DE,"",X,"",2,2025,06,S046,105.73,"",C,127.75,100,196212006514801687,54.039,01,20250419,M013,D,39,4402910942,K,S967,52087101642420187,108.93,44.771,015,020,1,9,P034,X,""
KG,3.45,F,82.698,40.438,X,G19,VB,115,2951,13.495,75.156,015,DE,X,"","",3,2024,12,S029,187.6,"",C,82.698,100,858374580974243314,40.438,02,20230428,M001,D,17,1652607071,K,S258,76705106400056597,362.406,75.975,015,007,3,10,P031,"",X
EA,4.09,E,1018.949,221.082,"",G12,PD,333,9664,49.612,160.895,027,CN,X,X,"",2,2026,04,S004,31.79,"",B,1018.949,100,916948624524419957,221.082,02,20220918,M013,M,59,6198299354,K,S932,90924750795366250,209.437,66.473,014,029,1,1,P012,"",X
M,2.03,F,1387.355,454.748,X,G12,PD,855,3653,96.128,130.208,039,CN,"","","",2,2023,06,S027,108.0,"",B,1387.355,100,130265363119567467,454.748,03,20220627,M007,D,6,1948476966,K,S403,99888362664318095,395.405,20.51,012,014,1,7,P007,X,X
M,2.59,F,431.976,163.203,X,G15,VB,554,8775,60.481,139.475,092,DE,"",X,"",3,2026,03,S032,134.12,"",A,431.976,100,877289941298421311,163.203,01,20230413,M002,M,54,3224541042,K,S267,82586488871155793,344.205,21.3,013,019,2,2,P007,"",""
M,3.94,E,181.94,59.387,X,G08,PD,104,5391,23.299,88.984,014,US,"",X,X,3,2025,01,S047,13.61,"",C,181.94,100,159252674028120607,59.387,03,20220706,M004,D,17,7980308589,K,S650,57184447786112847,301.602,60.297,005,000,2,9,P023,X,X
KG,0.51,F,1207.679,297.242,X,G20,PD,407,3467,132.077,173.172,088,CN,"","",X,2,2023,07,S012,149.31,"",C,1207.679,100,409057437077846863,297.242,01,20240607,M017,D,54,7485873881,K,S618,70050401642485613,219.979,52.041,012,004,2,3,P027,X,""
EA,0.45,E,116.879,31.626,"",G20,VB,620,9066,12.958,168.376,053,DE,X,"",X,2,2025,09,S047,195.25,"",C,116.879,100,642029659500579102,31.626,02,20250408,M004,M,7,5855889930,K,S218,87289758930799067,177.71,4.841,024,012,2,10,P011,"",""
EA,0.36,F,1073.044,295.275,"",G07,ND,548,7275,85.572,185.495,014,US,X,X,X,1,2026,12,S011,100.89,"",A,1073.044,100,218369418062478245,295.275,02,20231119,M006,W,58,4415664546,K,S579,25511568087559995,171.77,17.98,018,029,3,2,P039,"",""
L,0.9,X,105.798,37.496,"",G01,PD,137,5652,18.637,113.833,085,CN,X,"","",1,2026,05,S012,39.96,"",C,105.798,100,633050026015626164,37.496,01,20220130,M012,W,26,2952816523,K,S831,45672097390557134,496.957,68.132,026,015,3,9,P012,X,X
L,1.3,E,1488.607,417.516,"",G15,ND,694,7186,171.804,128.368,059,DE,"","","",2,2026,04,S010,148.71,"",B,1488.607,100,384330503105086296,417.516,01,20241112,M019,W,59,6144766310,K,S154,94404056538782368,196.473,92.139,001,001,2,9,P028,"",X
L,3.79,X,267.863,71.411,"",G12,VB,420,5927,27.302,52.084,049,CN,X,"",X,2,2023,04,S030,47.03,"",B,267.863,100,452067420722087056,71.411,02,20220106,M019,M,59,9520200506,K,S941,80858942890225808,448.675,60.893,020,006,2,10,P034,X,""
KG,4.0,E,677.048,216.235,X,G04,VB,489,4727,46.468,73.509,043,US,X,"","",1,2026,04,S023,164.84,"",A,677.048,100,992793092668317029,216.235,01,20231016,M011,D,51,4531168958,K,S953,13602386396687144,151.225,99.452,008,007,3,4,P005,X,""
M,3.92,X,849.438,261.403,X,G17,PD,387,4848,90.051,159.342,027,US,"",X,"",3,2025,07,S029,121.03,"",B,849.438,100,751660693472286620,261.403,02,20251027,M016,M,36,7774413109,K,S266,82871903796388639,70.262,95.746,010,024,2,7,P041,X,X
L,0.32,E,787.926,205.568,"",G12,VB,323,8399,53.695,128.632,080,CN,X,X,"",3,2025,06,S014,127.38,"",C,787.926,100,827176732572904420,205.568,02,20240324,M020,D,4,5350068065,K,S217,51666717944728429,263.542,89.517,026,013,3,8,P033,X,X
L,1.73,X,90.94,31.164,X,G15,VB,959,8251,7.837,64.051,084,IN,X,"",X,1,2025,10,S037,68.34,"",B,90.94,100,674371637186152075,31.164,03,20250211,M009,M,16,2295836356,K,S821,60647499055537490,132.797,53.754,002,015,1,3,P045,X,""
L,4.59,X,363.225,152.848,X,G07,ND,816,6333,54.436,128.977,012,IN,"",X,"",1,2022,04,S047,69.61,"",B,363.225,100,560540355646373423,152.848,02,20220821,M002,W,17,1820152197,K,S852,34876960593192176,137.88,80.171,006,003,3,2,P034,"",""
KG,4.73,F,1774.018,482.627,X,G09,ND,694,7269,116.541,55.515,053,DE,X,X,X,1,2026,06,S045,48.9,"",A,1774.018,100,389457736075108247,482.627,03,20230327,M016,M,53,9305537331,K,S597,10267890143761421,462.421,94.202,015,017,2,8,P043,X,X
KG,4.11,F,745.026,168.107,X,G15,ND,640,8472,37.419,117.795,059,DE,"",X,X,3,2024,12,S040,156.81,"",C,745.026,100,276389922488795940,168.107,03,20230130,M014,D,38,5513672331,K,S663,13708188417370284,205.433,42.588,003,005,3,9,P026,"",X
L,3.69,E,1032.478,253.249,"",G06,VB,138,8665,55.033,106.707,083,US,"","","",3,2026,06,S044,161.74,"",A,1032.478,100,306267028357879993,253.249,01,20250804,M019,W,12,3172342510,K,S802,18120656400252272,254.422,29.117,006,019,3,1,P043,"",X
KG,0.67,F,1338.015,328.461,X,G15,VB,874,2725,107.403,43.719,030,IN,X,"","",2,2023,04,S012,11.73,"",C,1338.015,100,674601002560159190,328.461,03,20221119,M001,D,8,2464621378,K,S633,21389218382722652,278.331,88.217,002,021,2,8,P019,"",X
M,4.6,F,858.712,388.289,"",G18,PD,724,6254,155.307,10.472,086,CN,X,X,X,3,2024,04,S033,14.2,"",B,858.712,100,561353843309989270,388.289,03,20250517,M016,D,38,1107800969,K,S147,20140518239323344,70.036,24.017,007,025,1,5,P044,X,X
M,2.53,F,540.986,206.42,X,G11,ND,311,2038,95.832,136.3,057,CN,"",X,X,3,2023,04,S027,40.56,"",A,540.986,100,326111355623727304,206.42,03,20220520,M009,D,29,1895675610,K,S303,14413151136872452,124.151,58.726,025,004,3,10,P008,X,X
KG,0.64,F,907.449,226.205,X,G12,VB,858,3024,100.052,105.389,004,CN,"","","",2,2023,10,S026,190.37,"",C,907.449,100,606618369540361434,226.205,01,20231004,M016,D,11,2174611585,K,S902,86463459576198294,323.414,17.627,017,008,1,1,P015,X,""
M,0.21,E,1176.716,346.526,"",G04,VB,956,6841,124.866,127.234,077,IN,"",X,X,3,2022,06,S007,101.97,"",C,1176.716,100,787434050572647925,346.526,02,20220203,M001,D,20,9778644052,K,S354,83783236414777942,237.434,70.348,011,022,1,1,P022,X,""
KG,0.9,E,1040.569,272.284,X,G16,PD,544,4215,67.056,92.6,006,DE,"","","",3,2024,02,S019,49.0,"",B,1040.569,100,195660395183041950,272.284,03,20250405,M005,D,26,6907529453,K,S899,60733913016162743,129.439,4.865,028,020,1,1,P008,"",X
M,4.38,X,496.391,148.972,"",G09,PD,750,7319,57.892,196.417,062,CN,X,"","",1,2022,02,S002,44.21,"",A,496.391,100,636765314449487345,148.972,03,20240503,M017,W,13,8938822692,K,S373,58257138817815122,118.211,25.743,017,023,3,7,P048,X,X
