BDIFP,BUKRS,BWKEY,BWMOD,EFREJ,ERKLAERKOM,FMP_PRFRGR,FMP_PRSFR,MANDT,MLAST,MLASV,MLBWA,MLBWV,MLCCS,PRSFR,UPROF,WBPRO,X2FDO,XBKNG,XEFRE,XEWRX,XLBPD,XVKBW
0.42,7214,V245,0001,2017,"",GR20,X,100,"",X,X,X,"",X,UP03,WB02,"","",X,"",X,X
1.54,9989,V246,0002,2023,X,GR59,"",100,2,"",X,"","","",UP01,WB02,"",X,"","",X,X
2.43,6580,V247,0001,2018,X,GR44,X,100,2,X,X,"","",X,UP01,WB02,X,X,"","",X,X
2.13,10745,V248,0002,2025,"",GR41,X,100,"",X,X,"",X,"",UP01,WB03,"",X,"","",X,""
1.6,9128,V249,0002,2025,X,GR21,X,100,2,X,"",X,X,"",UP01,WB03,"",X,"","","",""
0.62,2300,V250,0003,2023,"",GR79,X,100,2,X,"",X,X,"",UP01,WB03,X,X,X,"",X,""
4.6,3775,V251,0002,2021,"",GR29,"",100,2,"",X,"",X,"",UP01,WB03,"","",X,X,X,X
0.87,2024,V252,0003,2025,"",GR30,X,100,"","","","","","",UP02,WB02,X,"","","",X,""
4.16,2797,V253,0002,2016,X,GR17,"",100,"",X,X,"",X,"",UP01,WB03,"",X,X,"",X,""
1.44,9068,V254,0002,2024,"",GR10,X,100,"",X,X,"",X,"",UP02,WB02,X,X,"","",X,""
2.59,2392,V255,0003,2022,"",GR10,"",100,"","","","","","",UP03,WB03,"",X,"","",X,""
2.41,9814,V256,0001,2023,"",GR15,"",100,2,"","","",X,"",UP02,WB03,"",X,"",X,"",X
3.67,9371,V257,0004,2026,X,GR54,"",100,2,X,X,X,"",X,UP02,WB01,"","","",X,"",X
3.61,9142,V258,0001,2017,"",GR90,X,100,"","",X,"",X,"",UP03,WB03,"","",X,X,X,""
3.4,3267,V259,0001,2019,X,GR59,"",100,3,X,X,"",X,"",UP01,WB01,"","",X,"","",""
2.4,4229,V260,0003,2018,X,GR35,X,100,"","","",X,"",X,UP02,WB03,X,"",X,"","",""
3.23,4655,V261,0004,2017,"",GR54,X,100,"",X,"",X,"","",UP01,WB01,"","",X,"","",""
3.39,9974,V262,0004,2022,"",GR58,"",100,"","","","",X,"",UP02,WB03,"",X,"",X,X,X
4.32,4034,V263,0002,2015,X,GR10,"",100,2,"",X,"",X,X,UP01,WB01,X,"","",X,X,X
3.25,10255,V264,0004,2019,X,GR51,X,100,"",X,X,"","","",UP02,WB02,"","",X,X,X,""
1.65,10958,V265,0002,2021,X,GR80,X,100,"",X,X,X,"",X,UP01,WB02,"",X,X,X,X,""
3.72,5287,V266,0004,2016,"",GR61,X,100,2,"","","","",X,UP02,WB02,"","","",X,"",X
4.99,10288,V267,0003,2026,X,GR18,X,100,"",X,X,"",X,"",UP01,WB02,X,"",X,X,"",""
1.72,5091,V268,0004,2016,"",GR38,X,100,2,"","",X,X,X,UP01,WB01,"","",X,"",X,X
4.82,9850,V269,0002,2021,"",GR32,"",100,2,X,X,X,X,X,UP02,WB03,"",X,X,X,"",X
0.78,8415,V270,0001,2015,X,GR91,"",100,"",X,"",X,"",X,UP02,WB01,X,"",X,X,X,""
4.47,9310,V271,0004,2024,"",GR91,X,100,"",X,X,X,X,"",UP01,WB03,"","",X,"","",""
3.93,8381,V272,0001,2022,X,GR38,"",100,"","","","",X,X,UP02,WB02,X,X,X,X,X,""
4.82,5751,V273,0003,2017,"",GR95,"",100,2,"",X,X,X,X,UP02,WB02,X,"","",X,"",""
4.45,10795,V274,0002,2022,"",GR27,X,100,3,X,"",X,X,X,UP02,WB03,X,X,X,X,"",""
4.65,8331,V275,0004,2020,"",GR58,"",100,3,X,"","",X,X,UP03,WB02,X,"",X,"","",X
4.31,6026,V276,0001,2021,X,GR98,X,100,3,"",X,X,X,"",UP02,WB03,X,"","",X,X,X
2.92,8904,V277,0003,2024,"",GR12,"",100,2,X,X,"",X,X,UP01,WB01,X,X,X,X,"",X
2.9,7100,V278,0003,2026,X,GR19,"",100,2,"","","",X,X,UP01,WB02,X,X,"","",X,X
4.04,6084,V279,0003,2018,"",GR37,X,100,2,X,X,"",X,X,UP03,WB03,X,X,X,X,X,X
2.94,5809,V280,0003,2015,X,GR18,"",100,2,"","",X,"","",UP03,WB01,"","","",X,"",""
1.97,2294,V281,0001,2022,X,GR22,X,100,2,"",X,"",X,"",UP02,WB02,X,"","",X,X,""
0.77,8705,V282,0002,2018,"",GR85,"",100,"","","","","",X,UP02,WB01,"","","",X,X,""
3.08,7080,V283,0001,2015,X,GR62,"",100,3,X,"","","",X,UP01,WB02,X,"","",X,"",X
1.78,2189,V284,0002,2018,"",GR86,"",100,2,"",X,"",X,X,UP02,WB01,"",X,"","",X,X
1.34,10533,V285,0002,2025,X,GR12,X,100,"","",X,"",X,"",UP02,WB02,"",X,X,X,X,""
2.48,9709,V286,0004,2024,"",GR31,X,100,2,"","","",X,X,UP01,WB03,"","",X,"",X,X
0.2,5721,V287,0002,2025,X,GR58,X,100,3,X,"",X,"",X,UP01,WB01,X,X,X,X,"",""
3.55,2609,V288,0001,2023,X,GR50,"",100,3,X,"","","",X,UP02,WB01,X,"",X,X,X,""
0.07,5701,V289,0003,2026,"",GR32,"",100,2,X,X,X,X,"",UP03,WB01,"","","","",X,""
2.63,4449,V290,0004,2026,"",GR79,"",100,3,X,X,"",X,X,UP03,WB01,"",X,"",X,"",X
2.59,8689,V291,0004,2024,"",GR46,"",100,2,X,X,"","","",UP02,WB02,"",X,"","","",X
4.65,8682,V292,0001,2022,"",GR37,"",100,"",X,"",X,X,X,UP02,WB01,"","","",X,X,X
1.58,3155,V293,0004,2024,"",GR28,X,100,2,"","","",X,X,UP03,WB01,"",X,"","","",""
0.19,10262,V294,0002,2023,X,GR30,"",100,2,"","",X,X,X,UP01,WB01,"","","",X,X,X
0.2,7550,V295,0001,2019,X,GR47,"",100,3,"","",X,"","",UP03,WB02,X,X,X,X,"",""
2.4,3870,V296,0002,2022,X,GR86,"",100,"","",X,X,"","",UP02,WB01,"","","",X,X,X
3.09,3778,V297,0004,2019,X,GR86,X,100,3,"",X,X,"",X,UP01,WB03,"","",X,X,"",""
3.37,8389,V298,0003,2020,X,GR42,"",100,2,"",X,"","","",UP01,WB03,X,X,X,"",X,X
0.17,1189,V299,0003,2022,X,GR38,X,100,2,"","",X,X,"",UP03,WB03,"","","","",X,X
1.64,2993,V300,0004,2024,"",GR22,"",100,2,"","",X,X,X,UP02,WB03,"",X,"",X,"",X
1.09,1922,V301,0002,2021,"",GR45,X,100,3,X,"",X,X,X,UP02,WB03,X,"","","","",""
2.82,9550,V302,0003,2024,"",GR39,"",100,"",X,X,X,"","",UP02,WB01,X,X,"","",X,X
0.45,1318,V303,0001,2018,"",GR74,"",100,2,"",X,X,"",X,UP03,WB02,"","","",X,"",X
1.2,3167,V304,0001,2026,"",GR22,"",100,"","","","",X,X,UP01,WB03,"","","",X,"",X
4.52,8253,V305,0003,2018,X,GR79,X,100,2,X,"",X,"",X,UP01,WB01,"",X,X,X,X,X
4.94,5101,V306,0004,2018,X,GR62,"",100,3,"",X,"",X,"",UP01,WB03,X,X,"",X,X,X
0.29,3202,V307,0003,2023,"",GR51,X,100,2,"",X,"",X,"",UP01,WB03,"","","","","",""
2.71,3795,V308,0002,2017,X,GR29,X,100,3,"",X,"",X,X,UP03,WB02,X,X,X,"",X,X
0.7,3814,V309,0002,2018,X,GR52,X,100,3,X,"",X,"","",UP03,WB01,"","",X,X,"",X
4.21,6147,V310,0004,2019,"",GR75,X,100,"","","","",X,X,UP03,WB03,"",X,X,X,"",""
2.45,10660,V311,0003,2015,X,GR45,"",100,"",X,"",X,"",X,UP01,WB02,X,"",X,X,X,X
1.5,2777,V312,0002,2026,X,GR69,"",100,"",X,"","",X,X,UP01,WB01,X,X,X,"","",X
2.7,7257,V313,0001,2017,"",GR39,X,100,2,X,X,X,X,"",UP02,WB03,X,X,X,X,X,X
4.71,1902,V314,0003,2019,X,GR20,X,100,"","",X,X,X,"",UP02,WB01,X,"","",X,X,X
4.45,9585,V315,0001,2016,X,GR20,"",100,"","","","","","",UP02,WB02,X,"",X,X,X,X
0.42,7681,V316,0001,2023,"",GR22,X,100,3,"",X,X,X,"",UP03,WB02,X,"",X,X,X,""
2.26,7193,V317,0001,2024,X,GR50,X,100,2,"",X,X,X,"",UP03,WB03,"",X,"","","",X
1.57,7634,V318,0002,2018,X,GR30,"",100,2,X,X,X,"","",UP01,WB01,"",X,X,"",X,""
2.46,9573,V319,0002,2026,"",GR12,X,100,3,X,X,"",X,"",UP01,WB01,"",X,"",X,"",X
3.93,5517,V320,0004,2021,"",GR67,"",100,2,"",X,"",X,X,UP02,WB03,"","",X,"","",""
4.89,8531,V321,0004,2019,"",GR50,X,100,2,"","",X,X,X,UP02,WB01,X,X,"",X,"",""
4.21,2314,V322,0003,2025,X,GR82,"",100,"","",X,"",X,X,UP02,WB01,"","",X,"",X,X
2.54,8537,V323,0002,2019,"",GR38,"",100,"","","",X,X,X,UP02,WB03,"","",X,X,X,""
4.06,7710,V324,0004,2015,X,GR87,X,100,3,"","",X,"",X,UP02,WB03,X,"",X,X,X,X
3.72,5350,V325,0002,2020,X,GR82,"",100,"",X,X,X,X,"",UP03,WB02,"","",X,X,X,""
1.32,7654,V326,0002,2025,"",GR48,X,100,3,X,X,"",X,X,UP01,WB03,"","",X,"","",X
2.84,7192,V327,0004,2016,"",GR86,"",100,"","",X,"",X,X,UP02,WB02,X,"","",X,"",""
1.91,10717,V328,0003,2018,"",GR79,X,100,2,"",X,"","",X,UP03,WB02,X,X,X,X,X,X
2.7,8398,V329,0004,2021,"",GR92,X,100,3,X,X,X,"","",UP02,WB02,"",X,X,X,X,X
2.91,9311,V330,0002,2024,"",GR37,"",100,2,"",X,X,X,"",UP03,WB03,"",X,"","","",X
1.29,7734,V331,0004,2024,"",GR56,"",100,"","","","",X,X,UP01,WB03,"",X,X,X,X,""
1.88,7928,V332,0004,2024,"",GR35,X,100,"",X,X,X,"",X,UP01,WB03,"",X,"",X,X,X
1.3,6351,V333,0003,2019,X,GR39,"",100,2,"",X,X,X,X,UP02,WB01,"","",X,"","",""
3.62,2583,V334,0002,2019,X,GR85,X,100,"","",X,"","",X,UP03,WB03,X,"","","","",X
3.3,2389,V335,0002,2019,X,GR36,"",100,2,X,"","","",X,UP03,WB03,"","","",X,X,""
1.21,8311,V336,0001,2024,X,GR39,X,100,3,"",X,X,X,"",UP02,WB01,"","",X,"","",""
2.46,6454,V337,0001,2026,X,GR69,"",100,2,"",X,X,X,X,UP02,WB01,X,"",X,X,"",""
2.36,7905,V338,0002,2021,"",GR66,X,100,3,X,X,"","","",UP02,WB02,"",X,"",X,X,""
4.29,8472,V339,0004,2026,"",GR72,"",100,"",X,"","",X,X,UP02,WB01,"","",X,X,X,""
2.25,4946,V340,0001,2019,"",GR54,X,100,2,X,X,"","",X,UP01,WB01,"","",X,X,X,X
3.52,2620,V341,0003,2018,X,GR66,X,100,3,"","",X,X,X,UP01,WB02,"","",X,"","",""
4.75,2140,V342,0002,2022,X,GR58,X,100,2,"",X,"",X,"",UP02,WB03,"",X,"","","",X
0.85,5500,V343,0004,2025,"",GR37,X,100,"","","","",X,"",UP01,WB01,"",X,X,X,X,""
1.33,10552,V344,0001,2017,"",GR75,X,100,2,"",X,X,X,X,UP03,WB01,X,"","",X,X,X
2.24,5699,V345,0002,2019,X,GR86,"",100,3,X,"","",X,X,UP03,WB03,X,"",X,X,X,""
3.24,3075,V346,0004,2020,"",GR57,"",100,"","",X,"","","",UP01,WB03,X,X,X,"","",""
0.79,5876,V347,0001,2018,X,GR15,X,100,"",X,X,X,X,"",UP01,WB03,X,"","",X,X,""
1.08,2832,V348,0003,2022,X,GR56,X,100,"",X,X,X,"",X,UP02,WB01,"",X,"",X,"",""
1.4,6811,V349,0001,2023,"",GR27,X,100,"","","","",X,"",UP03,WB02,"",X,"","",X,""
0.12,10724,V350,0001,2023,"",GR99,"",100,2,"",X,"",X,X,UP02,WB03,X,X,"",X,X,X
1.9,10971,V351,0001,2015,X,GR34,"",100,2,X,X,"","","",UP01,WB02,"",X,"","","",X
2.08,1550,V352,0004,2019,"",GR23,"",100,2,X,"","",X,"",UP01,WB01,X,X,X,"",X,X
0.15,2622,V353,0004,2026,"",GR87,"",100,2,X,X,X,X,"",UP01,WB03,"",X,X,"",X,X
2.06,5924,V354,0003,2020,"",GR20,X,100,3,"","","",X,"",UP01,WB01,X,X,X,"",X,X
2.63,4114,V355,0004,2018,X,GR62,X,100,2,X,"","","",X,UP02,WB02,X,X,X,"",X,X
3.23,7204,V356,0003,2017,X,GR58,X,100,3,X,"","",X,"",UP02,WB02,X,X,"",X,"",""
2.26,7558,V357,0004,2019,X,GR48,"",100,3,X,"",X,X,X,UP03,WB02,X,"","",X,"",""
1.6,9665,V358,0002,2016,"",GR18,X,100,2,"","","","","",UP02,WB01,X,X,X,"","",""
0.94,4020,V359,0002,2025,X,GR78,X,100,2,X,X,"","","",UP03,WB01,X,X,X,X,X,X
0.2,8668,V360,0001,2025,X,GR71,"",100,3,"","",X,"",X,UP03,WB03,"",X,X,"","",""
2.36,9599,V361,0004,2026,"",GR62,X,100,2,"","","","",X,UP03,WB01,X,X,"","",X,""
1.43,6992,V362,0002,2015,"",GR36,X,100,3,X,"","","",X,UP03,WB02,"","","",X,X,""
2.42,10541,V363,0004,2024,"",GR32,X,100,"","",X,"",X,"",UP02,WB03,X,X,"",X,"",X
3.47,1436,V364,0002,2023,X,GR24,X,100,2,X,"",X,X,"",UP03,WB02,"","",X,X,X,""
4.21,4609,V365,0004,2020,X,GR79,X,100,2,"",X,"","","",UP03,WB03,X,"","",X,X,""
0.01,3611,V366,0003,2024,"",GR90,X,100,3,X,"","","",X,UP02,WB01,"","","","",X,""
4.91,8255,V367,0004,2017,"",GR27,"",100,2,"","",X,"","",UP01,WB01,X,X,X,X,"",""
2.56,2657,V368,0002,2019,"",GR86,"",100,"","","",X,"",X,UP02,WB03,"",X,"","","",X
4.96,2140,V369,0003,2023,X,GR48,"",100,"","",X,"","","",UP02,WB02,X,X,"","",X,X
0.49,1519,V370,0004,2016,X,GR89,"",100,2,"",X,X,X,"",UP01,WB02,"",X,"","","",""
0.2,4258,V371,0001,2018,"",GR14,X,100,"","","","",X,"",UP02,WB02,"","",X,"",X,""
1.27,4454,V372,0003,2015,"",GR25,X,100,"","","",X,"","",UP01,WB03,X,X,X,"","",X
1.46,7557,V373,0002,2015,"",GR27,"",100,"",X,X,"","",X,UP02,WB01,"",X,X,"",X,""
4.05,10153,V374,0003,2016,X,GR22,X,100,3,X,"",X,"","",UP01,WB03,"","","","",X,X
4.17,8509,V375,0003,2019,X,GR65,X,100,"",X,X,"",X,"",UP02,WB02,X,X,X,"",X,X
0.84,7913,V376,0004,2025,X,GR34,X,100,3,"","","",X,"",UP01,WB01,"",X,"","",X,X
0.16,6011,V377,0002,2024,X,GR59,"",100,"","","","",X,X,UP01,WB02,X,"",X,"",X,X
2.36,6739,V378,0004,2019,X,GR15,"",100,2,"","","",X,"",UP01,WB01,X,X,X,"","",X
0.29,1097,V379,0003,2021,X,GR38,X,100,2,"","","","",X,UP01,WB01,X,"",X,"",X,""
3.79,7709,V380,0004,2025,X,GR87,"",100,"","",X,"","",X,UP03,WB03,"","","","",X,X
4.47,1691,V381,0004,2021,X,GR89,X,100,3,"",X,X,"","",UP03,WB03,X,X,X,X,"",X
0.9,10207,V382,0001,2026,"",GR61,"",100,"","","",X,X,"",UP03,WB03,"","",X,X,"",X
2.92,4215,V383,0004,2022,"",GR84,X,100,3,"",X,X,X,"",UP01,WB03,X,"","",X,"",""
4.26,3513,V384,0004,2017,"",GR47,"",100,"","","",X,"",X,UP01,WB02,"",X,X,X,X,""
3.5,1383,V385,0001,2024,"",GR95,"",100,3,"","","","","",UP03,WB01,X,"",X,X,"",X
2.56,7594,V386,0002,2020,"",GR10,"",100,3,"","","",X,"",UP02,WB01,"",X,X,"","",X
2.12,5532,V387,0002,2015,X,GR27,"",100,"",X,X,"",X,X,UP01,WB01,X,"","",X,"",X
1.38,1300,V388,0004,2021,X,GR69,X,100,3,X,"",X,X,X,UP01,WB01,"",X,X,"","",X
3.67,9040,V389,0004,2025,X,GR61,X,100,2,X,"","","","",UP02,WB02,"",X,X,"",X,""
3.38,4877,V390,0003,2020,"",GR46,X,100,"",X,X,"",X,X,UP02,WB03,X,"",X,"","",X
3.0,2020,V391,0001,2025,X,GR45,X,100,3,X,X,X,X,"",UP01,WB03,X,X,X,"","",X
1.49,3714,V392,0004,2019,"",GR19,"",100,"",X,"","",X,X,UP01,WB01,X,X,X,X,X,X
1.31,2086,V393,0001,2017,X,GR24,X,100,3,"",X,X,X,"",UP01,WB03,X,X,X,X,X,X
0.99,2685,V394,0003,2020,X,GR91,X,100,"","",X,"",X,X,UP02,WB02,"","","",X,X,""
2.09,10551,V395,0002,2021,X,GR89,X,100,2,X,X,X,"",X,UP01,WB01,X,"",X,X,"",""
0.63,10740,V396,0002,2016,"",GR67,X,100,2,"",X,X,X,X,UP01,WB01,"",X,X,"",X,X
0.93,1479,V397,0004,2019,X,GR73,"",100,"","",X,"","",X,UP01,WB02,"",X,"","","",""
0.31,8203,V398,0002,2021,"",GR61,X,100,2,"","","",X,X,UP02,WB01,"","",X,"","",""
0.55,2457,V399,0001,2018,"",GR22,X,100,2,X,X,X,"",X,UP02,WB03,X,"",X,"",X,""
1.94,4018,V400,0001,2018,X,GR10,"",100,"","","",X,"",X,UP02,WB03,"","","",X,"",X
2.96,1294,V401,0003,2023,"",GR36,"",100,3,"",X,"","",X,UP02,WB02,X,X,"",X,"",X
1.8,9391,V402,0002,2015,"",GR50,X,100,2,X,"","","","",UP01,WB02,X,X,X,"","",X
0.12,10778,V403,0001,2024,"",GR70,"",100,2,X,X,X,X,X,UP01,WB01,X,"","",X,X,X
4.84,8918,V404,0002,2017,"",GR31,X,100,2,X,X,"","","",UP02,WB03,X,"",X,X,X,""
0.96,10811,V405,0002,2022,X,GR28,"",100,"",X,"","","","",UP01,WB02,"",X,"",X,X,""
0.84,1038,V406,0002,2023,"",GR10,X,100,"","",X,"",X,X,UP02,WB02,X,"","","","",""
2.58,7696,V407,0002,2019,"",GR28,"",100,"",X,"","",X,X,UP01,WB03,"",X,X,"","",X
4.29,7937,V408,0004,2018,X,GR67,X,100,2,"","",X,"","",UP03,WB03,"",X,"",X,"",X
3.13,9486,V409,0002,2016,X,GR37,"",100,3,"","",X,"",X,UP03,WB03,"",X,"",X,"",""
4.38,6739,V410,0004,2020,X,GR30,X,100,3,X,X,"",X,X,UP01,WB03,X,X,X,"","",X
3.15,7454,V411,0004,2022,X,GR89,"",100,2,"",X,X,"",X,UP01,WB03,X,"","","","",""
4.78,6804,V412,0002,2022,X,GR11,X,100,2,"","",X,X,"",UP02,WB03,"","",X,X,X,""
3.8,7706,V413,0004,2017,X,GR48,X,100,3,X,"","","","",UP02,WB03,X,X,"",X,"",""
0.58,9534,V414,0003,2022,"",GR49,X,100,3,"",X,"",X,X,UP01,WB01,"","","","","",""
1.47,5054,V415,0002,2015,"",GR93,"",100,3,X,X,X,"","",UP02,WB02,"","",X,X,X,""
1.69,3103,V416,0002,2024,"",GR58,X,100,2,"","",X,X,"",UP02,WB02,"","","","","",X
2.45,7436,V417,0003,2025,"",GR85,"",100,3,"","","","",X,UP03,WB02,X,X,X,X,"",X
4.78,8510,V418,0003,2017,X,GR14,"",100,"",X,"",X,"","",UP01,WB01,X,X,X,"","",X
0.91,3667,V419,0003,2022,"",GR58,X,100,"",X,"",X,X,X,UP03,WB01,X,"","","","",""
1.04,8220,V420,0004,2018,X,GR34,X,100,"","","","",X,X,UP01,WB01,X,X,"",X,"",X
0.52,9241,V421,0001,2023,X,GR93,X,100,2,"","","",X,X,UP02,WB03,X,"","","","",""
3.65,6671,V422,0003,2023,"",GR34,"",100,3,"",X,X,"","",UP01,WB03,"",X,"","",X,""
2.03,7328,V423,0004,2023,"",GR85,"",100,2,"","","",X,"",UP01,WB03,"","","","","",X
3.59,1564,V424,0001,2026,X,GR36,"",100,2,"",X,X,"","",UP03,WB02,"","","",X,X,X
2.23,4726,V425,0004,2026,"",GR94,"",100,3,X,"","","",X,UP02,WB03,X,"",X,"","",""
0.07,4954,V426,0003,2021,X,GR29,"",100,"","","","","","",UP01,WB02,X,"",X,X,X,X
1.22,8812,V427,0001,2023,X,GR41,X,100,"","","","","",X,UP03,WB03,X,X,"","","",""
2.64,3240,V428,0001,2016,X,GR19,X,100,2,"",X,X,"",X,UP03,WB02,X,X,X,"","",""
0.19,10948,V429,0002,2017,"",GR16,X,100,2,X,X,X,X,"",UP02,WB01,"","","","",X,X
3.08,2495,V430,0001,2021,"",GR99,"",100,"",X,X,"","","",UP03,WB02,X,"","",X,"",""
2.94,8387,V431,0004,2020,"",GR72,"",100,3,X,X,"",X,"",UP02,WB02,"","",X,X,"",X
0.47,6236,V432,0001,2025,"",GR51,X,100,2,X,"",X,"",X,UP02,WB03,X,"",X,"","",""
0.09,6732,V433,0004,2025,X,GR51,"",100,"","",X,X,"","",UP01,WB03,X,X,"","","",""
2.17,4799,V434,0002,2026,X,GR57,"",100,"","","","","","",UP03,WB01,"",X,"",X,X,X
3.85,8741,V435,0004,2020,"",GR52,"",100,"","",X,"","","",UP03,WB02,"",X,X,X,X,""
0.38,9138,V436,0002,2016,X,GR66,X,100,2,X,"",X,"",X,UP02,WB02,"",X,"","",X,X
3.36,6311,V437,0002,2025,X,GR49,X,100,3,X,"","","",X,UP03,WB02,"",X,X,X,"",X
2.57,6453,V438,0001,2026,X,GR11,X,100,3,"",X,"","","",UP02,WB03,"","",X,X,"",X
0.12,8006,V439,0002,2020,X,GR67,X,100,"",X,X,"",X,X,UP02,WB03,"",X,"",X,X,""
3.0,6389,V440,0004,2024,"",GR98,"",100,"",X,"",X,X,"",UP03,WB01,X,"",X,"",X,X
0.82,7445,V441,0001,2016,X,GR55,X,100,3,X,X,X,X,X,UP03,WB03,"","",X,X,X,""
3.1,6538,V442,0001,2026,X,GR27,"",100,"","",X,X,X,X,UP02,WB01,X,"","","",X,X
4.05,10660,V443,0001,2016,X,GR88,"",100,3,"","",X,X,"",UP02,WB01,X,"",X,X,"",X
3.63,6471,V444,0003,2021,"",GR58,X,100,"","",X,"","",X,UP03,WB03,X,"",X,X,"",X
2.53,8530,V445,0003,2021,"",GR58,"",100,3,"","","",X,X,UP01,WB03,X,X,X,"","",""
2.64,8551,V446,0002,2020,X,GR41,X,100,"","",X,"","",X,UP01,WB03,X,X,"","",X,""
4.73,10811,V447,0004,2023,X,GR12,"",100,2,X,X,X,X,"",UP02,WB01,X,"",X,X,"",X
4.19,10022,V448,0004,2020,"",GR38,"",100,3,X,"",X,X,X,UP02,WB03,"","",X,X,"",""
2.4,1961,V449,0003,2019,X,GR15,X,100,"",X,X,"",X,"",UP02,WB01,"",X,X,"","",X
2.64,1791,V450,0003,2015,X,GR39,"",100,2,X,"",X,"",X,UP01,WB03,X,"","","","",X
2.2,6163,V451,0003,2015,X,GR52,"",100,"","","","","",X,UP03,WB01,"",X,"",X,"",""
4.82,4886,V452,0004,2026,"",GR89,"",100,3,X,"",X,X,"",UP02,WB03,"","","",X,"",""
0.05,10861,V453,0003,2026,"",GR57,X,100,"",X,X,X,X,"",UP01,WB01,X,X,X,X,"",""
2.61,10093,V454,0004,2023,"",GR37,X,100,2,"","","",X,X,UP01,WB03,X,"",X,X,"",""
2.93,7133,V455,0001,2018,X,GR45,"",100,3,"","","",X,"",UP02,WB02,"","","",X,X,""
3.15,2110,V456,0002,2017,X,GR85,"",100,3,X,"",X,"","",UP03,WB01,X,"","",X,X,X
3.41,7577,V457,0002,2023,X,GR58,X,100,3,X,"","","","",UP02,WB01,"",X,"",X,"",""
1.14,4485,V458,0004,2019,X,GR54,"",100,"","","",X,X,X,UP02,WB03,"",X,X,"","",""
3.6,4828,V459,0002,2020,X,GR56,X,100,2,"","",X,X,X,UP02,WB01,X,X,"","","",""
4.3,9023,V460,0003,2020,X,GR63,"",100,"","","","","",X,UP02,WB03,"","",X,"",X,""
3.4,3196,V461,0003,2015,"",GR42,X,100,"","",X,X,X,"",UP01,WB03,X,X,"",X,"",X
3.64,6516,V462,0002,2025,X,GR82,"",100,2,"",X,"","","",UP03,WB03,"",X,"","","",X
1.99,4835,V463,0004,2022,"",GR24,X,100,"",X,X,"",X,X,UP01,WB03,X,"",X,X,X,""
0.85,5795,V464,0001,2026,X,GR43,"",100,2,"","",X,X,X,UP02,WB02,"",X,"",X,"",X
2.35,8862,V465,0001,2023,"",GR74,"",100,3,"",X,X,X,X,UP02,WB02,"","","","","",X
1.92,8627,V466,0004,2024,X,GR91,"",100,3,"","",X,X,X,UP03,WB03,X,X,X,X,"",X
0.96,4641,V467,0002,2025,"",GR62,X,100,3,X,X,X,"","",UP02,WB02,"",X,"",X,X,""
3.06,7204,V468,0002,2025,X,GR74,X,100,3,"","","","","",UP02,WB01,X,"","","",X,""
0.28,9865,V469,0004,2025,"",GR25,X,100,"","","",X,X,"",UP01,WB02,"",X,"","","",X
3.53,1686,V470,0001,2018,X,GR54,"",100,2,"",X,X,"","",UP01,WB03,"",X,X,"","",""
1.25,2308,V471,0003,2021,"",GR90,"",100,2,X,X,"","","",UP01,WB03,X,X,"",X,"",X
4.45,9457,V472,0001,2015,"",GR91,X,100,2,X,"",X,"","",UP03,WB01,"",X,X,"",X,X
4.18,3196,V473,0003,2020,X,GR13,"",100,2,X,"",X,"",X,UP02,WB01,"",X,X,"",X,""
2.36,9421,V474,0001,2019,X,GR92,X,100,2,X,"","",X,"",UP02,WB01,X,"",X,X,X,X
4.68,9346,V475,0004,2019,"",GR95,X,100,2,X,X,"",X,X,UP02,WB02,X,X,"","",X,""
1.99,6284,V476,0002,2022,"",GR18,X,100,2,X,X,X,X,X,UP01,WB01,"",X,X,X,X,""
2.2,7155,V477,0002,2024,"",GR35,"",100,3,"","","","",X,UP01,WB01,X,X,X,X,X,""
4.25,9456,V478,0003,2021,"",GR23,X,100,"","","","",X,"",UP01,WB02,"","",X,X,"",""
4.43,9809,V479,0004,2022,"",GR87,"",100,"",X,X,"",X,"",UP02,WB02,X,"",X,"","",X
3.42,2631,V480,0001,2022,"",GR67,"",100,"","",X,"","","",UP01,WB01,X,"",X,"",X,""
0.44,10938,V481,0003,2016,X,GR63,"",100,2,X,X,X,"","",UP02,WB02,X,X,X,X,"",X
1.21,6300,V482,0004,2022,"",GR39,"",100,2,X,X,"","",X,UP02,WB01,X,X,"","","",""
2.79,4721,V483,0003,2016,"",GR84,X,100,3,"",X,X,X,"",UP03,WB01,X,"","",X,X,X
3.03,9379,V484,0001,2021,X,GR92,"",100,2,X,X,"","",X,UP02,WB03,"","",X,X,X,X
1.9,5290,V485,0003,2018,X,GR48,X,100,"",X,X,X,"","",UP01,WB02,"","","",X,"",X
2.01,9244,V486,0001,2018,X,GR95,"",100,"","","",X,X,"",UP02,WB03,X,X,"",X,X,""
1.78,2160,V487,0002,2016,X,GR47,X,100,3,X,"",X,X,"",UP02,WB02,"",X,X,"","",""
4.5,10794,V488,0004,2021,X,GR82,"",100,"","","","",X,"",UP01,WB02,"","","","","",""
1.87,5232,V489,0004,2026,"",GR39,X,100,2,"","","","",X,UP01,WB01,"",X,"","","",""
4.09,7086,V490,0003,2025,"",GR45,"",100,3,"","",X,"","",UP01,WB03,"","","","","",""
3.9,2264,V491,0002,2018,X,GR33,"",100,2,X,X,"",X,"",UP03,WB01,"",X,X,X,"",X
0.02,8005,V492,0003,2022,"",GR27,X,100,2,"",X,X,X,"",UP02,WB01,"","","",X,"",""
