MANDT,MATNR,WERKS,CHARG,SOBKZ,LIFNR,LFGJA,LFMON,LBLAB,LBINS,LBEIN,LBUML
300,MAT900594,PL29,9CDTFIVC,Q,V838666,2025,02,3389.174,625.284,104.855,281.251
300,MAT295315,PL06,HSBVLZZT,"",V938007,2026,06,2783.453,384.963,120.379,241.64
200,MAT198182,PL20,ZMH7KJPL,"",V597088,2025,09,4937.727,497.731,148.428,1667.482
300,MAT553782,PL38,HRP29P04,K,V353138,2026,11,3767.018,384.122,21.203,629.202
100,MAT350684,PL25,8EAHVR4B,Q,V646782,2025,10,4857.625,471.753,185.534,878.285
200,MAT349584,PL47,DMTKNPTW,"",V625763,2022,04,1012.393,473.478,200.221,1732.915
200,MAT637067,PL17,KE4TVSK2,"",V167588,2024,12,1318.097,532.769,457.263,757.571
200,MAT210704,PL23,GH6OZI6Q,"",V101405,2022,07,1028.922,929.236,65.335,112.855
400,MAT661837,PL19,FBAQAG4R,E,V815460,2022,12,3283.674,766.566,5.424,1284.135
400,MAT237064,PL21,0AQYEERK,E,V731245,2026,09,4632.505,83.288,67.8,1487.627
200,MAT842325,PL30,90Q3O7KU,K,V730920,2023,09,3420.65,343.709,57.532,1783.286
400,MAT468598,PL31,J9GZUVGV,"",V116279,2026,11,4161.563,360.998,63.728,519.569
200,MAT432406,PL30,79142H3F,Q,V955958,2022,11,1384.994,689.809,182.623,1363.908
200,MAT649737,PL43,HPPDMF2R,"",V302757,2026,04,60.882,788.639,268.508,893.285
400,MAT835895,PL37,SA5SBIZ5,Q,V791971,2023,04,1965.481,63.631,94.71,1965.416
400,MAT711599,PL01,QUY8IGRS,O,V851469,2026,04,3951.094,715.853,201.501,1314.339
100,MAT876802,PL33,CDTPZ4PZ,K,V833096,2022,10,2396.884,655.418,111.462,1645.182
100,MAT841802,PL30,90FETR4B,Q,V220002,2022,04,2844.795,561.55,81.462,239.238
100,MAT459510,PL29,CIFGBULP,"",V486460,2024,12,4043.651,947.949,477.118,980.024
200,MAT630020,PL25,COVYTIXH,"",V151661,2025,12,3622.424,965.61,307.029,1455.277
200,MAT883821,PL50,PFICIVE4,E,V886666,2024,12,2154.147,581.933,224.829,611.973
100,MAT827934,PL29,8RT06WH1,K,V700850,2022,08,4900.067,882.651,11.318,1756.531
400,MAT595847,PL43,VHZATHPU,"",V438631,2026,02,3193.924,981.39,258.623,1027.488
400,MAT582736,PL26,JSVEHY7Y,"",V323843,2022,05,2119.229,488.179,252.956,1859.291
100,MAT505743,PL46,NNOUDQZH,K,V177216,2024,05,1600.976,756.6,383.867,216.204
200,MAT114677,PL31,RYP34AVL,K,V198893,2022,07,1797.119,872.739,34.673,1151.113
400,MAT899606,PL29,W5RH6Y0I,K,V814655,2022,10,4242.244,130.795,122.126,1720.34
100,MAT867867,PL50,6BV92P5C,K,V206386,2023,01,584.345,393.719,201.768,1005.786
100,MAT223193,PL46,TLUW4HEY,K,V236085,2026,11,869.868,815.276,247.346,762.965
400,MAT585339,PL22,XF9ERD1E,Q,V809085,2026,08,1462.643,922.534,108.194,1829.505
300,MAT157851,PL13,CTQUUWGQ,"",V513155,2023,08,3166.454,711.097,247.254,1966.148
400,MAT656631,PL45,2JO9KIFW,Q,V752203,2026,07,1060.536,91.484,395.805,1684.053
400,MAT901340,PL17,ILVPIOZ1,Q,V296431,2024,09,4113.933,56.11,226.962,1896.417
300,MAT706767,PL12,6ANGHPXN,K,V586777,2024,02,1955.235,334.145,426.329,1268.117
300,MAT430651,PL43,CYJ93UC3,Q,V765959,2025,05,3588.088,288.216,122.188,1682.639
300,MAT820455,PL50,DD1CX0J8,E,V140588,2023,06,17.488,59.453,119.109,1737.284
200,MAT310157,PL39,58AHDEMC,"",V580500,2022,02,3556.973,264.027,265.249,994.59
400,MAT435630,PL17,LE1N059G,O,V143877,2025,12,3918.328,415.666,289.219,1388.02
300,MAT328817,PL30,H976NYCM,O,V361800,2026,10,2777.488,623.366,276.339,1369.784
200,MAT987999,PL04,VLWVRILG,Q,V361479,2022,11,4734.506,193.443,376.849,672.862
400,MAT485746,PL14,OR1PK5MC,E,V874174,2024,08,3626.055,18.157,35.146,446.007
200,MAT637412,PL10,HNS6ZD32,O,V780552,2022,02,2602.41,606.93,274.426,673.375
400,MAT103605,PL27,EY80ESWD,K,V712847,2022,01,4796.961,171.725,288.173,1724.187
200,MAT921831,PL12,VESSS2TB,E,V673626,2025,08,594.199,325.592,78.477,303.888
400,MAT797265,PL20,FMPYW2R8,E,V967825,2024,10,3571.604,293.956,10.831,1903.646
400,MAT185548,PL44,0ME7DBGB,O,V451864,2024,03,1005.399,490.827,35.379,431.653
300,MAT737632,PL18,C0CMAHZI,E,V276004,2024,12,3428.844,291.915,356.113,657.47
400,MAT580430,PL49,K0ERYUO1,Q,V467491,2025,09,3722.871,598.227,194.749,805.128
400,MAT117261,PL27,TWWAA8W6,Q,V363764,2023,06,3645.143,876.696,341.689,1754.78
100,MAT300926,PL06,TFZ6GWTK,K,V961606,2024,11,3200.466,484.606,479.527,1102.709
400,MAT127114,PL40,77H98PEM,K,V699098,2026,11,2152.632,850.618,221.212,598.6
300,MAT875918,PL20,PRBTW5Z6,Q,V200233,2026,07,1902.438,261.879,383.757,1301.918
400,MAT134772,PL07,TGXXJQ8Z,E,V931063,2022,02,1273.579,146.948,9.618,321.996
300,MAT196574,PL18,1JLSULX2,K,V952907,2023,11,3994.657,15.758,135.211,551.601
300,MAT675713,PL45,HHR67FHU,O,V499194,2025,03,2989.007,794.579,162.032,572.4
400,MAT312456,PL33,3XVD2I5A,K,V589961,2025,09,3129.188,802.221,341.632,307.585
300,MAT779360,PL01,4S98Q08I,Q,V450952,2026,05,591.148,366.664,231.382,986.002
300,MAT942039,PL24,V6VWL1YV,E,V182206,2024,07,4895.811,193.099,70.82,1549.374
100,MAT887675,PL43,XMN1MOF4,Q,V375228,2025,10,469.886,995.106,356.28,655.788
100,MAT532277,PL31,QZ2MBZYA,Q,V883410,2023,11,4139.354,273.778,351.737,1698.96
400,MAT649042,PL19,OS63C0Y4,"",V230907,2023,10,2457.807,911.0,50.755,1197.005
200,MAT526003,PL24,YTCOMWKU,O,V260430,2026,07,4333.349,701.536,0.163,1126.147
400,MAT770465,PL28,ZSIVD3P4,"",V883343,2022,12,3730.561,592.588,48.079,434.16
100,MAT331226,PL03,EDT1BUGQ,Q,V640569,2022,12,1324.113,21.547,49.19,332.857
200,MAT970923,PL14,RYT4FG1F,O,V878085,2024,02,2516.16,535.977,135.202,812.46
300,MAT268714,PL03,NYEWTH5F,Q,V658045,2023,12,708.686,544.435,144.079,63.521
100,MAT966088,PL16,HZW1G27E,K,V297498,2026,03,2821.232,731.345,412.229,1984.237
100,MAT935494,PL45,S0V9DH8F,O,V537215,2024,05,2375.388,106.265,91.271,1070.662
300,MAT547313,PL37,Q7VZXNOY,Q,V306579,2026,08,2627.275,981.52,270.708,1861.192
200,MAT849756,PL04,PPFS722I,O,V306762,2024,06,4141.564,411.444,229.46,489.053
100,MAT525556,PL21,RQOJR7JA,O,V541626,2024,03,2017.018,72.79,471.284,367.745
400,MAT304368,PL44,0Q2A0SB2,E,V388297,2022,09,3129.846,250.353,56.407,1605.784
400,MAT254005,PL09,6F1WUXZO,K,V929959,2026,04,370.607,287.595,448.529,1115.737
400,MAT719783,PL15,Q207DHL5,K,V914143,2024,04,1659.956,545.61,151.425,1415.508
100,MAT905376,PL50,G57ZX5PS,O,V107106,2023,02,363.418,782.4,290.557,468.757
200,MAT590149,PL36,1IN9QHQE,Q,V198245,2023,05,3041.156,46.889,387.045,1906.39
100,MAT226421,PL15,L8VT3SRF,E,V316216,2026,08,4151.962,275.695,415.075,473.8
200,MAT591436,PL17,U9VA03BW,E,V240533,2022,10,1538.21,111.508,455.404,1517.47
200,MAT941800,PL29,4T4E5QEL,K,V171893,2025,11,595.107,559.208,424.087,210.68
300,MAT443978,PL07,8D06731Y,O,V733218,2025,01,4694.283,462.871,122.945,1502.436
100,MAT365111,PL02,JB8DQOZ8,O,V234428,2025,04,895.186,134.319,59.024,236.763
100,MAT782892,PL48,AJ3WKTPQ,E,V790106,2026,03,4035.816,907.633,386.899,1640.61
300,MAT237718,PL15,WSPWWYPJ,K,V942126,2026,04,686.59,517.199,374.537,135.239
200,MAT461469,PL16,73NIT4X1,Q,V800510,2024,11,238.916,554.694,496.802,46.543
100,MAT694173,PL36,QPHTRIB1,O,V530662,2024,12,1852.616,121.718,113.834,1425.731
400,MAT894886,PL44,C907V6RP,O,V186288,2024,08,3374.451,544.093,340.105,96.413
200,MAT384024,PL13,6XCBNV6T,Q,V891230,2024,02,3232.015,721.183,12.571,1424.712
100,MAT640818,PL39,OVSRYVD2,E,V924742,2024,12,102.517,234.22,178.962,149.187
400,MAT270937,PL47,85J7UNRN,Q,V918446,2022,10,3972.53,131.252,157.488,961.393
300,MAT211061,PL30,0J3K9X9F,"",V723610,2026,02,3749.143,174.536,226.572,658.01
100,MAT410703,PL13,YY3POIKR,E,V759474,2024,05,1337.699,468.279,267.474,871.471
100,MAT524910,PL31,73JTVAFN,Q,V327413,2026,05,33.681,733.896,170.841,797.271
400,MAT529450,PL42,JP4XQ2HF,"",V627789,2022,11,390.877,785.532,336.174,96.719
400,MAT359308,PL35,2BK6AKPA,Q,V296696,2022,11,4383.471,188.498,429.875,619.816
200,MAT902588,PL23,6CXO9S8L,"",V178520,2026,08,399.746,929.991,269.362,1144.473
200,MAT274489,PL29,I9HE1ILI,E,V622726,2024,08,1410.208,92.354,393.748,61.054
100,MAT396907,PL18,W71D5MY6,Q,V409241,2024,05,4121.296,141.021,11.386,1135.863
200,MAT812971,PL36,VV84V5LH,Q,V663099,2025,07,1067.96,749.728,266.533,636.289
100,MAT548803,PL04,LLUXMEH3,K,V604282,2025,05,2035.372,130.885,234.499,644.297
400,MAT754810,PL27,ZH3F4P6W,K,V697652,2023,12,1838.749,567.149,97.544,1831.808
200,MAT390760,PL28,CHN12V18,O,V812983,2026,04,360.224,907.277,90.76,1976.808
100,MAT876932,PL21,2V791Y2I,K,V271979,2024,07,1967.915,338.529,397.56,603.363
200,MAT150569,PL14,MX940BGQ,K,V738673,2022,08,2155.735,188.174,215.441,31.83
300,MAT705010,PL02,UKPSF4S4,E,V447472,2025,07,2455.133,770.889,128.848,926.82
300,MAT702080,PL04,35OOH4VS,Q,V319606,2023,02,1088.933,716.583,318.642,154.231
400,MAT646212,PL04,MKV6MGMI,O,V778116,2024,09,2513.754,327.57,217.231,1079.367
300,MAT330323,PL44,CSRNTVF4,O,V786823,2026,01,1140.203,622.698,492.979,162.58
300,MAT905672,PL35,KSA83XM2,"",V324376,2025,02,3289.464,806.901,213.317,1045.264
400,MAT477450,PL40,QH7D0E6L,E,V752147,2022,05,2039.964,265.288,315.342,1405.595
200,MAT625474,PL07,1ETHEBWX,Q,V543298,2024,10,1303.698,243.557,307.424,715.144
100,MAT135226,PL39,3GY75RHN,O,V599970,2022,01,4205.438,805.563,277.149,1387.733
100,MAT535821,PL42,9EBDBBQA,"",V482605,2023,01,634.159,744.955,398.969,1309.58
400,MAT376328,PL29,41E1O1CJ,O,V106135,2025,03,4920.632,508.647,339.39,1868.99
200,MAT459635,PL07,DZTWIRYZ,Q,V455162,2024,11,2383.443,600.803,293.337,1590.792
100,MAT533079,PL40,NPEWNP3C,Q,V185337,2025,07,3862.06,587.956,410.283,749.891
300,MAT318819,PL02,5DGZ6C0N,O,V412230,2024,03,1752.931,673.161,326.767,867.388
100,MAT820564,PL42,K4F5VV28,O,V975506,2024,02,3315.245,922.609,225.415,359.384
400,MAT457451,PL06,5F4Y7PMO,K,V642879,2022,03,500.14,3.616,194.383,1817.174
300,MAT284104,PL49,TIFT77F8,O,V712732,2025,11,3553.403,574.51,455.396,741.211
300,MAT237716,PL03,Y3THAW7R,Q,V412514,2025,02,3735.216,230.821,101.406,1851.843
100,MAT234693,PL41,9KRU78TK,K,V618744,2024,06,831.963,145.319,162.08,1577.864
400,MAT988556,PL34,U5BSNTTB,"",V302642,2024,12,85.09,923.263,309.057,53.829
300,MAT744830,PL50,C6R88XX0,Q,V300785,2022,08,2478.033,618.154,410.987,658.251
400,MAT415927,PL38,ZQPHJRL0,K,V898679,2026,04,4938.518,314.249,343.322,250.39
400,MAT869051,PL11,18VO225Y,"",V221872,2023,05,2937.825,599.086,109.157,1478.292
100,MAT398773,PL20,AO64T4M9,Q,V655463,2026,03,3512.095,2.827,330.904,874.433
100,MAT269643,PL06,06IS8S7O,"",V579492,2026,10,1660.924,538.647,435.262,858.384
400,MAT255917,PL47,XSY7E2VW,"",V356762,2023,06,4615.986,635.303,4.089,18.454
200,MAT975325,PL47,8VGII3H9,Q,V488522,2025,10,101.834,569.914,75.311,1211.05
100,MAT140681,PL45,OFV6JSJE,Q,V480672,2022,05,3868.169,364.466,194.116,143.656
200,MAT117250,PL37,ABBQWQYX,K,V931821,2024,06,1444.484,920.399,464.013,1177.965
100,MAT391288,PL46,7XC1C06H,"",V814820,2022,11,3227.173,142.818,475.293,408.18
200,MAT873040,PL47,ONSHEEUW,O,V332765,2024,07,3943.231,722.288,342.946,1545.495
200,MAT934778,PL29,YZJJXUDE,Q,V252516,2025,03,369.561,242.285,13.116,1997.392
200,MAT177362,PL33,XUZS598L,K,V430731,2022,06,1658.844,287.885,104.689,1288.016
200,MAT468587,PL01,3NJ58DDM,Q,V370179,2022,11,3861.437,580.134,71.523,1854.086
100,MAT408058,PL26,LAWT47B2,E,V220338,2026,10,899.975,904.704,358.881,706.201
100,MAT373116,PL12,XOQFI56Y,Q,V561952,2026,07,3706.608,355.406,173.466,1357.152
300,MAT533586,PL45,FWEPOH0I,K,V274378,2025,08,111.164,488.053,25.904,1724.409
200,MAT463974,PL14,U6MDM239,Q,V682481,2023,05,4390.193,106.699,495.323,552.51
300,MAT768073,PL27,NYWX0G2A,Q,V559664,2025,04,4829.635,618.063,327.56,177.788
400,MAT211025,PL24,38I4P1FT,K,V438643,2024,06,4683.874,864.454,361.018,881.74
200,MAT906403,PL21,MK8DVOSE,"",V367934,2025,03,3741.523,697.772,220.23,269.248
100,MAT379986,PL48,R6RU6DYK,K,V522261,2022,07,4061.163,59.546,73.334,312.649
400,MAT477901,PL39,UV2VHKJX,O,V989474,2022,05,2225.158,602.568,401.211,1860.012
100,MAT482700,PL17,6LWYBHG3,O,V398695,2025,08,617.229,470.262,189.251,1092.017
100,MAT967690,PL17,U0YA8VHE,"",V418884,2025,04,4740.04,90.502,446.427,1518.109
400,MAT866236,PL09,901RUCN2,Q,V544049,2022,06,3287.174,236.586,239.239,673.479
300,MAT159225,PL50,7IK88KZP,E,V337018,2023,09,2679.063,49.578,381.015,1002.314
200,MAT261613,PL24,VXC54GAS,Q,V677561,2023,09,4909.896,586.556,453.557,1213.796
100,MAT851169,PL09,ZW36VYZQ,E,V590807,2023,10,1493.368,373.897,191.223,243.541
100,MAT546674,PL05,QK6GXAAV,Q,V725443,2023,09,4901.15,688.675,499.657,1366.821
200,MAT527179,PL11,52LO3WOX,K,V599044,2024,06,2790.242,517.107,92.767,830.363
100,MAT121766,PL50,VQFSHZNF,"",V567381,2023,08,1871.03,374.829,452.773,1667.737
300,MAT833969,PL48,FAOJXNDG,Q,V666207,2022,01,194.379,687.853,481.53,225.336
100,MAT709002,PL05,9J4G0J3V,E,V266493,2026,11,266.77,14.199,248.551,1358.427
400,MAT368189,PL49,SR4DG7AT,K,V874072,2022,12,842.483,329.595,495.887,566.623
100,MAT836327,PL17,C5PRSV4I,"",V293008,2025,01,2548.834,251.685,262.142,875.325
200,MAT198370,PL49,NBVW0HM9,"",V420267,2026,03,3307.64,190.804,293.557,1505.038
200,MAT433471,PL36,LO2VKAYI,O,V743194,2022,09,1055.465,179.948,102.336,617.578
400,MAT490538,PL38,3SFD8R51,"",V332749,2023,08,2846.066,232.584,469.892,751.272
100,MAT572145,PL13,G9L8D1IN,"",V614198,2025,06,771.862,890.0,145.631,868.922
100,MAT180905,PL17,Y5H4472Q,E,V713335,2024,12,4148.495,792.264,22.204,59.963
100,MAT223042,PL25,Q14401MV,K,V397944,2026,08,4071.802,490.331,130.884,955.2
100,MAT233721,PL49,KD2C0SYA,"",V997811,2022,10,4878.699,95.322,290.656,803.204
400,MAT443665,PL07,WX3VHA5U,O,V664127,2026,01,1666.597,514.139,92.41,1304.451
400,MAT996082,PL30,H4EIZCVN,"",V204775,2024,06,4454.465,976.863,282.106,707.079
400,MAT327744,PL13,YPQT9V2D,E,V462222,2025,04,799.75,384.221,234.454,283.028
100,MAT528092,PL17,BU8Q3LPZ,O,V194136,2024,03,2242.628,979.612,6.844,787.161
400,MAT431745,PL17,4UKTYEXH,K,V534634,2023,09,524.59,295.003,97.904,130.575
300,MAT521052,PL17,N7AW10KH,O,V931106,2024,09,4127.347,485.555,416.661,913.138
300,MAT795940,PL43,0W761X1D,K,V780148,2026,03,3293.313,949.382,496.427,1076.093
300,MAT676151,PL16,PSXI9ALN,E,V204262,2026,12,1161.859,353.717,485.41,441.951
400,MAT992183,PL29,N8NYUVII,O,V310723,2024,07,1990.298,88.642,290.651,1555.664
200,MAT449157,PL28,W0KY9KA9,E,V229484,2024,02,278.789,953.445,412.588,1871.297
400,MAT446537,PL15,TTUX60VT,Q,V715328,2023,10,4013.513,196.946,444.095,650.388
300,MAT353576,PL12,PW26UET1,O,V643189,2023,09,603.259,951.827,155.5,1365.419
100,MAT615149,PL09,39D0978O,"",V825780,2023,06,955.633,305.588,57.863,96.219
400,MAT205563,PL11,Y56UXDPO,"",V290116,2026,03,4543.884,449.349,419.516,1280.082
200,MAT233243,PL03,EA0CFAT9,"",V410013,2026,05,4948.821,393.276,129.832,1949.677
200,MAT833114,PL28,1KAYMAIB,K,V462964,2024,03,1948.566,590.31,201.579,1928.011
100,MAT756859,PL24,SHKL7IVK,K,V592641,2023,07,226.992,449.929,481.184,1487.971
300,MAT117238,PL31,TAKMEPMN,"",V954398,2022,03,1241.219,278.305,441.247,1449.724
400,MAT675343,PL42,PBQN0TC9,E,V494050,2024,11,914.255,541.89,127.129,1236.161
400,MAT563691,PL08,C2NCPFHL,E,V823937,2025,10,1016.605,470.451,218.57,399.104
400,MAT660008,PL45,OTN6OOI2,Q,V766165,2025,01,1621.871,24.493,399.745,97.413
200,MAT788450,PL24,O9A224U0,O,V648559,2022,08,2617.436,920.758,343.506,1360.921
200,MAT952409,PL35,A9AYBPMK,Q,V489884,2025,01,2001.115,727.482,111.245,371.721
200,MAT449553,PL07,X1HB6E0F,E,V317616,2022,08,4356.906,475.307,452.183,1210.201
400,MAT472530,PL34,Z70ITTTG,"",V448915,2025,01,3997.902,718.237,85.647,1070.958
200,MAT770428,PL01,1OU6YVUR,"",V188073,2022,07,221.234,431.448,149.837,58.706
100,MAT661516,PL41,B7QYJNL3,K,V914935,2023,02,4148.363,922.748,134.402,222.255
200,MAT151041,PL17,JTLV57XL,"",V660134,2026,01,1400.434,476.701,393.947,1573.445
300,MAT879386,PL34,R3G4IN1F,"",V735508,2025,10,3413.095,904.139,183.808,698.808
200,MAT371882,PL22,RXRABTL7,Q,V512492,2026,01,80.514,361.992,133.069,1698.436
300,MAT164988,PL48,2KLYB17B,K,V483106,2026,06,1390.738,531.981,98.328,474.814
100,MAT936732,PL14,K1H6JBUJ,K,V258914,2024,03,160.103,976.002,462.366,1980.799
200,MAT813746,PL26,V13HKT5E,Q,V408730,2026,07,4233.64,486.643,287.72,1128.331
400,MAT463023,PL03,XKCC1WWI,"",V298887,2024,07,2734.081,285.619,318.128,868.041
200,MAT396074,PL16,A3FYFD0V,E,V520461,2025,09,3844.861,552.377,23.592,1523.485
300,MAT715795,PL31,2WUH4OWZ,K,V812818,2024,01,4871.589,69.254,165.1,909.56
400,MAT272687,PL10,840UDKJ0,"",V434800,2023,03,4676.199,393.992,124.98,488.48
100,MAT375179,PL21,UA5IQZCZ,K,V709414,2023,09,4674.459,244.231,341.659,585.994
300,MAT400442,PL12,4ZT8Y47Y,Q,V509428,2023,10,2038.326,163.712,110.974,510.577
200,MAT141315,PL19,R10WP0PM,"",V952536,2023,07,1683.325,397.381,202.175,509.285
400,MAT627329,PL15,IKHWZKJA,K,V903181,2024,01,3236.518,859.676,204.402,48.31
400,MAT712803,PL37,NJ5QJBVO,"",V467415,2022,05,3491.07,499.111,283.1,420.28
300,MAT823457,PL44,7JWUCDMY,"",V267295,2023,03,3848.038,776.175,497.445,131.309
300,MAT911256,PL42,6K3CO149,O,V831581,2026,01,3178.017,566.804,174.638,1492.243
200,MAT889465,PL07,BVWP1DR8,Q,V794987,2026,03,3439.53,820.758,376.765,591.312
200,MAT215454,PL47,GNAIFSON,K,V496096,2026,02,2076.217,240.911,483.46,1350.946
400,MAT660928,PL09,YVOUBNKL,"",V175570,2023,11,4021.278,10.245,398.222,1792.243
300,MAT738315,PL45,AR6X50FB,K,V428224,2026,03,4139.597,690.824,209.145,430.934
400,MAT179774,PL25,9S4BQGV7,Q,V262442,2024,12,1133.936,804.455,189.805,1542.332
200,MAT809237,PL25,27WWAV94,Q,V528808,2024,06,3215.791,110.81,58.672,139.406
300,MAT479510,PL25,9QLICIXK,K,V425073,2026,02,1118.874,614.349,201.609,434.593
100,MAT893287,PL29,SB1P1Y4B,E,V421311,2025,07,4344.954,697.326,108.715,1810.102
100,MAT164548,PL48,2K6EXJFK,Q,V747509,2025,04,3592.682,634.155,3.9,855.36
400,MAT900496,PL47,UTBRWL9G,E,V326263,2022,02,2940.467,591.283,461.597,1834.23
200,MAT619766,PL50,A3OK0QA6,K,V607823,2024,12,112.628,200.04,412.801,423.259
200,MAT591287,PL40,P407B4ZK,Q,V945558,2024,02,161.107,719.707,213.91,1365.442
400,MAT861996,PL19,Q71G4FNS,O,V519943,2026,12,4023.441,283.893,42.134,1442.831
100,MAT499344,PL32,PPIV9T5K,O,V364899,2024,09,1445.351,256.762,407.205,766.518
300,MAT518459,PL05,0OFNNENA,K,V387388,2025,08,4275.246,225.22,212.805,1716.292
200,MAT991934,PL20,V623C274,Q,V507971,2024,09,3564.777,580.38,343.176,385.099
100,MAT644122,PL02,2SMLXBEV,K,V492292,2025,02,3281.513,265.734,107.489,678.487
400,MAT149766,PL15,BJNKIXYL,K,V960555,2025,09,2582.997,159.044,174.983,1400.568
300,MAT138729,PL23,UC7J7KYM,"",V582228,2022,01,4005.095,974.348,353.344,757.381
300,MAT582853,PL16,SC1YF9DJ,"",V657403,2026,12,1689.55,6.311,141.652,765.332
300,MAT179677,PL21,QFG4O43A,Q,V513409,2023,06,466.291,705.178,405.033,451.525
100,MAT126811,PL07,VNTXGSQJ,O,V279516,2026,02,3970.79,911.487,192.886,1214.851
100,MAT782554,PL37,DXC34PWV,O,V455388,2022,05,1761.653,16.21,138.669,1658.773
300,MAT376815,PL19,BLKON89V,"",V763835,2024,12,292.182,596.977,48.924,1349.74
300,MAT384735,PL47,N4IFYCEM,Q,V203727,2023,03,3019.862,614.546,271.754,295.13
100,MAT376504,PL23,HS4JEDAT,E,V710432,2024,08,335.339,539.268,374.239,718.923
100,MAT916027,PL19,LOGL9VW0,"",V410524,2023,07,2169.118,664.907,43.625,1823.633
400,MAT724062,PL12,UJLDGXMO,E,V346162,2026,12,4151.064,527.825,183.249,450.344
300,MAT947512,PL08,EKYY6OTR,"",V486894,2026,11,3977.239,372.881,314.934,945.988
300,MAT732694,PL32,T0QAUDJR,E,V598635,2022,01,2713.318,512.353,427.536,556.046
100,MAT333589,PL41,3Y6KHB5C,"",V274634,2022,03,3314.778,935.704,90.014,502.011
300,MAT537126,PL09,M8RQ8XUH,O,V253873,2022,06,549.403,402.686,398.594,912.78
300,MAT352493,PL04,9W94AUTD,"",V148056,2023,12,439.044,139.779,232.457,721.037
200,MAT526876,PL44,XKLIRKID,E,V210479,2023,02,724.266,482.274,142.491,441.014
100,MAT678339,PL28,LAOVU9OO,E,V378637,2025,03,2859.679,328.637,45.504,1893.013
100,MAT404449,PL18,RCH0JIF0,E,V524811,2026,06,682.622,450.019,245.936,428.995
100,MAT759289,PL39,4VWJSUJ9,"",V103947,2024,09,4527.17,556.833,215.551,697.808
400,MAT752345,PL23,9JW5XFXK,K,V424792,2025,02,2852.097,197.673,316.96,1484.252
200,MAT438567,PL28,ZURLNYSY,E,V571091,2023,12,3128.484,339.363,76.16,1050.479
400,MAT449408,PL21,FIUORIMV,E,V542519,2024,09,492.075,631.176,177.394,752.919
200,MAT644311,PL23,SOBB1QVJ,K,V602034,2024,10,1795.103,359.585,497.176,1413.838
200,MAT991836,PL42,Q1CEJYAM,"",V193318,2024,12,1306.44,796.169,398.029,381.002
100,MAT478498,PL24,3QSSDV6X,K,V903440,2026,12,3758.861,181.125,115.336,766.705
400,MAT367304,PL27,M5JK7GL6,Q,V694853,2024,05,695.435,721.55,154.009,1702.971
300,MAT234981,PL21,IKIDSJUO,E,V675022,2026,06,3632.099,875.275,299.28,1469.736
200,MAT406401,PL04,XJTLKJB3,Q,V414435,2025,09,4932.369,908.344,384.623,1397.823
300,MAT200538,PL17,3XDNQ7PC,K,V917095,2025,04,2060.837,139.277,57.7,200.188
200,MAT910943,PL23,AI63DINA,Q,V177614,2023,06,4918.183,975.461,205.838,1841.97
100,MAT131913,PL30,2E7N7IVT,O,V622093,2024,10,4677.707,533.369,450.712,92.044
100,MAT122065,PL48,ZQL1M27V,K,V535297,2024,07,2890.491,979.546,123.78,71.7
200,MAT928283,PL05,6H7HYIGD,"",V550743,2023,01,3400.699,243.285,444.004,828.736
100,MAT895340,PL23,6QIVH0O8,"",V905989,2024,10,2674.656,137.822,436.57,1798.526
400,MAT507497,PL17,CQ1R6OMY,"",V354498,2023,09,4978.516,985.1,3.763,1240.49
400,MAT788557,PL35,NWH525UL,Q,V387916,2025,07,4204.018,403.474,24.077,1071.212
400,MAT378468,PL36,QGP50WZU,"",V957599,2026,06,172.778,4.624,255.631,1460.52
200,MAT276719,PL25,WNAPECNM,Q,V160899,2022,08,3359.41,171.958,355.804,170.175
300,MAT692712,PL29,FI6S6DUP,O,V897381,2024,07,3369.233,479.445,405.174,1120.328
100,MAT207437,PL01,HCP4HT5J,"",V242363,2024,03,1587.894,210.541,314.592,94.754
100,MAT771985,PL33,VL5AMILS,K,V337090,2026,11,1147.642,629.879,101.628,1566.825
300,MAT320055,PL45,RL2XD5LB,"",V960813,2025,01,1722.033,739.469,466.545,1290.844
400,MAT914994,PL18,GHC7S03X,"",V586102,2025,11,1326.157,727.19,311.527,1346.282
300,MAT340176,PL23,7YCGKSVF,O,V411034,2024,02,1676.274,967.631,180.815,1963.245
300,MAT665211,PL37,492B602R,E,V746994,2024,07,778.319,923.988,452.73,1405.804
200,MAT577254,PL03,DDMQDWX3,K,V282176,2025,06,1419.646,38.442,394.459,1081.396
200,MAT689605,PL06,BM48FGSS,"",V282891,2026,01,3756.887,503.598,50.514,987.441
400,MAT532878,PL24,FYP94XU1,K,V268349,2023,08,1956.409,3.668,413.511,1230.375
300,MAT213479,PL34,ZB38EA0C,K,V360953,2023,12,4271.651,29.606,106.618,1218.34
400,MAT993062,PL24,NN7OSAIZ,K,V504977,2023,04,2193.026,935.223,446.132,1181.894
100,MAT175828,PL33,MQH39Z3X,O,V591099,2022,11,27.248,226.488,486.237,1072.89
300,MAT157187,PL14,T9KXEVX9,O,V210963,2025,07,1009.294,742.575,310.72,1904.278
300,MAT749978,PL20,7U2JN3XO,"",V227032,2025,07,2529.32,85.207,377.738,1500.766
400,MAT250847,PL07,F6L8JVW4,E,V547340,2026,09,840.962,813.049,86.915,1773.21
400,MAT604772,PL26,7WMORPHN,K,V448869,2025,07,4848.073,578.616,490.334,1847.833
300,MAT793351,PL42,9ZRWILEV,E,V267849,2025,03,2859.706,584.682,314.797,1305.363
