BKLAS,BWKEY,BWPRH,BWPRS,BWSPA,BWTAR,BWTTY,LAEPR,LBKUM,LFGJA,LFMON,LPLPR,LVORM,MANDT,MATNR,PEINH,PSTAT,SALK3,SALKV,SPERW,STPRS,STPRV,TIMESTAMP,VERPR,VJBKL,VJBWH,VJBWS,VJKUM,VJPEI,VJSAL,VJSAV,VJSTP,VJVER,VJVPR,VKSAL,VMBKL,VMKUM,VMPEI,VMSAL,VMSAV,VMSTP,VMVER,VMVPR,VPLPR,VPRSV,VVJLB,VVJSL,VVMLB,VVSAL,WLINL,ZKDAT,ZKPRS,ZPLD1,ZPLD2,ZPLD3,ZPLP1,ZPLP2,ZPLP3,ZPLPR
3717,V027,131.2,132.77,4.34,"",X,20250816,3126.569,2022,01,132.57,"",100,283147760518523392,1,K,415114.57,415114.57,"",131.2,119.94,20260212121508,132.77,3528,125.0,137.9,2224.535,1,306763.38,306763.38,127.26,137.9,S,415114.57,3528,2742.314,1,345805.8,345805.8,126.79,126.1,S,120.24,S,2062.555,266009.72,2551.755,325956.18,20230302,20250730,137.53,20250319,20250221,20250914,149.86,148.26,157.64,155.06
3327,V040,142.25,139.06,2.31,"","",20250904,1815.738,2025,10,159.66,"",100,529431663472204960,1,K,252496.53,252496.53,"",142.25,143.66,20260212121508,139.06,3292,149.07,142.2,1409.728,1,200463.32,200463.32,148.03,142.2,S,252496.53,3883,1619.474,1,220847.67,220847.67,149.04,136.37,S,145.83,V,1135.335,173449.96,1403.666,197975.7,20230813,20250716,166.29,20240601,20241203,20250201,154.45,162.56,188.91,180.07
3575,V004,77.89,78.77,0.92,"",X,20231207,5951.157,2024,03,77.94,"",100,476125995240322178,1,K,468772.64,468772.64,"",77.89,72.44,20260212121508,78.77,3914,73.44,73.87,5041.225,1,372395.29,372395.29,68.75,73.87,S,468772.64,3362,5459.96,1,450938.1,450938.1,74.56,82.59,V,77.62,S,4242.855,338445.88,4370.897,403387.22,20231001,20230720,81.41,20250913,20260125,20241105,92.33,88.69,100.63,81.34
3843,V046,433.52,426.47,2.5,"","",20260111,7119.893,2026,01,439.18,"",100,703546185423423543,1,K,3036420.77,3036420.77,"",433.52,455.43,20260212121508,426.47,3806,400.02,415.1,5561.779,1,2308694.46,2308694.46,423.34,415.1,S,3036420.77,3190,6628.225,1,2566780.13,2566780.13,453.57,387.25,S,455.16,S,4570.455,1904883.6,6168.467,2371816.01,20230911,20241104,510.47,20250727,20230824,20250512,474.19,512.4,582.78,484.51
3903,V004,272.53,253.71,4.0,"",X,20240108,4172.964,2024,10,305.05,"",100,551225503717791784,1,K,1058722.7,1058722.7,"",272.53,299.35,20260212121508,253.71,3164,251.53,273.24,3644.18,1,995735.74,995735.74,240.3,273.24,V,1058722.7,3304,3979.513,1,1052939.34,1052939.34,248.71,264.59,V,260.19,V,3376.458,895525.84,3761.815,902491.47,20240606,20260113,280.79,20230421,20250520,20250408,285.73,344.0,372.01,331.63
3523,V004,423.04,391.22,2.86,"","",20241210,743.606,2023,06,428.07,"",100,673200790394807061,1,K,290913.54,290913.54,"",423.04,392.22,20260212121508,391.22,3180,388.78,403.97,648.132,1,261825.88,261825.88,446.24,403.97,S,290913.54,3880,727.546,1,264302.91,264302.91,400.64,363.28,S,411.82,V,578.579,216481.92,591.764,233637.93,20240624,20230920,459.49,20230731,20251121,20231229,499.13,526.85,577.84,547.0
3950,V032,215.75,217.27,0.75,"",X,20240310,7089.925,2024,10,238.44,"",100,933891350308152899,1,K,1540428.0,1540428.0,"",215.75,223.28,20260212121508,217.27,3272,235.11,223.99,6227.886,1,1394984.19,1394984.19,203.17,223.99,V,1540428.0,3622,6853.042,1,1465523.03,1465523.03,206.49,213.85,S,218.54,S,5901.218,1310065.71,6165.095,1237294.05,20230811,20250116,246.94,20240206,20221225,20230617,226.22,280.25,280.61,246.92
3646,V040,133.35,125.25,0.92,"","",20231025,9660.802,2026,04,141.62,"",100,314773070225013409,1,K,1210015.45,1210015.45,"",133.35,121.98,20260212121508,125.25,3124,122.75,122.74,7143.788,1,876828.54,876828.54,121.05,122.74,S,1210015.45,3372,9211.273,1,1150488.0,1150488.0,133.05,124.9,S,127.55,V,6562.198,720479.71,7494.131,931113.83,20230927,20250330,134.19,20250212,20250322,20230916,146.58,148.68,178.87,166.25
3725,V049,226.47,229.06,4.6,"","",20230524,6705.874,2023,09,268.32,"",100,518239639435681198,1,K,1536047.5,1536047.5,X,226.47,215.99,20260212121508,229.06,3260,246.56,228.84,5148.063,1,1178082.74,1178082.74,208.23,228.84,S,1536047.5,3440,6405.463,1,1373075.05,1373075.05,211.42,214.36,S,230.49,S,4440.329,1083210.48,5714.363,1106097.64,20241111,20240706,264.09,20240603,20251116,20240411,256.2,283.04,308.95,268.69
3374,V010,399.53,371.82,4.31,"","",20260116,8745.832,2022,02,401.58,"",100,921165359079993995,1,K,3251875.25,3251875.25,"",399.53,426.64,20260212121508,371.82,3547,438.18,345.0,6697.007,1,2310467.42,2310467.42,421.92,345.0,S,3251875.25,3720,7620.08,1,2815390.96,2815390.96,388.3,369.47,V,421.89,S,5990.587,1896569.65,6520.752,2260897.97,20221211,20250905,445.87,20230720,20250118,20250228,452.76,490.32,490.72,466.42
3216,V043,126.66,118.38,0.56,"",X,20240614,8006.219,2026,05,149.71,"",100,381693356440703919,1,K,947776.21,947776.21,"",126.66,126.09,20260212121508,118.38,3614,133.49,127.92,5863.137,1,750012.49,750012.49,119.15,127.92,S,947776.21,3004,7105.058,1,780419.57,780419.57,132.25,109.84,S,133.43,V,5272.727,670996.3,6376.081,682219.82,20221107,20221102,141.67,20240808,20250915,20240719,136.83,149.54,173.24,141.36
3420,V007,241.8,261.08,4.49,"","",20250710,7693.034,2025,03,244.67,"",100,677003533698009929,1,K,2008497.32,2008497.32,X,241.8,257.93,20260212121508,261.08,3506,230.59,258.74,6836.455,1,1768864.37,1768864.37,260.67,258.74,V,2008497.32,3688,7480.141,1,2006996.63,2006996.63,227.62,268.31,V,243.19,V,5868.465,1588527.04,6526.409,1679332.26,20251211,20230701,271.5,20230806,20250211,20240311,265.15,271.06,294.99,295.18
3465,V020,87.56,81.84,4.2,"","",20240309,7360.492,2024,05,94.77,"",100,858009129885107588,1,K,602382.67,602382.67,"",87.56,84.41,20260212121508,81.84,3598,90.12,82.63,5700.286,1,471014.63,471014.63,92.2,82.63,V,602382.67,3272,6486.034,1,512720.99,512720.99,89.86,79.05,V,82.15,S,5043.163,377255.44,5609.002,422619.92,20240417,20230113,102.55,20230107,20250407,20250524,98.94,101.57,114.57,104.22
3894,V047,338.7,359.67,4.42,"",X,20240929,8678.119,2026,04,392.74,"",100,536965005546866060,1,K,3121259.06,3121259.06,"",338.7,319.41,20260212121508,359.67,3246,331.84,353.62,6987.02,1,2470750.01,2470750.01,327.73,353.62,V,3121259.06,3729,8098.574,1,2729705.35,2729705.35,342.53,337.06,S,361.09,S,5869.357,2227621.82,6688.51,2277203.58,20250219,20241031,399.96,20240723,20250111,20230401,341.74,379.4,407.28,409.08
3356,V015,191.85,189.52,3.9,"","",20240310,8542.506,2023,12,211.18,"",100,924683046644050129,1,K,1618975.74,1618975.74,"",191.85,191.67,20260212121508,189.52,3780,196.96,173.28,7517.605,1,1302650.59,1302650.59,209.21,173.28,V,1618975.74,3116,7889.395,1,1368810.03,1368810.03,184.82,173.5,V,189.39,V,7111.11,1155445.73,6561.83,1206232.3,20240127,20241215,214.63,20230420,20230627,20250713,229.51,229.66,241.0,215.04
3910,V027,409.36,388.16,0.26,"",X,20250907,3237.799,2023,04,438.56,"",100,736037635546052353,1,K,1256784.06,1256784.06,X,409.36,413.71,20260212121508,388.16,3391,385.93,425.76,2632.792,1,1120937.52,1120937.52,421.77,425.76,S,1256784.06,3213,2920.802,1,1039863.93,1039863.93,399.76,356.02,V,393.87,V,2347.824,970780.59,2510.531,962885.48,20251023,20250831,451.87,20230416,20240318,20221117,444.17,456.32,504.55,513.05
3476,V011,381.53,349.53,0.97,"","",20230814,1743.405,2025,09,433.32,"",100,671730371035152295,1,K,609372.35,609372.35,X,381.53,349.36,20260212121508,349.53,3523,351.56,381.74,1296.04,1,494750.31,494750.31,414.56,381.74,S,609372.35,3587,1597.78,1,576910.42,576910.42,368.04,361.07,S,393.53,V,1096.973,437103.29,1447.793,462238.5,20241217,20221230,415.88,20251106,20240808,20230411,433.39,478.34,496.33,422.99
3039,V006,168.95,166.42,4.29,"",X,20250310,6906.703,2022,10,169.69,"",100,453779438100113243,1,K,1149413.51,1149413.51,"",168.95,172.4,20260212121508,166.42,3947,160.53,144.89,6135.476,1,888969.12,888969.12,163.77,144.89,V,1149413.51,3481,6453.556,1,1029793.93,1029793.93,168.44,159.57,S,179.22,S,5295.061,801048.04,5217.289,847994.1,20231012,20230428,175.65,20230913,20240115,20240828,169.32,202.47,224.26,215.56
3661,V020,254.14,248.78,3.85,"","",20241120,5879.274,2026,05,296.27,"",100,704653408144275234,1,K,1462645.79,1462645.79,"",254.14,241.62,20260212121508,248.78,3716,276.18,272.47,4118.851,1,1122263.33,1122263.33,239.65,272.47,V,1462645.79,3659,5270.059,1,1291586.06,1291586.06,232.55,245.08,S,275.89,S,3624.597,1064368.45,4331.514,1040698.71,20250209,20221105,281.0,20240802,20251230,20231215,286.47,330.02,315.87,327.27
3998,V011,355.16,343.14,3.46,"","",20260202,5156.169,2026,12,389.63,"",100,340382879162712234,1,K,1769287.83,1769287.83,X,355.16,349.0,20260212121508,343.14,3424,350.53,297.22,4312.981,1,1281904.21,1281904.21,386.45,297.22,V,1769287.83,3010,5019.322,1,1619634.82,1619634.82,327.01,322.68,S,337.38,S,3598.863,1147396.41,4468.754,1338268.18,20240522,20240920,422.45,20230221,20251217,20240505,397.38,409.89,430.4,429.02
3949,V004,455.21,469.75,3.53,"","",20230810,4343.896,2023,06,510.91,"",100,479692061268019875,1,K,2040545.15,2040545.15,"",455.21,413.02,20260212121508,469.75,3702,454.96,470.56,3906.188,1,1838095.83,1838095.83,453.79,470.56,S,2040545.15,3364,4163.431,1,1793730.98,1793730.98,413.36,430.83,S,455.92,V,3360.577,1503064.19,3516.359,1626260.66,20240622,20251024,498.74,20250116,20240324,20250122,495.43,568.33,626.29,586.34
3684,V007,470.06,461.94,4.98,"",X,20240318,9340.93,2022,08,534.87,"",100,548675115250416337,1,K,4314949.2,4314949.2,X,470.06,513.11,20260212121508,461.94,3970,426.47,452.4,7574.207,1,3426571.25,3426571.25,416.66,452.4,V,4314949.2,3336,8448.151,1,3715158.88,3715158.88,474.86,439.76,S,427.47,S,6490.498,3045103.87,7815.802,3179266.11,20250418,20241026,527.88,20241010,20250916,20250630,475.24,585.49,581.04,539.83
3792,V001,181.19,174.48,2.83,"",X,20251003,8305.151,2024,02,188.96,"",100,345373126467325496,1,K,1449082.75,1449082.75,"",181.19,187.79,20260212121508,174.48,3526,198.33,181.05,6111.163,1,1106426.06,1106426.06,165.78,181.05,V,1449082.75,3018,7765.326,1,1376093.42,1376093.42,171.56,177.21,V,171.58,V,5191.9,921717.14,6502.768,1227574.34,20241203,20231229,204.04,20230706,20231128,20221214,205.66,218.9,247.69,188.32
3354,V044,248.42,248.09,3.28,"","",20231121,4904.683,2024,04,281.13,"",100,249512056446626589,1,K,1216802.81,1216802.81,X,248.42,255.42,20260212121508,248.09,3163,257.97,242.78,3556.327,1,863405.07,863405.07,270.08,242.78,S,1216802.81,3823,4664.367,1,1173088.3,1173088.3,236.54,251.5,S,255.44,S,3087.656,693276.11,4132.69,1005759.99,20250720,20231112,257.85,20241129,20241021,20251228,273.07,288.54,341.15,260.35
3985,V002,265.82,253.12,3.84,"","",20231018,3153.296,2025,08,287.38,"",100,674359236723129631,1,K,798162.28,798162.28,"",265.82,270.21,20260212121508,253.12,3131,291.88,222.12,2611.155,1,579989.75,579989.75,246.63,222.12,V,798162.28,3569,2950.359,1,773200.58,773200.58,253.86,262.07,V,267.19,V,2110.776,472593.96,2642.504,623764.14,20251107,20221218,275.59,20250708,20240315,20240930,287.68,309.6,361.47,314.12
3900,V024,387.39,392.72,3.12,"",X,20251026,1751.057,2023,01,447.59,"",100,361599764563779693,1,K,687675.11,687675.11,X,387.39,358.04,20260212121508,392.72,3853,354.31,370.04,1427.149,1,528102.22,528102.22,417.84,370.04,S,687675.11,3245,1516.2,1,557688.68,557688.68,374.05,367.82,S,356.39,S,1340.736,475220.3,1286.972,452062.07,20250119,20251025,434.18,20241114,20230601,20221217,450.71,437.85,486.49,446.3
3172,V048,187.58,197.78,0.84,"","",20240330,8742.217,2024,08,217.07,"",100,171016991862256280,1,K,1729035.68,1729035.68,"",187.58,197.52,20260212121508,197.78,3626,175.87,188.98,7719.707,1,1458870.23,1458870.23,193.26,188.98,S,1729035.68,3220,7551.766,1,1405987.79,1405987.79,179.96,186.18,S,190.39,V,6555.091,1369824.95,6986.212,1263424.35,20240517,20230904,189.52,20250215,20230623,20250206,193.38,209.05,253.54,208.37
3382,V012,495.37,449.0,1.95,"",X,20251209,7295.712,2022,09,552.74,"",100,121753146192283921,1,K,3275774.69,3275774.69,X,495.37,461.19,20260212121508,449.0,3846,472.07,393.22,6079.686,1,2390654.13,2390654.13,510.7,393.22,S,3275774.69,3989,6751.589,1,2898187.09,2898187.09,519.75,429.26,S,495.68,S,5656.975,2209070.52,6167.373,2617963.91,20231206,20241025,515.86,20240316,20230313,20250706,549.89,560.6,681.53,506.54
3641,V048,212.64,220.03,2.91,"","",20250527,4824.403,2024,09,239.7,"",100,302072577978279915,1,K,1061513.39,1061513.39,X,212.64,227.66,20260212121508,220.03,3215,192.42,191.25,3431.0,1,656178.75,656178.75,228.34,191.25,V,1061513.39,3039,4584.075,1,1012988.89,1012988.89,192.34,220.98,S,217.4,S,3167.585,601005.28,3915.652,954292.16,20230814,20251101,249.29,20231128,20230424,20230420,250.34,253.88,286.29,248.23
3753,V008,458.62,431.7,0.9,"",X,20241107,1452.0,2022,11,535.96,"",100,693241766457687650,1,K,626828.4,626828.4,"",458.62,446.68,20260212121508,431.7,3249,446.76,407.97,1170.49,1,477524.81,477524.81,412.22,407.97,V,626828.4,3560,1398.018,1,595849.25,595849.25,428.89,426.21,S,424.07,V,1086.01,430809.72,1311.985,514169.85,20230124,20231203,510.68,20260131,20241023,20251225,549.27,521.73,586.1,473.49
3124,V037,412.6,433.69,3.33,"","",20240304,6607.579,2023,09,452.13,"",100,520482909474984020,1,K,2865640.94,2865640.94,X,412.6,400.0,20260212121508,433.69,3736,411.61,374.26,5527.708,1,2068800.0,2068800.0,423.34,374.26,S,2865640.94,3698,5857.152,1,2337589.36,2337589.36,429.66,399.1,S,428.79,V,5023.682,1759965.35,5351.564,2088187.54,20250402,20251215,448.69,20230328,20260110,20230416,446.17,491.92,510.84,475.13
3818,V048,297.98,274.19,0.81,"",X,20251006,5216.129,2026,11,337.8,"",100,809755710551763065,1,K,1430210.41,1430210.41,X,297.98,297.31,20260212121508,274.19,3691,305.84,237.16,4438.961,1,1052743.99,1052743.99,257.86,237.16,S,1430210.41,3178,5023.049,1,1275452.6,1275452.6,284.58,253.92,V,297.46,V,4209.303,982380.41,4755.609,1156317.52,20260102,20240128,323.38,20230220,20250325,20251106,300.39,334.3,379.2,345.81
3961,V020,383.28,358.74,4.26,"","",20250802,6682.35,2022,03,421.31,"",100,343067042605475577,1,K,2397226.24,2397226.24,"",383.28,387.34,20260212121508,358.74,3173,395.21,369.1,5969.134,1,2203207.36,2203207.36,343.39,369.1,S,2397226.24,3698,6271.656,1,2090719.24,2090719.24,364.83,333.36,S,370.88,S,5588.243,1872466.17,5201.117,1859000.86,20230308,20250903,404.99,20250727,20221125,20230812,433.24,433.28,466.37,412.74
3873,V027,209.17,203.64,1.89,"",X,20240330,4849.29,2023,01,221.39,"",100,738347206524495240,1,K,987509.42,987509.42,"",209.17,215.86,20260212121508,203.64,3127,193.9,193.83,3481.398,1,674799.37,674799.37,191.84,193.83,V,987509.42,3711,4326.876,1,808433.51,808433.51,200.88,186.84,S,201.58,V,3049.428,606281.71,3548.92,654065.62,20250722,20230117,227.78,20260210,20251226,20250419,216.0,250.79,263.97,213.43
3013,V032,473.83,444.55,3.47,"",X,20240712,8088.838,2022,12,520.64,"",100,238258774927008069,1,K,3595892.93,3595892.93,"",473.83,475.16,20260212121508,444.55,3760,470.15,472.99,5928.017,1,2803892.76,2803892.76,513.85,472.99,S,3595892.93,3739,7390.594,1,2973014.25,2973014.25,479.41,402.27,V,485.41,S,4743.696,2519291.37,6728.587,2666508.81,20260101,20231010,510.27,20231129,20230526,20241029,475.29,521.49,638.84,614.42
3675,V031,352.05,350.24,1.93,"",X,20250530,6435.102,2022,11,410.36,"",100,561847284380029546,1,K,2253830.12,2253830.12,X,352.05,347.21,20260212121508,350.24,3646,351.26,339.95,4689.735,1,1594275.41,1594275.41,368.3,339.95,S,2253830.12,3358,5524.089,1,2002206.06,2002206.06,340.13,362.45,S,379.5,S,4077.951,1458050.4,4781.772,1701042.18,20230524,20251207,386.71,20250330,20240415,20260104,365.7,411.03,459.58,413.29
3915,V033,347.09,342.03,2.33,"",X,20221114,4973.51,2026,10,367.14,"",100,859066755544792370,1,K,1701089.63,1701089.63,X,347.09,368.04,20260212121508,342.03,3939,353.4,346.66,4278.499,1,1483184.46,1483184.46,334.97,346.66,V,1701089.63,3971,4341.64,1,1413073.57,1413073.57,345.09,325.47,S,358.46,S,3752.545,1246386.68,3708.381,1263156.24,20230801,20250713,370.77,20241231,20250528,20230314,387.91,441.69,434.57,367.06
3215,V021,467.86,485.82,4.46,"","",20250407,2384.139,2024,03,539.92,"",100,334810293093894802,1,K,1158262.41,1158262.41,X,467.86,467.67,20260212121508,485.82,3689,435.27,452.54,1812.283,1,820130.55,820130.55,458.31,452.54,V,1158262.41,3807,2128.69,1,1001484.78,1001484.78,462.27,470.47,V,507.33,V,1601.729,675457.8,1910.06,812137.76,20241201,20230619,529.71,20230327,20250407,20250726,520.9,571.37,580.88,474.61
3475,V048,286.34,272.98,2.37,"","",20251207,8190.39,2023,04,310.72,"",100,783397629484452859,1,K,2235812.66,2235812.66,X,286.34,304.09,20260212121508,272.98,3320,294.57,265.14,6866.404,1,1820558.36,1820558.36,304.66,265.14,S,2235812.66,3922,7070.717,1,1855851.09,1855851.09,284.13,262.47,S,298.33,V,5583.992,1561564.3,5800.516,1627765.41,20230226,20250305,301.77,20230404,20230617,20231122,315.02,320.7,397.22,303.32
3141,V027,259.05,262.45,2.27,"",X,20241118,3951.834,2024,03,297.36,"",100,665670604764354542,1,K,1037158.83,1037158.83,X,259.05,242.65,20260212121508,262.45,3155,244.16,268.98,3050.905,1,820632.43,820632.43,255.46,268.98,V,1037158.83,3165,3362.194,1,922115.33,922115.33,247.71,274.26,V,256.98,V,2665.569,753753.35,3161.289,839306.48,20230626,20250915,281.79,20231104,20240623,20221107,268.56,319.41,326.43,279.62
3693,V024,230.18,223.6,3.77,"",X,20251202,5218.96,2026,11,271.7,"",100,381093873939347654,1,K,1166959.46,1166959.46,"",230.18,210.62,20260212121508,223.6,3607,237.25,212.38,3748.307,1,796065.44,796065.44,238.59,212.38,V,1166959.46,3127,4911.601,1,1054569.85,1054569.85,225.64,214.71,S,230.59,S,3140.051,654328.53,4276.208,910361.17,20241216,20240129,255.92,20250927,20240329,20230208,252.99,292.59,310.46,265.61
3716,V017,197.53,214.18,0.02,"","",20251111,3432.657,2024,03,229.19,"",100,154746759074794358,1,K,735206.48,735206.48,"",197.53,181.15,20260212121508,214.18,3335,199.95,224.61,3033.566,1,681369.26,681369.26,170.88,224.61,S,735206.48,3436,3020.926,1,588083.66,588083.66,203.01,194.67,V,180.03,V,2855.133,633082.57,2448.831,545283.55,20231028,20230815,217.23,20230820,20250218,20251231,218.84,224.4,255.36,214.94
3585,V048,300.93,283.41,3.77,"",X,20230518,947.977,2022,05,336.83,"",100,642756630217895773,1,K,268666.16,268666.16,X,300.93,314.5,20260212121508,283.41,3121,287.12,265.24,845.557,1,224275.54,224275.54,298.07,265.24,V,268666.16,3252,865.82,1,245797.64,245797.64,306.5,283.89,S,320.95,V,735.304,196067.93,808.645,221730.2,20240824,20250210,360.36,20250425,20230115,20231115,336.21,369.97,361.9,335.46
3966,V024,321.75,349.29,4.11,"","",20250620,3860.843,2024,06,376.28,"",100,351204997179323309,1,K,1348553.85,1348553.85,"",321.75,316.53,20260212121508,349.29,3608,305.35,316.43,3171.392,1,1003523.57,1003523.57,309.94,316.43,V,1348553.85,3972,3485.435,1,1173197.42,1173197.42,336.77,336.6,V,300.9,V,2820.985,821095.71,3143.535,1022642.82,20241123,20230416,368.17,20221222,20250819,20250320,353.23,415.17,431.9,360.62
3432,V044,158.99,149.71,1.82,"","",20231112,675.251,2025,07,162.54,"",100,632943223690199766,1,K,101091.83,101091.83,X,158.99,159.45,20260212121508,149.71,3992,164.69,135.01,604.265,1,81581.82,81581.82,170.95,135.01,V,101091.83,3467,611.012,1,90979.69,90979.69,160.29,148.9,S,145.41,V,530.777,65445.36,521.188,77582.24,20251007,20230226,179.0,20250619,20240116,20240417,161.58,191.02,219.79,162.53
3779,V025,115.12,108.69,4.9,"","",20260128,5454.261,2022,12,125.4,"",100,305873295207881834,1,K,592823.63,592823.63,"",115.12,121.05,20260212121508,108.69,3094,107.23,100.35,4619.277,1,463544.45,463544.45,106.56,100.35,V,592823.63,3697,5230.476,1,577235.33,577235.33,116.18,110.36,S,110.93,V,4252.26,378068.68,4218.267,476224.33,20221227,20240125,131.17,20250204,20250402,20231203,123.65,147.23,142.4,149.38
3130,V022,275.49,298.44,2.65,"","",20240119,2631.077,2025,02,288.81,"",100,227557570551276123,1,K,785218.62,785218.62,X,275.49,298.22,20260212121508,298.44,3954,275.79,291.87,1914.668,1,558834.15,558834.15,299.92,291.87,S,785218.62,3003,2334.309,1,695530.71,695530.71,252.52,297.96,V,254.02,S,1815.746,465650.06,2064.166,577591.46,20221231,20221129,319.77,20240728,20251016,20240305,286.81,306.86,341.16,292.39
3150,V012,96.3,99.58,2.87,"",X,20250911,5866.938,2025,03,98.89,"",100,544460313277147761,1,K,584229.69,584229.69,"",96.3,97.16,20260212121508,99.58,3538,99.12,107.74,4837.505,1,521192.79,521192.79,87.22,107.74,V,584229.69,3196,5689.4,1,574572.51,574572.51,87.78,100.99,S,101.13,S,4478.019,442040.26,4653.174,540064.37,20230507,20240207,109.67,20250510,20240509,20240310,109.51,116.81,125.26,109.77
3211,V011,319.93,322.57,4.42,"",X,20240613,5498.53,2024,12,325.95,"",100,984450781205319904,1,K,1773660.82,1773660.82,X,319.93,301.36,20260212121508,322.57,3270,349.39,286.8,4079.939,1,1170126.51,1170126.51,316.26,286.8,V,1773660.82,3890,4684.749,1,1485627.6,1485627.6,311.32,317.12,V,350.23,S,3830.546,1111418.4,3983.849,1382031.26,20230830,20240421,332.81,20240511,20230121,20250512,367.87,407.67,431.28,327.0
3551,V002,495.78,518.18,4.49,"","",20240101,2219.535,2022,06,571.95,"",100,863889858375971518,1,K,1150118.65,1150118.65,X,495.78,451.35,20260212121508,518.18,3277,503.61,471.2,1909.373,1,899696.56,899696.56,467.77,471.2,V,1150118.65,3145,1895.548,1,950105.52,950105.52,504.3,501.23,S,481.58,S,1722.011,802566.64,1704.54,845135.11,20251109,20221106,497.69,20250718,20250404,20241203,500.02,600.89,630.26,549.83
3648,V021,138.06,138.34,4.61,"",X,20240110,448.679,2024,03,152.41,"",100,187789386690940561,1,K,62070.25,62070.25,"",138.06,149.36,20260212121508,138.34,3060,132.1,143.52,315.774,1,45319.88,45319.88,139.18,143.52,V,62070.25,3215,406.314,1,57318.72,57318.72,137.62,141.07,V,149.59,S,289.877,41813.24,343.074,52371.35,20230123,20240718,145.31,20250715,20230324,20250528,145.97,170.54,182.4,179.42
3092,V022,202.6,190.09,1.0,"","",20240106,5833.96,2023,11,214.25,"",100,556120976323445635,1,K,1108977.46,1108977.46,X,202.6,187.01,20260212121508,190.09,3063,222.08,167.26,5134.555,1,858805.67,858805.67,189.13,167.26,S,1108977.46,3005,5133.051,1,898797.23,898797.23,195.52,175.1,V,183.52,V,4714.605,805931.31,4599.826,739864.76,20230615,20240212,221.0,20240130,20240310,20240227,241.13,251.15,281.52,224.92
