MANDT,MATNR,CHARG,LVORM,ERSDA,ERNAM,AENAM,LAEDA,VERAB,VFDAT,ZUSCH,ZUSTD,ZAEDT,LIFNR,LICHA,VLCHA,VLWRK,VLMAT,CHAME,LWEDT,FVDT1,FVDT2,FVDT3,FVDT4,FVDT5,FVDT6,HERKL,HERKR,MTVER,QNDAT,HSDAT,CUOBJ_BM,DEACT_BM,BATCH_TYPE
100,000000000000000097,BATCH00097,"",20251108,USER096,USER096,20260212,20260218,20260618,A,"",20260212,VEND000097,VBATCH00097,OBATCH00097,PL17,000000000000000097,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,USA,097,0097,20260519,20251108,000000000000001248,"",1
200,000000000000000098,BATCH00098,"",20251107,USER097,USER097,20260212,20260219,20260619,R,"",20260212,VEND000098,VBATCH00098,OBATCH00098,PL18,000000000000000098,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,DEU,098,0098,20260520,20251107,000000000000001261,"",2
300,000000000000000099,BATCH00099,"",20251106,USER098,USER098,20260212,20260220,20260620,A,"",20260212,VEND000099,VBATCH00099,OBATCH00099,PL19,000000000000000099,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,IND,099,0099,20260521,20251106,000000000000001274,"",3
100,000000000000000100,BATCH00100,"",20251105,USER099,USER099,20260212,20260221,20260621,R,"",20260212,VEND000100,VBATCH00100,OBATCH00100,PL20,000000000000000100,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,FRA,001,0100,20260522,20251105,000000000000001287,"",1
200,000000000000000101,BATCH00101,X,20251104,USER100,USER100,20260212,20260222,20260622,A,X,20260212,VEND000101,VBATCH00101,OBATCH00101,PL01,000000000000000101,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,USA,002,0101,20260523,20251104,000000000000001300,X,2
300,000000000000000102,BATCH00102,"",20251103,USER101,USER101,20260212,20260223,20260623,R,"",20260212,VEND000102,VBATCH00102,OBATCH00102,PL02,000000000000000102,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,DEU,003,0102,20260524,20251103,000000000000001313,"",3
100,000000000000000103,BATCH00103,"",20251102,USER102,USER102,20260212,20260224,20260624,A,"",20260212,VEND000103,VBATCH00103,OBATCH00103,PL03,000000000000000103,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,IND,004,0103,20260525,20251102,000000000000001326,"",1
200,000000000000000104,BATCH00104,"",20251101,USER103,USER103,20260212,20260225,20260625,R,"",20260212,VEND000104,VBATCH00104,OBATCH00104,PL04,000000000000000104,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,FRA,005,0104,20260526,20251101,000000000000001339,"",2
300,000000000000000105,BATCH00105,"",20251031,USER104,USER104,20260212,20260226,20260626,A,"",20260212,VEND000105,VBATCH00105,OBATCH00105,PL05,000000000000000105,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,USA,006,0105,20260527,20251031,000000000000001352,"",3
100,000000000000000106,BATCH00106,"",20251030,USER105,USER105,20260212,20260227,20260627,R,X,20260212,VEND000106,VBATCH00106,OBATCH00106,PL06,000000000000000106,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,DEU,007,0106,20260528,20251030,000000000000001365,"",1
200,000000000000000107,BATCH00107,"",20251029,USER106,USER106,20260212,20260228,20260628,A,"",20260212,VEND000107,VBATCH00107,OBATCH00107,PL07,000000000000000107,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,IND,008,0107,20260529,20251029,000000000000001378,"",2
300,000000000000000108,BATCH00108,"",20251028,USER107,USER107,20260212,20260301,20260629,R,"",20260212,VEND000108,VBATCH00108,OBATCH00108,PL08,000000000000000108,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,FRA,009,0108,20260530,20251028,000000000000001391,"",3
100,000000000000000109,BATCH00109,"",20251027,USER108,USER108,20260212,20260302,20260630,A,"",20260212,VEND000109,VBATCH00109,OBATCH00109,PL09,000000000000000109,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,USA,010,0109,20260531,20251027,000000000000001404,"",1
200,000000000000000110,BATCH00110,"",20251026,USER109,USER109,20260212,20260303,20260701,R,"",20260212,VEND000110,VBATCH00110,OBATCH00110,PL10,000000000000000110,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,DEU,011,0110,20260601,20251026,000000000000001417,"",2
300,000000000000000111,BATCH00111,"",20251025,USER110,USER110,20260212,20260304,20260702,A,X,20260212,VEND000111,VBATCH00111,OBATCH00111,PL11,000000000000000111,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,IND,012,0111,20260602,20251025,000000000000001430,"",3
100,000000000000000112,BATCH00112,"",20251024,USER111,USER111,20260212,20260305,20260703,R,"",20260212,VEND000112,VBATCH00112,OBATCH00112,PL12,000000000000000112,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,FRA,013,0112,20260603,20251024,000000000000001443,"",1
200,000000000000000113,BATCH00113,"",20251023,USER112,USER112,20260212,20260306,20260704,A,"",20260212,VEND000113,VBATCH00113,OBATCH00113,PL13,000000000000000113,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,USA,014,0113,20260604,20251023,000000000000001456,"",2
300,000000000000000114,BATCH00114,"",20251022,USER113,USER113,20260212,20260307,20260705,R,"",20260212,VEND000114,VBATCH00114,OBATCH00114,PL14,000000000000000114,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,DEU,015,0114,20260605,20251022,000000000000001469,"",3
100,000000000000000115,BATCH00115,"",20251021,USER114,USER114,20260212,20260308,20260706,A,"",20260212,VEND000115,VBATCH00115,OBATCH00115,PL15,000000000000000115,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,IND,016,0115,20260606,20251021,000000000000001482,"",1
200,000000000000000116,BATCH00116,"",20251020,USER115,USER115,20260212,20260309,20260707,R,X,20260212,VEND000116,VBATCH00116,OBATCH00116,PL16,000000000000000116,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,FRA,017,0116,20260607,20251020,000000000000001495,"",2
300,000000000000000117,BATCH00117,"",20251019,USER116,USER116,20260212,20260310,20260708,A,"",20260212,VEND000117,VBATCH00117,OBATCH00117,PL17,000000000000000117,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,USA,018,0117,20260608,20251019,000000000000001508,"",3
100,000000000000000118,BATCH00118,"",20251018,USER117,USER117,20260212,20260311,20260709,R,"",20260212,VEND000118,VBATCH00118,OBATCH00118,PL18,000000000000000118,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,DEU,019,0118,20260609,20251018,000000000000001521,"",1
200,000000000000000119,BATCH00119,"",20251017,USER118,USER118,20260212,20260312,20260710,A,"",20260212,VEND000119,VBATCH00119,OBATCH00119,PL19,000000000000000119,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,IND,020,0119,20260610,20251017,000000000000001534,"",2
300,000000000000000120,BATCH00120,"",20251016,USER119,USER119,20260212,20260313,20260711,R,"",20260212,VEND000120,VBATCH00120,OBATCH00120,PL20,000000000000000120,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,FRA,021,0120,20260611,20251016,000000000000001547,"",3
100,000000000000000121,BATCH00121,X,20251015,USER120,USER120,20260212,20260314,20260712,A,X,20260212,VEND000121,VBATCH00121,OBATCH00121,PL01,000000000000000121,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,USA,022,0121,20260612,20251015,000000000000001560,"",1
200,000000000000000122,BATCH00122,"",20251014,USER121,USER121,20260212,20260315,20260713,R,"",20260212,VEND000122,VBATCH00122,OBATCH00122,PL02,000000000000000122,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,DEU,023,0122,20260613,20251014,000000000000001573,"",2
300,000000000000000123,BATCH00123,"",20251013,USER122,USER122,20260212,20260316,20260714,A,"",20260212,VEND000123,VBATCH00123,OBATCH00123,PL03,000000000000000123,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,IND,024,0123,20260614,20251013,000000000000001586,"",3
100,000000000000000124,BATCH00124,"",20251012,USER123,USER123,20260212,20260317,20260715,R,"",20260212,VEND000124,VBATCH00124,OBATCH00124,PL04,000000000000000124,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,FRA,025,0124,20260615,20251012,000000000000001599,"",1
200,000000000000000125,BATCH00125,"",20251011,USER124,USER124,20260212,20260318,20260716,A,"",20260212,VEND000125,VBATCH00125,OBATCH00125,PL05,000000000000000125,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,026,0125,20260616,20251011,000000000000001612,"",2
300,000000000000000126,BATCH00126,"",20251010,USER125,USER125,20260212,20260319,20260717,R,X,20260212,VEND000126,VBATCH00126,OBATCH00126,PL06,000000000000000126,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,027,0126,20260617,20251010,000000000000001625,"",3
100,000000000000000127,BATCH00127,"",20251009,USER126,USER126,20260212,20260320,20260718,A,"",20260212,VEND000127,VBATCH00127,OBATCH00127,PL07,000000000000000127,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,028,0127,20260618,20251009,000000000000001638,"",1
200,000000000000000128,BATCH00128,"",20251008,USER127,USER127,20260212,20260321,20260719,R,"",20260212,VEND000128,VBATCH00128,OBATCH00128,PL08,000000000000000128,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,029,0128,20260619,20251008,000000000000001651,"",2
300,000000000000000129,BATCH00129,"",20251007,USER128,USER128,20260212,20260322,20260720,A,"",20260212,VEND000129,VBATCH00129,OBATCH00129,PL09,000000000000000129,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,030,0129,20260620,20251007,000000000000001664,"",3
100,000000000000000130,BATCH00130,"",20251006,USER129,USER129,20260212,20260323,20260721,R,"",20260212,VEND000130,VBATCH00130,OBATCH00130,PL10,000000000000000130,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,031,0130,20260621,20251006,000000000000001677,"",1
200,000000000000000131,BATCH00131,"",20251005,USER130,USER130,20260212,20260324,20260722,A,X,20260212,VEND000131,VBATCH00131,OBATCH00131,PL11,000000000000000131,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,032,0131,20260622,20251005,000000000000001690,"",2
300,000000000000000132,BATCH00132,"",20251004,USER131,USER131,20260212,20260325,20260723,R,"",20260212,VEND000132,VBATCH00132,OBATCH00132,PL12,000000000000000132,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,033,0132,20260623,20251004,000000000000001703,"",3
100,000000000000000133,BATCH00133,"",20251003,USER132,USER132,20260212,20260326,20260724,A,"",20260212,VEND000133,VBATCH00133,OBATCH00133,PL13,000000000000000133,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,034,0133,20260624,20251003,000000000000001716,"",1
200,000000000000000134,BATCH00134,"",20251002,USER133,USER133,20260212,20260327,20260725,R,"",20260212,VEND000134,VBATCH00134,OBATCH00134,PL14,000000000000000134,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,035,0134,20260625,20251002,000000000000001729,"",2
300,000000000000000135,BATCH00135,"",20251001,USER134,USER134,20260212,20260328,20260726,A,"",20260212,VEND000135,VBATCH00135,OBATCH00135,PL15,000000000000000135,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,036,0135,20260626,20251001,000000000000001742,"",3
100,000000000000000136,BATCH00136,"",20250930,USER135,USER135,20260212,20260329,20260727,R,X,20260212,VEND000136,VBATCH00136,OBATCH00136,PL16,000000000000000136,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,037,0136,20260627,20250930,000000000000001755,"",1
200,000000000000000137,BATCH00137,"",20250929,USER136,USER136,20260212,20260330,20260728,A,"",20260212,VEND000137,VBATCH00137,OBATCH00137,PL17,000000000000000137,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,038,0137,20260628,20250929,000000000000001768,"",2
300,000000000000000138,BATCH00138,"",20250928,USER137,USER137,20260212,20260331,20260729,R,"",20260212,VEND000138,VBATCH00138,OBATCH00138,PL18,000000000000000138,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,039,0138,20260629,20250928,000000000000001781,"",3
100,000000000000000139,BATCH00139,"",20250927,USER138,USER138,20260212,20260401,20260730,A,"",20260212,VEND000139,VBATCH00139,OBATCH00139,PL19,000000000000000139,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,040,0139,20260630,20250927,000000000000001794,"",1
200,000000000000000140,BATCH00140,"",20250926,USER139,USER139,20260212,20260402,20260731,R,"",20260212,VEND000140,VBATCH00140,OBATCH00140,PL20,000000000000000140,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,041,0140,20260701,20250926,000000000000001807,"",2
300,000000000000000141,BATCH00141,X,20250925,USER140,USER140,20260212,20260403,20260801,A,X,20260212,VEND000141,VBATCH00141,OBATCH00141,PL01,000000000000000141,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,042,0141,20260702,20250925,000000000000001820,"",3
100,000000000000000142,BATCH00142,"",20250924,USER141,USER141,20260212,20260404,20260802,R,"",20260212,VEND000142,VBATCH00142,OBATCH00142,PL02,000000000000000142,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,043,0142,20260703,20250924,000000000000001833,"",1
200,000000000000000143,BATCH00143,"",20250923,USER142,USER142,20260212,20260405,20260803,A,"",20260212,VEND000143,VBATCH00143,OBATCH00143,PL03,000000000000000143,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,044,0143,20260704,20250923,000000000000001846,"",2
300,000000000000000144,BATCH00144,"",20250922,USER143,USER143,20260212,20260406,20260804,R,"",20260212,VEND000144,VBATCH00144,OBATCH00144,PL04,000000000000000144,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,045,0144,20260705,20250922,000000000000001859,"",3
100,000000000000000145,BATCH00145,"",20250921,USER144,USER144,20260212,20260407,20260805,A,"",20260212,VEND000145,VBATCH00145,OBATCH00145,PL05,000000000000000145,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,046,0145,20260706,20250921,000000000000001872,"",1
200,000000000000000146,BATCH00146,"",20250920,USER145,USER145,20260212,20260408,20260806,R,X,20260212,VEND000146,VBATCH00146,OBATCH00146,PL06,000000000000000146,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,047,0146,20260707,20250920,000000000000001885,"",2
300,000000000000000147,BATCH00147,"",20250919,USER146,USER146,20260212,20260409,20260807,A,"",20260212,VEND000147,VBATCH00147,OBATCH00147,PL07,000000000000000147,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,048,0147,20260708,20250919,000000000000001898,"",3
100,000000000000000148,BATCH00148,"",20250918,USER147,USER147,20260212,20260410,20260808,R,"",20260212,VEND000148,VBATCH00148,OBATCH00148,PL08,000000000000000148,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,049,0148,20260709,20250918,000000000000001911,"",1
200,000000000000000149,BATCH00149,"",20250917,USER148,USER148,20260212,20260411,20260809,A,"",20260212,VEND000149,VBATCH00149,OBATCH00149,PL09,000000000000000149,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,050,0149,20260710,20250917,000000000000001924,"",2
300,000000000000000150,BATCH00150,"",20250916,USER149,USER149,20260212,20260412,20260810,R,"",20260212,VEND000150,VBATCH00150,OBATCH00150,PL10,000000000000000150,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,051,0150,20260711,20250916,000000000000001937,"",3
100,000000000000000151,BATCH00151,"",20250915,USER150,USER000,20260212,20260413,20260811,A,X,20260212,VEND000151,VBATCH00151,OBATCH00151,PL11,000000000000000151,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,052,0151,20260712,20250915,000000000000001950,X,1
200,000000000000000152,BATCH00152,"",20250914,USER151,USER001,20260212,20260414,20260812,R,"",20260212,VEND000152,VBATCH00152,OBATCH00152,PL12,000000000000000152,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,053,0152,20260713,20250914,000000000000001963,"",2
300,000000000000000153,BATCH00153,"",20250913,USER152,USER002,20260212,20260415,20260813,A,"",20260212,VEND000153,VBATCH00153,OBATCH00153,PL13,000000000000000153,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,054,0153,20260714,20250913,000000000000001976,"",3
100,000000000000000154,BATCH00154,"",20250912,USER153,USER003,20260212,20260416,20260814,R,"",20260212,VEND000154,VBATCH00154,OBATCH00154,PL14,000000000000000154,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,055,0154,20260715,20250912,000000000000001989,"",1
200,000000000000000155,BATCH00155,"",20250911,USER154,USER004,20260212,20260417,20260815,A,"",20260212,VEND000155,VBATCH00155,OBATCH00155,PL15,000000000000000155,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,056,0155,20260716,20250911,000000000000002002,"",2
300,000000000000000156,BATCH00156,"",20250910,USER155,USER005,20260212,20260418,20260816,R,X,20260212,VEND000156,VBATCH00156,OBATCH00156,PL16,000000000000000156,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,FRA,057,0156,20260717,20250910,000000000000002015,"",3
100,000000000000000157,BATCH00157,"",20250909,USER156,USER006,20260212,20260419,20260817,A,"",20260212,VEND000157,VBATCH00157,OBATCH00157,PL17,000000000000000157,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,USA,058,0157,20260718,20250909,000000000000002028,"",1
200,000000000000000158,BATCH00158,"",20250908,USER157,USER007,20260212,20260420,20260818,R,"",20260212,VEND000158,VBATCH00158,OBATCH00158,PL18,000000000000000158,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,DEU,059,0158,20260719,20250908,000000000000002041,"",2
300,000000000000000159,BATCH00159,"",20250907,USER158,USER008,20260212,20260421,20260819,A,"",20260212,VEND000159,VBATCH00159,OBATCH00159,PL19,000000000000000159,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,IND,060,0159,20260720,20250907,000000000000002054,"",3
