MANDT,EKORG,EKOTX,BUKRS,TXADR,TXKOP,TXFUS,TXGRU,KALSE,MKALS,BPEFF,BUKRS_NTR
100,2D1J,Spencer-Garcia,4000,"Spencer-Garcia, West Christopherburgh",Official Purchase Order - Spencer-Garcia,For inquiries contact: shannon82@example.com,Best Regards,RM02,MK0001,,1100
200,0FUO,Potts and Sons,3100,"Potts and Sons, Wilkersontown",Official Purchase Order - Potts and Sons,For inquiries contact: gbrown@example.com,Kind Regards,RM02,MK0001,X,1100
300,6ZSS,Hughes Inc,3100,"Hughes Inc, Jeffreymouth",Official Purchase Order - Hughes Inc,For inquiries contact: combsdebra@example.org,Sincerely,RM01,PB0002,X,3100
400,NPSV,Johnson Group,4000,"Johnson Group, Port Janice",Official Purchase Order - Johnson Group,For inquiries contact: fgilbert@example.org,Best Regards,PR01,PB0001,X,3100
100,B09Z,Lewis-Hernandez,3100,"Lewis-Hernandez, Rodriguezport",Official Purchase Order - Lewis-Hernandez,For inquiries contact: kevinwilliams@example.com,Sincerely,PR01,PB0001,,2000
200,481X,"Bauer, Bryant and Ro",2100,"Bauer, Bryant and Rodriguez, Carlsontown","Official Purchase Order - Bauer, Bryant and Rodriguez",For inquiries contact: jennifercarter@example.org,With Thanks,Z002,PB0002,X,1000
300,U3FG,"Gomez, Duncan and Lo",2100,"Gomez, Duncan and Lopez, New Theresaland","Official Purchase Order - Gomez, Duncan and Lopez",For inquiries contact: myerstheodore@example.net,Sincerely,PR01,MK0001,,1000
400,EC9T,Zavala-King,1000,"Zavala-King, West Kristinastad",Official Purchase Order - Zavala-King,For inquiries contact: jessicafuller@example.net,With Thanks,PR02,ZPB002,,1100
100,8ND7,"Sherman, Anderson an",4000,"Sherman, Anderson and Bell, Lisaburgh","Official Purchase Order - Sherman, Anderson and Bell",For inquiries contact: epollard@example.net,Best Regards,PR01,MK0002,X,2000
200,3HCD,Cain Inc,1000,"Cain Inc, Johnsonborough",Official Purchase Order - Cain Inc,For inquiries contact: moodynina@example.com,Best Regards,Z002,PB0001,,3100
300,N70W,Robertson-Hays,1000,"Robertson-Hays, Kingborough",Official Purchase Order - Robertson-Hays,For inquiries contact: michael05@example.com,With Thanks,Z001,ZPB001,,3100
400,QA1O,Lloyd Group,3000,"Lloyd Group, Paulfurt",Official Purchase Order - Lloyd Group,For inquiries contact: terri77@example.com,With Thanks,PR01,PB0001,,1000
100,R64D,"Adams, Miller and Co",2100,"Adams, Miller and Coleman, Morrisonburgh","Official Purchase Order - Adams, Miller and Coleman",For inquiries contact: manuel15@example.net,With Thanks,Z002,PB0002,,4100
200,I5N6,Parker-Morrison,2100,"Parker-Morrison, Jacksonmouth",Official Purchase Order - Parker-Morrison,For inquiries contact: sergio59@example.com,Kind Regards,PR02,ZPB001,,1100
300,BFEJ,Fowler-Moody,4100,"Fowler-Moody, North Emilyfurt",Official Purchase Order - Fowler-Moody,For inquiries contact: william20@example.org,Kind Regards,PR01,ZPB002,X,4000
400,O9SP,"Gregory, Kim and Mar",4000,"Gregory, Kim and Martinez, Port Deanna","Official Purchase Order - Gregory, Kim and Martinez",For inquiries contact: patrick90@example.net,With Thanks,RM02,PB0002,,2000
100,MUFM,Shelton LLC,2100,"Shelton LLC, Scottland",Official Purchase Order - Shelton LLC,For inquiries contact: alyssasanders@example.net,Kind Regards,RM02,ZPB002,X,2000
200,F76P,Wright-Wilson,2100,"Wright-Wilson, South April",Official Purchase Order - Wright-Wilson,For inquiries contact: greenjorge@example.com,Best Regards,Z001,ZPB002,,1100
300,5XFE,Davies LLC,3100,"Davies LLC, Gonzalezberg",Official Purchase Order - Davies LLC,For inquiries contact: hayesrachel@example.com,Kind Regards,RM01,MK0002,X,1100
400,XAYP,Cochran LLC,3000,"Cochran LLC, Jennaside",Official Purchase Order - Cochran LLC,For inquiries contact: patricia22@example.com,Best Regards,Z002,ZPB002,X,2100
100,LJK4,"Walker, Galloway and",2000,"Walker, Galloway and Conner, Port Troy","Official Purchase Order - Walker, Galloway and Conner",For inquiries contact: angela57@example.net,With Thanks,PR02,MK0001,X,4100
200,JT4N,Salazar Inc,4000,"Salazar Inc, West Raymondfort",Official Purchase Order - Salazar Inc,For inquiries contact: khammond@example.org,Kind Regards,PR02,MK0002,X,1000
300,2GPM,Compton Ltd,1100,"Compton Ltd, South Stevenhaven",Official Purchase Order - Compton Ltd,For inquiries contact: david89@example.org,Best Regards,RM02,MK0002,,4100
400,FBQO,Reynolds Inc,2000,"Reynolds Inc, New Ericburgh",Official Purchase Order - Reynolds Inc,For inquiries contact: marcusfletcher@example.com,With Thanks,PR02,PB0002,,2100
100,8IBO,"Jacobson, Singleton ",3000,"Jacobson, Singleton and King, Davidport","Official Purchase Order - Jacobson, Singleton and King",For inquiries contact: shawgary@example.net,With Thanks,RM02,MK0001,X,2100
200,G2QZ,Jackson PLC,1100,"Jackson PLC, Meganshire",Official Purchase Order - Jackson PLC,For inquiries contact: bryananthony@example.org,Best Regards,PR01,ZPB001,X,2100
300,DWHZ,"Wise, Baker and Clar",3000,"Wise, Baker and Clark, Montgomerytown","Official Purchase Order - Wise, Baker and Clark",For inquiries contact: ismall@example.com,Sincerely,Z001,MK0002,,1100
400,IILA,"Frye, Webb and Balla",1100,"Frye, Webb and Ballard, Evansland","Official Purchase Order - Frye, Webb and Ballard",For inquiries contact: moorerobert@example.com,Sincerely,Z002,PB0001,X,4000
100,AR90,Peterson and Sons,1100,"Peterson and Sons, Michellemouth",Official Purchase Order - Peterson and Sons,For inquiries contact: theresa25@example.net,With Thanks,Z002,PB0002,X,3000
200,8QU3,"Rodriguez, Allen and",4100,"Rodriguez, Allen and Martinez, Wrightville","Official Purchase Order - Rodriguez, Allen and Martinez",For inquiries contact: robertspatrick@example.net,Kind Regards,Z002,MK0001,,2100
300,GKC4,Wright-Grimes,2100,"Wright-Grimes, Port Mark",Official Purchase Order - Wright-Grimes,For inquiries contact: james27@example.net,Kind Regards,RM01,ZPB001,,3100
400,JK66,Jimenez-Parker,3100,"Jimenez-Parker, North Sierrahaven",Official Purchase Order - Jimenez-Parker,For inquiries contact: nlevy@example.net,Kind Regards,Z002,PB0002,X,4000
100,7R77,Williams-Campbell,1100,"Williams-Campbell, Mitchelltown",Official Purchase Order - Williams-Campbell,For inquiries contact: jordannicole@example.net,Kind Regards,PR01,PB0002,,4000
200,SKFN,Gallagher-Diaz,4000,"Gallagher-Diaz, Williamsside",Official Purchase Order - Gallagher-Diaz,For inquiries contact: michaelroberts@example.com,With Thanks,PR02,MK0002,X,2100
300,U1R5,"Cole, Pierce and Bry",1000,"Cole, Pierce and Bryan, East Theresafurt","Official Purchase Order - Cole, Pierce and Bryan",For inquiries contact: laura58@example.com,Sincerely,PR01,PB0002,X,3000
400,FZJA,Gonzalez PLC,1100,"Gonzalez PLC, Porterton",Official Purchase Order - Gonzalez PLC,For inquiries contact: taylormason@example.com,Kind Regards,Z002,MK0001,X,3000
100,KJFP,"Bryant, Obrien and R",4000,"Bryant, Obrien and Robertson, Sarahmouth","Official Purchase Order - Bryant, Obrien and Robertson",For inquiries contact: phillipjensen@example.com,With Thanks,RM01,MK0001,X,3100
200,EHLX,"Rogers, Clayton and ",3000,"Rogers, Clayton and Patel, Thomastown","Official Purchase Order - Rogers, Clayton and Patel",For inquiries contact: mark16@example.net,Best Regards,PR02,PB0002,,1100
300,P3FT,Robles-Swanson,3000,"Robles-Swanson, New Thomasshire",Official Purchase Order - Robles-Swanson,For inquiries contact: jennifersilva@example.org,Sincerely,PR01,MK0001,X,4000
400,GD40,"Fuller, Harvey and R",4000,"Fuller, Harvey and Randall, Port Erin","Official Purchase Order - Fuller, Harvey and Randall",For inquiries contact: armstrongjackie@example.org,With Thanks,RM02,ZPB001,,1100
100,LAXH,Alexander Group,1000,"Alexander Group, South Hannah",Official Purchase Order - Alexander Group,For inquiries contact: nshaw@example.com,Sincerely,Z002,PB0002,X,4100
200,VP2M,"Luna, Thornton and S",3000,"Luna, Thornton and Stone, Whitneyfort","Official Purchase Order - Luna, Thornton and Stone",For inquiries contact: ledwards@example.com,Best Regards,PR01,PB0001,X,2100
300,9PTK,"Peterson, Gomez and ",4100,"Peterson, Gomez and Ingram, Chelseaborough","Official Purchase Order - Peterson, Gomez and Ingram",For inquiries contact: joshuaevans@example.com,Sincerely,PR01,MK0002,X,2000
400,IO74,Bush-Vaughn,1000,"Bush-Vaughn, Stewartstad",Official Purchase Order - Bush-Vaughn,For inquiries contact: keith98@example.com,Kind Regards,RM01,MK0002,X,3000
100,DD8M,Cardenas-Blevins,1000,"Cardenas-Blevins, West Bobby",Official Purchase Order - Cardenas-Blevins,For inquiries contact: reedscott@example.com,Kind Regards,PR01,PB0001,X,2100
200,5TNG,"Mendoza, Harris and ",4000,"Mendoza, Harris and Ryan, Derrickshire","Official Purchase Order - Mendoza, Harris and Ryan",For inquiries contact: johnsantiago@example.net,With Thanks,Z002,ZPB001,X,3000
300,ZWKH,Little Inc,4100,"Little Inc, South Markfort",Official Purchase Order - Little Inc,For inquiries contact: maldonadoderrick@example.net,With Thanks,PR01,PB0001,X,2100
400,H0G0,Russell Group,2100,"Russell Group, Santosport",Official Purchase Order - Russell Group,For inquiries contact: justin01@example.net,Sincerely,PR02,PB0002,,4100
100,O06V,"Hall, Rodgers and Je",1100,"Hall, Rodgers and Jefferson, East Robertburgh","Official Purchase Order - Hall, Rodgers and Jefferson",For inquiries contact: osbornrandy@example.com,Kind Regards,Z001,PB0002,X,1100
200,1G46,Zuniga LLC,3100,"Zuniga LLC, North Kennethville",Official Purchase Order - Zuniga LLC,For inquiries contact: justin88@example.com,Best Regards,RM02,PB0001,X,2100
300,J4WU,Rosales Group,4000,"Rosales Group, Jamesville",Official Purchase Order - Rosales Group,For inquiries contact: francisco74@example.net,Best Regards,Z002,PB0001,X,4100
400,RMOZ,Smith LLC,2100,"Smith LLC, Ashleyborough",Official Purchase Order - Smith LLC,For inquiries contact: cherylfowler@example.com,Best Regards,PR02,ZPB002,,3000
100,UFBC,Robertson-Miller,4000,"Robertson-Miller, East Tinafort",Official Purchase Order - Robertson-Miller,For inquiries contact: shari04@example.com,Sincerely,PR01,ZPB002,,1000
200,5N9C,Griffin LLC,1000,"Griffin LLC, Kevinshire",Official Purchase Order - Griffin LLC,For inquiries contact: greenmichael@example.org,Sincerely,Z002,MK0002,,4100
300,SLSL,Contreras Group,1100,"Contreras Group, Erikhaven",Official Purchase Order - Contreras Group,For inquiries contact: hannah45@example.net,Kind Regards,PR02,PB0001,X,1000
400,JYYI,Robinson and Sons,1100,"Robinson and Sons, Hernandezstad",Official Purchase Order - Robinson and Sons,For inquiries contact: emiles@example.net,With Thanks,PR01,PB0001,X,4000
100,0VOT,"Petersen, Gill and B",2100,"Petersen, Gill and Becker, New Seanstad","Official Purchase Order - Petersen, Gill and Becker",For inquiries contact: starkdaniel@example.net,Sincerely,PR01,MK0002,,4100
200,MV3X,"Harris, Herrera and ",2100,"Harris, Herrera and Martin, Wilsonborough","Official Purchase Order - Harris, Herrera and Martin",For inquiries contact: gdavis@example.com,Sincerely,RM02,ZPB002,X,1000
300,KOTC,Chavez PLC,3000,"Chavez PLC, Bryantton",Official Purchase Order - Chavez PLC,For inquiries contact: tchambers@example.net,Kind Regards,RM02,MK0001,,4000
400,4267,Foster Inc,2100,"Foster Inc, New Charles",Official Purchase Order - Foster Inc,For inquiries contact: ecooper@example.net,Sincerely,RM02,PB0002,X,4000
100,RT7J,Michael Inc,4100,"Michael Inc, Johnsonchester",Official Purchase Order - Michael Inc,For inquiries contact: kaylacannon@example.net,Kind Regards,PR01,ZPB002,X,2000
200,LZSC,"Stuart, Brooks and V",1100,"Stuart, Brooks and Vance, Kanefurt","Official Purchase Order - Stuart, Brooks and Vance",For inquiries contact: qmiller@example.net,With Thanks,PR02,PB0002,X,3100
300,E5EK,Valdez LLC,1000,"Valdez LLC, East Victoriafurt",Official Purchase Order - Valdez LLC,For inquiries contact: jessicawalker@example.org,With Thanks,PR01,PB0001,X,4000
400,6MXS,Good Group,3000,"Good Group, Patelbury",Official Purchase Order - Good Group,For inquiries contact: stevenmoore@example.org,With Thanks,RM01,PB0001,,4000
100,CF5D,"Cannon, Johnson and ",1100,"Cannon, Johnson and Keller, East Jamieville","Official Purchase Order - Cannon, Johnson and Keller",For inquiries contact: griffinemily@example.org,Best Regards,Z001,ZPB001,,2000
200,5NTD,Yang Group,1100,"Yang Group, Youngborough",Official Purchase Order - Yang Group,For inquiries contact: taylorvictoria@example.org,Best Regards,PR01,PB0002,,2000
300,SLZ2,"Johnston, Ray and Ba",2000,"Johnston, Ray and Barton, Joelberg","Official Purchase Order - Johnston, Ray and Barton",For inquiries contact: roberthill@example.net,With Thanks,Z001,MK0001,,3000
400,9O45,"Hobbs, Buck and Garr",4000,"Hobbs, Buck and Garrett, Peterston","Official Purchase Order - Hobbs, Buck and Garrett",For inquiries contact: shelly68@example.com,Sincerely,Z002,MK0001,,2000
100,QGV8,"Butler, Hernandez an",1100,"Butler, Hernandez and Bennett, Allenbury","Official Purchase Order - Butler, Hernandez and Bennett",For inquiries contact: meredith27@example.org,Sincerely,RM02,ZPB002,,4100
200,A5PM,"Gutierrez, Butler an",4000,"Gutierrez, Butler and Moreno, Sanchezborough","Official Purchase Order - Gutierrez, Butler and Moreno",For inquiries contact: deborah75@example.org,With Thanks,RM02,MK0001,,1000
300,A27F,"Hardy, Lee and Adams",1100,"Hardy, Lee and Adams, Port Charlesshire","Official Purchase Order - Hardy, Lee and Adams",For inquiries contact: timothybooth@example.com,With Thanks,PR01,MK0001,X,2100
400,EL8M,Krueger-Smith,4000,"Krueger-Smith, Lake David",Official Purchase Order - Krueger-Smith,For inquiries contact: srocha@example.net,With Thanks,Z001,PB0001,,3100
100,7772,"Harris, Herman and A",3000,"Harris, Herman and Arnold, Oscarside","Official Purchase Order - Harris, Herman and Arnold",For inquiries contact: kyle58@example.com,With Thanks,Z002,MK0002,X,2100
200,TS4R,Garcia-Zavala,2100,"Garcia-Zavala, Gillmouth",Official Purchase Order - Garcia-Zavala,For inquiries contact: nathangutierrez@example.net,Kind Regards,Z002,PB0001,,4100
300,7HA7,Figueroa Inc,3100,"Figueroa Inc, Angelashire",Official Purchase Order - Figueroa Inc,For inquiries contact: mphillips@example.com,Kind Regards,Z002,ZPB002,,2100
400,B6JY,James and Sons,4100,"James and Sons, Piercemouth",Official Purchase Order - James and Sons,For inquiries contact: kathryn77@example.com,Sincerely,PR02,MK0001,,3100
100,432B,Oconnor LLC,3100,"Oconnor LLC, East Jennifer",Official Purchase Order - Oconnor LLC,For inquiries contact: iwhite@example.net,With Thanks,RM01,MK0001,X,2100
200,N968,Warren Inc,4100,"Warren Inc, Port Adamberg",Official Purchase Order - Warren Inc,For inquiries contact: carloshernandez@example.org,Kind Regards,PR01,MK0001,X,3000
300,KD4Q,"Bryant, Brown and Li",2100,"Bryant, Brown and Little, Hopkinstown","Official Purchase Order - Bryant, Brown and Little",For inquiries contact: patelrobert@example.org,Best Regards,Z001,PB0002,,4000
400,1NPX,"Bowen, Nichols and M",3000,"Bowen, Nichols and Mitchell, Drakeburgh","Official Purchase Order - Bowen, Nichols and Mitchell",For inquiries contact: hullalice@example.org,Best Regards,RM02,ZPB001,,3100
100,97KZ,Harvey LLC,4100,"Harvey LLC, Josephfurt",Official Purchase Order - Harvey LLC,For inquiries contact: watsonrichard@example.net,Sincerely,RM01,ZPB002,X,1000
200,E9EK,Branch and Sons,3100,"Branch and Sons, Gabriellaland",Official Purchase Order - Branch and Sons,For inquiries contact: davisnicholas@example.net,With Thanks,RM01,MK0002,X,1100
300,VIOI,Brown-Smith,2100,"Brown-Smith, North Vincent",Official Purchase Order - Brown-Smith,For inquiries contact: vnewman@example.net,With Thanks,RM02,PB0002,,4100
400,SHKO,Jacobson Inc,1000,"Jacobson Inc, East Rachel",Official Purchase Order - Jacobson Inc,For inquiries contact: enelson@example.net,Best Regards,Z001,PB0002,,2100
100,LVPY,Lam-Elliott,3000,"Lam-Elliott, East Sarahmouth",Official Purchase Order - Lam-Elliott,For inquiries contact: alibrenda@example.net,Sincerely,Z002,MK0001,X,1100
200,Z4PP,Hickman-Evans,4000,"Hickman-Evans, New Mary",Official Purchase Order - Hickman-Evans,For inquiries contact: irhodes@example.com,Kind Regards,RM01,PB0001,,3100
300,TK0T,Campos-Taylor,1100,"Campos-Taylor, New Juliestad",Official Purchase Order - Campos-Taylor,For inquiries contact: davisjesse@example.org,Best Regards,Z002,MK0002,X,4100
400,KKV9,Jacobs-Austin,2100,"Jacobs-Austin, Novakmouth",Official Purchase Order - Jacobs-Austin,For inquiries contact: walterskristen@example.com,Sincerely,RM02,MK0001,,1100
100,DTEC,Perez-Tran,1000,"Perez-Tran, Reynoldsshire",Official Purchase Order - Perez-Tran,For inquiries contact: nmiller@example.com,With Thanks,Z001,MK0001,,2000
200,CGUW,Marquez Inc,2000,"Marquez Inc, Ericberg",Official Purchase Order - Marquez Inc,For inquiries contact: gstewart@example.org,Best Regards,RM01,ZPB002,,3100
300,7JK8,Hahn Group,4100,"Hahn Group, Kathleenville",Official Purchase Order - Hahn Group,For inquiries contact: christopherjordan@example.net,Kind Regards,Z001,ZPB002,,3100
400,O2YP,"Hunt, Garcia and Dav",4000,"Hunt, Garcia and Davis, New Carlymouth","Official Purchase Order - Hunt, Garcia and Davis",For inquiries contact: asmith@example.com,Sincerely,PR01,PB0001,X,2100
100,I14K,Hardy PLC,4100,"Hardy PLC, New Adriana",Official Purchase Order - Hardy PLC,For inquiries contact: rjackson@example.com,Kind Regards,Z002,PB0001,,1000
200,6L4J,Snyder-Brown,3100,"Snyder-Brown, Hillport",Official Purchase Order - Snyder-Brown,For inquiries contact: xpatton@example.com,Sincerely,PR01,MK0002,,4100
300,63RR,Le Group,1100,"Le Group, South Daniel",Official Purchase Order - Le Group,For inquiries contact: adam65@example.net,With Thanks,RM01,PB0001,,1000
400,2BTQ,Brock-Rivera,4000,"Brock-Rivera, Ryanberg",Official Purchase Order - Brock-Rivera,For inquiries contact: malik37@example.com,With Thanks,PR02,PB0001,,1100
100,RFIU,Oconnell LLC,2100,"Oconnell LLC, Jessicafort",Official Purchase Order - Oconnell LLC,For inquiries contact: markramirez@example.com,With Thanks,Z002,ZPB002,X,1100
200,G02U,Wilson-Elliott,2000,"Wilson-Elliott, Lake Katrina",Official Purchase Order - Wilson-Elliott,For inquiries contact: bentonsteven@example.net,Kind Regards,PR02,ZPB001,,3000
300,RRPZ,Gonzales LLC,4100,"Gonzales LLC, Port Melaniechester",Official Purchase Order - Gonzales LLC,For inquiries contact: ttaylor@example.org,Best Regards,Z001,PB0002,X,1100
400,9HDV,Hopkins-Espinoza,4000,"Hopkins-Espinoza, Jonesfort",Official Purchase Order - Hopkins-Espinoza,For inquiries contact: sferguson@example.com,Kind Regards,Z002,ZPB001,,4100
