BKLAS,BWKEY,BWTAR,LBKUM,LFGJA,LFMON,MANDT,MATNR,PEINH,SALK3,SALKV,STPRS,VERPR,VKSAL,VPRSV
3000,V010,VAL330,5907.472,2025,07,100,192096935996119211,3,386230.52,1736324.17,293.92,65.38,474428.16,S
3001,V025,VAL158,1533.722,2025,06,100,647430256252145928,6,572339.04,295256.82,192.51,373.17,590164.82,S
3000,V156,VAL894,1005.397,2021,10,100,193584143748991110,3,171329.7,159858.12,159.0,170.41,189700.88,V
3001,V004,VAL682,7790.824,2024,07,100,235442854903599818,9,803545.59,3684358.58,472.91,103.14,1022410.18,S
3001,V466,VAL509,9141.166,2024,03,100,238117652199746717,10,3563043.68,2253388.83,246.51,389.78,4095105.06,V
3000,V122,VAL843,6360.78,2026,12,100,856932303963842816,3,1313055.82,1771922.48,278.57,206.43,1697683.22,S
7900,V459,VAL289,6386.246,2024,02,100,423663890691031001,5,217834.85,2821124.17,441.75,34.11,224173.01,S
3000,V226,VAL753,6411.53,2025,05,100,826036890297269480,5,2422788.96,900563.5,140.46,377.88,3142283.78,V
3002,V330,VAL677,1280.651,2025,02,100,501890376835548100,9,626123.08,259664.8,202.76,488.91,880471.28,V
3001,V028,VAL278,4226.639,2021,09,100,738479110401390744,8,1018789.06,560959.53,132.72,241.04,1138642.2,V
3002,V312,VAL274,2969.111,2024,11,100,922761626748626359,3,926511.09,367575.94,123.8,312.05,1379990.47,S
7900,V453,VAL614,7033.1,2022,12,100,383171793893226993,6,964167.68,2441470.33,347.14,137.09,1414914.49,V
7900,V022,VAL128,603.791,2020,10,100,490990326815247380,9,159189.5,210843.82,349.2,263.65,221476.67,S
7900,V477,VAL281,2123.277,2021,02,100,653134169622085947,3,97925.54,940399.38,442.9,46.12,109190.71,S
7900,V282,VAL192,4538.169,2022,06,100,589211362453790936,7,402580.97,2050617.04,451.86,88.71,509325.01,S
3002,V141,VAL652,6177.393,2022,04,100,330577227348025659,4,917589.96,695142.03,112.53,148.54,1316951.66,S
3000,V210,VAL951,9299.56,2025,08,100,508266414781380925,10,1405721.49,3988860.27,428.93,151.16,1733327.3,S
7900,V117,VAL709,1745.605,2021,02,100,136962555905318422,1,287972.46,533683.82,305.73,164.97,382853.22,V
7900,V228,VAL854,4476.256,2021,08,100,191073043073608882,3,2188396.8,1124256.46,251.16,488.89,2589456.13,V
3000,V043,VAL700,9276.849,2024,01,100,111892523819006854,8,2897067.17,3081027.09,332.12,312.29,3980268.05,S
3002,V187,VAL976,9891.621,2022,09,100,112325003165279496,2,3050477.0,1775150.3,179.46,308.39,3836613.53,V
7900,V044,VAL875,3750.612,2024,09,100,299872047315573481,7,1714704.79,653919.2,174.35,457.18,2239096.14,S
7900,V240,VAL301,482.931,2026,08,100,885762709772514727,5,240958.42,201150.42,416.52,498.95,350985.29,V
3001,V052,VAL203,9157.798,2024,03,100,770312775866587752,4,1155897.26,533899.62,58.3,126.22,1236513.03,V
3002,V264,VAL975,9644.269,2024,03,100,512430927384948453,3,2892219.83,295403.96,30.63,299.89,3004400.97,S
3002,V039,VAL128,9939.476,2022,02,100,501874557222552415,8,2084009.93,4579712.96,460.76,209.67,3124331.51,S
3001,V073,VAL398,7072.615,2020,01,100,817637971179666466,3,2156157.41,186717.04,26.4,304.86,2748054.55,S
3000,V397,VAL522,4095.22,2020,11,100,453160238984259261,4,1954116.13,666988.48,162.87,477.17,2091938.68,S
7900,V418,VAL783,9036.927,2020,08,100,380601378660523458,10,2150698.26,3686343.26,407.92,237.99,2928114.77,S
7900,V248,VAL450,2826.914,2025,12,100,794169735901976906,5,1049944.13,32792.2,11.6,371.41,1344760.73,V
3000,V041,VAL223,8541.102,2021,06,100,527980761104349728,6,1566523.52,2099573.69,245.82,183.41,2137262.99,S
7900,V099,VAL964,1118.186,2024,11,100,945027694148709235,10,528085.7,231341.5,206.89,472.27,639303.17,S
3000,V068,VAL876,5998.26,2023,12,100,521995489438995076,5,1845064.78,359715.65,59.97,307.6,1985320.78,V
7900,V179,VAL087,742.027,2023,08,100,637533910607019923,7,123814.63,225279.4,303.6,166.86,176245.28,S
3001,V104,VAL820,5983.056,2022,05,100,644706231408920132,8,1470276.18,1962442.37,328.0,245.74,1587850.66,S
3002,V482,VAL060,156.467,2020,05,100,996446807005431806,8,69549.58,21592.45,138.0,444.5,87917.17,S
7900,V486,VAL921,389.571,2025,04,100,855419371679312025,5,182062.11,11955.93,30.69,467.34,227269.72,V
3000,V384,VAL171,873.621,2024,02,100,655015975730563861,1,147117.78,396204.6,453.52,168.4,177363.03,S
3002,V145,VAL326,7434.736,2026,02,100,845712546703813325,5,2103212.47,3241321.85,435.97,282.89,2782124.62,S
3000,V092,VAL481,3981.603,2020,12,100,859313438666683177,2,141944.15,1092074.07,274.28,35.65,198927.02,S
3001,V072,VAL210,2609.092,2024,10,100,918298113024537849,5,1272819.44,984801.78,377.45,487.84,1564261.47,V
7900,V009,VAL864,5418.006,2020,05,100,627277555150939224,3,472775.2,1998323.15,368.83,87.26,614023.58,S
3000,V295,VAL038,8701.565,2023,10,100,763624749013045859,1,948818.65,3140829.89,360.95,109.04,1268925.17,S
7900,V201,VAL365,2326.191,2025,07,100,833396234819005879,5,904399.8,402338.0,172.96,388.79,1185933.95,V
3001,V472,VAL824,7798.909,2025,12,100,438935219979621750,1,321237.06,3648797.56,467.86,41.19,434196.96,V
7900,V183,VAL879,970.034,2023,08,100,962651071414860093,5,465364.11,85663.7,88.31,479.74,611966.17,V
7900,V169,VAL678,7231.774,2026,01,100,334609177157780366,5,3175110.37,3341151.91,462.01,439.05,3341880.8,S
3000,V142,VAL253,4454.015,2025,10,100,336038624279599574,2,443040.87,691040.43,155.15,99.47,484291.37,S
3001,V205,VAL559,7849.475,2026,07,100,359217434913558293,8,1701138.22,1998711.82,254.63,216.72,2263396.95,S
3002,V226,VAL297,4651.626,2025,03,100,374387470410848901,7,2289437.28,2150958.38,462.41,492.18,2718636.76,S
3001,V243,VAL087,7364.285,2024,06,100,663498096982219158,2,3681700.64,3682142.5,500.0,499.94,4993717.51,V
3000,V188,VAL665,6428.353,2021,10,100,931791198432685143,9,541267.32,1242922.05,193.35,84.2,787505.03,S
3000,V290,VAL345,2051.061,2023,07,100,351551273869102598,3,918977.88,846883.09,412.9,448.05,1254078.53,V
3001,V339,VAL342,5774.724,2023,09,100,866904525497810289,8,1916111.17,1810722.46,313.56,331.81,2006571.49,V
3001,V141,VAL083,5822.033,2025,04,100,393493807863830016,4,2525830.8,2029618.92,348.61,433.84,3589798.5,S
7900,V029,VAL323,3153.788,2026,03,100,103905341059248875,5,820678.71,1535200.92,486.78,260.22,1123952.8,S
3002,V357,VAL940,2029.548,2025,10,100,195576280393824573,9,57253.55,703766.06,346.76,28.21,58489.83,S
3000,V473,VAL667,8734.511,2021,09,100,622431747739305295,6,3698978.06,510357.48,58.43,423.49,4416058.67,V
3001,V343,VAL110,2103.589,2025,09,100,310150580804627119,9,948992.11,756450.6,359.6,451.13,1365316.14,V
3002,V270,VAL792,9464.321,2023,12,100,176694747262452212,2,2540223.76,2367026.68,250.1,268.4,3194391.88,S
3000,V447,VAL921,6349.835,2024,11,100,305078813733140165,2,1104363.3,811699.41,127.83,173.92,1231230.75,S
7900,V200,VAL653,7641.891,2025,03,100,856340981748859151,8,1968627.54,894789.02,117.09,257.61,2621617.91,S
3002,V207,VAL126,493.118,2020,03,100,538802371706399329,6,202217.83,142136.33,288.24,410.08,279531.85,S
3000,V100,VAL167,6213.991,2023,12,100,265038637631359763,3,104954.31,2166383.68,348.63,16.89,138600.85,V
7900,V373,VAL027,4869.878,2025,05,100,132167045179929824,9,1186058.79,2198360.33,451.42,243.55,1407333.08,S
3001,V145,VAL465,1674.712,2020,03,100,130912998990069758,2,127696.79,135082.27,80.66,76.25,177690.52,V
3000,V493,VAL084,4961.338,2024,01,100,469434620716478266,3,868085.31,1703624.24,343.38,174.97,884794.28,V
7900,V483,VAL923,8051.051,2024,01,100,618210452789225109,7,952036.78,508665.4,63.18,118.25,1328114.37,V
3001,V341,VAL201,1877.39,2020,03,100,208755256806035937,5,776113.03,462438.7,246.32,413.4,901464.08,S
3002,V302,VAL104,9899.651,2025,10,100,489712542532733469,2,4710055.95,3712567.12,375.02,475.78,6429931.18,V
3002,V206,VAL309,758.148,2021,12,100,612628376331499187,6,135935.94,115655.48,152.55,179.3,180830.93,S
3001,V096,VAL951,2436.134,2021,04,100,217041046712372930,7,949775.56,1195849.46,490.88,389.87,954852.84,S
3001,V296,VAL893,2654.959,2023,10,100,971354016902092741,9,344374.73,1018229.88,383.52,129.71,450089.64,V
3002,V316,VAL806,289.982,2021,11,100,796882582139268458,5,60498.94,59417.31,204.9,208.63,81695.81,V
3002,V477,VAL470,4383.468,2025,03,100,555020503606031311,2,2034455.17,1535879.52,350.38,464.12,2148126.08,V
3002,V407,VAL922,6332.551,2023,12,100,697845370656118383,4,2199294.96,922146.08,145.62,347.3,3132660.86,S
3002,V330,VAL380,556.959,2024,09,100,760932627875874180,4,89525.59,247584.98,444.53,160.74,102998.15,S
3002,V087,VAL050,1024.275,2026,11,100,424660254168201160,10,266895.34,188374.42,183.91,260.57,316172.75,S
3000,V056,VAL563,3750.06,2021,01,100,131225053292249223,3,737674.3,640172.74,170.71,196.71,1015980.81,V
3002,V157,VAL055,2930.614,2026,11,100,859658848781972721,7,1300606.49,924198.43,315.36,443.8,1782269.57,S
7900,V318,VAL105,738.612,2021,01,100,191661370180623989,4,154118.78,94498.02,127.94,208.66,215063.84,S
7900,V202,VAL608,2389.116,2022,05,100,409300460570592266,9,581845.31,130254.6,54.52,243.54,826862.43,S
7900,V258,VAL644,8156.121,2025,12,100,366937258928545303,2,721082.66,1890996.65,231.85,88.41,738437.8,S
3002,V341,VAL222,559.622,2025,02,100,254011961069685284,3,63254.07,167953.75,300.12,113.03,68553.0,S
3001,V294,VAL299,5812.159,2025,04,100,949775337433908780,1,2413266.54,1416132.54,243.65,415.21,3505726.94,V
3001,V151,VAL602,7018.514,2026,10,100,732092231620923921,6,1967640.4,2264663.91,322.67,280.35,2171586.82,S
3000,V453,VAL018,8509.771,2020,11,100,862452744674265257,5,4162469.39,818980.36,96.24,489.14,4978453.16,V
3001,V039,VAL008,4834.499,2021,12,100,271530929691942999,2,2391288.24,2285944.51,472.84,494.63,3226355.11,V
3002,V189,VAL664,7554.585,2020,12,100,866859022271003579,10,1369344.08,1218101.29,161.24,181.26,1578668.98,V
3001,V491,VAL546,1540.584,2024,04,100,510754002453234622,7,370310.18,279123.01,181.18,240.37,514306.51,S
3001,V092,VAL868,8832.536,2021,03,100,931084726267286641,4,3077873.82,3802848.37,430.55,348.47,3176863.01,V
7900,V162,VAL695,338.8,2020,01,100,569763301331194124,4,36739.47,15140.97,44.69,108.44,51658.05,S
3001,V128,VAL624,6125.163,2026,06,100,138303136046176188,5,2681351.35,2522648.38,411.85,437.76,2851513.05,S
3000,V090,VAL297,7151.059,2020,09,100,769474786433165273,7,2796278.6,611415.54,85.5,391.03,3464341.91,S
3001,V333,VAL965,8800.125,2021,03,100,812922479589449470,10,412109.85,1877946.68,213.4,46.83,490589.89,S
3000,V461,VAL858,6416.774,2026,11,100,784864141743809847,3,2246576.75,231581.37,36.09,350.11,2418456.09,V
3002,V139,VAL462,2184.119,2021,05,100,252622379559515279,4,49513.98,309096.52,141.52,22.67,59951.12,V
3000,V301,VAL972,8354.769,2020,04,100,337493444548910533,1,1798865.31,939243.13,112.42,215.31,1838562.2,V
7900,V467,VAL810,5681.707,2025,03,100,508231870798640196,7,1496845.71,634419.4,111.66,263.45,2013358.26,S
3001,V374,VAL240,6917.217,2022,07,100,118416526341967843,5,3112747.65,2349294.41,339.63,450.0,4266531.99,V
7900,V198,VAL683,1240.301,2025,09,100,313740512580346655,10,599015.77,449336.25,362.28,482.96,619757.81,V
7900,V075,VAL205,8043.463,2022,01,100,175826272487943650,8,2046578.73,1215206.39,151.08,254.44,2219743.02,V
7900,V276,VAL722,9879.5,2024,12,100,642377877007097595,10,4832162.25,433018.48,43.83,489.11,7136226.66,V
3000,V317,VAL327,4095.456,2022,08,100,162052087082498633,2,70933.3,904931.96,220.96,17.32,83952.44,S
3002,V255,VAL564,8800.11,2025,05,100,447355508563405298,7,3684430.05,4012234.15,455.93,418.68,3745531.24,S
3002,V436,VAL369,4686.525,2024,09,100,196004022710156271,7,104087.72,2255765.08,481.33,22.21,149864.65,V
7900,V334,VAL374,905.039,2023,11,100,436058946432063913,9,73507.27,380252.14,420.15,81.22,87699.08,V
3002,V111,VAL601,3882.407,2022,03,100,832250049357025937,1,1224860.58,1043241.58,268.71,315.49,1700421.8,S
3000,V072,VAL084,7797.775,2020,12,100,121654224357438550,6,3460808.5,1907101.83,244.57,443.82,3609308.85,V
3002,V328,VAL189,1030.17,2024,03,100,697285168799144790,1,249579.29,325358.59,315.83,242.27,290155.9,V
7900,V113,VAL737,8809.907,2025,07,100,442538372198818038,5,2965678.99,1285453.53,145.91,336.63,4281419.64,S
3000,V472,VAL992,1506.233,2025,03,100,223050494419511077,4,336658.14,359537.82,238.7,223.51,484982.64,V
3002,V162,VAL690,1609.858,2025,11,100,531750024107007371,3,530238.93,636070.99,395.11,329.37,683010.5,S
3001,V222,VAL373,3852.353,2025,09,100,602723721928395954,5,1392972.32,716036.85,185.87,361.59,1449718.89,V
7900,V392,VAL851,4045.911,2021,10,100,212413056951048249,3,255256.52,1392157.52,344.09,63.09,307179.5,S
7900,V386,VAL216,3654.776,2020,02,100,929195370588963338,3,1575647.03,1487091.81,406.89,431.12,1619434.75,S
3000,V042,VAL411,6976.825,2021,02,100,482263938605224706,6,283189.33,2412027.94,345.72,40.59,346299.26,S
7900,V406,VAL227,1559.949,2022,01,100,680143899687087228,5,770287.22,105889.34,67.88,493.79,1142072.77,S
3002,V358,VAL967,2179.186,2024,05,100,299921904612438016,9,836872.8,107150.58,49.17,384.03,1062935.0,V
3000,V030,VAL982,787.814,2025,06,100,227339508414944431,6,20215.31,163502.92,207.54,25.66,20240.53,S
3002,V486,VAL659,3457.919,2023,07,100,375169577552466748,4,401049.45,1218501.5,352.38,115.98,447471.94,V
7900,V110,VAL919,1175.622,2023,10,100,897980218611870482,3,227200.71,215914.74,183.66,193.26,317003.28,S
7900,V161,VAL478,5615.758,2025,03,100,949605815149666234,9,1251359.36,379569.08,67.59,222.83,1610667.94,V
3002,V303,VAL816,5298.562,2026,05,100,828173094264971869,3,273034.9,94049.48,17.75,51.53,279002.96,S
3000,V396,VAL287,5065.136,2025,12,100,849118994802786155,4,621137.63,351267.18,69.35,122.63,772812.64,V
3000,V137,VAL574,7092.771,2024,05,100,473867344173670003,8,2186772.23,2319477.97,327.02,308.31,2632717.1,V
3002,V140,VAL159,9732.937,2023,10,100,189466032074961245,5,4061846.6,894748.9,91.93,417.33,4846691.89,V
3002,V274,VAL524,1877.576,2021,11,100,367019122412607301,8,179233.4,772359.66,411.36,95.46,219213.52,S
7900,V166,VAL658,6709.578,2026,11,100,396019212426079960,4,1260998.09,3215095.59,479.18,187.94,1837950.81,V
3001,V495,VAL427,5974.928,2023,09,100,111939062091614739,1,1549358.58,2803077.72,469.14,259.31,2047546.45,V
3000,V453,VAL817,6357.295,2023,10,100,500397165554813872,8,2921304.2,420980.07,66.22,459.52,4090822.06,S
3000,V499,VAL096,7802.0,2025,06,100,169181769491289115,6,3195543.16,2899223.2,371.6,409.58,3630961.78,S
3000,V491,VAL374,8949.215,2024,06,100,160020902128241483,5,2999776.87,788783.81,88.14,335.2,4152726.19,S
3001,V285,VAL108,9214.64,2020,08,100,487169567160160358,9,4366725.75,3079071.96,334.15,473.89,5757113.83,V
3000,V309,VAL504,4667.447,2025,11,100,825367944022959341,9,457783.2,2146558.88,459.9,98.08,623232.42,S
7900,V204,VAL047,6037.199,2026,03,100,285986365598915690,4,2766969.05,750001.23,124.23,458.32,3649061.07,V
3002,V496,VAL665,9409.383,2024,12,100,556254881706524236,2,2286762.35,2450485.61,260.43,243.03,2426185.56,V
7900,V146,VAL557,7479.672,2023,10,100,819875649768002192,8,413326.67,1569309.98,209.81,55.26,541974.71,V
3002,V178,VAL575,4905.77,2021,09,100,380402400245336733,7,1599869.71,1855656.56,378.26,326.12,1872088.39,S
3000,V442,VAL592,7540.582,2021,05,100,320155059321428857,1,2673287.13,579342.92,76.83,354.52,3642152.55,S
3001,V301,VAL685,7542.867,2024,01,100,597164220467312406,8,3677449.38,702090.06,93.08,487.54,4804160.47,S
7900,V023,VAL205,7931.582,2020,02,100,178658361529083595,9,2820549.88,1827039.91,230.35,355.61,4080867.58,S
3001,V295,VAL813,1141.014,2022,04,100,848377298727579639,1,419037.39,61409.37,53.82,367.25,622813.79,V
3001,V476,VAL709,7328.15,2024,05,100,864345857898037409,4,1188479.37,1734353.26,236.67,162.18,1447431.39,S
7900,V346,VAL891,417.52,2024,05,100,498610656681383624,6,169534.0,59500.78,142.51,406.05,240955.97,V
7900,V275,VAL653,3460.809,2021,06,100,586286972962339407,5,1584739.05,298425.56,86.23,457.91,1883191.45,V
3001,V117,VAL678,2738.335,2022,06,100,560215831699777430,2,628146.67,378520.05,138.23,229.39,913551.94,V
3002,V191,VAL182,1297.773,2021,03,100,539532900611057176,2,508558.31,140198.42,108.03,391.87,527764.57,S
3002,V373,VAL625,97.313,2021,10,100,689978031306846716,5,4275.93,32346.84,332.4,43.94,5472.82,S
3000,V424,VAL775,6669.996,2020,07,100,903062936348364578,3,3002165.2,2672333.9,400.65,450.1,3250511.82,S
3001,V415,VAL592,408.987,2026,11,100,400142513829670860,2,86558.01,149435.67,365.38,211.64,107571.39,S
7900,V296,VAL077,1325.124,2022,01,100,116570646062711868,10,364660.87,328922.28,248.22,275.19,390859.85,V
7900,V007,VAL720,3016.82,2021,04,100,874208146753443960,10,1330930.48,217603.23,72.13,441.17,1931374.79,S
3001,V311,VAL424,8597.2,2023,08,100,256745142840771326,2,3851287.68,3384373.75,393.66,447.97,4886113.29,V
3001,V043,VAL406,5104.447,2022,11,100,518369493916046678,10,1191837.33,1544146.26,302.51,233.49,1697089.11,V
7900,V322,VAL792,2019.733,2022,08,100,601133539495440205,9,664411.37,887147.52,439.24,328.96,894866.04,V
3001,V062,VAL803,6471.898,2020,12,100,273887016685792590,1,653402.82,1663018.91,256.96,100.96,808970.36,V
7900,V306,VAL847,7961.677,2022,07,100,671021882811886537,1,2378551.0,536378.18,67.37,298.75,2875604.55,V
3002,V287,VAL546,8287.119,2024,04,100,399107588794062780,3,1506846.85,1541735.62,186.04,181.83,1673668.82,V
3002,V073,VAL854,6132.823,2022,04,100,587479260353264598,1,1781830.39,877790.96,143.13,290.54,2537701.7,S
7900,V274,VAL347,3183.121,2023,12,100,381380699414727361,8,251275.57,616984.34,193.83,78.94,273913.55,V
3001,V434,VAL423,7180.575,2021,10,100,249781398962146277,8,906116.76,2727326.0,379.82,126.19,1251051.34,S
3001,V144,VAL220,6844.121,2021,07,100,956364439450276321,1,211757.1,2504126.99,365.88,30.94,256939.43,S
3002,V134,VAL273,6930.726,2021,11,100,803523318947598992,7,2010811.53,1690611.99,243.93,290.13,2566336.49,V
7900,V200,VAL026,4925.508,2023,11,100,867482117705561786,10,1781309.97,2447780.46,496.96,361.65,2388193.49,V
3000,V411,VAL926,2544.46,2020,02,100,638843324674016332,1,218289.22,27938.17,10.98,85.79,270299.93,S
7900,V042,VAL622,9814.49,2026,05,100,148299843706759943,7,2168707.86,1534789.95,156.38,220.97,2899379.95,V
3000,V199,VAL814,2059.228,2022,06,100,457451009043713976,10,279251.91,987379.23,479.49,135.61,401213.39,S
7900,V003,VAL395,947.714,2022,04,100,485468524730573171,4,338608.74,473098.83,499.2,357.29,418715.67,V
3002,V142,VAL090,1440.585,2024,09,100,213578415827101580,10,77157.73,18021.72,12.51,53.56,83464.12,S
7900,V192,VAL257,9383.602,2021,09,100,828674262757488580,8,576153.16,271373.77,28.92,61.4,772698.97,V
3002,V160,VAL255,4226.777,2022,12,100,698456110909228959,6,1368038.64,232261.4,54.95,323.66,1867112.7,V
3001,V342,VAL342,7057.171,2022,09,100,100207743156399419,10,1006140.87,1856106.54,263.01,142.57,1024965.75,V
3001,V382,VAL469,459.587,2023,10,100,494126303668171894,2,177262.71,175360.02,381.56,385.7,210769.43,S
7900,V018,VAL697,2109.829,2024,01,100,817793643717965601,9,574063.37,126969.51,60.18,272.09,793903.74,S
3001,V278,VAL377,9982.706,2020,01,100,956719125613892403,2,144449.76,2842176.23,284.71,14.47,190191.68,V
3001,V017,VAL738,8817.094,2022,04,100,704525100992937538,9,2053413.02,1538053.88,174.44,232.89,2778974.0,V
7900,V270,VAL627,3103.794,2021,05,100,365144144487140356,9,963262.47,1250394.45,402.86,310.35,1097161.16,V
3001,V493,VAL113,3373.603,2024,12,100,572219097881294507,7,496729.31,1572065.26,465.99,147.24,645396.45,S
3001,V242,VAL842,1047.564,2023,11,100,508156081394138615,9,178232.54,522336.36,498.62,170.14,178348.95,V
7900,V419,VAL947,973.132,2022,04,100,663682603812722468,8,369157.62,73218.45,75.24,379.35,547333.77,S
3002,V143,VAL754,1968.669,2026,12,100,672630235149308979,8,222302.1,736400.33,374.06,112.92,318508.12,V
3002,V092,VAL834,1116.362,2026,10,100,661632247758865463,2,247396.98,451903.34,404.8,221.61,323996.23,S
3001,V144,VAL693,1139.854,2025,12,100,329418389228643119,5,502071.49,181031.61,158.82,440.47,711927.77,V
3002,V095,VAL475,5109.766,2021,06,100,366357551005123120,10,946379.76,2351616.51,460.22,185.21,1024984.81,S
3001,V237,VAL865,7425.681,2020,11,100,295177668595133765,7,2805719.31,168859.99,22.74,377.84,3119031.51,V
3002,V026,VAL453,6141.565,2026,02,100,966713210653366017,1,2724152.57,740242.83,120.53,443.56,3059857.75,V
3001,V047,VAL583,7006.969,2022,06,100,917827980142131065,10,343271.41,3442243.59,491.26,48.99,366297.39,V
3000,V411,VAL388,1427.683,2025,07,100,276958079085884505,5,287992.21,72826.11,51.01,201.72,403553.24,V
3002,V383,VAL740,2509.513,2024,06,100,960569458331957957,8,807686.76,343502.14,136.88,321.85,1070938.57,V
3000,V462,VAL897,2885.26,2025,06,100,408759959490909247,1,1188005.81,1330739.62,461.22,411.75,1222799.44,S
