ADRNR,BAPOVAR,BUKRS,BUKRS_GLOB,BUTXT,BUVAR,DKWEG,DTAMTC,DTAXR,DTPROV,DTTAXC,DTTDSP,EBUKR,FDBUK,FIKRS,FMHRDATE,FM_DERIVE_ACC,FSTVA,FSTVARE,IMPDA,INFMT,KKBER,KOKFI,KOPIM,KTOP2,KTOPL,LAND1,MANDT,MREGL,MWSKA,MWSKV,OFFSACCT,OPVAR,ORT01,PERIV,PP_PDATE,PST_PER_VAR,RCOMP,SPRAS,STCEG,SURCCM,TXJCD,TXKRS,UMKRS,WAABW,WAERS,WFVAR,WT_NEWWT,XBBBA,XBBBE,XBBBF,XBBKO,XBBSC,XCESSION,XCOS,XCOVR,XEINK,XEXTB,XFDIS,XFDMM,XFDSD,XFMCA,XFMCB,XFMCO,XGJRV,XGSBE,XJVAA,XKDFT,XKKBI,XMWSN,XNEGP,XPROD,XSKFN,XSLTA,XSPLT,XSTDT,XVALV,XVATDATE,XVVWA
418564,03,1059,G1059,"Wolf, Park and Conway",1,X,BA,DT79,AC,CC,DC,1059,1059,FM91,20220321,"",FS54,FR48,"",INF2,CC32,"",X,CORP,GRP1,US,100,RG15,C2,B1,7,PP33,Washingtonburgh,V3,2,"",CMP345,F,VAT4183488,2,TAX480,"",TAX79,00,GBP,WF79,X,"","","","","","","",X,"",X,X,"",X,X,X,X,X,X,"",X,X,"","",X,"","","",X,"","",X
121150,02,1060,G1060,Bird-Mccarthy,1,X,BA,DT73,AA,CB,DA,1060,1060,FM80,20221019,X,FS52,FR57,X,INF5,CC11,X,"",GRP1,FIN1,CN,100,RG59,C2,B1,4,PP35,New Douglas,K4,2,X,CMP425,D,VAT2556458,2,TAX560,"",TAX77,01,INR,WF31,"","","","","",X,"","","","","",X,X,X,X,"",X,"",X,X,"","",X,X,X,"","","","",X,"",""
679637,02,1061,G1061,"Harris, Ho and Perez",1,X,BB,DT48,AC,CB,DC,1061,1061,FM74,20230312,X,FS39,FR45,X,INF9,CC99,X,X,GRP1,INT1,DE,100,RG94,B1,C2,5,PP51,Christinehaven,CY,1,"",CMP991,E,VAT9252861,3,TAX178,X,TAX91,03,EUR,WF11,X,"",X,"","","",X,X,X,X,"","","","","","","","","","","","",X,X,X,"",X,X,"","",X,""
478441,01,1062,G1062,Leblanc-Whitaker,1,X,BB,DT99,AA,CA,DC,1062,1062,FM88,20200903,X,FS40,FR41,X,INF1,CC95,"",X,INT1,INT1,GB,100,RG34,A0,A0,1,PP19,West Patricia,FY,1,X,CMP366,D,VAT5260817,1,TAX141,"",TAX96,00,JPY,WF17,"","",X,X,X,X,X,X,X,X,X,"","",X,X,X,"",X,X,"",X,X,X,X,X,X,X,X,"",X,X,""
684718,01,1063,G1063,Miranda Inc,"",X,BA,DT45,AC,CC,DC,1063,1063,FM90,20210719,"",FS84,FR33,"",INF4,CC47,X,"",FIN1,GRP1,JP,100,RG46,C2,B1,2,PP64,West Christina,K4,1,"",CMP820,E,VAT7662867,1,TAX986,X,TAX99,03,JPY,WF44,X,"",X,X,X,X,X,"","","",X,X,"","","",X,"","",X,"",X,"","",X,X,"","",X,X,X,"",""
249375,02,1064,G1064,"Rhodes, Cuevas and Diaz","","",BB,DT19,AA,CB,DC,1064,1064,FM70,20240117,"",FS18,FR69,"",INF2,CC31,"","",FIN1,FIN1,US,100,RG81,C2,C2,7,PP14,West Sara,FY,2,X,CMP125,D,VAT6236404,2,TAX585,"",TAX22,03,USD,WF34,X,"","",X,"","",X,X,X,"",X,X,X,"",X,"","","","","","",X,"","",X,X,"",X,X,"",X,X
467349,02,1065,G1065,Marshall and Sons,"",X,BC,DT84,AC,CB,DB,1065,1065,FM90,20230311,"",FS66,FR12,X,INF4,CC19,"",X,FIN1,INT1,US,100,RG19,A0,C2,5,PP54,Port Scottport,V3,1,"",CMP411,D,VAT8435840,1,TAX595,X,TAX52,06,INR,WF18,"","",X,X,X,"",X,X,"","","","","",X,X,"",X,X,X,"",X,X,"","",X,X,X,X,"",X,X,X
344762,03,1066,G1066,Martinez PLC,1,X,BC,DT80,AA,CC,DB,1066,1066,FM12,20241207,"",FS84,FR68,"",INF6,CC33,"","",INT1,CORP,US,100,RG34,C2,C2,8,PP69,Port Jenniferbury,K4,1,X,CMP795,D,VAT4079660,3,TAX624,X,TAX69,00,GBP,WF48,X,X,X,X,"","","",X,X,"",X,X,X,"","","","","","","","",X,X,X,X,X,"",X,"","",X,""
240416,03,1067,G1067,Mckinney-Pearson,1,X,BC,DT33,AA,CB,DA,1067,1067,FM87,20240706,X,FS31,FR14,"",INF9,CC52,"",X,INT1,FIN1,FR,100,RG17,C2,A0,8,PP91,Carterstad,V3,2,"",CMP614,F,VAT6832027,1,TAX730,"",TAX19,09,JPY,WF19,X,"","","",X,X,"",X,"","","",X,"","","","","","","",X,"","","",X,X,X,"","","","","",X
257296,02,1068,G1068,"Zhang, Perez and Cherry",1,X,BC,DT31,AA,CB,DB,1068,1068,FM69,20240812,X,FS55,FR45,"",INF3,CC95,X,"",GRP1,FIN1,DE,100,RG64,B1,C2,9,PP42,North Melindachester,V3,2,"",CMP437,F,VAT6025639,2,TAX457,X,TAX98,09,USD,WF35,X,X,X,"",X,"","",X,X,"","","","","","","","","",X,X,"","","","",X,X,"","","",X,X,X
764420,02,1069,G1069,"Farley, Burton and Kelley",1,X,BA,DT20,AA,CC,DC,1069,1069,FM45,20210329,"",FS97,FR78,X,INF1,CC64,"",X,GRP1,GRP1,GB,100,RG16,B1,C2,9,PP32,Yubury,K4,1,X,CMP335,F,VAT4175146,3,TAX192,"",TAX22,06,EUR,WF74,"","",X,"","","",X,"",X,"","",X,X,"",X,"",X,X,"",X,X,X,"","",X,X,X,"",X,"",X,""
685479,01,1070,G1070,Meyers-Todd,1,"",BA,DT25,AA,CA,DB,1070,1070,FM54,20220903,"",FS92,FR12,X,INF6,CC35,"","",INT1,GRP1,CN,100,RG45,C2,B1,5,PP34,South Elizabethmouth,K4,1,X,CMP430,E,VAT4277415,3,TAX756,"",TAX89,01,USD,WF61,"","",X,"","",X,X,X,X,X,"",X,"",X,"","",X,X,X,"",X,X,X,"",X,X,X,"","",X,X,X
905424,02,1071,G1071,Stone Ltd,1,"",BB,DT37,AA,CA,DC,1071,1071,FM23,20251226,"",FS43,FR44,"",INF1,CC87,X,"",GRP1,GRP1,US,100,RG38,A0,A0,7,PP67,Bradleyport,K4,1,X,CMP217,F,VAT9258657,1,TAX734,"",TAX51,01,GBP,WF23,"",X,X,"",X,X,"",X,X,X,X,"","","","",X,X,X,X,"","","",X,X,X,"",X,X,X,"",X,""
248758,03,1072,G1072,Reilly-Walters,"","",BC,DT33,AC,CC,DA,1072,1072,FM85,20200823,X,FS39,FR32,"",INF4,CC30,"","",GRP1,CORP,US,100,RG77,C2,A0,7,PP47,West John,K4,1,"",CMP792,D,VAT4771739,1,TAX615,X,TAX86,09,GBP,WF32,"",X,X,X,"",X,X,X,X,"",X,X,"","",X,X,"","","",X,X,X,"","",X,"","","","","",X,""
259211,03,1073,G1073,"Garcia, Gray and Riley","","",BA,DT32,AA,CA,DC,1073,1073,FM41,20220514,"",FS31,FR56,X,INF9,CC50,"","",CORP,CORP,IN,100,RG59,B1,A0,7,PP43,East Susan,V3,2,X,CMP140,D,VAT3613064,3,TAX526,X,TAX23,02,EUR,WF75,X,X,X,"",X,"","",X,X,"",X,X,"","",X,"","",X,"","","","","","",X,X,"","","",X,"",""
646261,01,1074,G1074,Martin LLC,1,"",BA,DT62,AB,CA,DB,1074,1074,FM45,20220715,"",FS54,FR69,"",INF7,CC10,X,"",FIN1,INT1,US,100,RG94,B1,B1,9,PP90,Elizabethmouth,K4,1,"",CMP102,D,VAT9357994,2,TAX661,X,TAX70,07,CNY,WF61,"",X,X,"","","","",X,X,X,"","",X,"","",X,"","",X,X,"",X,"","",X,X,"",X,"",X,"",""
325386,01,1075,G1075,"Keller, Jackson and Meyer","","",BC,DT25,AB,CC,DC,1075,1075,FM94,20241129,"",FS90,FR76,"",INF9,CC11,"","",CORP,INT1,DE,100,RG94,A0,C2,8,PP40,Jeremyfurt,K4,2,"",CMP465,E,VAT6862934,2,TAX508,X,TAX28,00,INR,WF92,X,X,"",X,X,"","",X,X,"",X,X,"",X,X,"",X,"",X,"","","",X,"",X,X,X,"",X,"","",X
290638,01,1076,G1076,Smith-Brewer,1,X,BB,DT26,AB,CB,DB,1076,1076,FM79,20220719,"",FS23,FR28,X,INF6,CC14,X,"",GRP1,INT1,JP,100,RG63,A0,B1,3,PP41,Andrewfurt,V3,2,"",CMP901,E,VAT7061865,2,TAX244,X,TAX34,10,EUR,WF37,X,"","","",X,X,"",X,"","",X,"","",X,"",X,"",X,"",X,"","",X,X,X,X,X,"","",X,"",""
915430,02,1077,G1077,Gonzalez-Welch,1,"",BC,DT82,AB,CB,DA,1077,1077,FM64,20260103,X,FS24,FR44,"",INF5,CC58,"","",INT1,INT1,IN,100,RG87,B1,C2,9,PP63,Williamschester,CY,1,X,CMP363,D,VAT5426604,1,TAX563,X,TAX63,10,EUR,WF93,X,"","","",X,"","","","","",X,"","",X,"",X,X,"",X,X,"",X,"",X,X,X,X,X,"","",X,""
586768,02,1078,G1078,Cross Inc,1,"",BA,DT19,AC,CA,DA,1078,1078,FM11,20211007,"",FS86,FR90,"",INF3,CC74,"",X,GRP1,GRP1,GB,100,RG33,C2,B1,8,PP68,Owenstown,CY,2,X,CMP759,D,VAT5219055,2,TAX509,X,TAX25,04,EUR,WF41,X,X,X,X,"",X,"","","","","",X,X,"","",X,"","","","",X,X,"","",X,"","","",X,"",X,X
853985,03,1079,G1079,"Moody, Shah and Shepherd",1,X,BC,DT51,AB,CC,DA,1079,1079,FM21,20210213,X,FS83,FR41,X,INF2,CC97,"",X,INT1,FIN1,CN,100,RG72,B1,C2,2,PP62,Kimberlyport,CY,2,X,CMP121,E,VAT2404396,3,TAX626,"",TAX43,05,CNY,WF98,X,"","",X,"","",X,"","","","","","",X,"","",X,"","","","","",X,X,X,X,"","","","","",""
977160,02,1080,G1080,Cortez-Sweeney,"",X,BA,DT49,AC,CC,DC,1080,1080,FM13,20250219,X,FS76,FR38,"",INF2,CC24,X,"",GRP1,CORP,DE,100,RG15,C2,C2,1,PP61,Samuelside,V3,1,X,CMP436,D,VAT5661470,3,TAX225,X,TAX94,04,USD,WF84,X,X,X,X,X,X,"","",X,X,"",X,"",X,"","",X,X,"","",X,"",X,"",X,"",X,"",X,"",X,X
419682,02,1081,G1081,Gilbert-Campbell,1,X,BB,DT52,AC,CC,DA,1081,1081,FM92,20241120,"",FS42,FR49,"",INF8,CC91,"",X,FIN1,FIN1,CN,100,RG72,C2,A0,9,PP74,Sanchezview,K4,2,"",CMP782,E,VAT6391431,3,TAX381,X,TAX51,10,JPY,WF39,"",X,X,"","",X,"",X,"",X,"","",X,"",X,X,"","",X,X,X,"",X,X,X,X,"",X,X,X,X,X
919023,02,1082,G1082,Torres Ltd,1,"",BC,DT42,AA,CB,DB,1082,1082,FM74,20241012,X,FS63,FR37,"",INF7,CC25,"",X,INT1,GRP1,DE,100,RG29,B1,A0,2,PP84,East Davidhaven,CY,2,"",CMP271,D,VAT1131913,2,TAX604,X,TAX91,08,CNY,WF61,"","","","",X,X,X,"",X,"","","","",X,"","","","","",X,"",X,"","",X,"",X,"",X,"","",X
331816,02,1083,G1083,Peterson and Sons,"",X,BC,DT49,AB,CA,DC,1083,1083,FM68,20211228,"",FS44,FR66,"",INF3,CC53,X,X,GRP1,FIN1,GB,100,RG59,B1,B1,5,PP65,Codyshire,K4,2,"",CMP796,F,VAT9688056,3,TAX172,"",TAX53,05,JPY,WF60,"","",X,X,X,"","",X,X,"",X,X,X,X,"",X,"",X,X,X,"","","","",X,"","","",X,X,X,""
964630,02,1084,G1084,Quinn and Sons,1,"",BB,DT12,AA,CB,DC,1084,1084,FM39,20251009,X,FS22,FR33,"",INF9,CC53,X,X,CORP,GRP1,US,100,RG18,A0,B1,1,PP15,North Stephen,K4,2,X,CMP654,F,VAT4510444,3,TAX988,"",TAX83,01,EUR,WF71,"","","","","",X,"","",X,X,X,"",X,"","","",X,"","",X,"",X,"","",X,X,"","","",X,X,X
323987,03,1085,G1085,Haynes-Mueller,"",X,BB,DT12,AA,CB,DA,1085,1085,FM40,20250109,"",FS97,FR61,"",INF1,CC48,"",X,INT1,INT1,IN,100,RG10,C2,B1,5,PP32,Hooverfurt,CY,1,X,CMP708,E,VAT4766983,1,TAX324,X,TAX44,02,INR,WF17,X,X,X,"","",X,"","",X,"","","",X,X,"",X,X,X,"",X,"",X,X,X,X,X,"","","",X,"",X
578049,02,1086,G1086,Stewart LLC,"",X,BC,DT20,AB,CC,DC,1086,1086,FM27,20230707,X,FS57,FR50,"",INF5,CC40,X,"",INT1,GRP1,FR,100,RG35,C2,A0,1,PP88,South Mark,V3,2,"",CMP577,D,VAT2235611,2,TAX418,X,TAX47,04,INR,WF74,"","",X,"","",X,X,X,"",X,X,"",X,X,X,"",X,"",X,X,X,"",X,"",X,"","",X,X,"",X,X
957159,03,1087,G1087,Davis-Reid,1,"",BB,DT46,AC,CC,DB,1087,1087,FM16,20211106,X,FS11,FR27,"",INF8,CC25,X,X,GRP1,INT1,IN,100,RG92,C2,A0,5,PP52,Port David,CY,1,"",CMP101,E,VAT3192826,3,TAX313,"",TAX40,03,USD,WF29,"",X,"","","","",X,X,X,"","",X,X,"","","",X,"",X,X,X,X,"","",X,"","",X,"","",X,""
653015,03,1088,G1088,Thompson LLC,"",X,BA,DT12,AC,CB,DA,1088,1088,FM14,20251119,"",FS84,FR79,X,INF7,CC43,"","",FIN1,CORP,JP,100,RG17,A0,A0,1,PP70,East Toddshire,FY,2,X,CMP717,F,VAT7057481,1,TAX267,X,TAX71,01,EUR,WF52,"","",X,X,X,X,"","",X,X,"","","",X,X,X,X,X,X,"",X,X,"",X,X,"","",X,"",X,X,X
662993,01,1089,G1089,Mills-Jimenez,"","",BC,DT40,AB,CA,DA,1089,1089,FM80,20220404,X,FS92,FR92,"",INF6,CC74,X,X,CORP,GRP1,DE,100,RG45,C2,B1,7,PP48,Jonesside,V3,2,X,CMP617,E,VAT1545698,3,TAX371,"",TAX57,10,USD,WF95,X,"","","","",X,"",X,X,"","","",X,X,X,X,"","",X,"",X,"",X,"",X,X,"",X,X,"",X,""
544507,03,1090,G1090,Munoz Ltd,"",X,BC,DT23,AB,CB,DB,1090,1090,FM78,20211221,X,FS99,FR59,X,INF4,CC17,X,X,FIN1,CORP,CN,100,RG22,B1,C2,2,PP60,West Kayleeland,K4,1,"",CMP332,D,VAT6981335,2,TAX859,X,TAX36,08,CNY,WF55,X,X,"","",X,X,X,X,X,"","",X,"",X,X,X,"","",X,X,X,"",X,X,X,X,"",X,"",X,"",X
358423,03,1091,G1091,Robinson-Franklin,"","",BA,DT95,AB,CC,DB,1091,1091,FM17,20220404,"",FS57,FR34,"",INF7,CC39,X,X,CORP,FIN1,CN,100,RG91,B1,C2,8,PP97,Matthewtown,CY,1,"",CMP151,E,VAT6352475,1,TAX970,X,TAX52,06,CNY,WF35,"",X,"","","",X,"","",X,X,X,"","",X,X,X,"",X,"","",X,"","","",X,X,X,"","",X,"",X
578627,02,1092,G1092,Flores-Hernandez,1,"",BA,DT81,AB,CA,DA,1092,1092,FM43,20210613,X,FS29,FR70,"",INF4,CC13,X,X,CORP,FIN1,IN,100,RG17,A0,B1,6,PP12,Joelshire,K4,2,"",CMP488,F,VAT7193789,3,TAX443,"",TAX35,03,JPY,WF23,X,"",X,X,X,"","",X,"","","",X,"","","","","",X,X,"","","","","",X,"","",X,"","",X,X
147901,01,1093,G1093,"Grimes, Rodriguez and Bro","","",BC,DT62,AC,CC,DA,1093,1093,FM99,20201013,X,FS56,FR19,"",INF3,CC57,"","",CORP,INT1,IN,100,RG29,B1,C2,2,PP67,Fischerberg,FY,2,"",CMP930,F,VAT2993339,2,TAX674,"",TAX74,07,CNY,WF99,"",X,X,"","",X,"","",X,"","",X,X,X,"","","","",X,"","","","","",X,X,X,X,"","","",X
900893,03,1094,G1094,Hancock-Lutz,"",X,BB,DT97,AA,CA,DC,1094,1094,FM30,20240322,"",FS18,FR98,"",INF9,CC99,"",X,INT1,CORP,IN,100,RG90,A0,A0,8,PP98,Port Darrellland,K4,1,"",CMP753,D,VAT5853423,2,TAX903,"",TAX21,09,EUR,WF50,X,"","",X,"",X,"",X,"",X,"","",X,"",X,X,X,"","",X,X,"","","",X,"",X,X,X,X,"",X
392077,01,1095,G1095,Bender-Sanders,1,X,BA,DT23,AA,CA,DA,1095,1095,FM88,20230107,"",FS39,FR51,X,INF8,CC55,X,X,FIN1,GRP1,FR,100,RG60,C2,C2,9,PP70,New Karen,V3,1,"",CMP592,D,VAT9552040,1,TAX529,"",TAX67,10,INR,WF61,"",X,"",X,X,X,X,X,X,"",X,"","","",X,"",X,X,"","",X,X,X,X,X,X,"","",X,X,"",X
279908,03,1096,G1096,"Parker, Lawson and Vaughn","",X,BC,DT12,AA,CB,DA,1096,1096,FM28,20231225,"",FS13,FR89,"",INF1,CC18,X,X,INT1,CORP,US,100,RG78,A0,A0,2,PP32,Hectorside,CY,2,X,CMP355,E,VAT2259196,1,TAX787,X,TAX84,10,USD,WF45,X,"","",X,"",X,X,"",X,X,X,X,"","","",X,"","","","","","","","",X,"",X,"","","",X,""
662789,03,1097,G1097,Morris-Mcgee,1,X,BB,DT39,AB,CC,DB,1097,1097,FM72,20210207,X,FS74,FR63,"",INF3,CC33,X,"",FIN1,FIN1,GB,100,RG58,A0,B1,6,PP81,West Amber,CY,2,X,CMP723,F,VAT3086351,3,TAX749,"",TAX22,07,GBP,WF11,X,"","","","","",X,X,"","",X,"","",X,"","","","","",X,"",X,X,"",X,"",X,X,X,"",X,""
287247,02,1098,G1098,Butler Ltd,"","",BC,DT82,AC,CA,DB,1098,1098,FM38,20220202,X,FS80,FR50,"",INF6,CC38,"","",GRP1,INT1,CN,100,RG45,A0,A0,4,PP89,Lake Dominique,FY,1,X,CMP979,D,VAT3710491,2,TAX490,X,TAX24,03,EUR,WF84,X,X,X,X,"","","",X,"",X,"",X,"","","","","","",X,X,X,"","",X,X,"","","","",X,X,""
942953,03,1099,G1099,Gregory Ltd,1,X,BA,DT38,AC,CB,DC,1099,1099,FM11,20230122,"",FS15,FR74,X,INF9,CC99,"",X,FIN1,INT1,CN,100,RG91,C2,B1,3,PP91,North Jeffreyfort,CY,2,"",CMP437,E,VAT8691614,3,TAX893,X,TAX59,02,INR,WF81,X,"","",X,"",X,X,"",X,"","","",X,"",X,"","",X,"","",X,"",X,X,X,"","","","","",X,X
321806,01,1100,G1100,Mitchell-Thomas,1,X,BA,DT95,AB,CA,DC,1100,1100,FM36,20240303,"",FS29,FR66,"",INF9,CC45,"",X,GRP1,INT1,GB,100,RG96,C2,B1,6,PP20,Gordonburgh,FY,2,X,CMP891,F,VAT9774637,1,TAX592,X,TAX62,10,USD,WF80,X,"","",X,X,"",X,"",X,X,"","","",X,X,X,X,X,X,"",X,"","",X,X,"","",X,X,X,"",""
655448,03,1101,G1101,"Hanson, Macias and Lee",1,"",BC,DT12,AA,CA,DA,1101,1101,FM91,20250302,"",FS35,FR53,"",INF4,CC77,X,"",CORP,INT1,CN,100,RG72,C2,B1,1,PP42,East Oliviaberg,FY,1,"",CMP130,D,VAT4167659,2,TAX425,X,TAX28,04,USD,WF60,X,"",X,"","",X,X,X,"","",X,X,X,X,X,"","","","",X,X,X,X,X,X,"",X,X,X,X,X,""
511603,02,1102,G1102,Armstrong-Pope,1,"",BB,DT92,AB,CA,DB,1102,1102,FM66,20250427,X,FS72,FR86,X,INF2,CC78,X,"",FIN1,GRP1,US,100,RG69,B1,B1,3,PP83,West Antoniobury,FY,2,"",CMP646,E,VAT8577164,2,TAX536,"",TAX90,09,EUR,WF44,X,"",X,"","","","","","","",X,"","","",X,X,"","","",X,X,"",X,"",X,"",X,X,"","","",""
924434,01,1103,G1103,"Schroeder, Dixon and Pere",1,"",BA,DT80,AC,CC,DC,1103,1103,FM72,20221103,X,FS91,FR56,X,INF2,CC87,X,"",CORP,FIN1,US,100,RG70,A0,A0,9,PP34,Gibsonfort,CY,1,X,CMP232,D,VAT4867927,2,TAX297,"",TAX67,02,EUR,WF21,X,"","","",X,"","",X,"","","","","","",X,"","","",X,"","","",X,X,X,"",X,"",X,"","",X
270534,01,1104,G1104,Wilkerson and Sons,"",X,BC,DT31,AC,CA,DB,1104,1104,FM31,20201020,"",FS46,FR34,X,INF2,CC60,X,"",CORP,CORP,US,100,RG79,C2,C2,2,PP79,South Jonathan,FY,2,X,CMP531,F,VAT2491280,3,TAX605,"",TAX90,08,CNY,WF57,"",X,"",X,X,"","",X,"",X,X,"","","","","",X,"","","",X,"","","",X,X,X,X,X,X,"",""
886981,01,1105,G1105,"Dickerson, Bradford and F",1,X,BA,DT41,AA,CC,DC,1105,1105,FM17,20220313,"",FS10,FR15,X,INF9,CC53,"",X,GRP1,FIN1,DE,100,RG20,B1,C2,5,PP83,Angelaburgh,V3,1,"",CMP783,D,VAT8272277,2,TAX616,X,TAX32,07,CNY,WF78,X,X,"","","",X,X,X,X,X,"",X,X,X,X,"","","",X,"",X,X,"","",X,"","","","","",X,X
525440,03,1106,G1106,Ray Group,"",X,BB,DT83,AA,CA,DA,1106,1106,FM30,20220226,"",FS80,FR89,"",INF5,CC87,"","",GRP1,INT1,DE,100,RG47,B1,A0,6,PP11,Lesliefort,K4,1,X,CMP720,E,VAT8483059,3,TAX675,X,TAX30,06,EUR,WF36,"","",X,X,"","",X,"",X,"","",X,X,"",X,"","","",X,X,"","",X,X,X,X,X,X,X,"",X,X
918849,03,1107,G1107,Mcguire-Thomas,1,"",BA,DT30,AC,CC,DA,1107,1107,FM50,20250326,"",FS77,FR77,X,INF7,CC74,"","",INT1,GRP1,FR,100,RG68,B1,C2,3,PP44,East Markfort,FY,2,X,CMP986,D,VAT2113961,3,TAX950,X,TAX21,08,GBP,WF94,"","","",X,X,"","","",X,X,X,"","",X,"",X,"",X,"","",X,"","",X,X,"",X,"","",X,"",X
531670,03,1108,G1108,"Mclean, Herrera and Meado",1,X,BC,DT55,AB,CC,DB,1108,1108,FM39,20201019,X,FS86,FR20,X,INF1,CC33,"","",GRP1,CORP,GB,100,RG53,C2,B1,6,PP68,Shellyport,CY,1,X,CMP959,F,VAT1795734,1,TAX566,X,TAX66,07,USD,WF95,"",X,X,"",X,X,"","","","","","","",X,"","","",X,"",X,"",X,"",X,X,"","","",X,"","",""
571474,02,1109,G1109,"Tran, Moore and Stewart","","",BC,DT29,AA,CA,DC,1109,1109,FM48,20251004,X,FS83,FR52,X,INF8,CC85,"",X,INT1,FIN1,DE,100,RG70,A0,B1,4,PP42,Reedhaven,FY,1,X,CMP484,E,VAT8434880,2,TAX141,"",TAX86,01,CNY,WF45,"","",X,"",X,"","",X,"",X,X,X,X,"",X,"",X,X,X,"","","","","",X,X,X,X,X,"","",X
465276,01,1110,G1110,Richardson-Kirk,1,"",BB,DT46,AA,CA,DA,1110,1110,FM28,20211116,"",FS25,FR76,"",INF9,CC66,"","",FIN1,CORP,FR,100,RG87,A0,B1,7,PP99,Kington,K4,2,X,CMP288,F,VAT1409343,1,TAX729,X,TAX70,02,USD,WF75,"","","","",X,X,X,X,"","","","","",X,"",X,X,X,X,X,X,X,"","",X,X,"","","","",X,""
143539,02,1111,G1111,"Lynch, Gonzalez and Davis","",X,BC,DT29,AC,CA,DB,1111,1111,FM13,20210731,X,FS51,FR78,X,INF1,CC46,X,X,INT1,GRP1,JP,100,RG29,C2,B1,6,PP28,North Ryan,CY,1,"",CMP431,E,VAT8421994,1,TAX249,X,TAX89,03,CNY,WF51,"","","",X,"",X,"","","",X,"","","","",X,X,X,X,X,"","","",X,X,X,"",X,"","",X,"",X
207478,01,1112,G1112,Lyons PLC,"","",BA,DT35,AB,CA,DA,1112,1112,FM79,20241121,X,FS51,FR90,"",INF2,CC88,X,X,INT1,FIN1,GB,100,RG91,C2,B1,1,PP36,North Katietown,K4,2,X,CMP143,F,VAT4220954,1,TAX308,"",TAX61,05,USD,WF94,"",X,"","","","",X,"",X,X,"",X,X,X,X,X,X,X,X,X,X,"",X,"",X,X,"",X,"","",X,X
772612,02,1113,G1113,Graham LLC,1,"",BB,DT40,AB,CA,DA,1113,1113,FM10,20231114,"",FS58,FR59,X,INF3,CC36,X,"",INT1,GRP1,GB,100,RG49,A0,A0,8,PP22,Erintown,CY,2,"",CMP817,F,VAT1583933,3,TAX635,X,TAX28,01,JPY,WF70,X,X,"","",X,"","","","",X,"",X,"","","","",X,"",X,X,"",X,"",X,X,"","","",X,"","",""
978224,02,1114,G1114,Cruz and Sons,1,"",BC,DT42,AA,CB,DA,1114,1114,FM42,20201009,X,FS80,FR47,X,INF4,CC94,"","",CORP,GRP1,GB,100,RG42,C2,C2,5,PP95,Meganside,CY,2,X,CMP341,E,VAT9789166,2,TAX254,"",TAX65,02,EUR,WF24,X,X,"","","",X,"","","",X,X,X,"",X,X,X,X,"","",X,X,X,X,"",X,"",X,X,X,"",X,""
880164,01,1115,G1115,Harris Inc,1,"",BB,DT61,AB,CA,DB,1115,1115,FM79,20230525,X,FS56,FR50,"",INF7,CC57,X,"",FIN1,CORP,JP,100,RG17,B1,A0,5,PP14,North Terriview,CY,2,X,CMP401,F,VAT5691836,1,TAX437,"",TAX61,02,JPY,WF12,X,"","","",X,X,X,"",X,X,X,"","",X,X,"",X,X,"","",X,X,"","",X,X,"",X,X,"","",""
996980,01,1116,G1116,"Burke, Knight and Barrett","","",BC,DT72,AC,CA,DB,1116,1116,FM25,20210523,"",FS56,FR53,X,INF9,CC54,X,"",CORP,GRP1,JP,100,RG95,C2,C2,4,PP84,Christopherport,V3,1,X,CMP688,F,VAT6211611,2,TAX187,X,TAX48,07,EUR,WF94,X,X,"","",X,X,X,"",X,X,X,X,"",X,X,X,X,X,"",X,"","","",X,X,"","",X,"","","",""
279103,01,1117,G1117,Green LLC,"","",BC,DT76,AA,CC,DC,1117,1117,FM68,20250201,"",FS56,FR84,"",INF5,CC65,X,X,CORP,GRP1,GB,100,RG18,C2,B1,1,PP57,New Dakota,CY,1,X,CMP155,D,VAT4483900,1,TAX919,X,TAX43,01,EUR,WF78,X,X,"","",X,"",X,"","","",X,X,X,X,"","",X,"",X,"",X,"",X,"",X,"","",X,X,"","",""
848133,01,1118,G1118,"Wells, Thomas and Castane",1,X,BB,DT51,AC,CC,DB,1118,1118,FM76,20240819,X,FS19,FR15,"",INF3,CC18,X,"",FIN1,INT1,GB,100,RG79,B1,A0,9,PP67,Herreramouth,K4,1,X,CMP836,F,VAT2668373,2,TAX533,"",TAX92,00,GBP,WF91,"",X,"","","",X,X,X,"","","",X,X,"",X,"","",X,"","","","","",X,X,"","",X,X,X,X,X
550150,02,1119,G1119,"Snyder, Smith and Sosa",1,"",BB,DT86,AA,CC,DB,1119,1119,FM77,20201020,"",FS17,FR32,X,INF6,CC12,X,X,FIN1,GRP1,DE,100,RG70,A0,A0,1,PP97,Douglaston,K4,1,X,CMP911,F,VAT7539290,2,TAX707,X,TAX82,10,INR,WF39,X,"","","","",X,X,X,X,"","",X,X,"",X,X,"","",X,"","","","","",X,"","","","",X,X,""
957217,01,1120,G1120,Bridges-Morris,1,X,BA,DT79,AC,CA,DC,1120,1120,FM94,20210804,X,FS86,FR62,"",INF3,CC13,"",X,FIN1,GRP1,GB,100,RG91,A0,B1,7,PP63,East Jacquelinetown,FY,1,"",CMP322,D,VAT8782666,3,TAX346,X,TAX76,10,EUR,WF41,"","","","",X,X,"","","","",X,"","",X,"",X,X,X,X,"",X,X,"",X,X,"","","",X,"","",X
