Customer ID,Market,Customer Description,Market Description,Customer Region,Market Region,Customer Country/Region,Market Sub Region,Demand Type,Demand Sub Type,Latitude,Longttitude
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Washington LLC - GLOBAL_CORP,APAC,EMEA,INTL,North Jamesview,Samples,GPSS_Early,5.709263,31.787309
AU,AU,Market Entity for AU,"Planning Market - Frazier, Gordon and Hill - AU",AMER,LATAM,AU,Riverafort,Samples,Standard,-34.136593,77.087525
ES,ES,Market Entity for ES,Planning Market - Norman-George - ES,APAC,AMER,ES,Bennetttown,Commercial,Standard,28.778215,-107.468461
BR,BR,Market Entity for BR,Planning Market - Long Ltd - BR,APAC,EMEA,BR,Port Kellyfort,Free Goods,Standard,-19.3165075,-124.414044
ES,ES,Market Entity for ES,Planning Market - Smith Inc - ES,AMER,AMER,ES,East Samuelborough,Clinical,Urgent,44.505137,163.279422
CA,CA,Market Entity for CA,Planning Market - Kelly and Sons - CA,LATAM,EMEA,CA,Adamborough,Samples,Priority,65.924519,-47.357106
JP,JP,Market Entity for JP,Planning Market - Wilson-Smith - JP,LATAM,APAC,JP,Lawsonmouth,Commercial,GPSS_Early,39.6949085,56.844309
ES,ES,Market Entity for ES,Planning Market - Anderson-Hull - ES,EMEA,AMER,ES,Castroside,Clinical,Priority,-76.223963,-63.483751
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Yang, Simmons and Morales - EMEA_REG",APAC,LATAM,INTL,South Leslieview,Free Goods,Standard,83.8187645,117.144914
JP,JP,Market Entity for JP,Planning Market - Wright and Sons - JP,LATAM,LATAM,JP,Cruzview,Free Goods,GPSS_Early,-47.9275655,147.391476
AU,AU,Market Entity for AU,"Planning Market - Hall, Austin and Smith - AU",LATAM,EMEA,AU,Johnstad,Samples,Priority,-53.586923,33.208377
IT,IT,Market Entity for IT,Planning Market - Boyd PLC - IT,APAC,LATAM,IT,Jacobside,Free Goods,Priority,35.624749,-52.901283
NL,NL,Market Entity for NL,Planning Market - Bush-Johnson - NL,AMER,LATAM,NL,West Christinefort,Free Goods,GPSS_Early,-8.2398295,64.435814
CN,CN,Market Entity for CN,Planning Market - Nelson-Burns - CN,APAC,APAC,CN,Chaseton,Free Goods,GPSS_Early,-16.056919,135.929026
CH,CH,Market Entity for CH,"Planning Market - Williams, Bird and Ellis - CH",AMER,LATAM,CH,New Kylefurt,Commercial,GPSS_Early,0.2995415,128.68152
AU,AU,Market Entity for AU,Planning Market - Bautista-Hall - AU,AMER,APAC,AU,Daviston,Free Goods,Priority,88.059565,-72.319467
CN,CN,Market Entity for CN,"Planning Market - King, Cooper and Harris - CN",AMER,EMEA,CN,Weavershire,Clinical,Standard,-64.0769195,-152.523777
FR,FR,Market Entity for FR,"Planning Market - Grimes, Smith and Patrick - FR",LATAM,APAC,FR,Burchmouth,Clinical,GPSS_Early,25.243261,155.490379
BR,BR,Market Entity for BR,"Planning Market - Ramirez, Lewis and Wells - BR",APAC,AMER,BR,Port Dalton,Commercial,Urgent,44.985418,174.46155
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Bryant, Gibson and Jones - EMEA_REG",APAC,APAC,INTL,Bentonshire,Samples,GPSS_Early,67.8920205,-125.847092
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Flores-Ford - AMER_REG,EMEA,AMER,INTL,South John,Commercial,Standard,-71.1707735,-116.265516
ES,ES,Market Entity for ES,Planning Market - Baker LLC - ES,APAC,LATAM,ES,Barajaschester,Clinical,Standard,30.5956385,-120.742106
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Cruz Group - LATAM_REG,LATAM,APAC,INTL,New Marie,Samples,GPSS_Early,58.5057745,-102.921099
CH,CH,Market Entity for CH,"Planning Market - Larsen, Martin and Henry - CH",EMEA,APAC,CH,Rhondaburgh,Commercial,Urgent,-20.675298,130.017206
IT,IT,Market Entity for IT,"Planning Market - Aguilar, Weber and Sullivan - IT",AMER,EMEA,IT,Corystad,Commercial,GPSS_Early,60.39347,-0.290764
CA,CA,Market Entity for CA,Planning Market - Lee-Reeves - CA,AMER,AMER,CA,Lake Lauraborough,Clinical,Priority,32.334928,43.513975
DE,DE,Market Entity for DE,Planning Market - Martinez LLC - DE,EMEA,EMEA,DE,Arianafort,Commercial,GPSS_Early,-84.1484935,84.704125
DE,DE,Market Entity for DE,Planning Market - Graham PLC - DE,AMER,APAC,DE,Jonathanville,Samples,Urgent,-17.2584575,-16.025797
IT,IT,Market Entity for IT,Planning Market - Smith Ltd - IT,LATAM,EMEA,IT,Barrymouth,Samples,Standard,9.211481,40.276783
AU,AU,Market Entity for AU,Planning Market - Hernandez Inc - AU,EMEA,APAC,AU,Lake Robertoton,Clinical,Standard,29.3284155,146.024074
JP,JP,Market Entity for JP,Planning Market - Moore-Jenkins - JP,LATAM,EMEA,JP,East Jessica,Clinical,Standard,45.1042505,175.259898
SG,SG,Market Entity for SG,Planning Market - Curry-Torres - SG,AMER,LATAM,SG,Bradshawview,Samples,Standard,-20.5763845,136.050733
AU,AU,Market Entity for AU,"Planning Market - Washington, Carson and Greene - AU",LATAM,AMER,AU,Dannyfort,Samples,Urgent,-37.68027,40.679519
SG,SG,Market Entity for SG,Planning Market - Welch-Wiley - SG,AMER,AMER,SG,Seanstad,Samples,Urgent,46.5609365,67.734716
CH,CH,Market Entity for CH,"Planning Market - Park, Case and Ponce - CH",LATAM,LATAM,CH,Lake Todd,Samples,Priority,-72.0344745,-147.874604
NL,NL,Market Entity for NL,"Planning Market - Morris, Dickson and Garner - NL",APAC,LATAM,NL,West Deborah,Samples,Standard,68.4013085,-150.395113
CA,CA,Market Entity for CA,Planning Market - Steele-Simpson - CA,AMER,LATAM,CA,New Mariofurt,Clinical,Standard,-89.4570945,161.009123
FR,FR,Market Entity for FR,Planning Market - Alvarez and Sons - FR,AMER,EMEA,FR,West Bryanburgh,Clinical,Standard,4.004558,22.411414
FR,FR,Market Entity for FR,Planning Market - Williams Inc - FR,LATAM,AMER,FR,North Robert,Samples,Urgent,16.527481,85.323086
CH,CH,Market Entity for CH,Planning Market - Bell-Castillo - CH,AMER,EMEA,CH,South Danielberg,Samples,GPSS_Early,30.227017,129.051457
IN,IN,Market Entity for IN,"Planning Market - Moss, Harrison and Gonzales - IN",EMEA,AMER,IN,Lake Susan,Free Goods,Urgent,-87.511443,40.350522
CA,CA,Market Entity for CA,Planning Market - White-Horton - CA,EMEA,EMEA,CA,New Jennifer,Samples,Standard,-83.68788,-22.101209
AU,AU,Market Entity for AU,Planning Market - Hunt Ltd - AU,EMEA,EMEA,AU,South Rebekahchester,Commercial,GPSS_Early,33.9782565,33.480962
AU,AU,Market Entity for AU,Planning Market - Fitzpatrick and Sons - AU,APAC,EMEA,AU,Johnsonstad,Commercial,Priority,-6.2452415,-47.621228
FR,FR,Market Entity for FR,Planning Market - Foster and Sons - FR,AMER,LATAM,FR,West Williamchester,Free Goods,Standard,-16.7951955,79.036037
AU,AU,Market Entity for AU,Planning Market - Rogers Inc - AU,EMEA,EMEA,AU,Patrickmouth,Samples,GPSS_Early,47.539039,-95.40246
IN,IN,Market Entity for IN,"Planning Market - Williams, Harris and Oliver - IN",AMER,AMER,IN,Steeleville,Samples,Urgent,-4.0275155,8.399348
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Alvarado and Sons - APAC_REG,LATAM,APAC,INTL,Kentbury,Clinical,GPSS_Early,-20.913745,-164.156021
ES,ES,Market Entity for ES,"Planning Market - Hanson, Ewing and Perez - ES",APAC,APAC,ES,East Laura,Clinical,Urgent,-75.1225425,51.906564
DE,DE,Market Entity for DE,Planning Market - Gonzales-Sullivan - DE,EMEA,EMEA,DE,Justintown,Commercial,Priority,-2.940519,-54.204851
NL,NL,Market Entity for NL,"Planning Market - Reid, Ramirez and Burton - NL",AMER,LATAM,NL,Lake Michelleshire,Free Goods,Priority,-15.4981635,-61.214815
US,US,Market Entity for US,Planning Market - Walker-Jackson - US,LATAM,APAC,US,Mcintyremouth,Clinical,GPSS_Early,57.679689,177.303404
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Diaz Inc - LATAM_REG,LATAM,EMEA,INTL,New Antonio,Commercial,Priority,-0.6294295,63.247631
CN,CN,Market Entity for CN,Planning Market - Lopez and Sons - CN,LATAM,LATAM,CN,Parsonsmouth,Commercial,Standard,59.7660965,170.854758
FR,FR,Market Entity for FR,"Planning Market - Cruz, Kelly and Collier - FR",LATAM,AMER,FR,South Daniel,Free Goods,Urgent,-58.0179155,-163.801331
IT,IT,Market Entity for IT,Planning Market - Smith-Moss - IT,AMER,LATAM,IT,Tinatown,Free Goods,Urgent,7.7561685,-96.012172
BR,BR,Market Entity for BR,"Planning Market - Shah, Johnson and Ross - BR",LATAM,APAC,BR,Prestonview,Samples,Urgent,-12.343294,-130.280454
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Barton LLC - AMER_REG,EMEA,APAC,INTL,Riosmouth,Free Goods,GPSS_Early,60.6772185,33.216235
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,"Planning Market - Hernandez, Ross and Edwards - GLOBAL_CORP",APAC,EMEA,INTL,North Patrickburgh,Free Goods,Standard,-0.1476235,177.294073
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Brown-Miller - GLOBAL_CORP,LATAM,LATAM,INTL,Nealstad,Commercial,Urgent,-69.7180185,134.085704
IN,IN,Market Entity for IN,Planning Market - Wells PLC - IN,AMER,APAC,IN,Briannaborough,Free Goods,Priority,-72.0370995,-87.304803
SG,SG,Market Entity for SG,Planning Market - Lang-Adams - SG,AMER,LATAM,SG,Lindsaymouth,Free Goods,Priority,52.2601575,167.014947
BR,BR,Market Entity for BR,Planning Market - Caldwell PLC - BR,LATAM,EMEA,BR,Hendersonburgh,Samples,Priority,-59.935631,-74.043311
DE,DE,Market Entity for DE,Planning Market - Butler-Davis - DE,APAC,APAC,DE,Felicialand,Commercial,Urgent,-4.1426315,-100.168909
BR,BR,Market Entity for BR,"Planning Market - Ballard, Reynolds and Rogers - BR",EMEA,LATAM,BR,Port Donald,Commercial,Standard,-19.7477605,61.405178
CA,CA,Market Entity for CA,Planning Market - Figueroa PLC - CA,LATAM,EMEA,CA,North Danielhaven,Free Goods,Priority,-60.971262,-89.900301
JP,JP,Market Entity for JP,"Planning Market - Le, Jones and Grant - JP",LATAM,AMER,JP,Bradleyside,Free Goods,Urgent,71.3540695,173.419957
JP,JP,Market Entity for JP,Planning Market - Sanchez-Tate - JP,LATAM,EMEA,JP,Angelaville,Clinical,Priority,-53.5572455,35.741566
CH,CH,Market Entity for CH,"Planning Market - Rodriguez, Webster and Guzman - CH",AMER,LATAM,CH,Lake Alexistown,Clinical,Standard,-3.1260935,96.480497
FR,FR,Market Entity for FR,"Planning Market - Drake, Franklin and Smith - FR",LATAM,LATAM,FR,New Davidtown,Samples,GPSS_Early,-38.3019585,-63.697448
IN,IN,Market Entity for IN,Planning Market - Joseph-Johnson - IN,LATAM,LATAM,IN,New Maryville,Commercial,Urgent,-77.054787,2.054603
CN,CN,Market Entity for CN,Planning Market - Pollard-Mckinney - CN,LATAM,LATAM,CN,Susanhaven,Commercial,GPSS_Early,86.4402775,51.99102
NL,NL,Market Entity for NL,"Planning Market - Garza, Walters and Ali - NL",LATAM,APAC,NL,North Colton,Free Goods,Urgent,21.35807,125.155089
BR,BR,Market Entity for BR,Planning Market - Barnes-Preston - BR,APAC,EMEA,BR,East Ritaport,Free Goods,Standard,25.4714035,60.527364
CH,CH,Market Entity for CH,Planning Market - Parsons-Thomas - CH,LATAM,APAC,CH,East Janicestad,Free Goods,Standard,61.9296415,101.151473
CH,CH,Market Entity for CH,Planning Market - Sanders and Sons - CH,AMER,LATAM,CH,South Lorettaview,Samples,Urgent,76.938404,93.400578
FR,FR,Market Entity for FR,"Planning Market - Logan, Baker and Valenzuela - FR",EMEA,EMEA,FR,Carolburgh,Samples,GPSS_Early,14.3657825,-177.584152
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Hernandez, Sanchez and Miller - EMEA_REG",EMEA,APAC,INTL,Juliestad,Clinical,Standard,22.0055065,10.02629
DE,DE,Market Entity for DE,Planning Market - Baldwin-Savage - DE,AMER,APAC,DE,Myersfort,Free Goods,Urgent,47.516994,159.151242
IN,IN,Market Entity for IN,Planning Market - Clark LLC - IN,EMEA,EMEA,IN,Melissaport,Free Goods,Urgent,-26.8852175,89.138445
SG,SG,Market Entity for SG,"Planning Market - Leonard, Foster and Banks - SG",EMEA,AMER,SG,Nelsonton,Commercial,Priority,51.831417,27.027754
CN,CN,Market Entity for CN,Planning Market - Hutchinson Ltd - CN,LATAM,APAC,CN,Jamesberg,Samples,Priority,-55.88772,-58.608188
SG,SG,Market Entity for SG,Planning Market - Ruiz and Sons - SG,AMER,EMEA,SG,Patriciaside,Commercial,Urgent,41.3179445,26.989578
CN,CN,Market Entity for CN,Planning Market - Davis-Lopez - CN,AMER,EMEA,CN,East Elizabethshire,Clinical,Priority,7.7305055,14.90493
US,US,Market Entity for US,Planning Market - King-Stephens - US,AMER,EMEA,US,New Juliemouth,Clinical,GPSS_Early,45.2912785,-72.584156
BR,BR,Market Entity for BR,"Planning Market - Sanchez, Wilkerson and Johnson - BR",EMEA,LATAM,BR,West Joseph,Samples,Priority,-15.0384295,-104.431041
IT,IT,Market Entity for IT,"Planning Market - Fowler, Robertson and Gomez - IT",AMER,LATAM,IT,New Georgechester,Samples,Priority,74.2590245,25.661164
US,US,Market Entity for US,Planning Market - James-Gonzalez - US,APAC,LATAM,US,Elizabethchester,Samples,Standard,-51.8629295,66.146718
IT,IT,Market Entity for IT,Planning Market - Barker-Taylor - IT,AMER,AMER,IT,Ryanland,Commercial,Urgent,-43.2876135,72.335174
IT,IT,Market Entity for IT,Planning Market - Hall-King - IT,AMER,APAC,IT,New Jodi,Commercial,Priority,2.4458135,2.114365
DE,DE,Market Entity for DE,"Planning Market - Branch, Conley and Nicholson - DE",EMEA,LATAM,DE,East Rebeccaberg,Clinical,Priority,47.954854,-170.47166
GB,GB,Market Entity for GB,Planning Market - Valencia Group - GB,APAC,APAC,GB,Lake Teresachester,Free Goods,Priority,-55.118383,122.810441
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Cox-Sloan - AMER_REG,AMER,LATAM,INTL,Lake Paul,Free Goods,Urgent,63.3818345,-26.31347
IN,IN,Market Entity for IN,Planning Market - Gibson-Waters - IN,AMER,AMER,IN,West Cody,Commercial,GPSS_Early,82.4800875,-28.66984
GB,GB,Market Entity for GB,"Planning Market - Wright, Jones and Paul - GB",AMER,EMEA,GB,East Jill,Free Goods,GPSS_Early,-56.7955355,103.783567
NL,NL,Market Entity for NL,Planning Market - Massey-Goodman - NL,EMEA,APAC,NL,Gateston,Samples,Urgent,23.9644555,46.574971
US,US,Market Entity for US,"Planning Market - Tucker, Garner and Ruiz - US",APAC,AMER,US,Port Brett,Commercial,Priority,-63.802613,-137.333225
NL,NL,Market Entity for NL,"Planning Market - Brennan, Phillips and Arnold - NL",LATAM,APAC,NL,Johnmouth,Commercial,Priority,59.7357415,-86.89746
SG,SG,Market Entity for SG,Planning Market - Smith-Miller - SG,AMER,AMER,SG,Harrisonfort,Free Goods,Standard,76.6642205,5.645897
CN,CN,Market Entity for CN,"Planning Market - Walker, Delacruz and Burgess - CN",LATAM,EMEA,CN,Douglasmouth,Commercial,Urgent,-33.1606,137.544568
JP,JP,Market Entity for JP,Planning Market - Pugh and Sons - JP,EMEA,LATAM,JP,West David,Clinical,Priority,42.215049,76.030064
US,US,Market Entity for US,Planning Market - Carrillo-Bryant - US,LATAM,APAC,US,Michaelmouth,Commercial,Standard,-77.141546,-91.493875
CA,CA,Market Entity for CA,Planning Market - Barrett PLC - CA,APAC,EMEA,CA,Jacobville,Commercial,Urgent,-14.3081585,102.572134
CA,CA,Market Entity for CA,Planning Market - Reynolds-Johnson - CA,APAC,EMEA,CA,Lopezbury,Samples,GPSS_Early,66.346423,32.727617
AU,AU,Market Entity for AU,"Planning Market - Cannon, Burns and Collier - AU",LATAM,LATAM,AU,Gregorytown,Clinical,Urgent,89.087467,-26.797437
BR,BR,Market Entity for BR,Planning Market - Rivera-Watts - BR,EMEA,APAC,BR,West Elizabeth,Commercial,Standard,69.4664825,-12.993739
SG,SG,Market Entity for SG,Planning Market - Mullins-Brown - SG,LATAM,AMER,SG,Johnstonbury,Commercial,Priority,68.307958,-84.620458
US,US,Market Entity for US,"Planning Market - Peterson, Anderson and Fowler - US",EMEA,AMER,US,West Lance,Free Goods,GPSS_Early,-68.199336,45.317447
DE,DE,Market Entity for DE,"Planning Market - Ortega, Brewer and Vargas - DE",AMER,LATAM,DE,Robertmouth,Samples,Urgent,83.0991815,62.803039
SG,SG,Market Entity for SG,"Planning Market - Beck, Jones and Chaney - SG",AMER,LATAM,SG,Lewischester,Samples,Standard,-68.946959,-59.297921
NL,NL,Market Entity for NL,"Planning Market - Nguyen, Higgins and Deleon - NL",APAC,APAC,NL,Tiffanyshire,Samples,Standard,-53.7430045,-145.294962
IN,IN,Market Entity for IN,Planning Market - Joseph LLC - IN,APAC,AMER,IN,Thompsonmouth,Free Goods,Priority,79.2122055,-152.26575
CA,CA,Market Entity for CA,Planning Market - Montgomery Group - CA,APAC,AMER,CA,South Tony,Samples,Priority,23.419296,-106.105429
CH,CH,Market Entity for CH,Planning Market - Leonard-Wagner - CH,APAC,AMER,CH,Warestad,Commercial,Urgent,-11.6008165,122.110577
CA,CA,Market Entity for CA,"Planning Market - Humphrey, Shelton and Hudson - CA",EMEA,EMEA,CA,Spencerberg,Free Goods,Urgent,-53.722179,-169.087952
DE,DE,Market Entity for DE,Planning Market - Pierce Ltd - DE,LATAM,AMER,DE,North Kristinaville,Free Goods,GPSS_Early,-21.408687,-84.487574
JP,JP,Market Entity for JP,"Planning Market - Montoya, Contreras and Carlson - JP",AMER,APAC,JP,Whiteland,Samples,Priority,-3.614381,82.230667
DE,DE,Market Entity for DE,Planning Market - Willis-Rodriguez - DE,APAC,LATAM,DE,New Hollymouth,Clinical,Priority,-63.651734,159.552876
DE,DE,Market Entity for DE,"Planning Market - Mueller, Ritter and Smith - DE",APAC,LATAM,DE,North Jenniferstad,Samples,GPSS_Early,48.202484,79.709943
CH,CH,Market Entity for CH,Planning Market - Nelson Ltd - CH,APAC,AMER,CH,South Michaela,Samples,Urgent,82.0967625,-22.697798
SG,SG,Market Entity for SG,"Planning Market - Schwartz, Benjamin and Henderson - SG",LATAM,AMER,SG,New Kenneth,Free Goods,GPSS_Early,48.586333,-73.498282
NL,NL,Market Entity for NL,Planning Market - Dodson LLC - NL,LATAM,AMER,NL,South Davidmouth,Free Goods,Standard,-48.3150575,-1.819309
JP,JP,Market Entity for JP,Planning Market - White and Sons - JP,EMEA,EMEA,JP,Jamiebury,Free Goods,Urgent,-2.074868,-55.438582
SG,SG,Market Entity for SG,Planning Market - Ford-Lowe - SG,EMEA,APAC,SG,Jimenezborough,Samples,Urgent,-22.705708,-110.163349
IN,IN,Market Entity for IN,Planning Market - Lloyd-Hammond - IN,AMER,EMEA,IN,Morrisborough,Clinical,Standard,88.6748815,-142.634351
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Evans Ltd - APAC_REG,AMER,AMER,INTL,Greeneview,Samples,Urgent,-89.7290185,72.497035
IN,IN,Market Entity for IN,Planning Market - Jones-Woodard - IN,AMER,AMER,IN,Port William,Clinical,Standard,20.8465895,-134.183941
ES,ES,Market Entity for ES,"Planning Market - Esparza, Carlson and Olson - ES",AMER,AMER,ES,Wendyfurt,Clinical,GPSS_Early,20.6765625,144.403022
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Wall-Nelson - AMER_REG,EMEA,EMEA,INTL,Port Megan,Free Goods,Priority,-65.813313,66.672572
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Christensen and Sons - GLOBAL_CORP,APAC,LATAM,INTL,Kaylastad,Free Goods,GPSS_Early,14.7027665,47.201298
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Douglas, Sanchez and Mayo - AMER_REG",EMEA,AMER,INTL,East Ericborough,Clinical,GPSS_Early,13.8462305,127.531267
AU,AU,Market Entity for AU,Planning Market - Espinoza-Stephenson - AU,LATAM,APAC,AU,Amandafurt,Clinical,Standard,41.4314335,-68.931988
FR,FR,Market Entity for FR,Planning Market - Daniel-Wells - FR,LATAM,EMEA,FR,Lake Brianfort,Samples,Standard,-42.7935965,100.564395
IN,IN,Market Entity for IN,"Planning Market - Walker, Larson and Cain - IN",LATAM,EMEA,IN,Adamschester,Commercial,Priority,-70.67899,-81.530373
AU,AU,Market Entity for AU,"Planning Market - Gray, Green and Wolfe - AU",LATAM,EMEA,AU,Lake Richard,Commercial,Urgent,-26.505573,-122.384776
SG,SG,Market Entity for SG,"Planning Market - Foster, Valencia and Rangel - SG",LATAM,EMEA,SG,Prestonport,Samples,Standard,-21.3700315,-60.296496
NL,NL,Market Entity for NL,"Planning Market - Dillon, Johnson and Flores - NL",APAC,APAC,NL,Phillipfurt,Clinical,Priority,-31.558362,-171.136327
CH,CH,Market Entity for CH,Planning Market - Pearson and Sons - CH,AMER,LATAM,CH,Thomasville,Free Goods,Standard,-75.553633,12.577206
BR,BR,Market Entity for BR,"Planning Market - Jones, Green and Griffin - BR",APAC,EMEA,BR,Bergton,Clinical,Priority,-9.345893,89.202917
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Davis Ltd - EMEA_REG,EMEA,AMER,INTL,Kathyborough,Clinical,Standard,37.88781,159.190758
BR,BR,Market Entity for BR,"Planning Market - Welch, Munoz and Diaz - BR",AMER,EMEA,BR,South Sandra,Samples,Urgent,-46.194469,139.812403
IN,IN,Market Entity for IN,Planning Market - Carpenter-Stephens - IN,AMER,LATAM,IN,Murrayton,Commercial,GPSS_Early,-0.1709975,13.564538
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Black-Richards - APAC_REG,LATAM,EMEA,INTL,South Christopherburgh,Clinical,GPSS_Early,67.7904905,144.890424
CA,CA,Market Entity for CA,Planning Market - Lynch-Guzman - CA,AMER,LATAM,CA,West Kellyside,Free Goods,Urgent,-40.8546415,76.762885
SG,SG,Market Entity for SG,Planning Market - Williams and Sons - SG,LATAM,AMER,SG,East Kimberly,Commercial,Priority,-61.849381,-66.105633
CN,CN,Market Entity for CN,Planning Market - Myers PLC - CN,LATAM,APAC,CN,South Lisa,Clinical,Priority,22.9287755,-169.417496
