Location ID,Plant,Product ID,Material,Material Description,Plant Exclusion (X),Market DC (X)
PL21848,PL21848,MAT851038,MAT851038,Finished Good - Manager Response,X,
PL97863,PL97863,MAT245554,MAT245554,Finished Good - Effort Manager,X,
PL26992,PL26992,MAT289757,MAT289757,Finished Good - Become More,X,X
PL84201,PL84201,MAT733558,MAT733558,Finished Good - Get Shake,X,X
PL75187,PL75187,MAT470805,MAT470805,Finished Good - Light Writer,,X
PL47942,PL47942,MAT908219,MAT908219,Finished Good - Offer Bed,X,
PL88301,PL88301,MAT643484,MAT643484,Finished Good - Wind Else,X,X
PL31134,PL31134,MAT595366,MAT595366,Finished Good - Student Security,,
PL99563,PL99563,MAT668822,MAT668822,Finished Good - Field Western,X,
PL31440,PL31440,MAT823269,MAT823269,Finished Good - Leader Side,X,
PL51903,PL51903,MAT903739,MAT903739,Finished Good - Box Partner,X,X
PL84954,PL84954,MAT923328,MAT923328,Finished Good - Economy Run,,X
PL67135,PL67135,MAT596496,MAT596496,Finished Good - Ball Also,X,X
PL79420,PL79420,MAT400860,MAT400860,Finished Good - Father Sometimes,,X
PL42693,PL42693,MAT956203,MAT956203,Finished Good - Throughout Institution,,
PL10443,PL10443,MAT485179,MAT485179,Finished Good - Wrong Born,X,
PL19462,PL19462,MAT836536,MAT836536,Finished Good - Firm Wrong,X,
PL88151,PL88151,MAT860608,MAT860608,Finished Good - Particular First,,X
PL45758,PL45758,MAT300085,MAT300085,Finished Good - Would Edge,,X
PL65105,PL65105,MAT729948,MAT729948,Finished Good - Pm Perhaps,,X
PL64324,PL64324,MAT141545,MAT141545,Finished Good - Hospital Mission,X,
PL62892,PL62892,MAT976565,MAT976565,Finished Good - Training Guy,X,X
PL12617,PL12617,MAT779380,MAT779380,Finished Good - Care Organization,X,X
PL43165,PL43165,MAT414854,MAT414854,Finished Good - Magazine Season,X,X
PL60669,PL60669,MAT855713,MAT855713,Finished Good - Standard Easy,,
PL76651,PL76651,MAT839813,MAT839813,Finished Good - Message Account,,
PL56814,PL56814,MAT134726,MAT134726,Finished Good - Reach Court,X,
PL42921,PL42921,MAT617241,MAT617241,Finished Good - Wear Same,,X
PL24000,PL24000,MAT445090,MAT445090,Finished Good - Day Address,,
PL21436,PL21436,MAT635719,MAT635719,Finished Good - Black Official,,
PL53032,PL53032,MAT130444,MAT130444,Finished Good - Feel Pull,X,
PL83577,PL83577,MAT233800,MAT233800,Finished Good - Approach Represent,X,X
PL93776,PL93776,MAT359092,MAT359092,Finished Good - Talk Huge,X,X
PL33524,PL33524,MAT148509,MAT148509,Finished Good - Always Daughter,,X
PL78350,PL78350,MAT172108,MAT172108,Finished Good - Real Service,X,X
PL28443,PL28443,MAT386397,MAT386397,Finished Good - Third These,,X
PL18493,PL18493,MAT475905,MAT475905,Finished Good - Shoulder You,X,X
PL25743,PL25743,MAT415009,MAT415009,Finished Good - Pick Sing,,X
PL11701,PL11701,MAT211354,MAT211354,Finished Good - Management Material,,
PL72406,PL72406,MAT594938,MAT594938,Finished Good - Together Interest,,
PL18146,PL18146,MAT680704,MAT680704,Finished Good - Fact Nature,,X
PL10266,PL10266,MAT701672,MAT701672,Finished Good - Hotel Watch,X,
PL76806,PL76806,MAT816606,MAT816606,Finished Good - Great Leader,X,X
PL65088,PL65088,MAT678826,MAT678826,Finished Good - Box Call,,X
PL38216,PL38216,MAT194188,MAT194188,Finished Good - Southern Far,,
PL20198,PL20198,MAT915379,MAT915379,Finished Good - Group Discuss,X,
PL88069,PL88069,MAT710687,MAT710687,Finished Good - Ability Walk,,X
PL29977,PL29977,MAT520340,MAT520340,Finished Good - Good Paper,X,X
PL54319,PL54319,MAT181980,MAT181980,Finished Good - Once Campaign,,X
PL49889,PL49889,MAT267359,MAT267359,Finished Good - Finish Population,,X
PL95116,PL95116,MAT533702,MAT533702,Finished Good - Catch Vote,X,
PL71861,PL71861,MAT595634,MAT595634,Finished Good - Feeling Free,X,X
PL21935,PL21935,MAT882993,MAT882993,Finished Good - Director Star,,
PL19320,PL19320,MAT644128,MAT644128,Finished Good - Push Medical,X,
PL21204,PL21204,MAT657441,MAT657441,Finished Good - Where Film,X,
PL54205,PL54205,MAT312297,MAT312297,Finished Good - Enough Gun,,X
PL68977,PL68977,MAT568674,MAT568674,Finished Good - Leader Hear,,
PL15488,PL15488,MAT879572,MAT879572,Finished Good - Activity Matter,,X
PL15413,PL15413,MAT233417,MAT233417,Finished Good - However Least,,X
PL48573,PL48573,MAT798280,MAT798280,Finished Good - Herself Fine,,
PL56533,PL56533,MAT833509,MAT833509,Finished Good - Discussion Reduce,,X
PL53156,PL53156,MAT942626,MAT942626,Finished Good - Blue To,,X
PL73446,PL73446,MAT603908,MAT603908,Finished Good - Large Front,,X
PL82067,PL82067,MAT897321,MAT897321,Finished Good - Minute Parent,,
PL76450,PL76450,MAT453871,MAT453871,Finished Good - Your Common,,
PL82261,PL82261,MAT194479,MAT194479,Finished Good - Build Voice,X,
PL25762,PL25762,MAT999743,MAT999743,Finished Good - Whatever Picture,X,
PL62389,PL62389,MAT835078,MAT835078,Finished Good - Laugh Travel,,
PL39876,PL39876,MAT154912,MAT154912,Finished Good - Recognize Fast,,X
PL69354,PL69354,MAT477250,MAT477250,Finished Good - Onto Education,X,
PL34166,PL34166,MAT515761,MAT515761,Finished Good - Prepare Treatment,X,
PL93750,PL93750,MAT565595,MAT565595,Finished Good - Employee Six,X,X
PL61398,PL61398,MAT961263,MAT961263,Finished Good - Indeed Keep,X,
PL49159,PL49159,MAT510277,MAT510277,Finished Good - Cold Religious,X,X
PL61552,PL61552,MAT281776,MAT281776,Finished Good - Material Article,,X
PL23003,PL23003,MAT856944,MAT856944,Finished Good - Only I,X,X
PL95439,PL95439,MAT503243,MAT503243,Finished Good - Any Environmental,X,X
PL80407,PL80407,MAT425196,MAT425196,Finished Good - Sure Physical,X,X
PL94059,PL94059,MAT208182,MAT208182,Finished Good - Energy Everybody,X,X
PL58298,PL58298,MAT160649,MAT160649,Finished Good - Sea Purpose,,
PL11639,PL11639,MAT471687,MAT471687,Finished Good - Community Certain,X,
PL67856,PL67856,MAT592431,MAT592431,Finished Good - East On,X,
PL30923,PL30923,MAT601941,MAT601941,Finished Good - About Thank,,X
PL50806,PL50806,MAT249671,MAT249671,Finished Good - Same Administration,,X
PL82920,PL82920,MAT582906,MAT582906,Finished Good - Suggest Father,X,X
PL61638,PL61638,MAT482972,MAT482972,Finished Good - Strong Management,,X
PL27551,PL27551,MAT238168,MAT238168,Finished Good - Participant College,X,
PL93086,PL93086,MAT412092,MAT412092,Finished Good - Notice May,X,
PL40745,PL40745,MAT934721,MAT934721,Finished Good - Field Class,X,
PL32885,PL32885,MAT532621,MAT532621,Finished Good - Involve Wear,X,
PL29390,PL29390,MAT275554,MAT275554,Finished Good - Foot Support,X,
PL20752,PL20752,MAT833613,MAT833613,Finished Good - Throughout Team,X,X
PL74808,PL74808,MAT683660,MAT683660,Finished Good - Remember Hot,X,X
PL88686,PL88686,MAT740078,MAT740078,Finished Good - Growth Voice,,
PL16472,PL16472,MAT827616,MAT827616,Finished Good - Wind Room,X,X
PL34848,PL34848,MAT755142,MAT755142,Finished Good - Structure Since,X,X
PL56310,PL56310,MAT521447,MAT521447,Finished Good - Difference Provide,,
PL45020,PL45020,MAT868919,MAT868919,Finished Good - Hold Discussion,,X
PL50328,PL50328,MAT915340,MAT915340,Finished Good - Fight City,,
PL31867,PL31867,MAT424190,MAT424190,Finished Good - Production Series,,X
PL89489,PL89489,MAT695285,MAT695285,Finished Good - Miss Early,X,X
PL83381,PL83381,MAT694457,MAT694457,Finished Good - Office Themselves,,
PL27921,PL27921,MAT442535,MAT442535,Finished Good - To Approach,X,X
PL45914,PL45914,MAT273149,MAT273149,Finished Good - Difference Site,,X
PL43915,PL43915,MAT140559,MAT140559,Finished Good - Less Family,,X
PL73485,PL73485,MAT375357,MAT375357,Finished Good - Although Middle,,
PL51329,PL51329,MAT368830,MAT368830,Finished Good - Police Stage,,
PL23419,PL23419,MAT417038,MAT417038,Finished Good - Able Everybody,X,
PL26820,PL26820,MAT294821,MAT294821,Finished Good - Easy Civil,X,X
PL40132,PL40132,MAT332942,MAT332942,Finished Good - Mention Join,,
PL43179,PL43179,MAT458931,MAT458931,Finished Good - Class Production,X,X
PL87565,PL87565,MAT108944,MAT108944,Finished Good - People Population,X,X
PL34142,PL34142,MAT626402,MAT626402,Finished Good - Long Information,,X
PL96259,PL96259,MAT114355,MAT114355,Finished Good - Forward Room,,X
PL29816,PL29816,MAT375985,MAT375985,Finished Good - Stop Manager,,
PL43477,PL43477,MAT787118,MAT787118,Finished Good - Tree Effort,,X
PL62556,PL62556,MAT795991,MAT795991,Finished Good - Knowledge Medical,X,X
PL56025,PL56025,MAT909990,MAT909990,Finished Good - Activity Without,X,
PL62328,PL62328,MAT629971,MAT629971,Finished Good - Develop Anyone,X,
PL36943,PL36943,MAT213857,MAT213857,Finished Good - Let Measure,,X
PL11911,PL11911,MAT838620,MAT838620,Finished Good - Popular Itself,X,X
PL11112,PL11112,MAT819746,MAT819746,Finished Good - A Professor,,
PL70418,PL70418,MAT720927,MAT720927,Finished Good - Conference Very,,X
PL18823,PL18823,MAT526275,MAT526275,Finished Good - Positive Yard,X,
PL36603,PL36603,MAT450370,MAT450370,Finished Good - Close Success,X,X
PL61766,PL61766,MAT491344,MAT491344,Finished Good - Election The,,
PL62297,PL62297,MAT465469,MAT465469,Finished Good - Government Business,,
PL83098,PL83098,MAT917498,MAT917498,Finished Good - Foreign Reason,X,
PL99393,PL99393,MAT494668,MAT494668,Finished Good - Whole Director,,X
PL46432,PL46432,MAT381798,MAT381798,Finished Good - No Time,X,
PL85365,PL85365,MAT347020,MAT347020,Finished Good - Green Attack,,X
PL17945,PL17945,MAT317728,MAT317728,Finished Good - Phone Him,,
PL55540,PL55540,MAT351447,MAT351447,Finished Good - Chair Give,,
PL41824,PL41824,MAT783652,MAT783652,Finished Good - Camera Growth,X,
PL70938,PL70938,MAT740137,MAT740137,Finished Good - Population Sit,,
PL65694,PL65694,MAT812230,MAT812230,Finished Good - Sell Former,,
PL90962,PL90962,MAT773594,MAT773594,Finished Good - Information Here,,
PL55255,PL55255,MAT882435,MAT882435,Finished Good - Than Kitchen,,
PL38962,PL38962,MAT215278,MAT215278,Finished Good - Public Message,X,X
PL36312,PL36312,MAT861216,MAT861216,Finished Good - Present Up,,
PL27398,PL27398,MAT445222,MAT445222,Finished Good - Likely Cost,X,X
PL34310,PL34310,MAT467812,MAT467812,Finished Good - Also Trouble,,X
PL47039,PL47039,MAT785225,MAT785225,Finished Good - I Threat,,X
PL70977,PL70977,MAT650152,MAT650152,Finished Good - Education Smile,X,
PL20816,PL20816,MAT678400,MAT678400,Finished Good - Market Member,,
PL79578,PL79578,MAT663123,MAT663123,Finished Good - Turn Now,,
PL62131,PL62131,MAT664246,MAT664246,Finished Good - Less Know,,
PL59179,PL59179,MAT418903,MAT418903,Finished Good - Someone Team,,
PL70486,PL70486,MAT865613,MAT865613,Finished Good - Place Now,X,
PL35721,PL35721,MAT371838,MAT371838,Finished Good - Area Address,,
PL84385,PL84385,MAT637868,MAT637868,Finished Good - Much Room,X,
PL31370,PL31370,MAT759572,MAT759572,Finished Good - Politics Prepare,,
PL57489,PL57489,MAT870093,MAT870093,Finished Good - Movie Able,X,X
PL88221,PL88221,MAT682034,MAT682034,Finished Good - Manager Goal,,X
PL45084,PL45084,MAT120781,MAT120781,Finished Good - Scientist Go,,X
PL81575,PL81575,MAT681963,MAT681963,Finished Good - Fund Cell,,
PL18816,PL18816,MAT894234,MAT894234,Finished Good - Fear Soldier,X,X
PL12162,PL12162,MAT208951,MAT208951,Finished Good - Just Test,X,X
PL11345,PL11345,MAT616228,MAT616228,Finished Good - Center Owner,X,
PL17192,PL17192,MAT866000,MAT866000,Finished Good - Help Raise,X,X
PL24816,PL24816,MAT361888,MAT361888,Finished Good - Too Purpose,X,X
PL71872,PL71872,MAT866752,MAT866752,Finished Good - Body Piece,X,X
PL47534,PL47534,MAT671046,MAT671046,Finished Good - Send Natural,,
PL45199,PL45199,MAT792721,MAT792721,Finished Good - My Wear,,
PL57935,PL57935,MAT154288,MAT154288,Finished Good - Information Bed,X,X
PL52313,PL52313,MAT523460,MAT523460,Finished Good - Detail Piece,,X
PL26329,PL26329,MAT280831,MAT280831,Finished Good - Box Local,X,X
PL82235,PL82235,MAT388078,MAT388078,Finished Good - Up Serve,,
PL93516,PL93516,MAT596214,MAT596214,Finished Good - Feeling Clear,,
PL95692,PL95692,MAT363655,MAT363655,Finished Good - Garden Can,,
PL99248,PL99248,MAT488703,MAT488703,Finished Good - Explain Field,,X
PL83382,PL83382,MAT879839,MAT879839,Finished Good - Sure Keep,X,
PL16901,PL16901,MAT940465,MAT940465,Finished Good - Authority Fact,X,
PL20107,PL20107,MAT721630,MAT721630,Finished Good - Party Training,X,
PL94843,PL94843,MAT993455,MAT993455,Finished Good - Scientist Send,X,
PL91894,PL91894,MAT204264,MAT204264,Finished Good - Show Mission,X,X
PL78585,PL78585,MAT373339,MAT373339,Finished Good - Reveal Green,X,X
PL19766,PL19766,MAT868120,MAT868120,Finished Good - Issue Property,,X
PL40108,PL40108,MAT488815,MAT488815,Finished Good - Push Each,,
PL24599,PL24599,MAT615296,MAT615296,Finished Good - Like Treatment,X,
PL26397,PL26397,MAT650885,MAT650885,Finished Good - Process Hundred,,
PL37891,PL37891,MAT139570,MAT139570,Finished Good - Cost Water,X,
PL29942,PL29942,MAT757126,MAT757126,Finished Good - Foot Head,,
PL61924,PL61924,MAT907621,MAT907621,Finished Good - Main Hold,X,X
PL56246,PL56246,MAT767621,MAT767621,Finished Good - Safe His,,
PL57151,PL57151,MAT883115,MAT883115,Finished Good - Story Prepare,X,X
PL98035,PL98035,MAT854770,MAT854770,Finished Good - Manager Notice,X,X
PL15692,PL15692,MAT203602,MAT203602,Finished Good - Try Happen,X,X
PL12275,PL12275,MAT631228,MAT631228,Finished Good - Produce Meeting,,
PL49858,PL49858,MAT253191,MAT253191,Finished Good - Special Sing,X,X
PL31264,PL31264,MAT331899,MAT331899,Finished Good - Alone Our,X,
PL32852,PL32852,MAT968100,MAT968100,Finished Good - Blue Use,X,X
PL37089,PL37089,MAT254989,MAT254989,Finished Good - Hospital Contain,X,
PL66769,PL66769,MAT875603,MAT875603,Finished Good - By Stage,X,X
PL14708,PL14708,MAT837879,MAT837879,Finished Good - And Traditional,X,X
PL61165,PL61165,MAT225933,MAT225933,Finished Good - Father Interest,,X
PL25638,PL25638,MAT351388,MAT351388,Finished Good - Hot Down,X,
PL21425,PL21425,MAT798502,MAT798502,Finished Good - Truth Rate,,
PL83775,PL83775,MAT598099,MAT598099,Finished Good - Try Side,X,
PL14266,PL14266,MAT616827,MAT616827,Finished Good - Because Cold,X,
PL75770,PL75770,MAT330609,MAT330609,Finished Good - Television Ground,X,X
PL93915,PL93915,MAT705297,MAT705297,Finished Good - Year Ago,,X
PL39637,PL39637,MAT243272,MAT243272,Finished Good - Type Success,,
PL85074,PL85074,MAT194199,MAT194199,Finished Good - Laugh Language,X,
PL75197,PL75197,MAT162952,MAT162952,Finished Good - Animal His,,X
PL12823,PL12823,MAT536662,MAT536662,Finished Good - Speech Available,,X
PL67701,PL67701,MAT792889,MAT792889,Finished Good - Catch For,,
PL92368,PL92368,MAT840030,MAT840030,Finished Good - Out Myself,X,
PL47343,PL47343,MAT839848,MAT839848,Finished Good - Card Though,,
PL76180,PL76180,MAT638960,MAT638960,Finished Good - Decade Feel,X,
PL32657,PL32657,MAT322403,MAT322403,Finished Good - Student Member,X,X
PL71783,PL71783,MAT419231,MAT419231,Finished Good - Performance Southern,,
PL31275,PL31275,MAT472517,MAT472517,Finished Good - Reveal West,,
PL98280,PL98280,MAT425289,MAT425289,Finished Good - Pattern Property,X,X
PL98796,PL98796,MAT110836,MAT110836,Finished Good - Up Parent,,X
PL60307,PL60307,MAT994424,MAT994424,Finished Good - Nice Card,,X
PL51650,PL51650,MAT822708,MAT822708,Finished Good - Worker Again,,X
PL12793,PL12793,MAT568610,MAT568610,Finished Good - Ago Ever,X,X
PL87073,PL87073,MAT308228,MAT308228,Finished Good - Home Term,X,
PL19582,PL19582,MAT535223,MAT535223,Finished Good - No Share,,
PL24626,PL24626,MAT236166,MAT236166,Finished Good - Edge Partner,X,X
PL28295,PL28295,MAT375451,MAT375451,Finished Good - Conference Travel,,X
PL54344,PL54344,MAT227782,MAT227782,Finished Good - Away Special,,
PL62375,PL62375,MAT951359,MAT951359,Finished Good - Moment Save,X,X
PL12168,PL12168,MAT955537,MAT955537,Finished Good - Product Goal,X,
PL32719,PL32719,MAT977061,MAT977061,Finished Good - Baby Chance,,X
PL95708,PL95708,MAT766174,MAT766174,Finished Good - Play Nation,,
PL75262,PL75262,MAT651903,MAT651903,Finished Good - Hotel Enough,,
PL26347,PL26347,MAT925976,MAT925976,Finished Good - Away Oil,X,X
PL71053,PL71053,MAT306466,MAT306466,Finished Good - Water Nothing,,X
PL38230,PL38230,MAT472228,MAT472228,Finished Good - Treatment Guy,X,
PL27810,PL27810,MAT598398,MAT598398,Finished Good - Animal Leave,X,X
PL51323,PL51323,MAT457955,MAT457955,Finished Good - Same Couple,,
PL93615,PL93615,MAT106879,MAT106879,Finished Good - Add Bed,X,
PL20565,PL20565,MAT361912,MAT361912,Finished Good - Enough Listen,X,X
PL32484,PL32484,MAT908832,MAT908832,Finished Good - Enter Reach,,X
PL75233,PL75233,MAT279658,MAT279658,Finished Good - Without World,X,X
PL51669,PL51669,MAT786541,MAT786541,Finished Good - Others Piece,,
PL37683,PL37683,MAT196042,MAT196042,Finished Good - Buy Back,X,X
PL64888,PL64888,MAT558801,MAT558801,Finished Good - Provide Possible,,X
PL19337,PL19337,MAT861046,MAT861046,Finished Good - Indicate Trial,X,X
PL65086,PL65086,MAT389931,MAT389931,Finished Good - Cup Natural,X,X
PL65771,PL65771,MAT937282,MAT937282,Finished Good - Particularly Fight,,
PL93499,PL93499,MAT830713,MAT830713,Finished Good - Deep Member,X,
PL45433,PL45433,MAT353343,MAT353343,Finished Good - Method Head,X,X
PL95731,PL95731,MAT807366,MAT807366,Finished Good - Claim Dream,X,
PL52684,PL52684,MAT734737,MAT734737,Finished Good - Now Specific,,
PL29526,PL29526,MAT368981,MAT368981,Finished Good - Case Decade,X,
PL80055,PL80055,MAT660841,MAT660841,Finished Good - Individual Pm,X,
PL59237,PL59237,MAT666227,MAT666227,Finished Good - Cultural Mouth,X,X
PL85785,PL85785,MAT626523,MAT626523,Finished Good - Bag Machine,X,X
PL11828,PL11828,MAT667228,MAT667228,Finished Good - Hold Personal,X,
PL67833,PL67833,MAT530563,MAT530563,Finished Good - Common Energy,,
PL39178,PL39178,MAT564327,MAT564327,Finished Good - Pull Item,X,X
PL97435,PL97435,MAT611073,MAT611073,Finished Good - Admit Participant,X,
PL26238,PL26238,MAT153200,MAT153200,Finished Good - Loss Surface,,
PL77614,PL77614,MAT902497,MAT902497,Finished Good - Serve Wait,,X
PL91017,PL91017,MAT659565,MAT659565,Finished Good - Tv Door,,
PL94902,PL94902,MAT969847,MAT969847,Finished Good - Scientist Threat,X,X
PL66489,PL66489,MAT860048,MAT860048,Finished Good - Step Manage,,X
PL77260,PL77260,MAT915876,MAT915876,Finished Good - Up Either,X,
PL99448,PL99448,MAT921170,MAT921170,Finished Good - Kitchen Material,X,X
PL18183,PL18183,MAT470779,MAT470779,Finished Good - Building Strategy,X,X
PL43307,PL43307,MAT265364,MAT265364,Finished Good - Security Artist,,
PL30549,PL30549,MAT776151,MAT776151,Finished Good - Themselves Toward,X,
PL11687,PL11687,MAT569186,MAT569186,Finished Good - Usually Total,,X
PL52067,PL52067,MAT799497,MAT799497,Finished Good - Go Whom,,X
PL18246,PL18246,MAT975704,MAT975704,Finished Good - Safe Lawyer,,
PL52557,PL52557,MAT842787,MAT842787,Finished Good - Control Tv,,X
PL51771,PL51771,MAT940095,MAT940095,Finished Good - Better Air,,
PL12340,PL12340,MAT675134,MAT675134,Finished Good - Whether Black,,
PL63563,PL63563,MAT590460,MAT590460,Finished Good - Billion Music,,
PL62708,PL62708,MAT245206,MAT245206,Finished Good - Truth Interest,X,
PL31900,PL31900,MAT121843,MAT121843,Finished Good - Rate Short,X,X
PL47627,PL47627,MAT779373,MAT779373,Finished Good - Response Glass,X,
PL19907,PL19907,MAT863766,MAT863766,Finished Good - Happy Either,X,
PL10155,PL10155,MAT904676,MAT904676,Finished Good - Scientist Remain,X,
PL58489,PL58489,MAT532288,MAT532288,Finished Good - Star Marriage,X,
PL38793,PL38793,MAT855787,MAT855787,Finished Good - Put Know,,X
PL69642,PL69642,MAT538334,MAT538334,Finished Good - System Sort,,
PL48783,PL48783,MAT688355,MAT688355,Finished Good - Fine System,,X
PL77717,PL77717,MAT200137,MAT200137,Finished Good - Heart Interest,,
PL60840,PL60840,MAT330514,MAT330514,Finished Good - Institution Necessary,X,X
PL29241,PL29241,MAT108685,MAT108685,Finished Good - Cut Think,X,X
