id,period,period_id,material,market,actual_qty,actual_revenue,actual_orders,shipped_qty,delivered_qty,returns_qty,net_actual_qty,net_revenue,discounts,final_revenue,service_level
209,202412,202412,MAT17367,CUST7922,103.96,1260.84,1,96.64,94.59,4.19,90.4,518.11,50.52,467.59,0.9099
210,202403,202403,MAT71539,CUST0911,653.36,18145.21,42,610.89,605.39,16.97,588.42,7784.33,428.98,7355.35,0.9266
211,202408,202408,MAT50296,CUST0660,513.51,15023.23,37,507.09,494.74,8.7,486.04,8415.18,307.05,8108.13,0.9634
212,202512,202512,MAT16437,CUST7854,430.0,6694.91,4,406.47,400.31,9.72,390.59,6815.36,18.69,6796.67,0.931
213,202509,202509,MAT19735,CUST0465,295.3,7877.78,7,274.21,273.95,11.03,262.92,9044.33,415.02,8629.31,0.9277
214,202507,202507,MAT84779,CUST9054,415.58,17526.57,43,401.41,385.64,3.24,382.4,10685.41,133.12,10552.29,0.928
215,202508,202508,MAT94093,CUST3334,443.3,4461.39,37,417.19,411.72,0.47,411.25,11780.34,563.37,11216.97,0.9288
216,202505,202505,MAT23131,CUST9336,657.39,21046.65,2,649.27,641.89,6.29,635.6,15810.75,617.01,15193.74,0.9764
217,202404,202404,MAT90946,CUST5748,640.04,20253.67,36,585.6,565.08,9.34,555.74,3095.07,139.01,2956.06,0.8829
218,202409,202409,MAT26803,CUST6062,586.03,3973.68,15,528.49,521.24,23.45,497.79,12378.55,654.65,11723.9,0.8894
219,202509,202509,MAT41086,CUST7092,431.81,11487.12,49,393.24,389.26,18.25,371.01,7476.14,675.11,6801.03,0.9015
220,202412,202412,MAT98882,CUST2573,742.5,29394.28,12,721.32,691.09,22.63,668.46,14609.97,1220.14,13389.83,0.9308
221,202511,202511,MAT03403,CUST4444,714.63,31681.56,5,694.64,688.46,12.25,676.21,11973.97,787.32,11186.65,0.9634
222,202404,202404,MAT77458,CUST9789,380.87,6019.18,39,343.85,333.81,14.52,319.29,4617.27,317.04,4300.23,0.8764
223,202411,202411,MAT92695,CUST9705,853.83,16375.07,4,819.97,816.11,21.66,794.45,7456.1,340.79,7115.31,0.9558
224,202410,202410,MAT00852,CUST5524,811.78,20125.13,47,746.42,739.09,38.46,700.63,25638.08,1839.52,23798.56,0.9105
225,202502,202502,MAT26259,CUST8519,526.92,4630.23,9,515.44,512.79,8.6,504.19,19670.3,1849.4,17820.9,0.9732
226,202409,202409,MAT02248,CUST3201,407.19,14235.14,30,374.08,363.49,0.88,362.61,4589.75,332.94,4256.81,0.8927
227,202509,202509,MAT10395,CUST8848,729.25,5398.04,40,712.78,687.99,20.58,667.41,12932.4,1196.41,11735.99,0.9434
228,202412,202412,MAT27257,CUST9054,412.72,10755.42,25,375.98,372.33,5.31,367.02,3521.76,163.61,3358.15,0.9021
229,202501,202501,MAT05086,CUST5396,627.2,6495.46,24,603.45,597.99,13.09,584.9,18023.22,87.19,17936.03,0.9534
230,202511,202511,MAT70860,CUST2076,924.43,38088.08,33,859.43,859.19,24.01,835.18,11034.32,1031.71,10002.61,0.9294
231,202501,202501,MAT69323,CUST7038,290.75,2563.68,16,280.12,267.68,14.19,253.49,7360.16,654.96,6705.2,0.9207
232,202509,202509,MAT83528,CUST0347,312.63,10161.19,43,308.35,300.09,7.87,292.22,4609.3,52.57,4556.73,0.9599
233,202512,202512,MAT84448,CUST6525,76.06,2558.88,21,70.2,68.53,3.12,65.41,821.66,15.19,806.47,0.901
234,202406,202406,MAT32090,CUST0828,392.89,15152.36,35,382.52,379.99,9.17,370.82,5261.14,254.51,5006.63,0.9672
235,202410,202410,MAT17311,CUST1740,135.89,4742.22,45,126.02,125.97,4.13,121.84,2368.81,101.94,2266.87,0.927
236,202409,202409,MAT22283,CUST8439,786.19,33713.29,48,764.67,750.1,28.74,721.36,13878.46,945.1,12933.36,0.9541
237,202405,202405,MAT52362,CUST0858,164.29,5082.41,23,163.26,161.11,7.62,153.49,2051.97,184.01,1867.96,0.9806
238,202602,202602,MAT86866,CUST7190,441.25,3840.86,0,441.18,437.3,18.32,418.98,15389.08,991.24,14397.84,0.991
239,202404,202404,MAT34219,CUST1575,566.51,19961.93,27,543.62,521.57,2.72,518.85,13237.21,1229.91,12007.3,0.9207
240,202511,202511,MAT21545,CUST7567,248.01,4988.96,39,246.21,238.98,10.57,228.41,2558.22,9.96,2548.26,0.9636
241,202507,202507,MAT55240,CUST6732,552.05,11408.81,44,535.71,510.24,6.48,503.76,8339.41,95.46,8243.95,0.9243
242,202502,202502,MAT52726,CUST1955,572.17,15053.77,33,544.03,537.2,26.72,510.48,12734.52,1225.66,11508.86,0.9389
243,202403,202403,MAT71673,CUST5254,698.44,22945.6,40,658.0,647.49,13.12,634.37,15640.78,1316.74,14324.04,0.9271
244,202511,202511,MAT48696,CUST1869,590.42,12808.73,22,531.97,506.02,6.64,499.38,15242.19,869.24,14372.95,0.8571
245,202405,202405,MAT63509,CUST1612,825.16,10127.42,49,818.62,795.97,23.34,772.63,9044.92,327.11,8717.81,0.9646
246,202404,202404,MAT41165,CUST6685,823.62,36522.86,13,806.51,805.55,32.75,772.8,30107.35,848.35,29259.0,0.9781
247,202601,202601,MAT39325,CUST3753,329.74,6416.59,20,328.38,314.15,10.4,303.75,7995.52,61.07,7934.45,0.9527
248,202601,202601,MAT24338,CUST9349,266.35,1714.74,6,257.49,257.23,7.89,249.34,2238.74,173.63,2065.11,0.9658
249,202507,202507,MAT58829,CUST7683,224.51,1267.03,1,214.09,210.03,2.63,207.4,6324.4,255.83,6068.57,0.9355
250,202508,202508,MAT43178,CUST0024,807.23,22838.82,40,746.0,721.92,26.9,695.02,10094.54,339.81,9754.73,0.8943
251,202408,202408,MAT74837,CUST2927,556.38,9813.13,44,532.94,532.18,9.86,522.32,11758.67,851.93,10906.74,0.9565
252,202410,202410,MAT34056,CUST0739,188.88,1710.22,7,175.96,171.39,6.64,164.75,2844.6,282.61,2561.99,0.9074
253,202503,202503,MAT67709,CUST7739,700.9,17833.23,48,679.23,677.08,18.83,658.25,8885.02,198.51,8686.51,0.966
254,202407,202407,MAT10952,CUST0333,556.65,8224.32,28,512.38,501.54,7.88,493.66,6273.29,18.03,6255.26,0.901
255,202507,202507,MAT98857,CUST7540,200.32,3791.89,17,196.64,187.62,7.13,180.49,3684.87,250.65,3434.22,0.9366
256,202405,202405,MAT18633,CUST1031,173.0,5271.91,40,157.2,150.48,5.21,145.27,5625.47,10.7,5614.77,0.8698
257,202410,202410,MAT53485,CUST4270,194.11,7303.36,25,184.65,184.31,0.92,183.39,6112.66,451.8,5660.86,0.9495
258,202501,202501,MAT89537,CUST9362,696.55,23383.34,27,645.97,617.66,1.87,615.79,17476.58,301.2,17175.38,0.8867
259,202408,202408,MAT77362,CUST6852,674.35,18364.89,18,659.81,636.58,33.49,603.09,11796.92,691.7,11105.22,0.944
260,202404,202404,MAT06362,CUST9724,858.57,4921.18,16,836.18,801.78,26.24,775.54,27675.66,1334.55,26341.11,0.9339
261,202512,202512,MAT85543,CUST4999,922.28,4964.46,46,919.92,891.82,18.7,873.12,21595.76,1241.02,20354.74,0.967
262,202504,202504,MAT24722,CUST9690,281.02,7085.96,12,264.67,258.58,12.93,245.65,5072.56,35.98,5036.58,0.9201
263,202403,202403,MAT35954,CUST6670,422.86,13080.96,32,387.95,375.53,15.44,360.09,5898.73,58.82,5839.91,0.8881
264,202510,202510,MAT60479,CUST6987,91.87,4059.2,15,89.29,87.05,3.68,83.37,1716.48,91.68,1624.8,0.9475
265,202405,202405,MAT25359,CUST9268,803.87,31042.17,46,726.16,706.46,34.42,672.04,11885.24,282.67,11602.57,0.8788
266,202511,202511,MAT19162,CUST7200,228.84,9384.83,38,207.42,200.53,8.08,192.45,3714.77,33.71,3681.06,0.8763
267,202408,202408,MAT42240,CUST1380,705.43,5265.4,34,637.27,621.25,29.36,591.89,17824.6,936.85,16887.75,0.8807
268,202403,202403,MAT78831,CUST5881,328.44,8157.72,5,318.35,309.48,9.82,299.66,6604.66,290.67,6313.99,0.9423
269,202411,202411,MAT15970,CUST3201,868.79,18734.39,39,815.76,783.29,33.41,749.88,19118.34,1621.67,17496.67,0.9016
270,202408,202408,MAT97865,CUST1548,654.27,7298.42,17,616.64,587.91,1.78,586.13,22268.79,521.46,21747.33,0.8986
271,202508,202508,MAT14005,CUST9534,163.07,6175.17,28,162.7,159.34,4.49,154.85,2086.87,2.65,2084.22,0.9771
272,202506,202506,MAT02909,CUST1964,887.39,26942.29,33,800.34,784.21,8.61,775.6,6424.1,603.63,5820.47,0.8837
273,202506,202506,MAT62440,CUST9829,855.06,24932.89,33,822.6,789.62,21.17,768.45,25701.37,2116.41,23584.96,0.9235
274,202504,202504,MAT35737,CUST6408,142.62,3456.17,35,129.46,123.36,5.13,118.23,3715.99,46.22,3669.77,0.865
275,202505,202505,MAT87175,CUST3641,654.8,29247.36,37,604.5,603.7,32.48,571.22,6491.83,502.58,5989.25,0.922
276,202411,202411,MAT93909,CUST0306,443.34,2277.68,5,422.73,416.43,20.14,396.29,4523.58,104.71,4418.87,0.9393
277,202503,202503,MAT87581,CUST3802,58.27,1851.01,16,56.32,54.48,1.54,52.94,1747.69,102.62,1645.07,0.935
278,202505,202505,MAT61411,CUST5597,175.46,4023.15,7,172.72,169.22,6.31,162.91,987.55,95.34,892.21,0.9644
279,202408,202408,MAT06792,CUST0168,879.94,11756.58,18,863.71,862.25,23.78,838.47,25467.1,2053.61,23413.49,0.9799
280,202508,202508,MAT97010,CUST0724,168.54,4253.22,43,155.05,154.75,7.46,147.29,3141.89,31.24,3110.65,0.9182
281,202403,202403,MAT49896,CUST7609,73.93,3262.05,39,68.24,65.0,0.92,64.08,1280.42,119.57,1160.85,0.8792
282,202506,202506,MAT18045,CUST7194,697.64,22846.45,0,667.53,657.06,31.96,625.1,15572.21,89.55,15482.66,0.9418
283,202505,202505,MAT46411,CUST3621,903.98,5655.55,8,839.56,823.34,4.3,819.04,8124.26,402.43,7721.83,0.9108
284,202509,202509,MAT54697,CUST8420,164.64,1501.6,45,153.78,147.54,6.51,141.03,2581.31,146.2,2435.11,0.8961
285,202511,202511,MAT82175,CUST7451,178.65,2282.28,37,161.66,160.14,8.13,152.01,2934.77,1.18,2933.59,0.8964
286,202503,202503,MAT43329,CUST7084,152.04,3789.56,25,151.45,145.08,6.66,138.42,950.05,65.43,884.62,0.9542
287,202503,202503,MAT45713,CUST4353,880.83,25272.14,17,793.34,788.61,44.02,744.59,24088.97,1340.39,22748.58,0.8953
288,202510,202510,MAT45501,CUST9782,349.83,15676.52,10,342.82,331.1,2.02,329.08,12461.52,874.55,11586.97,0.9465
289,202601,202601,MAT37424,CUST9386,48.34,1302.68,13,45.28,44.54,1.11,43.43,661.37,14.12,647.25,0.9214
290,202405,202405,MAT85254,CUST5195,598.5,22020.56,24,563.54,552.12,8.63,543.49,21380.7,1522.58,19858.12,0.9225
291,202412,202412,MAT25027,CUST6240,512.01,19037.43,33,503.99,480.35,6.93,473.42,16418.29,1580.56,14837.73,0.9382
292,202507,202507,MAT04542,CUST4907,143.69,5414.59,47,140.44,137.41,7.13,130.28,4929.4,280.97,4648.43,0.9563
293,202409,202409,MAT83132,CUST7493,722.78,24269.48,31,705.86,672.14,10.15,661.99,6769.92,323.16,6446.76,0.9299
294,202503,202503,MAT51006,CUST5710,443.17,3807.29,37,406.95,389.76,5.95,383.81,11624.68,537.23,11087.45,0.8795
295,202411,202411,MAT22425,CUST2541,792.72,29887.72,41,770.02,759.8,23.09,736.71,13059.76,755.64,12304.12,0.9585
296,202504,202504,MAT01358,CUST1177,456.63,4756.81,40,438.97,424.29,18.75,405.54,5347.12,380.95,4966.17,0.9292
297,202408,202408,MAT23616,CUST0113,575.02,3529.71,26,531.45,522.7,12.47,510.23,10061.73,240.04,9821.69,0.909
298,202509,202509,MAT34685,CUST5732,701.26,28781.85,48,651.74,635.96,32.42,603.54,12826.77,665.78,12160.99,0.9069
299,202410,202410,MAT20557,CUST1544,910.51,28384.97,47,909.97,878.58,43.21,835.37,6550.88,71.51,6479.37,0.9649
300,202506,202506,MAT34574,CUST8837,520.43,20712.27,49,495.21,474.89,16.94,457.95,4798.89,223.27,4575.62,0.9125
301,202507,202507,MAT52704,CUST2350,350.69,2941.59,1,330.61,319.02,11.81,307.21,7282.36,139.74,7142.62,0.9097
302,202406,202406,MAT77417,CUST1436,258.58,9418.53,36,256.1,244.93,6.93,238.0,6766.33,383.27,6383.06,0.9472
303,202504,202504,MAT07716,CUST8094,444.94,7355.44,0,405.36,394.03,0.14,393.89,3427.93,37.32,3390.61,0.8856
304,202405,202405,MAT32468,CUST4181,651.57,25577.79,9,634.52,605.29,29.17,576.12,12917.1,738.76,12178.34,0.929
305,202506,202506,MAT57011,CUST6365,215.13,3940.66,32,197.51,196.23,8.82,187.41,3755.72,46.74,3708.98,0.9121
306,202512,202512,MAT29150,CUST4839,911.53,28061.85,49,851.04,840.87,19.89,820.98,15882.21,692.99,15189.22,0.9225
307,202601,202601,MAT95579,CUST2491,703.34,13888.06,43,665.13,663.49,13.08,650.41,15877.47,1110.85,14766.62,0.9433
308,202501,202501,MAT83021,CUST0162,316.91,7957.39,35,303.2,288.35,9.86,278.49,10571.22,376.52,10194.7,0.9099
309,202507,202507,MAT83185,CUST9669,506.5,20141.13,18,482.71,480.03,17.24,462.79,6621.15,43.46,6577.69,0.9477
310,202411,202411,MAT98985,CUST4876,258.86,6166.64,11,254.78,245.64,8.47,237.17,9351.08,233.64,9117.44,0.9489
311,202504,202504,MAT10948,CUST5456,556.88,13338.23,5,541.64,521.78,24.16,497.62,7521.89,453.95,7067.94,0.937
312,202407,202407,MAT26245,CUST9324,355.41,6792.04,1,351.27,336.73,3.86,332.87,10555.52,941.26,9614.26,0.9474
313,202409,202409,MAT94417,CUST7350,595.61,9788.17,18,536.97,515.49,19.6,495.89,14501.61,1137.8,13363.81,0.8655
314,202406,202406,MAT10378,CUST8968,54.23,1944.84,47,51.14,49.26,0.33,48.93,1809.65,16.14,1793.51,0.9084
315,202403,202403,MAT03756,CUST4699,818.11,6327.19,13,776.63,775.06,38.57,736.49,23754.37,1338.74,22415.63,0.9474
316,202412,202412,MAT68891,CUST9474,841.93,24355.14,11,803.0,773.88,34.12,739.76,22143.47,502.93,21640.54,0.9192
317,202511,202511,MAT52258,CUST5023,343.31,11937.61,35,322.78,318.8,12.95,305.85,12085.22,75.76,12009.46,0.9286
318,202503,202503,MAT07865,CUST9862,646.9,25978.73,14,600.56,576.85,19.18,557.67,4467.26,31.73,4435.53,0.8917
319,202503,202503,MAT53912,CUST5190,278.07,3277.94,24,257.43,255.47,4.27,251.2,6930.62,163.45,6767.17,0.9187
320,202508,202508,MAT55087,CUST3028,182.49,2805.69,33,178.83,170.59,2.17,168.42,5671.75,200.44,5471.31,0.9348
321,202409,202409,MAT50407,CUST4584,535.04,11990.68,49,487.74,474.33,22.04,452.29,13594.16,145.54,13448.62,0.8865
322,202512,202512,MAT76939,CUST7713,681.38,8475.88,7,615.33,599.1,3.62,595.48,10534.86,632.87,9901.99,0.8792
323,202404,202404,MAT23059,CUST4093,868.43,22388.4,17,810.76,778.62,17.38,761.24,11341.27,149.53,11191.74,0.8966
324,202405,202405,MAT41214,CUST7671,513.0,17605.33,47,496.54,489.42,2.38,487.04,14489.03,1338.1,13150.93,0.954
325,202406,202406,MAT81971,CUST9268,879.08,21224.83,16,851.8,841.04,21.56,819.48,30659.71,1444.41,29215.3,0.9567
326,202504,202504,MAT85748,CUST1911,276.3,11109.33,3,264.67,255.14,5.96,249.18,4077.22,23.91,4053.31,0.9234
327,202407,202407,MAT89674,CUST0270,504.11,5093.83,2,482.96,462.7,10.47,452.23,7897.02,202.11,7694.91,0.9179
328,202509,202509,MAT78919,CUST1293,86.89,2220.72,31,86.24,82.37,3.43,78.94,1217.41,25.03,1192.38,0.948
329,202411,202411,MAT38420,CUST4889,272.92,9957.39,31,255.52,249.11,11.74,237.37,7475.99,500.2,6975.79,0.9128
330,202511,202511,MAT42073,CUST7339,611.38,24919.79,26,589.13,573.95,4.09,569.86,17533.79,1237.11,16296.68,0.9388
331,202507,202507,MAT48999,CUST5720,87.79,1142.48,40,79.96,77.75,3.49,74.26,1290.53,114.65,1175.88,0.8856
332,202601,202601,MAT54024,CUST5502,462.71,2509.54,46,454.92,453.23,16.52,436.71,5249.72,460.96,4788.76,0.9795
333,202504,202504,MAT95741,CUST3910,466.99,8816.39,6,438.31,421.19,20.53,400.66,15843.44,924.43,14919.01,0.9019
334,202502,202502,MAT51454,CUST9034,579.07,11258.81,30,535.37,514.17,20.88,493.29,7233.89,15.19,7218.7,0.8879
335,202504,202504,MAT80542,CUST5528,797.69,9854.56,40,793.8,774.48,30.48,744.0,7704.18,80.86,7623.32,0.9709
336,202503,202503,MAT14937,CUST9645,475.96,5241.91,41,457.7,434.88,9.32,425.56,8844.93,178.67,8666.26,0.9137
337,202501,202501,MAT32520,CUST0339,77.93,824.4,2,77.81,74.45,1.11,73.34,589.73,24.84,564.89,0.9553
338,202508,202508,MAT72170,CUST9826,858.73,29114.49,37,813.22,809.24,8.38,800.86,24917.35,2005.06,22912.29,0.9424
339,202602,202602,MAT84481,CUST3892,162.43,2708.66,43,146.22,142.77,7.58,135.19,1369.55,27.9,1341.65,0.879
340,202503,202503,MAT78282,CUST7767,424.65,13920.92,28,413.01,403.15,0.03,403.12,15496.38,436.15,15060.23,0.9494
341,202405,202405,MAT77167,CUST9378,492.16,3473.17,10,475.77,454.08,21.34,432.74,9216.64,664.0,8552.64,0.9226
342,202512,202512,MAT56711,CUST4885,425.12,11728.95,2,385.4,374.35,1.43,372.92,5503.35,348.07,5155.28,0.8806
343,202510,202510,MAT63356,CUST7169,294.59,11203.73,20,266.46,260.07,4.03,256.04,5707.83,243.62,5464.21,0.8828
344,202503,202503,MAT19377,CUST9355,628.05,7254.96,26,622.1,612.45,14.85,597.6,6480.92,285.49,6195.43,0.9752
345,202502,202502,MAT67037,CUST7915,197.14,3780.82,3,189.11,188.5,5.0,183.5,6839.29,87.11,6752.18,0.9562
346,202508,202508,MAT66940,CUST3054,296.23,4768.2,1,266.78,255.02,13.36,241.66,9434.35,295.95,9138.4,0.8609
347,202407,202407,MAT39848,CUST4639,477.7,6217.33,26,456.82,451.45,13.97,437.48,3937.59,337.64,3599.95,0.945
348,202403,202403,MAT73694,CUST1798,159.38,6855.98,12,153.31,151.9,3.61,148.29,2134.5,101.88,2032.62,0.9531
349,202409,202409,MAT66771,CUST6422,786.03,15892.45,34,770.08,763.96,28.73,735.23,8742.92,375.02,8367.9,0.9719
350,202507,202507,MAT00624,CUST4081,546.18,8551.42,17,499.69,485.96,20.32,465.64,17309.96,198.42,17111.54,0.8897
351,202602,202602,MAT02112,CUST7774,343.67,13158.17,5,338.21,327.32,6.91,320.41,10785.98,811.12,9974.86,0.9524
352,202506,202506,MAT83496,CUST7937,264.43,5805.46,44,259.88,256.21,1.45,254.76,4456.1,153.05,4303.05,0.9689
353,202602,202602,MAT90008,CUST7174,703.53,18680.42,4,682.84,669.86,22.81,647.05,18245.69,1534.01,16711.68,0.9521
354,202507,202507,MAT28648,CUST4362,369.99,14727.84,12,367.68,366.77,17.51,349.26,5069.37,225.24,4844.13,0.9913
355,202507,202507,MAT13263,CUST6380,194.06,8147.16,24,184.52,182.91,4.5,178.41,5152.24,143.06,5009.18,0.9425
356,202411,202411,MAT78294,CUST9664,202.59,6712.56,43,202.05,201.53,0.24,201.29,2494.79,116.26,2378.53,0.9948
357,202504,202504,MAT53377,CUST4485,362.95,5776.05,2,347.38,336.97,10.63,326.34,5879.79,457.81,5421.98,0.9284
358,202512,202512,MAT69637,CUST2200,128.37,3993.31,26,127.73,127.14,4.87,122.27,4556.58,213.97,4342.61,0.9904
359,202409,202409,MAT00564,CUST3789,396.78,3227.24,40,379.23,367.05,6.7,360.35,13089.72,1161.11,11928.61,0.9251
360,202511,202511,MAT25401,CUST0261,434.88,12625.19,34,413.05,392.55,14.35,378.2,5890.12,453.86,5436.26,0.9027
361,202409,202409,MAT30932,CUST8104,648.65,25805.94,20,636.21,633.42,6.31,627.11,4912.8,138.27,4774.53,0.9765
362,202506,202506,MAT55862,CUST0367,105.04,3844.22,45,95.48,91.77,4.54,87.23,2472.17,217.94,2254.23,0.8737
363,202405,202405,MAT44620,CUST3112,74.2,1962.49,32,69.94,68.59,3.59,65.0,2119.24,179.78,1939.46,0.9244
364,202407,202407,MAT53507,CUST4010,421.04,3598.41,22,419.37,404.68,11.94,392.74,10250.21,364.29,9885.92,0.9611
365,202501,202501,MAT80403,CUST5157,417.47,5370.17,35,413.73,412.54,15.44,397.1,4512.54,265.13,4247.41,0.9882
366,202403,202403,MAT14597,CUST4778,517.31,6356.0,31,504.63,492.75,21.0,471.75,18056.27,1001.56,17054.71,0.9525
367,202602,202602,MAT15692,CUST6663,911.61,23392.0,12,839.15,823.29,41.97,781.32,26681.04,2128.19,24552.85,0.9031
368,202505,202505,MAT11567,CUST2459,144.04,1792.99,21,141.38,134.63,5.16,129.47,4490.76,284.14,4206.62,0.9347
369,202408,202408,MAT53029,CUST0275,414.32,5412.16,12,399.96,388.33,10.32,378.01,2422.66,186.06,2236.6,0.9373
370,202601,202601,MAT73097,CUST7392,339.59,2412.95,37,313.82,309.26,10.13,299.13,3073.0,288.49,2784.51,0.9107
371,202504,202504,MAT82339,CUST6966,830.37,23145.11,26,768.83,765.15,11.43,753.72,11192.04,939.51,10252.53,0.9215
372,202403,202403,MAT43779,CUST3851,268.39,7402.21,14,268.05,255.88,3.52,252.36,8130.52,542.91,7587.61,0.9534
373,202409,202409,MAT34943,CUST9947,363.5,14187.4,12,355.56,345.44,8.72,336.72,5968.13,36.42,5931.71,0.9503
374,202501,202501,MAT68446,CUST3449,516.61,20117.66,19,494.31,489.8,11.26,478.54,18854.72,1538.38,17316.34,0.9481
375,202503,202503,MAT18198,CUST8471,713.75,8097.67,0,693.25,686.98,28.62,658.36,19655.88,582.0,19073.88,0.9625
376,202512,202512,MAT11917,CUST5099,478.99,21299.09,39,439.74,431.99,9.64,422.35,10859.87,650.56,10209.31,0.9019
377,202509,202509,MAT45438,CUST2246,746.79,12510.89,18,678.03,667.5,4.08,663.42,6965.73,401.95,6563.78,0.8938
378,202412,202412,MAT76579,CUST6551,622.69,22891.57,23,578.39,570.98,30.52,540.46,15471.19,1046.98,14424.21,0.917
379,202511,202511,MAT28439,CUST3736,484.13,6432.24,20,452.86,443.97,9.94,434.03,8995.52,151.69,8843.83,0.917
380,202404,202404,MAT23654,CUST7238,161.68,6837.96,14,157.33,153.46,3.87,149.59,2844.69,18.84,2825.85,0.9492
381,202410,202410,MAT53575,CUST3049,449.62,12438.67,39,420.14,404.5,19.11,385.39,3275.3,269.22,3006.08,0.8996
382,202502,202502,MAT63622,CUST5661,153.36,3936.04,7,152.83,148.48,4.3,144.18,3921.84,341.16,3580.68,0.9682
383,202408,202408,MAT49789,CUST7631,345.95,6780.78,44,319.85,312.65,5.25,307.4,8558.23,770.49,7787.74,0.9037
384,202511,202511,MAT40544,CUST9097,210.53,3492.91,17,202.22,196.63,7.32,189.31,4177.05,413.65,3763.4,0.934
385,202405,202405,MAT32589,CUST0276,865.27,30291.38,29,856.28,852.87,15.67,837.2,15150.22,577.18,14573.04,0.9857
386,202508,202508,MAT81806,CUST5838,53.86,1682.69,9,53.42,53.12,1.11,52.01,869.09,24.41,844.68,0.9863
387,202504,202504,MAT10868,CUST3149,238.91,3261.69,38,226.89,221.14,7.43,213.71,1894.68,53.1,1841.58,0.9256
388,202507,202507,MAT46468,CUST1415,553.83,24673.03,35,522.93,522.35,12.99,509.36,3150.22,249.15,2901.07,0.9432
389,202508,202508,MAT76188,CUST6716,501.57,13480.53,43,499.42,495.39,6.31,489.08,14830.22,607.48,14222.74,0.9877
390,202408,202408,MAT09768,CUST6886,265.94,5302.0,41,251.67,250.54,3.43,247.11,3750.19,272.32,3477.87,0.9421
391,202601,202601,MAT58676,CUST3864,806.84,20372.58,42,748.0,710.78,1.07,709.71,12627.14,557.33,12069.81,0.8809
392,202408,202408,MAT92778,CUST4235,296.96,13217.44,40,295.02,288.14,9.67,278.47,6721.48,666.72,6054.76,0.9703
393,202405,202405,MAT64019,CUST2660,175.64,1438.22,3,160.06,155.21,4.36,150.85,5204.05,173.68,5030.37,0.8837
394,202507,202507,MAT55757,CUST1314,701.21,11017.68,19,685.21,675.33,15.56,659.77,13186.23,42.48,13143.75,0.9631
395,202506,202506,MAT83636,CUST3903,880.25,28410.86,24,878.31,871.93,27.17,844.76,30578.17,2269.69,28308.48,0.9905
396,202406,202406,MAT33684,CUST0606,785.44,16931.36,27,757.08,738.82,11.64,727.18,20466.29,1622.55,18843.74,0.9406
397,202511,202511,MAT98749,CUST8223,585.03,15399.53,22,533.45,514.05,25.21,488.84,9775.56,84.01,9691.55,0.8787
398,202510,202510,MAT84035,CUST0053,491.26,18255.17,6,455.17,452.12,17.14,434.98,11701.68,353.17,11348.51,0.9203
399,202509,202509,MAT64954,CUST2920,318.52,9937.62,48,302.43,300.93,0.49,300.44,9430.34,388.14,9042.2,0.9448
400,202505,202505,MAT77234,CUST9513,789.28,14195.47,35,763.25,732.18,17.72,714.46,12783.59,735.31,12048.28,0.9277
401,202503,202503,MAT53136,CUST3793,469.99,18604.76,35,443.68,430.85,8.02,422.83,2397.37,235.04,2162.33,0.9167
402,202409,202409,MAT58018,CUST7562,476.19,7762.03,17,450.91,431.51,16.95,414.56,5399.2,80.87,5318.33,0.9062
403,202405,202405,MAT80378,CUST6167,932.93,30755.92,48,853.71,822.96,29.83,793.13,5660.08,378.89,5281.19,0.8821
404,202509,202509,MAT89791,CUST2599,789.25,4324.0,15,768.69,737.21,38.23,698.98,3819.29,268.27,3551.02,0.9341
405,202409,202409,MAT27779,CUST2749,126.48,2240.85,10,125.03,123.7,5.97,117.73,1361.03,98.23,1262.8,0.978
406,202509,202509,MAT65838,CUST7453,76.77,3177.87,19,69.94,68.01,3.23,64.78,2178.37,53.58,2124.79,0.8859
407,202408,202408,MAT62088,CUST2658,789.44,30553.86,38,726.82,704.75,25.41,679.34,9945.26,236.91,9708.35,0.8927
